name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001
MarketCap,"10,489,593,076","16,028,035,904","13,819,512,023","15,556,953,971","14,565,045,634","16,447,325,532","19,267,501,920","18,632,365,488","22,761,019,931","23,720,236,516","19,375,181,457","19,923,194,947","17,358,334,021","13,200,794,245","12,772,520,563","10,640,021,867","10,645,719,726","10,865,932,731","11,371,779,147","12,706,709,245","13,694,108,258","12,722,188,426","14,122,355,931","13,391,506,028","13,435,998,292","15,450,059,320","13,503,275,382","11,495,508,277","13,001,700,354","13,513,774,746","13,723,053,737","12,294,699,931","12,439,586,107","12,114,420,502","13,219,718,609","18,219,148,149","18,361,960,497","18,225,130,187","14,754,582,567","13,369,126,062","16,541,790,885","18,854,049,451","24,663,316,785","27,579,723,720","29,507,176,055","30,324,577,307","27,125,611,914","26,243,656,127","27,935,384,825","28,762,751,146","25,114,975,382","18,160,000,989","13,970,174,601","13,685,131,547","11,978,133,605","9,754,581,777","9,613,655,030","12,395,426,466","11,592,756,735","10,799,710,736","9,929,825,221","7,549,949,755","11,603,944,514","11,255,296,110","15,613,824,550","13,380,555,240","12,357,651,482"
PeRatio,"3.932","6.375","5.713","6.19","5.487","5.486","6.416","6.139","7.476","7.816","7.719","9.161","8.854","8.015","7.72","7.784","7.21","8.202","8.568","8.688","10.79","9.384","10.214","11.206","11.588","15.324","13.036","8.748","8.368","8.853","8.027","6.51","6.049","12.848","13.68","31.385",,"232.408","29.438","27.836","32.732","5.824","6.148","7.98","8.96","9.672","8.607","8.345","8.917","9.634","8.988","7.351","7.069","9.2","12.022",,,,,,"24.521","10.365","11.86","11.451","15.095","13.743","12.576"
ForwardPeRatio,"4.933","6.146","5.171","5.447","4.829",,"6.173","6.192","7.553",,,,,,,,,,,,,,,"7.657","8.15","9.775","8.251","5.828","6.431","6.553","6.636","5.865","6.583","5.656","5.015","7.273","8.666","9.699",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,"0.002","0.002","0.002","0.002","0.001","0.001","0.001","0.001","1.364","0.031","0.049","0.022","0.031","0.073","0.147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.515","0.759","0.695","0.747","0.699","0.895","1.05","0.913","1.248","1.486","1.631","2.279","1.92","1.677","1.466","1.27","1.232","1.306","1.392","1.474","1.578","1.463","1.552","1.419","1.668","1.631","1.401","1.227","1.303","1.379","1.815","1.633","0.542","1.241","1.321","1.719","2.046","1.098","0.715","0.676","0.795","1.51","2.281","2.958","3.194","3.344","2.89","2.812","3.005","3.137","2.662","2.177","1.584","1.532","1.323","0.928","0.929","1.348","1.441","1.213","1.256","0.957","1.396","2.486","2.833","2.528","2.313"
PbRatio,"0.334","0.489","0.451","0.497","0.463","0.522","0.616","0.615","0.719","0.742","0.693","0.734","0.63","0.572","0.48","0.429","0.421","0.447","0.486","0.514","0.551","0.514","0.562","0.528","0.567","0.652","0.583","0.529","0.58","0.613","0.64","0.63","0.705","0.547","0.656","0.969","1.018","1.142","0.938","0.887","1.043","1.17","1.36","1.791","1.934","2.025","2.241","2.203","2.354","2.482","3.425","2.554","1.882","1.844","1.614","1.274","1.256","2","2.104","1.123","1.162","1.068","1.558","1.842","2.555","2.323","2.126"
