name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991
TotalAssets,"698,690,000,000","676,689,000,000","690,059,000,000","731,856,000,000","750,078,000,000","631,942,000,000","582,575,000,000","637,785,000,000","597,688,000,000","552,738,000,000","535,065,000,000","542,650,000,000","502,995,796,030","411,916,003,021.98","392,091,625,123.46","314,118,124,511.36","286,648,607,200.71","279,795,013,867.87","309,784,274,243.05","300,805,021,100","238,532,457,170","133,938,817,110","126,014,692,167","104,515,216,906","89,785,656,921","80,367,986,484","72,321,906,475","72,018,697,320","51,498,964,699"
	CashCashEquivalentsAndFederalFundsSold,"44,303,000,000","58,196,000,000","42,680,000,000","40,039,000,000","43,458,000,000","31,430,000,000","34,887,000,000","37,417,000,000","30,927,000,000","19,981,000,000","16,344,000,000","14,659,000,000","22,616,563,250","12,515,112,752.02","72,320,364,269.94","28,328,585,058.24","27,007,654,443.79","27,843,261,841.38","29,456,786,467.64","57,340,507,960","58,168,516,280","41,430,834,666","45,259,045,650","34,603,444,225","30,755,126,922","29,067,234,792","27,118,418,390","21,805,611,480","21,932,758,848"
		CashAndCashEquivalents,"44,303,000,000","58,196,000,000","42,680,000,000","40,039,000,000","43,309,000,000","31,221,000,000","34,767,000,000","36,941,000,000","30,432,000,000","19,981,000,000","16,344,000,000","14,659,000,000","22,616,563,250","12,515,112,752.02","12,331,948,800.19","21,365,976,886.96","8,095,719,462.05","8,057,608,169.23","9,256,310,341.01","42,586,405,780","46,122,787,690","38,013,202,854","29,685,606,678","24,598,555,438","23,344,266,120","23,747,744,574","22,043,718,886","21,805,611,480","21,932,758,848"
			CashFinancial,"12,548,000,000","14,316,000,000","10,962,000,000","11,368,000,000","7,192,000,000","6,247,000,000","5,533,000,000","5,294,000,000","4,611,000,000",,,"3,915,000,000",,,,,,,,,,,,,,,,,
			CashEquivalents,,,,,,,,,"25,821,000,000",,,"17,000,000",,,,"2,835,222,180.08","1,764,495,054.06","1,870,047,337.92","2,407,076,923.09","7,207,225,060","8,046,717,630","3,925,305,576","1,901,998,098","1,297,764,744","1,246,062,207","1,036,449,660","900,422,187",,
			CashAndDueFromBanks,"31,755,000,000","43,880,000,000","31,718,000,000","28,671,000,000","36,117,000,000","24,974,000,000","29,234,000,000","31,647,000,000","25,821,000,000","19,981,000,000","16,344,000,000","10,727,000,000","22,616,563,250","12,515,112,752.02","12,331,948,800.19","18,530,754,706.88","6,331,224,407.99","6,187,560,831.31","6,849,233,417.92","35,379,180,720","38,076,070,060","34,087,897,278","27,783,608,580","23,300,790,694","22,098,203,913","22,711,294,914","21,143,296,699","21,805,611,480","21,932,758,848"
		MoneyMarketInvestments,,,,,"149,000,000","209,000,000","120,000,000","476,000,000","495,000,000",,,,,,"59,988,415,469.75","6,962,608,171.28","18,911,934,981.74","19,785,653,672.15","20,200,476,126.63","14,754,102,180","12,045,728,590","3,417,631,812","15,573,438,972","10,004,888,787","7,410,860,802","5,319,490,218","5,074,699,504",,
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,"149,000,000","209,000,000","120,000,000","476,000,000","495,000,000",,,,,,"59,988,415,469.75","6,962,608,171.28","18,911,934,981.74","19,785,653,672.15","20,200,476,126.63","14,754,102,180","12,045,728,590","3,417,631,812","15,573,438,972","10,004,888,787","7,410,860,802","5,319,490,218","5,074,699,504",,
				SecurityAgreeToBeResell,,,,,"149,000,000","209,000,000","120,000,000","476,000,000","495,000,000",,,,,,,,,,,,,,,,,,,,
	BankOwnedLifeInsurance,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,
	SecuritiesAndInvestments,"209,519,000,000","185,432,000,000","160,973,000,000","185,138,000,000","204,579,000,000","187,553,000,000","156,775,000,000","168,426,000,000","142,678,000,000","132,459,000,000","141,028,000,000","128,115,000,000","119,248,787,550","100,984,558,751.11","49,406,467,162.25","83,648,914,512.08","52,843,566,756.88","49,177,614,696.66","65,514,442,473.58","65,603,955,100","44,468,127,340","17,951,050,980","19,174,889,916","20,199,637,535","15,535,495,236","16,136,159,388","11,673,762,597","13,727,895,930","5,965,449,217"
		TradingSecurities,"102,688,000,000","90,117,000,000","64,695,000,000","74,950,000,000","78,326,000,000","83,258,000,000","72,112,000,000","79,954,000,000","70,602,000,000","63,283,000,000","69,733,000,000",,"62,434,060,230","51,835,070,853.13","43,978,371,154.33",,,,,,,"801,585,666","2,013,816,168","842,116,907","272,578,545","728,939,694",,,
		AvailableForSaleSecurities,"45,648,000,000","38,978,000,000","13,048,000,000","13,271,000,000","12,827,000,000","9,420,000,000","6,889,000,000","6,810,000,000","61,121,000,000","59,230,000,000","65,858,000,000","122,833,000,000","56,814,727,320","49,149,487,897.98","5,428,096,007.92","83,648,914,512.08","52,843,566,756.88","49,177,614,696.66","65,514,442,473.58","65,603,955,100","44,468,127,340","17,149,465,314","17,161,073,748","19,357,520,628","15,262,916,691","15,407,219,694","11,673,762,597","13,727,895,930","5,965,449,217"
		HeldToMaturitySecurities,,,"13,754,000,000","17,696,000,000","0","0","0","10,162,000,000","10,955,000,000","9,946,000,000","5,437,000,000","5,282,000,000",,,,,,,,,,,,,,,,,
		OtherShortTermInvestments,"61,183,000,000","56,337,000,000","69,476,000,000","79,221,000,000","113,426,000,000","94,875,000,000","77,774,000,000","71,500,000,000",,,,,,,,,,,,,,,,,,,,,
	LongTermEquityInvestment,"1,488,000,000","1,578,000,000","1,588,000,000","765,000,000","879,000,000","4,509,000,000","4,742,000,000","6,795,000,000","5,843,000,000","4,547,000,000","2,922,000,000","1,467,000,000",,,,,,,,,,,,,,,,,
	DerivativeAssets,"1,757,000,000","2,871,000,000","2,460,000,000","2,850,000,000","3,583,000,000","2,672,000,000","2,628,000,000","5,120,000,000","4,698,000,000","3,603,000,000","3,595,000,000","3,833,000,000",,,,,,,,,,,,,,,,,
	NetLoan,"400,284,000,000","387,131,000,000","421,182,000,000","454,767,000,000","447,127,000,000","365,715,000,000","346,470,000,000","379,453,000,000","381,076,000,000","364,707,000,000","346,117,000,000","369,494,000,000","339,025,541,000","279,855,052,596.99","244,135,236,333.43","170,859,522,894.32","148,567,498,475.47","141,442,815,926.29","150,481,350,640.66","137,645,328,240","113,781,998,470","60,737,700,312","50,399,495,055","40,505,574,151","35,352,696,372","28,919,391,894","27,949,384,302","30,122,902,755","20,881,948,633"
		GrossLoan,"400,284,000,000","387,131,000,000","421,182,000,000","468,308,000,000","463,770,000,000","377,881,000,000","359,621,000,000","392,569,000,000","381,076,000,000","364,707,000,000","346,117,000,000","369,494,000,000","339,025,541,000","285,604,101,998.68","249,179,890,643.47","174,201,733,358.72","153,003,281,165.98","146,545,121,180.02","156,419,374,026.08","137,645,328,240","113,781,998,470","62,761,062,492","52,191,493,263","42,012,803,524","36,716,602,980","29,944,995,936","29,090,438,874","31,313,829,960","21,596,783,481"
			CommercialLoan,"13,649,000,000","9,163,000,000","26,261,000,000","31,373,000,000","32,962,000,000","27,059,000,000","22,862,000,000","26,522,000,000","26,107,000,000","23,637,000,000","22,239,000,000",,,,,,,,,,,,,,,,,,
			ConsumerLoan,"382,360,000,000","374,027,000,000","387,621,000,000","285,772,000,000","286,605,000,000","226,725,000,000","211,195,000,000","226,819,000,000","354,969,000,000","341,070,000,000","323,878,000,000",,,,,,,,,,,,,,,,,,
			MortgageLoan,,,,"142,269,000,000","144,203,000,000","124,097,000,000","125,564,000,000","139,228,000,000",,,,,,,,,,,,,,,,,,,,,
			OtherLoanAssets,"4,275,000,000","3,941,000,000","7,300,000,000","8,894,000,000",,,"4,628,000,000","3,957,000,000",,,,,,"285,604,101,998.68","249,179,890,643.47","174,201,733,358.72","153,003,281,165.98","146,545,121,180.02","156,419,374,026.08",,,"62,761,062,492","52,191,493,263","42,012,803,524","36,716,602,980","29,944,995,936","29,090,438,874","31,313,829,960","21,596,783,481"
		AllowanceForLoansAndLeaseLosses,,,"12,748,000,000","13,541,000,000","16,643,000,000","12,166,000,000","13,151,000,000","13,116,000,000",,,,,,"5,749,049,401.69","5,044,654,310.04","3,342,210,464.4","4,435,782,690.51","5,102,305,253.73","5,938,023,385.42",,,"2,023,362,180","1,791,998,208","1,507,229,373","1,363,906,608","1,025,604,042","1,141,054,572","1,190,927,205","714,834,848"
	Receivables,"1,765,000,000","2,784,000,000","2,163,000,000","1,853,000,000","1,910,000,000","2,035,000,000","2,518,000,000","1,975,000,000","1,521,000,000","1,113,000,000","1,187,000,000",,,,"5,072,090,163.49",,,,,,,"1,840,466,610",,,,,,,"877,405,984"
		AccountsReceivable,,,,,"9,000,000","0","16,000,000","17,000,000","12,000,000",,,,,,,,,,,,,"1,840,466,610",,,,,,,"684,427,471"
			GrossAccountsReceivable,,,,,,,,,"12,000,000",,,,,,,,,,,,,"1,840,466,610",,,,,,,"684,427,471"
		OtherReceivables,"1,765,000,000","2,784,000,000","2,163,000,000","1,853,000,000","1,901,000,000","2,035,000,000","2,502,000,000","1,958,000,000","1,509,000,000","1,113,000,000","1,187,000,000",,,,,,,,,,,,,,,,,,"192,978,513"
	NetPPE,"9,817,000,000","7,066,000,000","6,996,000,000","8,251,000,000","8,479,000,000","6,427,000,000","5,840,000,000","5,897,000,000","7,330,000,000","5,132,000,000","4,873,000,000","6,908,000,000","4,443,751,730","3,816,306,472.85","3,837,604,249.05","2,729,809,921.12","3,783,622,030.61","4,638,155,497.41","6,182,635,653.46","5,976,385,620","4,864,602,050","3,373,549,290","2,778,997,221","2,319,296,502","1,914,835,032","1,657,422,450","1,702,619,758","1,897,323,885","1,569,229,844"
		GrossPPE,"16,261,000,000","12,709,000,000","12,844,000,000","14,433,000,000","14,699,000,000","11,831,000,000","12,227,000,000","12,452,000,000","12,670,000,000",,,,,,,,,,,,,,,,,,,,
			Properties,"6,001,000,000","5,939,000,000","5,490,000,000","6,176,000,000","5,858,000,000","4,168,000,000","3,980,000,000","4,247,000,000","1,590,000,000",,,,,,,,,,,,,,,,,,,,
			LandAndImprovements,,,,,,,,,"3,740,000,000",,,,,,,,,,,,,,,,,,,,
