name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"2,450,987,576","14,072,385,864","5,226,021,756","5,784,963,029","5,024,399,592","5,064,750,428","2,745,292,204","1,335,785,058"
EnterpriseValue,"5,874,987,576","17,232,385,864","8,048,021,756","8,072,963,029","6,146,799,592","6,091,550,428","2,862,292,204","914,185,058"
PeRatio,"9.688","14.203","11.14","21.904","22.623","33.37","54.276",
ForwardPeRatio,"11.287","17.241","12.563","17.731","15.015","42.919","11.013","34.483"
PegRatio,"6.882",,"16.116","2.052","0.977",,,
PsRatio,"6.698","8.665","5.553","7.124","11.388","18.794","38.241","16.29"
PbRatio,"3.348","5.11","2.139","3.586","3.144","15.069","29.901","4.703"
EnterprisesValueRevenueRatio,"5.385","15.304","7.701","8.643","8.109","22.935","12.499","8.576"
EnterprisesValueEBITDARatio,"4.958","14.933","7.798","10.836","11.016","24.347","19.511","13.503"
