name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
TotalRevenue,"2,487,961,000","2,487,961,000","2,411,835,000","2,271,026,000","2,108,931,000","2,205,683,000","2,243,126,000","2,510,771,000","2,097,716,000","2,054,130,000","1,893,134,000","1,809,690,000","1,830,140,000","1,592,124,000","1,282,155,000","1,130,928,000","955,039,000","746,071,000","513,278,000","343,167,000","329,575,000","293,300,000","249,400,000","219,400,000","170,500,000","154,400,000","162,900,000","158,900,000","179,700,000","191,300,000","198,900,000","187,100,000"
	OperatingRevenue,"2,487,961,000","2,487,961,000","2,411,835,000","2,271,026,000","2,108,931,000","2,205,683,000","2,243,126,000","2,510,771,000","2,097,716,000","2,054,130,000","1,893,134,000","1,809,690,000","1,830,140,000","1,592,124,000","1,282,155,000","1,130,928,000","955,039,000","746,071,000","513,278,000","343,167,000","329,575,000","293,300,000","249,400,000","219,400,000","170,500,000","154,400,000","162,900,000","158,900,000","179,700,000","191,300,000","198,900,000","187,100,000"
CostOfRevenue,"1,589,216,000","1,589,216,000","1,540,574,000","1,452,431,000","1,358,448,000","1,422,428,000","1,466,610,000","1,699,678,000","1,438,973,000","1,378,012,000","1,271,381,000","1,214,159,000","1,214,061,000","1,068,500,000","851,076,000","740,416,000","624,536,000","505,153,000","337,192,000","215,350,000","194,259,000","178,000,000","157,700,000","134,600,000","108,200,000","96,200,000","95,900,000","101,100,000","111,200,000","117,900,000","120,900,000","113,700,000"
GrossProfit,"898,745,000","898,745,000","871,261,000","818,595,000","750,483,000","783,255,000","776,516,000","811,093,000","658,743,000","676,118,000","621,753,000","595,531,000","616,079,000","523,624,000","431,079,000","390,512,000","330,503,000","240,918,000","176,086,000","127,817,000","135,316,000","115,300,000","91,700,000","84,800,000","62,300,000","58,200,000","67,000,000","57,800,000","68,500,000","73,400,000","78,000,000","73,400,000"
OperatingExpense,"494,792,000","494,792,000","497,635,000","478,852,000","442,385,000","472,638,000","494,143,000","577,474,000","497,297,000","471,162,000","441,930,000","426,212,000","419,517,000","344,440,000","290,451,000","252,530,000","219,784,000","151,588,000","114,257,000","80,659,000","83,131,000","64,100,000","55,300,000","51,500,000","43,200,000","43,300,000","41,100,000","67,400,000","47,800,000","51,700,000","59,500,000","58,600,000"
	SellingGeneralAndAdministration,"422,272,000","422,272,000","433,110,000","418,544,000","383,793,000","411,801,000","426,301,000","508,600,000","437,585,000","409,047,000","387,799,000","371,567,000","369,902,000","296,511,000","251,124,000","214,669,000","185,459,000","131,088,000","102,633,000","79,256,000","65,342,000","48,400,000","44,300,000","40,500,000","34,300,000","33,800,000","30,200,000","55,900,000","35,900,000","39,500,000","47,700,000","47,300,000"
		GeneralAndAdministrativeExpense,"301,411,000","301,411,000","306,469,000","298,542,000","272,565,000","290,319,000","298,296,000","355,264,000","312,384,000","289,609,000","276,026,000","265,380,000",,,,,,,,,,,,,,,,,,,,
			OtherGandA,"301,411,000","301,411,000","306,469,000","298,542,000","272,565,000","290,319,000","298,296,000","355,264,000","312,384,000","289,609,000","276,026,000","265,380,000",,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"120,861,000","120,861,000","126,641,000","120,002,000","111,228,000","121,482,000","128,005,000","153,336,000","125,201,000","119,438,000","111,773,000","106,187,000",,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"72,520,000","72,520,000","64,525,000","60,308,000","58,592,000","60,837,000","67,842,000","68,874,000","59,712,000","62,115,000","54,131,000","54,645,000","49,615,000","47,929,000","38,841,000","39,681,000","33,825,000","22,111,000","11,624,000","4,383,000","3,443,000","2,800,000","1,300,000","1,900,000",,,,,,,,
