name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
MarketCap,"5,238,616,632","4,714,781,542","3,672,751,326","5,599,670,243","3,195,314,717","3,502,933,451","2,765,128,286"
EnterpriseValue,"7,668,616,632","7,140,781,542","5,587,551,326","6,452,770,243","3,403,414,717","3,806,233,451","2,743,228,286"
PeRatio,"8.133","11.483","11.806","23.48","21.234","123.386","73.055"
ForwardPeRatio,"9.606","11.173","8.117","17.668","15.267","29.326","47.17"
PsRatio,"6.151","8.824","6.807","17.92","15.582","24.958","38.325"
PbRatio,,,,"1,646.962","13.632","119.857","18.228"
EnterprisesValueRevenueRatio,"15.246","14.196","10.649","13.726","11.684","11.658","15.04"
EnterprisesValueEBITDARatio,"29.048","27.048","21.649","26.316","18.467","17.348","24.255"
