name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,12/31/2005
			CurrentDebt,"1,996,000,000",,,,,,,,,,,,,"223,500,000","1,762,704,000","1,662,257,000","1,785,318,000","1,676,197,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LineOfCredit,,,,,,,,,,"0","0","0","0","223,500,000","98,500,000","0","125,000,000","15,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"1,996,000,000",,,,,,,,,,,,,"223,500,000","1,762,704,000","1,662,257,000","1,785,318,000","1,676,197,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"6,000,000","6,000,000","6,000,000","6,000,000","5,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"94,000,000","156,000,000","169,000,000","122,000,000","106,000,000","117,000,000","119,000,000","98,000,000","95,000,000","112,000,000","135,000,000","66,000,000","83,000,000","73,348,000","27,426,000","27,426,000","27,386,000","27,386,000","27,361,000","27,379,000","26,653,000","26,655,000","26,639,000","26,639,000","26,722,000","26,593,000","26,585,000","27,281,000","25,329,000","27,236,000","27,213,000","25,836,000","27,213,000","27,317,000","27,131,000","27,036,000","27,642,000","27,265,000","27,014,000","27,168,000","89,962,000","89,963,000","89,411,000","89,537,000","76,307,000","65,242,000","16,500,000",,,,,,,,
			CurrentDeferredRevenue,"94,000,000","156,000,000","169,000,000","122,000,000","106,000,000","117,000,000","119,000,000","98,000,000","95,000,000","112,000,000","135,000,000","66,000,000","83,000,000","73,348,000","27,426,000","27,426,000","27,386,000","27,386,000","27,361,000","27,379,000","26,653,000","26,655,000","26,639,000","26,639,000","26,722,000","26,593,000","26,585,000","27,281,000","25,329,000","27,236,000","27,213,000","25,836,000","27,213,000","27,317,000","27,131,000","27,036,000","27,642,000","27,265,000","27,014,000","27,168,000","89,962,000","89,963,000","89,411,000","89,537,000","76,307,000","65,242,000","16,500,000",,,,,,,,
		OtherCurrentLiabilities,"12,000,000","9,000,000","29,000,000","8,000,000","10,000,000","66,000,000","6,000,000","7,000,000","4,000,000",,"4,000,000","2,000,000","4,000,000","14,670,000","12,970,000","15,997,000","11,911,000","6,430,000","7,655,000","8,438,000","7,252,000","23,265,000","17,103,000","13,121,000","19,581,000","13,549,000","8,292,000","3,653,000","1,498,000","98,000","586,000","664,000","2,637,000","2,722,000","778,000","335,000",,"10,065,000",,,,,"409,000",,,,,"7,740,000","830,000",,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"15,698,000,000","17,703,000,000","17,711,000,000","16,842,000,000","16,196,000,000","16,106,000,000","16,094,000,000","16,084,000,000","16,091,000,000","16,085,000,000","16,069,000,000","16,054,000,000","16,050,000,000","14,243,575,000","12,247,994,000","11,605,502,000","10,785,583,000","10,217,561,000","11,326,202,000","11,057,700,000","11,057,382,000","9,042,030,000","9,038,494,000","9,036,664,000","6,627,190,000","6,611,152,000","5,611,077,000","5,609,893,000","3,728,237,000","2,230,060,000","2,362,849,000","2,233,295,000","2,233,125,000","2,230,501,000","2,230,331,000","2,230,159,000","2,229,989,000","2,227,366,000","2,227,201,000","2,227,035,000","2,226,863,000","2,224,216,000","2,224,046,000","2,223,875,000","2,221,316,000","2,223,517,000","2,223,111,000","2,081,371,000","2,080,422,000","2,079,075,000","2,074,779,000","2,073,938,000","2,073,169,000","2,073,149,000","112,605,000"
		LongTermDebtAndCapitalLeaseObligation,"15,676,000,000","17,666,000,000","17,655,000,000","16,806,000,000","16,160,000,000","16,066,000,000","16,059,000,000","16,046,000,000","16,052,000,000","16,046,000,000","16,040,000,000","16,025,000,000","16,020,000,000","14,209,229,000","12,195,743,000","11,543,524,000","10,734,069,000","10,178,681,000","11,244,002,000","10,993,119,000","10,992,229,000","8,991,333,000","8,989,760,000","8,987,850,000","6,578,350,000","6,576,273,000","5,574,195,000","5,572,008,000","3,668,286,000","2,167,113,000","2,295,939,000","2,194,765,000","2,193,592,000","2,192,418,000","2,191,244,000","2,190,071,000","2,188,897,000","2,187,724,000","2,186,550,000","2,185,376,000","2,184,203,000","2,183,029,000","2,181,855,000","2,180,682,000","2,179,508,000","2,180,706,000","2,179,278,000","2,033,486,000","2,033,100,000","2,032,645,000","2,032,282,000","2,032,079,000","2,032,000,000","2,032,000,000",
			LongTermDebt,"15,591,000,000","17,579,000,000","17,571,000,000","16,720,000,000","16,073,000,000","16,066,000,000","16,059,000,000","16,046,000,000","16,052,000,000","16,046,000,000","16,040,000,000","16,025,000,000","16,020,000,000","14,209,229,000","12,195,743,000","11,543,524,000","10,734,069,000","10,178,681,000","11,244,002,000","10,993,119,000","10,992,229,000","8,991,333,000","8,989,760,000","8,987,850,000","6,578,350,000","6,576,273,000","5,574,195,000","5,572,008,000","3,668,286,000","2,167,113,000","2,295,939,000","2,194,765,000","2,193,592,000","2,192,418,000","2,191,244,000","2,190,071,000","2,188,897,000","2,187,724,000","2,186,550,000","2,185,376,000","2,184,203,000","2,183,029,000","2,181,855,000","2,180,682,000","2,179,508,000","2,180,706,000","2,179,278,000","2,033,486,000","2,033,100,000","2,032,645,000","2,032,282,000","2,032,079,000","2,032,000,000","2,032,000,000",
			LongTermCapitalLeaseObligation,"85,000,000","87,000,000","84,000,000","86,000,000","87,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,,,,,,,"0",,"1,000,000","2,000,000","3,000,000","4,000,000","5,500,000","6,500,000","7,500,000","8,500,000","9,500,000","10,500,000","11,500,000","12,500,000","13,500,000","14,500,000","15,500,000","16,500,000","17,500,000","35,673,000","36,673,000","37,673,000","36,220,000","37,220,000","38,220,000","39,220,000","37,766,000","38,766,000","39,766,000","40,766,000","39,313,000","40,313,000","41,313,000","42,313,000","40,860,000","41,860,000","42,860,000","41,471,000","42,471,000",,,,,,,,,
			NonCurrentDeferredRevenue,,,,,,,,"0",,"1,000,000","2,000,000","3,000,000","4,000,000","5,500,000","6,500,000","7,500,000","8,500,000","9,500,000","10,500,000","11,500,000","12,500,000","13,500,000","14,500,000","15,500,000","16,500,000","17,500,000","35,673,000","36,673,000","37,673,000","36,220,000","37,220,000","38,220,000","39,220,000","37,766,000","38,766,000","39,766,000","40,766,000","39,313,000","40,313,000","41,313,000","42,313,000","40,860,000","41,860,000","42,860,000","41,471,000","42,471,000",,,,,,,,,
		DerivativeProductLiabilities,"2,000,000","16,000,000","32,000,000","12,000,000","10,000,000","14,000,000","2,000,000","7,000,000","3,000,000","3,000,000","2,000,000","1,000,000","1,000,000","2,001,000","16,501,000","26,904,000","16,210,000",,"8,832,000",,,,,,,"0","0","0","21,978,000","26,424,000","29,384,000",,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"20,000,000","21,000,000","24,000,000","24,000,000","26,000,000","26,000,000","33,000,000","31,000,000","36,000,000","35,000,000","25,000,000","25,000,000","25,000,000","26,845,000","29,250,000","27,574,000","26,804,000","29,380,000","62,868,000","53,081,000","52,653,000","37,197,000","34,234,000","33,314,000","32,340,000","17,379,000","1,209,000","1,212,000","300,000","303,000","306,000","310,000","313,000","317,000","321,000","322,000","326,000","329,000","338,000","346,000","347,000","327,000","331,000","333,000","337,000","340,000","43,833,000","47,885,000","47,322,000","46,430,000","42,497,000","41,859,000","41,169,000","41,149,000",
TotalEquityGrossMinorityInterest,"820,000,000","715,000,000","592,000,000","801,000,000","881,000,000","800,000,000","748,000,000","728,000,000","725,000,000","639,000,000","485,000,000","486,000,000","465,000,000","443,054,000","382,262,000","488,422,000","613,269,000","712,931,000","793,710,000","842,529,000","927,299,000","1,130,729,000","1,226,311,000","1,294,279,000","1,545,257,000","1,639,744,000","1,725,763,000","1,848,454,000","1,696,752,000","1,362,808,000","930,475,000","-442,206,000","-574,893,000","-545,019,000","-524,132,000","-558,958,000","-547,569,000","-536,008,000","-521,901,000","-503,469,000","-491,671,000","-480,327,000","-472,030,000","-436,483,000","-408,266,000",,"-311,811,000","-289,457,000","-253,489,000","-227,517,000","-203,070,000","-180,502,000","-167,754,000","-253,338,000","151,696,000"
	TotalPartnershipCapital,"820,000,000","715,000,000","592,000,000","801,000,000","881,000,000","800,000,000","748,000,000","728,000,000","725,000,000","639,000,000","485,000,000","486,000,000","465,000,000","443,054,000","382,262,000","488,422,000","613,269,000","712,931,000","793,710,000","842,529,000","927,299,000","1,130,729,000","1,226,311,000","1,294,279,000","1,545,257,000","1,639,744,000","1,725,763,000","1,848,454,000","1,696,752,000","1,362,808,000","930,475,000","-442,206,000","-574,893,000","-545,019,000","-524,132,000","-558,958,000","-547,569,000","-536,008,000","-521,901,000","-503,469,000","-491,671,000","-480,327,000","-472,030,000","-436,483,000","-408,266,000","-351,685,000",,,,,,,,,
		LimitedPartnershipCapital,"917,000,000","796,000,000","657,000,000","845,000,000","907,000,000","816,000,000","751,000,000","723,000,000","712,000,000","627,000,000","473,000,000","474,000,000","454,000,000","431,877,000","372,297,000","476,333,000","598,684,000","696,353,000","775,516,000","823,358,000","906,434,000","1,105,795,000","1,199,465,000","1,266,073,000","1,512,032,000","1,604,629,000","1,691,459,000","1,810,297,000","1,667,571,000","1,360,552,000","938,953,000","-431,316,000","-561,249,000","-531,971,000","-511,502,000","-545,569,000","-534,419,000","-523,087,000","-509,263,000","-491,201,000","-479,637,000","-468,520,000","-460,389,000","-425,616,000","-397,964,000","-342,514,000",,,,,,,,,
		GeneralPartnershipCapital,"-97,000,000","-81,000,000","-65,000,000","-44,000,000","-26,000,000","-16,000,000","-3,000,000","5,000,000","13,000,000","12,000,000","12,000,000","12,000,000","11,000,000","11,177,000","9,965,000","12,089,000","14,585,000","16,578,000","18,194,000","19,171,000","20,865,000","24,934,000","26,846,000","28,206,000","33,225,000","35,115,000","34,304,000","38,157,000","35,154,000","29,496,000","21,198,000","-10,890,000","-13,644,000","-13,048,000","-12,630,000","-13,389,000","-13,150,000","-12,921,000","-12,638,000","-12,268,000","-12,034,000","-11,807,000","-11,641,000","-10,867,000","-10,302,000","-9,171,000",,,,,,,,,
	StockholdersEquity,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"-311,811,000","-289,457,000","-253,489,000","-227,517,000","-203,070,000","-180,502,000","-167,754,000","-253,338,000","151,696,000"
		CapitalStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0",,"-174,754,000","62,891,000",,"0"
			CommonStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0",,"-174,754,000","62,891,000",,"0"
		AdditionalPaidInCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-311,811,000","-289,457,000","-253,489,000","-227,517,000",,,,,"149,882,000"
		GainsLossesNotAffectingRetainedEarnings,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","-5,973,000","-27,240,000","-29,676,000",,,,,,,,,,,,,,,,,,,,"-203,070,000","-5,748,000","-230,645,000","-253,338,000","1,814,000"
TotalCapitalization,"16,411,000,000","18,294,000,000","18,163,000,000","17,521,000,000","16,954,000,000","16,866,000,000","16,807,000,000","16,774,000,000","16,777,000,000","16,685,000,000","16,525,000,000","16,511,000,000","16,485,000,000","14,652,283,000","12,578,005,000","12,031,946,000","11,347,338,000","10,891,612,000","12,037,712,000","11,835,648,000","11,919,528,000","10,122,062,000","10,216,071,000","10,282,129,000","8,123,607,000","8,216,017,000","7,299,958,000","7,420,462,000","5,365,038,000","3,529,921,000","3,226,414,000","1,752,559,000","1,618,699,000","1,647,399,000","1,667,112,000","1,631,113,000","1,641,328,000","1,651,716,000","1,664,649,000","1,681,907,000","1,692,532,000","1,702,702,000","1,709,825,000","1,744,199,000","1,771,242,000","1,829,021,000","1,867,467,000","1,744,029,000","1,779,611,000","1,805,128,000","1,829,212,000","1,851,577,000","1,864,246,000","1,778,662,000","151,696,000"
CommonStockEquity,"820,000,000","715,000,000","592,000,000","801,000,000","881,000,000","800,000,000","748,000,000","728,000,000","725,000,000","639,000,000","485,000,000","486,000,000","465,000,000","443,054,000","382,262,000","488,422,000","613,269,000","712,931,000","793,710,000","842,529,000","927,299,000","1,130,729,000","1,226,311,000","1,294,279,000","1,545,257,000","1,639,744,000","1,725,763,000","1,848,454,000","1,696,752,000","1,362,808,000","930,475,000","-442,206,000","-574,893,000","-545,019,000","-524,132,000","-558,958,000","-547,569,000","-536,008,000","-521,901,000","-503,469,000","-491,671,000","-480,327,000","-472,030,000","-436,483,000","-408,266,000","-351,685,000","-311,811,000","-289,457,000","-253,489,000","-227,517,000","-203,070,000","-180,502,000","-167,754,000","-253,338,000","151,696,000"
CapitalLeaseObligations,"91,000,000","93,000,000","90,000,000","92,000,000","92,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"-5,000,000","-6,000,000","-8,000,000","-9,000,000","-10,000,000","-20,000,000","-20,000,000","-22,000,000","-23,000,000","-24,000,000","-23,000,000","-25,000,000","-26,000,000","-27,416,000","-28,740,000","-29,532,000","-30,156,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-351,685,000","-311,811,000","-289,457,000","-253,489,000","-227,517,000","-203,070,000","-180,502,000","-167,754,000","-253,338,000","151,696,000"
WorkingCapital,"-267,000,000","1,741,000,000","1,671,000,000","1,105,000,000","1,162,000,000","1,288,000,000","1,341,000,000","1,332,000,000","1,416,000,000","1,310,000,000","1,117,000,000","593,000,000","550,000,000","102,549,000","-1,503,945,000","-1,518,940,000","-1,749,977,000","-1,572,360,000","215,364,000","216,050,000","248,160,000","271,764,000","294,623,000","304,705,000","329,429,000","347,241,000","389,341,000","392,449,000","448,345,000","377,134,000","358,836,000","117,008,000","31,708,000","57,692,000","67,714,000","22,709,000","24,421,000","26,519,000","30,253,000","37,320,000","37,643,000","37,347,000","28,243,000","27,513,000","79,011,000","139,100,000","178,966,000","184,803,000","107,495,000","145,497,000","108,766,000","145,111,000","107,738,000","323,021,000","-26,790,000"
InvestedCapital,"18,407,000,000","18,294,000,000","18,163,000,000","17,521,000,000","16,954,000,000","16,866,000,000","16,807,000,000","16,774,000,000","16,777,000,000","16,685,000,000","16,525,000,000","16,511,000,000","16,485,000,000","14,875,783,000","14,340,709,000","13,694,203,000","13,132,656,000","12,567,809,000","12,037,712,000","11,835,648,000","11,919,528,000","10,122,062,000","10,216,071,000","10,282,129,000","8,123,607,000","8,216,017,000","7,299,958,000","7,420,462,000","5,365,038,000","3,529,921,000","3,226,414,000","1,752,559,000","1,618,699,000","1,647,399,000","1,667,112,000","1,631,113,000","1,641,328,000","1,651,716,000","1,664,649,000","1,681,907,000","1,692,532,000","1,702,702,000","1,709,825,000","1,744,199,000","1,771,242,000","1,829,021,000","1,867,467,000","1,744,029,000","1,779,611,000","1,805,128,000","1,829,212,000","1,851,577,000","1,864,246,000","1,778,662,000","151,696,000"
TangibleBookValue,"815,000,000","709,000,000","584,000,000","792,000,000","871,000,000","780,000,000","728,000,000","706,000,000","702,000,000","615,000,000","462,000,000","461,000,000","439,000,000","415,638,000","353,522,000","458,890,000","583,113,000","712,931,000","793,710,000","842,529,000","927,299,000","1,130,729,000","1,226,311,000","1,294,279,000","1,545,257,000","1,639,744,000","1,725,763,000","1,848,454,000","1,696,752,000","1,362,808,000","930,475,000","-442,206,000","-574,893,000","-545,019,000","-524,132,000","-558,958,000","-547,569,000","-536,008,000","-521,901,000","-503,469,000","-491,671,000","-480,327,000","-472,030,000","-436,483,000","-408,266,000","-351,685,000","-311,811,000","-289,457,000","-253,489,000","-227,517,000","-203,070,000","-180,502,000","-167,754,000","-253,338,000","151,696,000"
TotalDebt,"17,678,000,000","17,672,000,000","17,661,000,000","16,812,000,000","16,165,000,000","16,066,000,000","16,059,000,000","16,046,000,000","16,052,000,000","16,046,000,000","16,040,000,000","16,025,000,000","16,020,000,000","14,432,729,000","13,958,447,000","13,205,781,000","12,519,387,000","11,854,878,000","11,244,002,000","10,993,119,000","10,992,229,000","8,991,333,000","8,989,760,000","8,987,850,000","6,578,350,000","6,576,273,000","5,574,195,000","5,572,008,000","3,668,286,000","2,167,113,000","2,295,939,000","2,194,765,000","2,193,592,000","2,192,418,000","2,191,244,000","2,190,071,000","2,188,897,000","2,187,724,000","2,186,550,000","2,185,376,000","2,184,203,000","2,183,029,000","2,181,855,000","2,180,682,000","2,179,508,000","2,180,706,000","2,179,278,000","2,033,486,000","2,033,100,000","2,032,645,000","2,032,282,000","2,032,079,000","2,032,000,000","2,032,000,000",
NetDebt,"15,853,000,000","15,798,000,000","15,864,000,000","15,704,000,000","16,073,000,000","16,066,000,000","16,059,000,000","16,046,000,000","16,052,000,000","16,046,000,000","16,040,000,000","16,025,000,000","16,020,000,000","14,432,729,000","13,945,978,000","13,193,519,000","12,509,572,000","11,708,657,000","11,073,569,000","10,798,205,000","10,820,765,000","8,742,503,000","8,737,112,000","8,680,363,000","6,253,008,000","6,225,241,000","5,234,300,000","5,216,704,000","3,211,434,000","1,747,821,000","1,926,839,000","2,023,814,000","2,134,148,000","2,111,003,000","2,096,746,000","2,134,744,000","2,142,005,000","2,134,375,000","2,129,522,000","2,125,298,000","2,065,798,000","2,065,487,000","2,060,242,000","2,051,915,000","2,009,565,000","2,180,699,000","2,179,267,000","2,033,478,000","2,033,090,000","2,032,632,000","2,032,273,000","2,032,060,000","2,031,988,000","2,031,993,000",
ShareIssued,"484,015,123","484,000,000","484,000,000","484,000,000","484,009,123","484,007,623","484,004,623","484,000,000","484,000,000","484,000,000","483,998,621","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","325,800,000","308,205,653","274,872,321","177,883,066","166,511,955","166,386,985","166,386,985","162,314,854","161,914,854","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188"
OrdinarySharesNumber,"484,015,123","484,000,000","484,000,000","484,000,000","484,009,123","484,007,623","484,004,623","484,000,000","484,000,000","484,000,000","483,998,621","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","337,800,000","325,800,000","308,205,653","274,872,321","177,883,066","166,511,955","166,386,985","166,386,985","162,314,854","161,914,854","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188","161,800,188"
PreferredSharesNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,302,045",,,,,,,,
