name,ttm,06/30/2018,09/30/2017,06/30/2017,03/31/2017,09/30/2016,06/30/2016,03/31/2016,09/30/2015,06/30/2015,03/31/2015,09/30/2014,06/30/2014,03/31/2014,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,348,610,400",,,,"5,635,981,500",,,,,,,,,,,,,
NetIncomeCommonStockholders,"58,287,000,000",,,,,,,,,,,,,,,,,"3,633,000,000","-2,207,000,000","4,010,000,000","5,625,000,000","1,614,000,000","3,753,000,000","4,993,000,000","7,971,000,000","8,681,000,000","6,911,000,000","7,820,000,000","10,214,000,000","12,881,000,000","6,018,000,000","12,839,000,000","5,387,000,000","8,166,000,000","2,339,000,000","12,364,000,000","3,474,000,000","7,803,746,000","7,791,331,800","11,640,582,800","11,641,681,200","8,882,355,900","5,532,870,000","4,484,802,300","4,497,649,200","2,427,800,000","2,330,496,000","2,325,668,400","2,325,668,400","1,799,551,500","1,796,000,500","1,787,724,000","1,787,832,000","-360,267,000","-355,911,000","-355,932,500","-355,928,200"
	NetIncome,"58,287,000,000",,,,,,,,,,,,,,,,,"3,633,000,000","-2,207,000,000","4,010,000,000","5,625,000,000","1,614,000,000","3,753,000,000","4,993,000,000","7,971,000,000","8,681,000,000","6,911,000,000","7,820,000,000","10,214,000,000","12,881,000,000","6,018,000,000","12,839,000,000","5,387,000,000","8,166,000,000","2,339,000,000","12,446,000,000","3,524,000,000","7,984,746,000","7,791,331,800","11,640,582,800","11,641,681,200","8,977,355,900","5,532,870,000","4,484,802,300","4,497,649,200","2,486,800,000","2,330,496,000","2,325,668,400","2,325,668,400","1,799,551,500","1,796,000,500","1,787,724,000","1,787,832,000","-360,267,000","-355,911,000","-355,932,500","-355,928,200"
		NetIncomeIncludingNoncontrollingInterests,"59,014,000,000",,,,,,,,,,,,,,,,,"3,682,000,000","-2,151,000,000","4,063,000,000","5,678,000,000","1,616,000,000","3,801,000,000","5,052,000,000","8,022,000,000","8,725,000,000","6,971,000,000","7,863,000,000","10,252,000,000","13,162,000,000","5,954,000,000","12,877,000,000","5,411,000,000","8,154,000,000","2,356,000,000","12,364,000,000","3,474,000,000","7,803,746,000","7,791,331,800","11,579,677,200","11,641,681,200","8,882,355,900","5,532,870,000","4,460,819,400","4,497,649,200","2,427,800,000","2,330,496,000","2,325,668,400","2,325,668,400","1,851,551,500","1,796,000,500","1,787,724,000","1,787,832,000","-375,267,000","-355,911,000","-355,932,500","-355,928,200"
			NetIncomeContinuousOperations,"59,014,000,000",,,,,,,,,,,,,,,,,"3,682,000,000","-2,151,000,000","4,063,000,000","5,678,000,000","1,616,000,000","3,801,000,000","5,052,000,000","8,022,000,000","8,725,000,000","6,971,000,000","7,863,000,000","10,252,000,000","13,162,000,000","5,954,000,000","12,877,000,000","5,411,000,000","8,154,000,000","2,356,000,000","12,364,000,000","3,474,000,000","7,803,746,000","7,791,331,800","11,640,582,800","11,641,681,200","8,882,355,900","5,532,870,000","4,484,802,300","4,497,649,200","2,427,800,000","2,330,496,000","2,325,668,400","2,325,668,400","1,799,551,500","1,796,000,500","1,787,724,000","1,787,832,000","-360,267,000","-355,911,000","-355,932,500","-355,928,200"
		MinorityInterests,"-727,000,000",,,,,,,,,,,,,,,,,"-49,000,000","-56,000,000","-53,000,000","-53,000,000","-2,000,000","-48,000,000","-59,000,000","-51,000,000","-44,000,000","-60,000,000","-43,000,000","-38,000,000","-281,000,000","64,000,000","-38,000,000","-24,000,000","12,000,000","-17,000,000","82,000,000","50,000,000",,,"60,905,600",,,,"23,982,900",,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82,000,000","50,000,000",,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"58,287,000,000",,,,,,,,,,,,,,,,,"3,633,000,000","-2,207,000,000","4,010,000,000","5,625,000,000","1,614,000,000","3,753,000,000","4,993,000,000","7,971,000,000","8,681,000,000","6,911,000,000","7,820,000,000","10,214,000,000","12,881,000,000","6,018,000,000","12,839,000,000","5,387,000,000","8,166,000,000","2,339,000,000","12,364,000,000","3,474,000,000","7,803,746,000","7,791,331,800","11,640,582,800","11,641,681,200","8,882,355,900","5,532,870,000","4,484,802,300","4,497,649,200","2,427,800,000","2,330,496,000","2,325,668,400","2,325,668,400","1,799,551,500","1,796,000,500","1,787,724,000","1,787,832,000","-360,267,000","-355,911,000","-355,932,500","-355,928,200"
BasicEPS,,"0","2.55","0","1.05","0.55","0","0.9","0.45","0","2.15","1.6","0","1.3","1.35","0","1.8",,"-0.4",,"1",,"0.65",,"1.4",,"1.2",,"1.8",,"1.05",,"0.95",,"0.4",,"0.6",,"1.4","2.049","2.049",,"1.053","0.825","0.84",,"0.438","0.437","0.437",,"0.337","0.337","0.337",,"-0.088","-0.088","-0.088"
DilutedEPS,,"0","2.55","0","1.05","0.55","0","0.9","0.45","0","2.15","1.6","0","1.3","1.35","0","1.8",,"-0.4",,"1",,"0.65",,"1.4",,"1.2",,"1.8",,"1.05",,"0.95",,"0.4",,"0.6",,"1.4","2.049","2.049",,"1.053","0.825","0.84",,"0.438","0.437","0.437",,"0.337","0.337","0.337",,"-0.088","-0.088","-0.088"
BasicAverageShares,,,"5,718,823,529",,"5,856,190,476","5,696,363,636",,"5,834,444,444","5,217,777,778",,"5,707,441,860","5,716,250,000",,"5,560,000,000","5,548,888,889",,"5,598,333,333",,"5,517,500,000",,"5,625,000,000",,"5,773,846,154",,"5,652,941,000",,"5,759,166,667",,"5,674,444,444",,"5,731,428,571",,"5,670,526,316",,"5,847,500,000",,"5,790,000,000",,"5,566,688,315","5,652,941,001","5,681,584,953",,"5,253,938,410","5,352,941,001","5,352,941,001",,"5,325,934,983","5,316,907,249","5,316,907,249",,"5,321,877,176","5,299,001,097","5,298,928,556",,"4,066,160,174","4,066,173,531","4,066,124,407"
DilutedAverageShares,,,"5,718,823,529",,"5,856,190,476","5,696,363,636",,"5,834,444,444","5,217,777,778",,"5,707,441,860","5,716,250,000",,"5,560,000,000","5,548,888,889",,"5,598,333,333",,"5,517,500,000",,"5,625,000,000",,"5,773,846,154",,"5,652,941,000",,"5,759,166,667",,"5,674,444,444",,"5,731,428,571",,"5,670,526,316",,"5,847,500,000",,"5,790,000,000",,"5,566,688,315","5,652,941,001","5,681,584,953",,"5,253,938,410","5,352,941,001","5,352,941,001",,"5,325,934,983","5,316,907,249","5,316,907,249",,"5,321,877,176","5,299,001,097","5,298,928,556",,"4,066,160,174","4,066,173,531","4,066,124,407"
TotalExpenses,"669,679,000,000",,,,,,,,,,,,,,,,,"47,407,000,000","98,862,000,000","72,535,000,000","125,053,000,000","54,897,000,000","78,522,000,000","82,043,000,000","130,496,000,000","69,385,000,000","80,388,000,000","77,420,000,000","116,368,000,000","35,427,000,000","71,502,000,000","-12,817,000,000","109,812,000,000","-128,213,000,000","74,433,000,000","-25,059,000,000","107,455,000,000","137,934,460,800","2,942,391,200","5,245,494,800",,,,"4,236,979,000",,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"58,287,000,000",,,,,,,,,,,,,,,,,"3,633,000,000","-2,207,000,000","4,010,000,000","5,625,000,000","1,614,000,000","3,753,000,000","4,993,000,000","7,971,000,000","8,681,000,000","6,911,000,000","7,820,000,000","10,214,000,000","12,881,000,000","6,018,000,000","12,839,000,000","5,387,000,000","8,166,000,000","2,339,000,000","12,446,000,000","3,524,000,000","7,984,746,000","7,791,331,800","11,640,582,800","11,641,681,200","8,977,355,900","5,532,870,000","4,484,802,300","4,497,649,200","2,486,800,000","2,330,496,000","2,325,668,400","2,325,668,400","1,799,551,500","1,796,000,500","1,787,724,000","1,787,832,000","-360,267,000","-355,911,000","-355,932,500","-355,928,200"
NormalizedIncome,"58,287,000,000",,,,,,,,,,,,,,,,,"3,633,000,000","8,443,000,000","-3,527,159,420.29","12,255,667,927.823","1,614,000,000","6,038,771,428.571","4,993,000,000","9,566,121,135.647","8,681,000,000","7,432,249,794.577","7,820,000,000","10,224,769,777.778","12,881,000,000","6,070,523,114.687","12,839,000,000","7,245,499,462.613","8,166,000,000","40,953,283,464.567","12,446,000,000","3,524,000,000","7,984,746,000","7,791,331,800","11,640,582,800","11,641,681,200","8,977,355,900","5,532,870,000","4,484,802,300","4,497,649,200","2,486,800,000","2,330,496,000","2,325,668,400","2,325,668,400","1,799,551,500","1,796,000,500","1,787,724,000","1,787,832,000","-360,267,000","-355,911,000","-355,932,500","-355,928,200"
InterestExpense,"4,255,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,942,391,200","2,238,280,800",,,,"1,830,694,700",,,,,,,,,,,,,
NetInterestIncome,"-4,255,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,942,391,200","-2,238,280,800",,,,"-1,830,694,700",,,,,,,,,,,,,
EBIT,"64,050,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,238,280,800",,,,"1,830,694,700",,,,,,,,,,,,,
ReconciledDepreciation,"4,379,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"58,287,000,000",,,,,,,,,,,,,,,,,"3,633,000,000","-2,207,000,000","4,010,000,000","5,625,000,000","1,614,000,000","3,753,000,000","4,993,000,000","7,971,000,000","8,681,000,000","6,911,000,000","7,820,000,000","10,214,000,000","12,881,000,000","6,018,000,000","12,839,000,000","5,387,000,000","8,166,000,000","2,339,000,000","12,446,000,000","3,524,000,000","7,984,746,000","7,791,331,800","11,640,582,800","11,641,681,200","8,977,355,900","5,532,870,000","4,484,802,300","4,497,649,200","2,486,800,000","2,330,496,000","2,325,668,400","2,325,668,400","1,799,551,500","1,796,000,500","1,787,724,000","1,787,832,000","-360,267,000","-355,911,000","-355,932,500","-355,928,200"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,,,,,,,,"-14,200,000,000","7,680,000,000","-8,025,000,000",,"-2,652,000,000",,"-1,891,000,000",,"-637,000,000",,"-13,000,000",,"-64,000,000",,"-2,237,000,000",,"-41,630,000,000",,,,,,,,,,,,,,,,,,,,,,
TotalUnusualItems,,,,,,,,,,,,,,,,,,,"-14,200,000,000","7,680,000,000","-8,025,000,000",,"-2,652,000,000",,"-1,891,000,000",,"-637,000,000",,"-13,000,000",,"-64,000,000",,"-2,237,000,000",,"-41,630,000,000",,,,,,,,,,,,,,,,,,,,,,
TaxRateForCalcs,"0.013",,,,,,,,,,,,,,,,,"0.25","0.25","0.019","0.174","0.25","0.138","0.067","0.156","0.199","0.182","0.148","0.172","0.216","0.179","0.239","0.169","0.191","0.072","0.062","0.026","0.3","0.3","0","0.3","0.4","0.4","0","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"0",,,,,,,,,,,,,,,,,"0","-3,550,000,000","142,840,579.71","-1,394,332,072.177","0","-366,228,571.429","0","-295,878,864.353","0","-115,750,205.423","0","-2,230,222.222","0","-11,476,885.313","0","-378,500,537.387","0","-3,015,716,535.433","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
