name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989,04/30/1989,01/31/1989,10/31/1988,07/31/1988,04/30/1988,01/31/1988,10/31/1987,07/31/1987,04/30/1987,01/31/1987,10/31/1986,07/31/1986,04/30/1986,01/31/1986,10/31/1985
TotalRevenue,"3,431,747,000","898,192,000","932,746,000","811,030,000","789,779,000","759,464,000","782,280,000","727,004,000","732,637,000","740,993,000","793,140,000","709,937,000","714,415,000","664,808,000","651,729,000","631,209,000","640,000,000","608,242,000","570,391,000","579,145,000","588,627,000","550,913,000","569,768,000","513,484,000","550,899,000","537,718,000","554,077,000","468,489,000","488,705,000","432,722,000","386,960,000","420,080,000","374,407,000","400,333,000","337,147,000","334,214,000","358,857,000","366,613,000","401,599,000","340,388,000","328,009,000","312,030,000","319,467,000","289,683,000","261,505,000","219,981,000","230,986,000","218,923,000","208,951,000","211,477,000","212,186,000","182,983,000","210,935,000","156,961,000","129,790,000","109,816,000","102,667,000","109,531,000","75,718,000","63,858,000","63,971,000","60,188,000","64,267,000","55,695,000","59,411,000","67,450,000","61,602,000","59,925,000","52,252,000","42,733,000","45,443,000","45,000,000","49,548,000","47,803,000","45,235,000","43,610,000","44,204,000","44,848,000","44,028,000","43,376,000","42,287,000","47,837,000","37,400,000","32,800,000","35,700,000","35,000,000","31,300,000","31,900,000","31,200,000","33,300,000","34,400,000","32,700,000","26,600,000","29,400,000","29,500,000","22,100,000","28,600,000","21,500,000","22,400,000","21,200,000","23,700,000","19,900,000","20,000,000","22,100,000","21,200,000","24,500,000","28,000,000","29,500,000","27,200,000","30,500,000","21,400,000","34,200,000","22,000,000","23,800,000","22,600,000","18,500,000","20,000,000","16,300,000","16,500,000","19,400,000","16,600,000","17,800,000","19,000,000","20,100,000","20,200,000",,,,,,,,,,,,,,
	OperatingRevenue,"3,431,747,000","898,192,000","932,746,000","811,030,000","789,779,000","759,464,000","782,280,000","727,004,000","732,637,000","740,993,000","793,140,000","709,937,000","714,415,000","664,808,000","651,729,000","631,209,000","640,000,000","608,242,000","570,391,000","579,145,000","588,627,000","550,913,000","569,768,000","513,484,000","550,899,000","537,718,000","554,077,000","468,489,000","488,705,000","432,722,000","386,960,000","420,080,000","374,407,000","400,333,000","337,147,000","334,214,000","358,857,000","366,613,000","401,599,000","340,388,000","328,009,000","312,030,000","319,467,000","289,683,000","261,505,000","219,981,000","230,986,000","218,923,000","208,951,000","211,477,000","212,186,000","182,983,000","210,935,000","156,961,000","129,790,000","109,816,000","102,667,000","109,531,000","75,718,000","63,858,000","63,971,000","60,188,000","64,267,000","55,695,000","59,411,000","67,450,000","61,602,000","59,925,000","52,252,000","42,733,000","45,443,000","45,000,000","49,548,000","47,803,000","45,235,000","43,610,000","44,204,000","44,848,000","44,028,000","43,376,000","42,287,000","47,837,000","37,400,000","32,800,000","35,700,000","35,000,000","31,300,000","31,900,000","31,200,000","33,300,000","34,400,000","32,700,000","26,600,000","29,400,000","29,500,000","22,100,000","28,600,000","21,500,000","22,400,000","21,200,000","23,700,000","19,900,000","20,000,000","22,100,000","21,200,000","24,500,000","28,000,000","29,500,000","27,200,000","30,500,000","21,400,000","34,200,000","22,000,000","23,800,000","22,600,000","18,500,000","20,000,000","16,300,000","16,500,000","19,400,000","16,600,000","17,800,000","19,000,000","20,100,000","20,200,000",,,,,,,,,,,,,,
PretaxIncome,"576,435,000","115,106,000","162,593,000","150,754,000","147,982,000","137,809,000","155,931,000","140,530,000","118,347,000","119,554,000","-820,000","108,139,000","83,198,000","79,019,000","54,894,000","27,982,000","15,793,000","43,913,000","11,082,000","22,348,000","38,071,000","70,066,000","69,377,000","65,766,000","77,523,000","78,128,000","77,988,000","31,008,000","51,198,000","23,346,000","61,067,000","61,677,000","43,874,000","59,254,000","45,026,000","39,023,000","3,875,000","50,684,000","66,817,000","-142,556,000","35,945,000","39,565,000","41,314,000","30,836,000","26,109,000","22,155,000","26,600,000","21,094,000","20,150,000","23,925,000","23,093,000","13,272,000","2,664,000","14,817,000","12,372,000","9,241,000","3,973,000","783,000","8,004,000","8,149,000","9,305,000","7,264,000","11,458,000","7,037,000","8,322,000","9,800,000","11,098,000","8,569,000","4,188,000","1,205,000","2,825,000","-4,296,000","3,418,000","2,847,000","2,000,000","-2,523,000","1,275,000","2,634,000","1,891,000","3,852,000","3,860,000","5,085,000","2,600,000","2,100,000","3,400,000","2,800,000","1,500,000","1,600,000","2,100,000","3,500,000","1,900,000","3,400,000","1,500,000","2,700,000","2,300,000","800,000","2,300,000","200,000","200,000","400,000","500,000","200,000","-7,600,000","-700,000","-1,200,000","300,000","2,500,000","2,800,000","3,000,000","3,900,000","1,600,000","3,100,000","1,700,000","1,900,000","2,500,000",,"700,000",,"-200,000","1,100,000","-1,400,000","200,000","700,000","600,000","600,000",,,,,,,,,,,,,,
TaxProvision,"139,299,000","28,517,000","31,925,000","40,632,000","38,225,000","38,370,000","41,869,000","36,672,000","31,060,000","30,793,000","1,168,000","41,603,000","30,387,000","13,507,000","28,014,000","10,168,000","6,022,000","16,858,000","-90,000","5,169,000","17,183,000","26,969,000","23,890,000","25,673,000","31,946,000","30,155,000","25,863,000","-43,921,000","21,763,000","8,727,000","21,113,000","23,967,000","17,738,000","24,481,000","18,010,000","16,719,000","459,000","19,286,000","25,423,000","-58,220,000","14,836,000","15,825,000","16,646,000","8,698,000","10,294,000","8,978,000","10,554,000","8,317,000","7,818,000","9,578,000","9,258,000","5,214,000","1,216,000","5,988,000","5,139,000","3,817,000","1,675,000","307,000","3,234,000","3,253,000","3,685,000","2,906,000","4,476,000","2,780,000","3,287,000","2,926,000","4,435,000","3,445,000","1,690,000","483,000","1,167,000","-1,672,000","1,373,000","1,146,000","830,000","-995,000","481,000","1,060,000","744,000","1,538,000","1,399,000","1,805,000","900,000","700,000","1,200,000","1,000,000","500,000","600,000","900,000","1,400,000","700,000","1,400,000","600,000","1,100,000","900,000","300,000","900,000","100,000","200,000","200,000","200,000","100,000","-3,100,000","-300,000","-500,000","100,000","900,000","1,100,000","1,100,000","1,500,000","600,000","1,200,000","700,000","700,000","900,000",,"200,000",,"-100,000","500,000","-600,000","100,000","300,000","200,000","200,000",,,,,,,,,,,,,,
NetIncomeCommonStockholders,"415,959,000","81,745,000","125,847,000","104,570,000","103,797,000","96,863,000","111,718,000","101,515,000","84,943,000","86,417,000","-4,332,000","64,193,000","50,467,000","63,168,000","24,537,000","16,251,000","9,771,000","27,055,000","11,172,000","17,179,000","20,888,000","43,097,000","45,181,000","39,903,000","43,601,000","47,382,000","48,268,000","69,690,000","29,435,000","14,619,000","39,954,000","37,710,000","26,136,000","34,773,000","27,016,000","22,304,000","3,416,000","31,398,000","41,394,000","-84,336,000","21,109,000","23,740,000","24,668,000","22,138,000","15,815,000","13,177,000","16,046,000","12,777,000","12,332,000","14,347,000","13,835,000","8,058,000","1,448,000","8,829,000","7,233,000","5,424,000","2,298,000","476,000","4,770,000","4,896,000","5,620,000","4,358,000","6,982,000","4,257,000","5,035,000","6,874,000","6,663,000","5,124,000","2,498,000","722,000","1,658,000","-2,624,000","2,045,000","1,701,000","1,170,000","-1,528,000","794,000","1,574,000","1,147,000","2,314,000","2,461,000","3,280,000","1,700,000","1,400,000","2,200,000","1,800,000","1,000,000","1,000,000","1,200,000","2,100,000","1,200,000","2,000,000","900,000","1,600,000","1,400,000","500,000","1,400,000","100,000","0","200,000","300,000","100,000","-4,500,000","-400,000","-700,000","200,000","1,600,000","1,700,000","1,900,000","2,400,000","1,000,000","1,900,000","1,000,000","1,200,000","2,200,000","-3,200,000","500,000","100,000","-100,000","600,000","-800,000","100,000","400,000","400,000","400,000",,,,,,,,,,,,,,
	NetIncome,"435,778,000","86,589,000","130,690,000","109,414,000","109,085,000","99,207,000","114,062,000","103,858,000","87,287,000","88,761,000","-1,988,000","66,536,000","52,811,000","65,512,000","26,880,000","17,814,000","9,771,000","27,055,000","11,172,000","17,179,000","20,888,000","43,097,000","45,181,000","39,903,000","43,601,000","47,382,000","48,268,000","69,690,000","29,435,000","14,619,000","39,954,000","37,710,000","26,136,000","34,773,000","27,016,000","22,304,000","3,416,000","31,398,000","41,394,000","-84,336,000","21,109,000","23,740,000","24,668,000","22,138,000","15,815,000","13,177,000","16,046,000","12,777,000","12,332,000","14,347,000","13,835,000","8,058,000","1,448,000","8,829,000","7,233,000","5,424,000","2,298,000","476,000","4,770,000","4,896,000","5,620,000","4,358,000","6,982,000","4,257,000","5,035,000","6,874,000","6,663,000","5,124,000","2,498,000","722,000","1,658,000","-2,624,000","2,045,000","1,701,000","1,170,000","-1,528,000","794,000","1,574,000","1,147,000","2,314,000","2,461,000","3,280,000","1,700,000","1,400,000","2,200,000","1,800,000","1,000,000","1,000,000","1,200,000","2,100,000","1,200,000","2,000,000","900,000","1,600,000","1,400,000","500,000","1,400,000","100,000","0","200,000","300,000","100,000","-4,500,000","-400,000","-700,000","200,000","1,600,000","1,700,000","1,900,000","2,400,000","1,000,000","1,900,000","1,000,000","1,200,000","2,200,000","-3,200,000","500,000","100,000","-100,000","600,000","-800,000","100,000","400,000","400,000","400,000",,,,,,,,,,,,,,
		NetIncomeIncludingNoncontrollingInterests,"437,136,000","86,589,000","130,668,000","110,122,000","109,757,000","99,439,000","114,062,000","103,858,000","87,287,000","88,761,000","-1,988,000","66,536,000","52,811,000","65,512,000","26,880,000","17,814,000","9,771,000","27,055,000","11,172,000","17,179,000","20,888,000","43,097,000","45,181,000","39,903,000","43,601,000","47,382,000","48,268,000","69,690,000","29,435,000","14,619,000","39,954,000","37,710,000","26,136,000","34,773,000","27,016,000","22,304,000","3,416,000","31,398,000","41,394,000","-84,336,000","21,109,000","23,740,000","24,668,000","22,138,000","15,815,000","13,177,000","16,046,000","12,777,000","12,332,000","14,347,000","13,835,000","8,058,000","1,448,000","8,829,000","7,233,000","5,424,000","2,298,000","476,000","4,770,000","4,896,000","5,620,000","4,358,000","6,982,000","4,257,000","5,035,000","6,874,000","6,663,000","5,124,000","2,498,000","722,000","1,658,000","-2,624,000","2,045,000","1,701,000","1,170,000","-1,528,000","794,000","1,574,000","1,147,000","2,314,000","2,461,000","3,280,000","1,700,000","1,400,000","2,200,000","1,800,000","1,000,000","1,000,000","1,200,000","2,100,000","1,200,000","2,000,000","900,000","1,600,000","1,400,000","500,000","1,400,000","100,000","0","200,000","300,000","100,000","-4,500,000","-400,000","-700,000","200,000","1,600,000","1,700,000","1,900,000","2,400,000","1,000,000","1,900,000","1,000,000","1,200,000","2,200,000","-3,200,000","500,000","100,000","-100,000","600,000","-800,000","100,000","400,000","400,000","400,000","-400,000","200,000","-300,000","100,000","100,000","-1,500,000","600,000","1,200,000","1,200,000","1,600,000","600,000","900,000","1,400,000","400,000"
			NetIncomeContinuousOperations,"437,136,000","86,589,000","130,668,000","110,122,000","109,757,000","99,439,000","114,062,000","103,858,000","87,287,000","88,761,000","-1,988,000","66,536,000","52,811,000","65,512,000","26,880,000","17,814,000","9,771,000","27,055,000","11,172,000","17,179,000","20,888,000","43,097,000","45,487,000","40,093,000","45,577,000","47,973,000","52,125,000","74,929,000","29,435,000","14,619,000","39,954,000","37,710,000","26,136,000","34,773,000","27,016,000","22,304,000","3,416,000","31,398,000","41,394,000","-84,336,000","21,109,000","23,740,000","24,668,000","22,138,000","15,815,000","13,177,000","16,046,000","12,777,000","12,332,000","14,347,000","13,835,000","8,058,000","1,448,000","8,829,000","7,233,000","5,424,000","2,298,000","476,000","4,770,000","4,896,000","5,620,000","4,358,000","6,982,000","4,257,000","5,035,000","6,874,000","6,663,000","5,124,000","2,498,000","722,000","1,658,000","-2,624,000","2,045,000","1,701,000","1,170,000","-1,528,000","794,000","1,574,000","1,147,000","2,314,000","2,461,000","3,280,000","1,700,000","1,400,000","2,200,000","1,800,000","1,000,000","1,000,000","1,200,000","2,100,000","1,200,000","2,000,000","900,000","1,600,000","1,400,000","500,000","1,400,000","100,000","0","200,000","300,000","100,000","-4,500,000","-400,000","-700,000","200,000","1,600,000","1,700,000","1,900,000","2,400,000","1,000,000","1,900,000","1,000,000","1,200,000","1,600,000","-3,200,000","500,000","100,000","-100,000","600,000","-800,000","100,000","400,000","400,000","400,000","-400,000","200,000","-300,000","100,000","100,000","-1,500,000","600,000","1,200,000","1,200,000","1,600,000","600,000","900,000","1,400,000","400,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,"0",,,"-306,000","-190,000","-1,976,000","-591,000","-3,857,000","-5,239,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"600,000",,,,,,,,,,,,,,,,,,,,,,,,
