name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
MarketCap,"39,436,024,090","53,085,561,117","47,417,188,529","56,878,533,932","41,223,303,122","47,444,502,413","75,787,090,962","82,781,072,992","88,024,826,092","89,588,744,675","115,090,252,684","75,765,130,693","51,111,757,778","106,872,062,500","79,694,265,000","52,611,069,000","31,910,927,999","17,328,600,000","8,975,974,200","11,714,772,450"
EnterpriseValue,"72,872,264,129","88,610,866,392","77,125,406,724","86,135,953,906","71,634,432,746","78,947,598,634","103,775,040,862","116,570,013,302","119,499,379,308","107,354,128,268","131,889,507,525","82,144,163,098","59,936,583,962","115,405,062,499","83,274,667,325","57,060,192,624","35,711,988,998","20,822,927,000","12,427,974,200","12,703,087,124"
PeRatio,"50.547","16.393","74.29","31.847","28.306","22.793","17.334","15.274","12.324","16.283","15.262","13.073","12.179","20.015","18.821","30.646","21.973","13.078","20.777",
ForwardPeRatio,"14.881","11.249","13.587","18.349","10.04","7.413","23.81","21.978","17.953","10.593","13.106",,,,,,,,,
PegRatio,"0.882","0.571","0.68","0.301","0.333","0.334","4.557","9.507","1.318","0.949","1.192",,,,,,,,,
PsRatio,"0.923","0.971","0.89","1.075","0.892","0.925","1.439","1.406","1.454","1.879","2.292","2.548","2.098","3.764","4.066","3.08","2.69","2.295","1.637","2.613"
PbRatio,"4.02","5.265","5.205","4.424","3.548","6.155","5.466","4.914","3.734","3.524","4.604","5.598","4.884","9.2","7.642","6.442","4.684","3.034","1.928","1.92"
EnterprisesValueRevenueRatio,"0.072","0.088","0.074","0.084","0.073","0.088","0.122","0.148","0.154","0.161","0.217","0.208","0.173","0.369","0.358","0.313","0.266","0.243","0.215","0.309"
EnterprisesValueEBITDARatio,"0.221","0.27","0.26","0.338","0.337","0.367","0.437","0.494","0.448","0.441","0.542","0.514","0.46","0.913","0.974","1.037","0.851","0.652","0.594","1.212"
