name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,09/30/1997,06/30/1997,03/31/1997,03/31/1994
	EarningsFromEquityInterest,"2,064,000","1,000,000",,,"1,088,000","-481,000","1,452,000","0","944,000","0","-690,000","0","4,000,000","0","-10,004,097.494","10,343,865.352","1,360,768.201","1,023,629.999","-11,410,410.951","5,503,460.031","3,821,143.566","2,380,229.991","-105,704,741.746","1,944,300.023","5,615,499.941","12,687,219.987","19,070,236.336","8,914,999.909","6,082,298.122","13,981,981.686",,,"4,817,129.925","5,483,279.976",,,,"4,829,369.975","-652,481.238","1,892,978.059","-466,179.88","1,348,577.567","291,306.228","902,719.999","897,250.001","1,958,529.997","-799,619.036","1,813,885.007","116,643.001","8,672,770.324","-118,760,832.836","-1,814,081.161","-1,797,535.968","-2,589,877.439","1,642,245.504","1,621,525.345","1,183,510.285","4,971,584.139","3,738,632.116","4,136,872.218","-8,408,101.646","13,649,087.788","10,336,188.478","20,806,041.042","10,843,106.33","14,935,064.939","-2,653,381.082","3,276,590.141","13,919,544.692","13,829,886.886","10,981,476.019","7,188,864.85","-1,354,897.63","-5,701,396.886","1,041,166.16","-7,363,104.065","-6,768,130.349","-2,669,316.059",,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-295,241,000","-80,000,000","-120,851,000","-19,254,000","-75,136,000","-48,610,000","33,933,000","-32,000,000","-40,691,000","-23,000,000","41,597,000","-27,000,000","-59,000,000","-30,000,000","-237,351,791.351","128,689,596.641","-20,243,697.086","-21,748,039.987","-24,016,992.916","-18,043,040.087","-17,460,340.588","-10,861,289.959","-10,397,596.411","19,669,169.97","16,641,249.949","-4,961,319.995","-18,820,086.847","-68,973,669.32","-10,485,842.186","-7,565,447.64","-68,373,708.952","11,772,262.366","8,394,179.969","-9,471,119.958","70,850,144.786","-1,369,880.137","-55,191,579.71","22,208,199.885","60,552,391.922","-47,370,519.355","-1,238,862.647","-18,364,058.394","226,529,364.322","9,460,359.991","22,605,150.023","25,725","167,199,654.82","-83,415,011.329","93,059,367.788","-248,805,053.175","-356,042,506.677","-8,716,585.018","-163,714,814.521","-75,966,073.145","-211,782,655.967","-95,252,572.987","120,359,139.966","-86,007,407.292","-143,679,696.256","-59,880,826.043","-23,619,479.917","-65,899,393.061","-111,632,629.406","-68,901,929.792","-248,887.673","-24,278,396.905","-114,026,011.998","12,818,793.077","-19,318,676.813","-65,059,038.859","-614,013,306.839","48,602,585.019","66,992,160.592","-7,079,176.354","-267,776,898.878","76,351,015.625","24,980,225.731","27,522,433.461","427,948,567.208","1,165,354.537","140,353,557.285","39,651,079.533","-184,676,279.986","85,438,352.28","10,936,072.744","75,336,384.171",,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,399,299.744","15,356,399.932",,,,"44,662,029.768",,"32,944,596.331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,"308,389,000","80,000,000","133,999,000","19,254,000","75,136,000","48,610,000",,"32,000,000","40,691,000","23,000,000","-37,252,000","27,000,000","59,000,000","31,000,000","65,250,349.264","55,320,654.085","20,243,697.086","17,806,989.989","4,184,130.798","16,065,820.098","17,460,340.588","17,493,179.934","-11,574,349.127","11,195,000.03","24,339,599.865","13,739,179.986","-49,373,488.655","82,380,469.187","16,862,357.291","13,884,472.414",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-26,793,479.712","-5,885,279.974",,,,"22,453,829.883",,"14,425,923.023",,,"-357,187,439.501","-9,112,739.991",,,,"93,671,209.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,,"-319,000","0",,"0","4,345,000","0","0","1,000,000","-172,101,442.087","184,010,250.726",,"-3,941,049.998","-19,787,677.258","-1,977,219.988",,"6,631,889.975","25,328,970.455","30,864,170.001","40,980,849.815","8,777,859.991","10,320,669.719","13,406,799.866","6,376,515.105","6,319,024.773",,,,,,,,,,,,,,"347,620",,"25,725",,"10,256,198.041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,"1,000,000","13,000,000","839,000","161,000",,,,"496,000",,,,,,,,"4,363,380.531",,,,"972,535.202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"2,366,154,000","432,000,000","572,109,000","632,740,000","729,305,000","471,955,000","681,990,000","389,000,000","530,266,000","503,000,000","596,648,000","402,000,000","367,000,000","280,000,000","-541,178,420.466","1,157,257,804.382","426,978,177.752","344,014,179.794","203,195,471.614","552,662,443.126","417,160,741.027","518,635,738.029","1,034,596,965.443","554,596,450.062","482,180,026.824","446,757,219.553","828,333,467.828","665,175,773.165","991,421,586.74","588,449,378.093","763,925,226.37","810,360,886.201","494,594,002.162","594,244,437.385","649,393,362.743","685,925,094.421","674,566,876.369","557,799,337.099","830,953,843.42","878,266,296.03","732,102,288.496","582,270,904.871","901,767,243.469","862,974,839.137","850,006,550.85","652,742,718.89","770,609,966.417","583,325,365.304","867,649,951.349","374,581,796.927","311,822,340.609","349,188,134.929","174,653,075.96","401,177,113.155","229,722,826.886","221,636,225.076","485,847,286.166","291,827,995.71","277,379,644.657","250,732,990.014","99,063,977.92","148,527,805.954","118,454,370.313","98,905,906.397","148,387,030.523","122,204,538.071","-27,129,944.247","17,488,091.456","119,577,808.266","17,655,093.563","-497,739,621.194","61,802,568.789","22,049,770.421","47,000,909.262","182,945,414.186","73,193,687.845","58,038,898.263","63,164,120.165","177,719,814.152","19,381,896.577","143,339,803.184","56,673,007.616","-84,250,060.887","-13,696,621.434","64,452,960.672","46,962,002.961",,,,,,,,
TaxProvision,"202,385,000","122,000,000","-376,654,000","239,204,000","217,835,000","155,961,000","-126,068,000","190,000,000","203,222,000","170,000,000","127,134,000","119,000,000","136,000,000","137,000,000","98,922,111.188","195,083,473.252","155,642,558.903","86,682,239.948","121,120,945.149","287,946,901.325","155,441,932.089","151,212,179.425","311,706,937.223","302,376,549.736","79,677,769.028","228,002,319.772","302,067,556.969","161,230,838.321","320,271,697.305","174,348,697.947","277,782,345.602","224,326,262.315","208,414,057.325","129,735,449.429","282,822,711.853","234,850,541.295","180,080,819.027","189,679,139.014","140,095,060.647","161,847,726.305","235,614,507.13","185,597,268.315","213,393,132.238","224,355,039.776","142,960,600.143","123,114,704.791","208,224,453.363","151,697,299.599","236,684,465.005","128,232,172.306","330,519,106.407","47,351,016.536","121,812,320.537","181,011,542.07","27,509,595.654","91,617,185.41","150,287,020.355","-65,841,543.917","92,401,137.337","93,440,003.975","75,392,316.576","83,775,545.681","43,911,383.243","30,838,642.099","90,778,030.4","88,342,971.512","-53,161,136.975","36,758,261.726","27,591,604.414","51,873,999.782","-200,365,412.591","73,561,970.655","12,137,624.602","22,718,915.952","70,999,762.863","30,249,237.123","47,943,346.106","52,003,531.232","60,228,356.327","37,489,405.446","97,550,699.389","45,158,173.913","3,724,709.628","46,409,882.514","92,355,389.212","18,449,215.028",,,,,,,,
NetIncomeCommonStockholders,"1,617,732,000","208,000,000","792,085,000","277,593,000","340,054,000","204,353,000","688,381,000","110,000,000","181,487,000","221,000,000","325,043,000","178,000,000","132,000,000","74,000,000","-349,588,554.992","516,978,669.408","139,117,673.182","262,891,129.842","357,134,048.818","126,411,021.008","210,495,650.377","243,387,659.075","491,851,894.201","105,534,990.266","206,408,108.79","139,796,019.86","324,732,912.828","304,296,896.893","443,749,621.529","178,397,452.498","212,363,539.096","243,572,994.294","111,529,917.877","202,328,609.11","113,705,329.124","191,704,741.543","223,057,388.798","194,577,528.988","311,785,380.577","327,559,269.738","200,526,087.736","176,343,302.193","328,023,071.19","316,443,399.684","386,383,600.386","268,862,264.543","275,559,304.445","221,731,490.876","289,069,034.448","159,897,868.605","-120,188,704.132","118,452,003.626","13,889,141.298","100,364,497.853","82,053,225.743","49,055,155.362","134,674,967.385","267,878,537.177","61,817,827.471","61,936,284.512","-4,745,556.198","13,113,360.843","23,006,192.126","35,590,566.731","6,040,273.926","16,131,152.025","-19,632,744.143","-19,270,170.271","91,986,203.852","-34,218,906.219","-333,294,644.835","-11,759,401.866","9,912,145.819","24,281,993.31","-2,191,714.826","42,944,450.722","10,095,552.158","11,160,588.932","117,491,457.824","-18,107,508.869","45,789,103.795","11,514,833.703","-87,974,770.514","-60,106,503.948","-27,902,428.541","28,512,787.933","38,307,266.443","133,987,329.879","10,778,776.128","2,808,178.194",,,,
	NetIncome,"1,617,732,000","208,000,000","792,085,000","277,593,000","340,054,000","204,353,000","688,381,000","110,000,000","181,487,000","221,000,000","325,043,000","178,000,000","132,000,000","74,000,000","-349,588,554.992","516,978,669.408","139,117,673.182","262,891,129.842","357,134,048.818","126,411,021.008","210,495,650.377","243,387,659.075","491,851,894.201","105,534,990.266","206,408,108.79","139,796,019.86","324,732,912.828","304,296,896.893","443,749,621.529","178,397,452.498","212,363,539.096","243,572,994.294","111,529,917.877","202,328,609.11","113,705,329.124","191,704,741.543","223,057,388.798","194,577,528.988","311,785,380.577","327,559,269.738","200,526,087.736","176,343,302.193","328,023,071.19","316,443,399.684","386,383,600.386","268,862,264.543","275,559,304.445","221,731,490.876","289,069,034.448","159,897,868.605","-120,188,704.132","118,452,003.626","13,889,141.298","100,364,497.853","82,053,225.743","49,055,155.362","134,674,967.385","267,878,537.177","61,817,827.471","61,936,284.512","-4,745,556.198","13,113,360.843","23,006,192.126","35,590,566.731","6,040,273.926","16,131,152.025","-19,632,744.143","-19,270,170.271","91,986,203.852","-34,218,906.219","-333,294,644.835","-11,759,401.866","9,912,145.819","24,281,993.31","-2,191,714.826","42,944,450.722","10,095,552.158","11,160,588.932","117,491,457.824","-18,107,508.869","45,789,103.795","11,514,833.703","-87,974,770.514","-60,106,503.948","-27,902,428.541","28,512,787.933","38,307,266.443","133,987,329.879","10,778,776.128","2,808,178.194",,,,
		NetIncomeIncludingNoncontrollingInterests,"2,163,769,000","310,000,000","948,763,000","393,536,000","511,470,000","315,994,000","808,058,000","199,000,000","327,044,000","333,000,000","469,514,000","283,000,000","231,000,000","143,000,000","-467,904,317.592","788,327,447.907","273,190,125.337","427,045,919.744","629,605,046.702","264,716,961.801","358,888,750.534","367,423,558.604","722,890,028.22","252,219,900.327","402,502,257.796","218,754,899.781","526,265,910.859","503,944,934.844","671,152,009.202","414,098,560.379","486,142,880.768","586,034,623.886","286,179,944.837","464,508,987.956","366,570,650.89","451,076,623.127","494,483,987.342","368,120,198.086","690,858,782.773","716,416,668.006","496,489,683.085","396,673,636.555","688,374,111.232","638,619,799.361","707,045,950.707","268,862,264.543","554,770,842.024","431,628,065.705","630,963,509.344","71,129,159.367","822,278,867.092","-67,201,961.96","-27,331,149.274","-21,527,669.013","973,161,998.012","-33,998,851.03","-68,808,714.524","173,471,348.973","589,568,582.772","-40,969,410.189","-40,640,470.697","-45,993,851.012","326,473,875.865","-4,177,236.914","-52,871,138.396","-9,364,007.629","197,440,487.268","-70,687,027.289","68,402,866.024","-42,318,614.423","-165,578,517.91","-61,448,442.458","-84,661,293.427","-20,241,303.851","350,866,569.085","-10,694,174.74","-33,653,177.242","-61,149,598.766","-13,801,439.979","-33,522,198.498","-6,967,907.099","-91,618,024.679","-36,161,010.794","-149,111,538.865","-91,419,810.738","22,789,970.812","-293,239,508.355","133,987,329.879","10,778,776.128","2,808,178.194",,,,
			NetIncomeContinuousOperations,"2,163,769,000","310,000,000","948,763,000","393,536,000","511,470,000","315,994,000","808,058,000","199,000,000","327,044,000","333,000,000","469,514,000","283,000,000","231,000,000","143,000,000","-640,100,531.654","962,174,331.13","271,335,618.849","257,331,939.846","82,073,106.466","264,716,961.801","261,718,808.939","367,423,558.604","722,890,028.22","252,219,900.327","402,502,257.796","218,754,899.781","526,265,910.859","503,944,934.844","671,149,889.435","414,100,680.146","486,142,880.768","586,034,623.886","286,179,944.837","464,508,987.956","366,570,650.89","451,076,623.127","494,483,987.342","368,120,198.086","690,858,782.773","716,416,668.006","496,489,683.085","396,673,636.555","688,374,111.232","638,619,799.361","707,045,950.707","268,862,264.543","554,770,842.024","431,628,065.705","630,963,509.344","159,897,868.605","-120,188,704.132","118,452,003.626","13,889,141.298","100,364,497.853","82,053,225.743","49,055,155.362","134,674,967.385","267,878,537.177","61,817,827.471","61,936,284.512","-4,745,556.198","13,113,360.843","23,006,192.126","35,590,566.731","6,040,273.926","16,131,152.025","-19,632,744.143","-19,270,170.271","91,986,203.852","-34,218,906.219","-302,237,256.726","-11,759,401.866","9,912,145.819","24,281,993.31","-2,191,714.826","42,944,450.722","10,095,552.158","11,160,588.932","117,491,457.824","-18,107,508.869","45,789,103.795","11,514,833.703","-87,974,770.514","-60,106,503.948","-27,902,428.541","28,512,787.933","38,307,266.443","133,987,329.879","10,778,776.128","2,808,178.194",,,,
			NetIncomeDiscontinuousOperations,,,,,,,"0","0",,,"0",,,"0",,,"1,854,506.488","169,713,979.898",,,"97,169,941.595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-546,037,000","-102,000,000","-156,678,000","-115,943,000","-171,416,000","-111,641,000","-119,677,000","-89,000,000","-145,557,000","-112,000,000","-144,471,000","-105,000,000","-99,000,000","-69,000,000","174,563,262.229","-327,596,278.128","-134,072,452.155","-164,154,789.902","-272,470,997.885","-138,305,940.793","-148,393,100.157","-124,035,899.529","-231,038,134.019","-146,684,910.061","-196,094,149.006","-78,958,879.921","-201,532,998.031","-199,648,037.951","-227,402,387.673","-235,701,107.881","-273,779,341.672","-342,461,629.592","-174,650,026.96","-262,180,378.846","-252,865,321.766","-259,371,881.584","-271,426,598.544","-173,542,669.098","-379,073,402.196","-388,857,398.268","-295,963,595.35","-220,330,334.363","-360,349,220.042","-322,176,399.678","-320,662,350.321",,"-288,951,271.51","-209,898,397.829","-341,896,451.896","88,768,709.237","-942,467,571.224","185,653,965.586","41,220,290.572","121,892,166.866","-891,108,772.269","83,054,006.392","203,483,681.909","94,407,188.204","-527,750,755.302","102,905,694.701","35,894,914.498","59,107,211.855","-303,467,683.739","39,767,803.644","58,911,412.323","25,495,159.654","-217,073,231.411","51,416,857.019","23,583,337.829","8,099,708.204","-167,716,126.925","49,689,040.592","94,573,439.246","44,523,297.16","-353,058,283.91","53,638,625.462","43,748,729.4","72,310,187.699","131,292,897.803","15,414,689.629","52,757,010.894","103,132,858.382","-51,813,759.721","89,005,034.917","63,517,382.197","5,722,817.121",,,,,,,,
DilutedNIAvailtoComStockholders,"1,617,732,000","208,000,000","792,085,000","277,593,000","340,054,000","204,353,000","688,381,000","110,000,000","181,487,000","221,000,000","325,043,000","178,000,000","132,000,000","74,000,000","-349,588,554.992","516,978,669.408","139,117,673.182","262,891,129.842","357,134,048.818","126,411,021.008","210,495,650.377","243,387,659.075","491,851,894.201","105,534,990.266","206,408,108.79","139,796,019.86","324,732,912.828","304,296,896.893","443,749,621.529","178,397,452.498","212,363,539.096","243,572,994.294","111,529,917.877","202,328,609.11","113,705,329.124","191,704,741.543","223,057,388.798","194,577,528.988","311,785,380.577","327,559,269.738","200,526,087.736","176,343,302.193","328,023,071.19","316,443,399.684","386,383,600.386","268,862,264.543","275,559,304.445","221,731,490.876","289,069,034.448","159,897,868.605","-120,188,704.132","118,452,003.626","13,889,141.298","100,364,497.853","82,053,225.743","49,055,155.362","134,674,967.385","267,878,537.177","61,817,827.471","61,936,284.512","-4,745,556.198","13,113,360.843","23,006,192.126","35,590,566.731","6,040,273.926","16,131,152.025","-19,632,744.143","-19,270,170.271","91,986,203.852","-34,218,906.219","-333,294,644.835","-11,759,401.866","9,912,145.819","24,281,993.31","-2,191,714.826","42,944,450.722","10,095,552.158","11,160,588.932","117,491,457.824","-18,107,508.869","45,789,103.795","11,514,833.703","-87,974,770.514","-60,106,503.948","-27,902,428.541","28,512,787.933","38,307,266.443","133,987,329.879","10,778,776.128","2,808,178.194",,,,
BasicEPS,,"0.137",,,"0.296","0.175",,,"0.158","0.189",,,,"0.062",,,"0.14","0.263",,,"0.211","0.244",,,,"0.143",,,,"0.177",,,,"0.298",,,,"0.282",,,,"0.257",,"0.462","0.567","0.386",,"0.323","0.426","0.231",,"0.174","0.019","0.147",,"0.072","0.197","0.393",,"0.091","-0.007","0.02",,"0.052","0.009","0.023",,"-0.115","0.531","-0.198",,"-0.058","0.054","0.143",,"0.258","0.058","0.067",,"-0.115","0.324","0.096",,"-0.421","-0.201","0.202",,"0.942","0.074","0.018","197.553","255.162","233.896","128.667"
DilutedEPS,,"0.137",,,"0.296","0.175",,,"0.158","0.189",,,,"0.062",,,"0.14","0.263",,,"0.211","0.244",,,,"0.14",,,,"0.177",,,,"0.298",,,,"0.282",,,,"0.257",,"0.462","0.567","0.386",,"0.323","0.426","0.231",,"0.174","0.019","0.147",,"0.072","0.197","0.393",,"0.091","-0.007","0.02",,"0.052","0.009","0.023",,"-0.115","0.531","-0.198",,"-0.058","0.054","0.143",,"0.258","0.058","0.067",,"-0.115","0.324","0.096",,"-0.421","-0.201","0.202",,"0.942","0.074","0.018","197.553","255.162","233.896","128.667"
BasicAverageShares,,"1,521,726,221",,,"1,149,706,767","1,167,421,321",,,"1,149,706,641","1,167,421,321",,,,"1,185,146,897",,,"997,551,168","997,551,168",,,"997,551,168","997,551,168",,,,"997,551,168",,,,"663,462,408",,,,"678,103,835",,,,"690,232,340",,,,"685,609,750",,"685,086,545","681,496,510","696,569,612",,"686,492,246","678,545,600","681,860,211",,"681,860,211","681,860,211","681,859,877",,"681,860,211","681,860,211","681,859,877",,"681,859,877","681,859,877","681,859,877",,"681,859,877","681,859,877","681,859,877",,"173,142,454","173,142,454","173,142,454",,"173,142,454","173,142,454","173,142,454",,"173,142,454","173,142,454","173,142,454",,"152,852,355","142,005,631","142,005,631",,"142,005,631","142,005,631","142,005,631",,"142,292,257","146,182,256","156,623,678","139,687,372","140,293,309","140,161,095","128,963,561"
DilutedAverageShares,,"1,521,726,221",,,"1,149,706,767","1,167,421,321",,,"1,149,706,641","1,167,421,321",,,,"1,185,146,897",,,"997,551,168","997,551,168",,,"997,551,168","997,551,168",,,,"997,551,168",,,,"663,462,408",,,,"678,103,835",,,,"690,232,340",,,,"685,609,750",,"685,086,545","681,496,510","696,569,612",,"686,492,246","681,860,211","681,860,211",,"681,860,211","681,860,211","681,859,877",,"681,860,211","681,860,211","681,859,877",,"681,859,877","681,859,877","681,859,877",,"681,859,877","681,859,877","681,859,877",,"173,142,454","173,142,454","173,142,454",,"173,142,454","173,142,454","173,142,454",,"173,142,454","173,142,454","173,142,454",,"152,852,355","142,005,631","142,005,631",,"142,005,631","142,005,631","142,005,631",,"142,292,257","146,182,256","156,623,678","139,687,372","140,293,309","140,161,095","128,963,561"
TotalOperatingIncomeAsReported,"2,691,472,000","545,000,000","608,863,000","693,828,000","843,781,000","622,391,000","725,520,000","460,000,000","617,877,000","631,000,000","682,399,000","553,000,000","508,000,000","476,000,000","-304,163,545.597","1,081,966,597.109","532,197,063.877","503,691,519.698","-8,322,404.673","617,701,503.477","423,586,279.638","629,905,527.606","1,023,241,064.375","664,834,540.251","694,343,075.735","536,967,339.463","835,621,884.423","801,874,931.807","980,650,000.337","690,015,883.624","679,155,329.336","986,306,852.14","631,504,110.002","756,841,376.67","725,333,212.422","769,326,755.544","809,633,095.638","711,951,446.298","906,952,508.387","1,064,529,412.489","851,451,581.439","739,055,036.544","1,022,146,229.458","964,823,859.035","977,404,950.977","796,989,653.645","673,938,848.482","796,430,420.146","961,539,659.144","778,659,843.267","906,675,661.374","553,736,530.417","504,437,407.099","655,784,755.614","514,861,419.49","489,144,759.973","487,606,237.542","504,346,246.374","476,017,491.933","464,686,350.895","282,918,836.621","335,546,298.37","368,946,113.035","264,755,113.017","261,924,789.088","266,284,961.043","212,968,856.793","240,443,153.358","218,963,812.743","188,828,799.759","138,816,441.538","146,525,036.438","196,637,441.924","253,027,256.614","384,154,219.552","184,020,685.847","252,651,468.754","289,780,229.396",,,,,,,,,,,,,,,,
RentExpenseSupplemental,,,,,,"2,075,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalExpenses,"9,669,721,000","2,360,000,000","2,651,514,000","2,452,541,000","2,205,666,000","2,697,793,000","2,807,866,000","2,582,000,000","2,257,500,000","1,960,000,000","1,965,443,000","1,928,000,000","1,740,000,000","1,659,000,000","-884,855,176.799","3,535,206,291.518","1,196,625,583.392","1,287,927,689.227","-850,787,323.306","1,399,874,430.089","1,361,437,386.498","2,119,539,951.946","2,049,795,630.463","1,724,452,732.572","2,292,171,034.733","2,181,799,617.818","1,628,177,065.83","1,954,582,980.087","1,527,050,591.487","2,263,635,352.122","1,687,229,949.064","2,958,194,533.488","2,432,878,583.379","2,550,985,458.776","2,432,099,636.881","1,864,314,819.394","2,574,862,296.1","2,531,117,666.838","2,932,910,591.671","2,898,259,229.481","2,240,208,897.171","2,084,517,255.271","2,926,228,058.899","1,888,089,838.112","1,963,762,051.964","1,924,418,646.728","1,439,455,050.471","1,815,367,106.171","2,429,159,690.575","2,028,721,830.913","2,596,295,656.115","2,094,775,988.279","1,577,731,429.043","1,332,946,245.662","1,367,807,117.462","1,389,175,613.642","1,275,006,407.512","1,252,942,028.925","1,290,625,552.568","1,231,915,424.246","1,120,255,490.397","1,020,142,599.75","1,126,030,288.155","922,218,386.549","885,283,457.196","867,997,400.492","785,754,551.644","829,476,875.549","713,327,910.948","628,811,512.366","806,050,669.272","593,397,355.201","711,941,260.046","705,833,532.277","897,348,111.734","752,085,063.126","872,046,176.094","871,334,151.873","1,130,734,371.805","1,556,203,445.589","827,190,114.209","889,245,548.829","958,157,343.442","768,006,990.956","1,333,056,390.477","457,666,904.048",,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"1,617,732,000","208,000,000","792,085,000","277,593,000","340,054,000","204,353,000","688,381,000","110,000,000","181,487,000","221,000,000","325,043,000","178,000,000","132,000,000","74,000,000","-349,588,554.992","516,978,669.408","139,117,673.182","262,891,129.842","357,134,048.818","126,411,021.008","210,495,650.377","243,387,659.075","491,851,894.201","105,534,990.266","206,408,108.79","139,796,019.86","324,732,912.828","304,296,896.893","443,749,621.529","178,397,452.498","212,363,539.096","243,572,994.294","111,529,917.877","202,328,609.11","113,705,329.124","191,704,741.543","223,057,388.798","194,577,528.988","311,785,380.577","327,559,269.738","200,526,087.736","176,343,302.193","328,023,071.19","316,443,399.684","386,383,600.386","268,862,264.543","275,559,304.445","221,731,490.876","289,069,034.448","159,897,868.605","-120,188,704.132","118,452,003.626","13,889,141.298","100,364,497.853","82,053,225.743","49,055,155.362","134,674,967.385","267,878,537.177","61,817,827.471","61,936,284.512","-4,745,556.198","13,113,360.843","23,006,192.126","35,590,566.731","6,040,273.926","16,131,152.025","-19,632,744.143","-19,270,170.271","91,986,203.852","-34,218,906.219","-302,237,256.726","-11,759,401.866","9,912,145.819","24,281,993.31","-2,191,714.826","42,944,450.722","10,095,552.158","11,160,588.932","117,491,457.824","-18,107,508.869","45,789,103.795","11,514,833.703","-87,974,770.514","-60,106,503.948","-27,902,428.541","28,512,787.933","38,307,266.443","133,987,329.879","10,778,776.128","2,808,178.194",,,,
NormalizedIncome,"1,721,472,758.394","271,148,148.148","858,052,180","236,820,097.993","340,498,631.505","188,231,752.144","536,719,480","64,860,000","135,624,510.449","234,902,584.493","292,871,366.37","194,895,522.388","176,689,373.297","94,115,000","-355,677,763.614","551,735,796.469","159,121,490.039","98,136,943.832","-330,198,588.806","154,964,578.639","134,839,356.914","259,831,188.56","476,896,363.978","80,469,414.423","216,409,501.96","194,752,739.805","353,619,811.448","392,587,059.579","451,545,094.936","183,971,979.397","272,716,319.177","243,677,885.753","113,358,891.89","215,187,119.878","56,454,524.856","181,863,955.738","263,515,151.557","179,921,206.55","261,441,848.132","366,200,305.921","201,366,243.786","188,853,866.887","155,099,347.288","309,442,531.379","367,580,357.314","268,841,391.571","153,538,220.166","283,453,922.528","221,395,142.271","323,528,434.629","175,326,576.41","125,986,592.121","149,772,437.35","163,416,338.563","268,474,643.947","106,206,699.154","51,546,490.29","319,482,981.552","157,634,720.518","99,501,480.596","9,426,131.752","52,652,996.68","93,256,277.694","83,009,027.737","6,189,606.53","30,698,190.169","48,782,863.056","-26,961,446.117","106,847,253.484","4,816,517.096","66,170,727.377","-40,920,952.877","-30,283,150.536","28,529,499.122","161,662,949.077","-2,866,158.653","-4,892,583.281","-5,352,871.144","-165,427,479.916","-18,806,721.591","-38,423,030.576","-12,275,814.017","22,830,997.477","-111,369,515.316","-34,464,072.187","-17,227,389.446","38,307,266.443","133,987,329.879","10,778,776.128","2,808,178.194",,,,
InterestIncome,"37,020,000","80,000,000","-282,878,000","319,075,000","125,360,000","119,102,000","132,081,000","63,000,000","89,815,000","73,000,000","119,843,000","60,000,000","51,000,000","63,000,000","28,671,200.05","108,577,971.703","71,621,445.237","69,788,619.958","127,988,041.576","65,348,960.507","147,977,946.717","68,568,749.739","228,966,394.702","47,056,240.131","28,137,459.5","134,548,959.865","109,577,920.675","110,390,218.863","163,177,440.156","111,094,857.21","282,912,442.392","84,448,176.938","84,417,268.731","88,228,949.612","-130,636,169.793","63,250,160.74","109,735,389.41","83,124,439.568","148,959,958.454","72,958,048.146","89,885,378.915","46,081,835.447","-150,092,200.016","115,249,679.885","54,626,800.055","59,983,839.898","83,476,434.54","114,141,676.451","80,946,288.686",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
