name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006
MarketCap,"2,290,602,760","1,980,124,520","3,270,899,982","3,136,129,734","3,235,663,706","2,963,998,770","2,789,565,976","3,825,112,560","3,911,264,852","3,963,693,471","4,037,215,350","4,381,096,360","3,562,464,189","3,882,970,175","3,900,873,421","2,923,597,128","2,778,156,633","2,874,275,463","2,841,282,741","2,754,014,701","2,477,831,698","2,290,175,515","2,173,070,817","1,955,268,647","2,137,964,936","2,241,946,424","2,430,807,209","1,709,724,029","1,460,305,981","1,059,011,963","928,077,521","957,286,744","859,435,946","751,233,722","732,428,699","599,656,913","673,655,226","647,997,759","626,806,614","577,770,508","646,520,390","679,918,559","618,361,593","546,493,393","378,947,654","396,696,996","534,596,774","512,830,323","412,348,075","382,697,818","361,733,254","375,765,234","388,728,848","386,237,760","413,623,801","379,692,777","332,486,193"
PeRatio,"10.563","6.931","11.565","10.927","11.133","10.156","11.427","20.467","23.02","25.629","20.759","18.962","19.302","21.484","23.534","18.416","18.409","20.272","21.104","22.376","21.011","19.935","22.179","21.467","26.256","30.193","29.761","25.212","22.197","16.892","14.807","16.711","15.763","14.384","30.845","25.262","35.284","41.432","42.365","15.774","29.729","18.873","21.491","57.684","49.959","47.674","53.9","20.745","17.292","16.178","17.923","20.365","21.893","22.41","32.486","45.061","46.327"
ForwardPeRatio,"9.699","7.758","11.696","10.741","10.941","9.901","8.834","11.521","12.788","12.92","14.577","16.051","18.587","19.841","20.492","15.949","16.367","16.051","17.331","17.762","16.722","15.949","16.129","14.641","18.762","21.413","22.472","19.011","18.622","13.55","13.004","13.624","12.707","11.737","12.69","11.186","13.004","14.006","15.576",,,,,,,,,"21.645",,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,"3.224","2.926","3.753","4.28","4.499","3.799","3.727","2.711","2.602","2.725","2.54","2.347","2.539","2.236","2.601","2.803","3.118",,,,,,,,,,,,,,,,,,
PsRatio,"3.535","3.071","5.117","4.916","5.066","4.661","4.339","5.947","6.202","6.33","6.536","7.086","7.074","7.816","8.15","6.266","6.143","6.622","6.768","6.958","6.37","5.886","5.776","5.665","6.922","8.06","9.648","8.208","7.255","5.522","4.841","5.103","4.728","4.17","3.542","2.901","3.347","3.277","3.472","3.924","4.311","4.9","4.25","3.882","3.404","3.692","4.77","4.452","3.702","3.496","3.909","4.277","4.342","4.255","6.346","4.965","5.104"
PbRatio,"0.943","0.788","1.325","1.295","1.366","1.257","1.192","1.648","1.759","1.796","1.829","2.967","2.471","2.925","3.01","2.311","2.263","2.396","2.604","2.594","2.384","2.256","2.267","2.179","2.461","2.666","4.459","3.205","2.764","2.055","1.8","1.939","1.787","1.577","1.582","1.295","1.481","1.477","1.466","1.287","1.472","1.582","1.488","1.375","1.288","1.369","1.889","1.762","1.432","1.336","1.429","1.576","1.641","1.669","1.834","1.805","1.581"
