name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,12/31/2016
		AdditionalPaidInCapital,"2,440,100,000","2,434,500,000","2,430,500,000","2,426,400,000","2,420,600,000","2,416,900,000","2,415,500,000","2,413,400,000","2,412,100,000","1,622,600,000","1,628,500,000","1,625,000,000"
		RetainedEarnings,"1,107,600,000","1,072,000,000","1,052,600,000","1,017,100,000","995,600,000","381,900,000","306,600,000","246,700,000","161,100,000","136,900,000","18,200,000","-14,300,000"
		TreasuryStock,,,,,,,,,,,"5,100,000","3,500,000"
		GainsLossesNotAffectingRetainedEarnings,"-1,065,800,000","-858,400,000","-908,600,000","-835,600,000","-840,000,000","-854,300,000","-787,200,000","-809,200,000","-696,600,000","-747,400,000","-742,700,000","-915,900,000"
	MinorityInterest,"356,600,000","359,700,000","352,600,000","371,800,000","383,000,000","386,300,000","389,300,000","402,700,000","435,600,000","413,800,000","398,300,000","377,100,000"
TotalCapitalization,"5,386,700,000","5,563,300,000","5,487,200,000","5,545,800,000","5,508,000,000","4,900,800,000","4,900,500,000","4,824,200,000","4,893,100,000","4,903,900,000","4,781,700,000","4,481,300,000"
CommonStockEquity,"2,484,800,000","2,651,000,000","2,577,400,000","2,610,800,000","2,579,100,000","1,947,400,000","1,937,800,000","1,853,800,000","1,879,500,000","1,014,600,000","898,900,000","691,300,000"
CapitalLeaseObligations,"111,800,000","116,200,000","109,300,000","112,400,000","108,500,000",,,,,,,"1,400,000"
NetTangibleAssets,"-1,282,800,000","-1,285,500,000","-1,334,900,000","-1,395,200,000","-1,438,900,000","-2,089,100,000","-2,178,000,000","-2,284,900,000","-2,375,100,000","-3,197,700,000","-3,305,900,000","-3,365,100,000"
WorkingCapital,"1,330,200,000","1,300,500,000","1,280,700,000","1,224,600,000","1,194,300,000","1,135,600,000","1,062,800,000","1,025,500,000","1,037,100,000","1,128,400,000","1,178,600,000","1,045,200,000"
InvestedCapital,"5,441,600,000","5,609,400,000","5,530,700,000","5,586,900,000","5,542,200,000","4,952,400,000","4,933,300,000","4,866,200,000","4,926,800,000","4,970,300,000","4,815,000,000","4,528,200,000"
TangibleBookValue,"-1,282,800,000","-1,285,500,000","-1,334,900,000","-1,395,200,000","-1,438,900,000","-2,089,100,000","-2,178,000,000","-2,284,900,000","-2,375,100,000","-3,197,700,000","-3,305,900,000","-3,365,100,000"
TotalDebt,"3,068,600,000","3,074,600,000","3,062,600,000","3,088,500,000","3,071,600,000","3,005,000,000","2,995,500,000","3,012,400,000","3,047,300,000","3,955,700,000","3,916,100,000","3,838,300,000"
NetDebt,"2,330,500,000","2,323,100,000","2,497,200,000","2,565,100,000","2,629,500,000","2,581,600,000","2,699,200,000","2,707,200,000","2,718,800,000","3,391,300,000","3,387,700,000","3,309,700,000"
ShareIssued,"290,666,538","290,157,299","290,118,125","290,101,651","290,043,420","289,847,574","289,808,150","289,756,379","289,756,379","283,974,605","283,974,605","283,974,605"
OrdinarySharesNumber,"290,666,538","290,157,299","290,118,125","290,101,651","290,043,420","289,847,574","289,808,150","289,756,379","289,756,379","283,974,605","283,974,605","283,974,605"
