name,ttm,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014
MarketCap,"3,786,557,817","9,823,407,628","15,893,481,846","12,541,194,450","4,013,881,767","8,980,964,553","9,310,988,551"
EnterpriseValue,"6,432,547,331","13,647,854,666","18,324,844,520","14,454,122,551","5,506,372,956","12,567,105,808","15,040,972,832"
PeRatio,"4.629","1,835.628","13.306",,,"11.047",
ForwardPeRatio,"3.162","5.266","6.698",,,"36.232",
PsRatio,"0.342","0.732","1.172","1.215","0.411","0.748","1.006"
PbRatio,"0.485","1.097","1.755","1.917","0.483","0.799","0.794"
EnterprisesValueRevenueRatio,"0.007","0.015","0.02","0.02","0.009","0.017","0.023"
EnterprisesValueEBITDARatio,"0.045","0.051","0.078","0.059","-0.036","-0.084","0.078"
