Date,Open,High,Low,Close,Adj Close,Volume
2015-05-12,70.019997,70.019997,68.680000,69.129997,64.725594,945300
2015-05-13,69.470001,70.489998,68.989998,69.919998,65.465248,761100
2015-05-14,70.099998,70.470001,69.260002,69.540001,65.109459,765300
2015-05-15,69.330002,69.970001,68.389999,69.830002,65.380997,851900
2015-05-18,69.779999,70.980003,68.760002,70.790001,66.279839,1014100
2015-05-19,70.639999,71.320000,70.110001,70.680000,66.176849,1088300
2015-05-20,71.099998,71.889999,70.639999,71.489998,66.935211,582500
2015-05-21,71.849998,72.860001,71.529999,72.250000,67.646805,555700
2015-05-22,71.980003,72.160004,71.570000,72.000000,67.412735,414300
2015-05-26,71.279999,71.480003,69.559998,70.129997,65.661880,602300
2015-05-27,69.779999,70.370003,69.589996,70.019997,65.713501,582700
2015-05-28,69.570000,70.739998,69.029999,70.699997,66.351685,587300
2015-05-29,70.629997,71.010002,70.139999,70.510002,66.173355,579900
2015-06-01,70.730003,71.480003,69.699997,70.709999,66.361053,547900
2015-06-02,70.769997,72.900002,70.769997,72.459999,68.003418,734700
2015-06-03,72.690002,74.099998,72.389999,72.650002,68.181740,487900
2015-06-04,71.800003,71.809998,70.550003,70.769997,66.417366,947000
2015-06-05,70.290001,71.559998,69.910004,70.959999,66.595695,458300
2015-06-08,70.809998,71.470001,70.220001,70.260002,65.938728,415000
2015-06-09,70.660004,71.660004,70.320000,70.709999,66.361053,493900
2015-06-10,71.459999,72.580002,71.410004,72.230003,67.787575,421200
2015-06-11,72.230003,72.930000,71.830002,72.279999,67.834503,512100
2015-06-12,71.529999,72.150002,71.150002,72.029999,67.599876,435600
2015-06-15,71.000000,71.690002,70.580002,71.570000,67.168159,493200
2015-06-16,71.449997,72.470001,71.239998,72.160004,67.721878,423400
2015-06-17,72.599998,72.820000,70.489998,71.519997,67.121239,645900
2015-06-18,71.870003,72.610001,71.070000,72.330002,67.881416,483400
2015-06-19,72.070000,72.440002,71.739998,71.849998,67.430954,473700
2015-06-22,72.269997,72.940002,71.800003,72.940002,68.453918,379700
2015-06-23,73.010002,73.050003,72.129997,72.540001,68.078522,253900
2015-06-24,72.120003,72.760002,71.529999,71.639999,67.233864,429100
2015-06-25,71.930000,71.959999,71.339996,71.540001,67.140007,453100
2015-06-26,71.580002,71.639999,70.330002,70.650002,66.304756,1258300
2015-06-29,69.660004,69.889999,67.919998,67.980003,63.798962,765400
2015-06-30,68.690002,69.570000,68.279999,68.589996,64.371445,774100
2015-07-01,69.050003,69.169998,66.559998,66.690002,62.588310,950400
2015-07-02,67.160004,67.230003,66.050003,66.330002,62.250450,600000
2015-07-06,65.440002,65.620003,64.199997,64.309998,60.354687,815100
2015-07-07,64.199997,64.269997,61.650002,64.029999,60.091904,1779400
2015-07-08,63.419998,63.830002,63.080002,63.290001,59.397408,757500
2015-07-09,64.720001,65.339996,64.190002,64.410004,60.448536,506100
2015-07-10,65.459999,65.750000,64.110001,65.389999,61.368252,511500
2015-07-13,65.919998,66.000000,65.019997,65.330002,61.311951,649200
2015-07-14,64.879997,66.559998,64.690002,66.459999,62.372456,432900
