name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
TotalRevenue,"20,546,225,000,000","20,546,225,000,000","15,892,380,000,000","14,596,537,000,000","13,496,363,000,000","13,438,176,000,000","12,851,494,000,000","12,404,676,000,000","12,611,940,000,000","9,829,088,000,000","11,982,754,000,000","10,919,375,000,000","10,350,789,000,000","9,914,171,369,332.65","7,541,639,292,273.9","6,109,997,004,194.26","5,474,451,000,000","3,619,172,500,000","2,467,352,312,328.36","632,000,000,000"
	NetInterestIncome,"9,737,964,000,000","9,737,964,000,000","8,580,089,000,000","7,842,953,000,000","7,205,366,000,000","6,692,933,000,000","6,789,800,000,000","6,602,856,000,000","6,974,211,000,000","7,079,971,000,000","6,174,029,000,000","5,221,329,000,000","5,779,372,000,000","5,173,282,782,502.94","3,797,061,107,957.37","3,436,838,214,429.56","3,452,721,000,000","2,446,401,250,000","1,430,100,829,881.5","1,255,000,000,000"
		InterestIncome,"15,707,362,000,000","15,707,362,000,000","13,572,456,000,000","11,798,654,000,000","11,236,302,000,000","11,129,704,000,000","12,060,507,000,000","12,588,015,000,000","13,857,112,000,000","13,781,000,000,000","13,024,458,000,000","12,597,357,000,000","14,733,940,000,000","12,156,128,302,924.55","8,482,192,824,412.56","7,408,219,249,068.45","7,450,397,000,000","5,590,333,750,000","3,735,110,319,014.76","3,694,000,000,000"
			InterestIncomeFromLoansAndLease,"12,492,263,000,000","12,492,263,000,000","11,181,668,000,000","9,673,635,000,000","9,230,303,000,000","9,024,682,000,000","9,713,860,000,000","10,168,445,000,000","11,274,840,000,000","11,282,000,000,000","10,445,763,000,000","10,224,880,000,000","12,109,332,000,000","10,191,113,317,485.31","7,039,823,450,632.83","6,228,780,855,539.09","5,934,071,000,000","4,391,128,750,000","2,832,766,309,831.64",
				InterestIncomeFromLoans,"12,492,263,000,000","12,492,263,000,000","11,181,668,000,000","9,673,635,000,000","9,230,303,000,000","9,024,682,000,000","9,713,860,000,000","10,168,445,000,000","11,274,840,000,000","11,282,000,000,000","10,445,763,000,000","10,224,880,000,000","12,109,332,000,000","10,191,113,317,485.31","7,039,823,450,632.83","6,228,780,855,539.09","5,934,071,000,000","4,391,128,750,000","2,832,766,309,831.64",
			InterestIncomeFromSecurities,"2,879,635,000,000","2,879,635,000,000","2,113,334,000,000","1,870,754,000,000","1,692,324,000,000","1,763,779,000,000","1,967,601,000,000","2,041,684,000,000","2,161,267,000,000","2,083,000,000,000","1,847,460,000,000","1,852,178,000,000","1,775,081,000,000","1,703,435,396,869.71","1,283,762,969,577.66","1,032,410,313,135.17","1,384,399,000,000","1,079,656,250,000","801,446,025,824.78",
			InterestIncomeFromDeposits,"31,506,000,000","31,506,000,000","33,845,000,000","167,793,000,000","185,534,000,000","225,554,000,000","236,919,000,000","200,853,000,000","242,445,000,000",,"158,600,000,000",,,,,,,,,
			OtherInterestIncome,"303,958,000,000","303,958,000,000","243,609,000,000","86,472,000,000","128,141,000,000","115,689,000,000","142,127,000,000","177,033,000,000","178,560,000,000","416,000,000,000","731,235,000,000","520,299,000,000","849,527,000,000","261,579,588,569.53","158,606,404,202.07","147,028,080,394.19","131,927,000,000","119,548,750,000","100,897,983,358.34",
		InterestExpense,"5,969,398,000,000","5,969,398,000,000","4,992,367,000,000","3,955,701,000,000","4,030,936,000,000","4,436,771,000,000","5,270,707,000,000","5,985,159,000,000","6,882,901,000,000","6,701,029,000,000","6,850,429,000,000","7,376,028,000,000","8,954,568,000,000","6,982,845,520,421.61","4,685,131,716,455.19","3,971,381,034,638.89","3,997,676,000,000","3,143,932,500,000","2,305,009,489,133.26","2,439,000,000,000"
			InterestExpenseForDeposit,"3,644,632,000,000","3,644,632,000,000","3,091,659,000,000","2,482,415,000,000","2,586,742,000,000","2,861,027,000,000","3,449,480,000,000","3,914,160,000,000","4,515,029,000,000","4,181,000,000,000","4,096,954,000,000","4,188,204,000,000","4,714,252,000,000","3,512,639,520,555.41","2,526,025,007,852.28","2,211,015,290,055.87","2,289,572,000,000","1,851,415,000,000","1,401,276,393,355.12",
