name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003
		OtherNonCurrentAssets,"139,878,000","153,110,000","149,281,000","147,954,000","157,073,000","162,912,000","205,226,000","168,901,000","146,067,000","142,965,000","133,560,000","119,657,000","112,355,000","101,562,000","148,308,000","142,622,000","81,306,000","76,195,000","96,385,000","96,770,000","96,821,000","91,668,000","98,546,000","97,147,000","95,873,000","81,123,000","78,166,000","69,573,000","54,185,000","47,727,000","46,321,000","44,655,000","47,358,000","40,898,000","38,024,000","37,172,000","35,803,000","29,046,000","21,832,000","20,927,000","22,059,000","21,329,000","20,987,000","20,370,000","18,920,000","18,973,000","28,290,000","27,093,000","21,274,000","21,472,000","17,214,000","15,543,000","10,118,000","7,157,000","7,035,000","7,127,000","7,418,000","6,845,000","6,466,000","6,302,000","5,742,000","5,117,575","4,969,483","5,381,487","5,108,892","4,153,572","2,041,372"
TotalLiabilitiesNetMinorityInterest,"7,366,751,000","7,731,376,000","7,538,990,000","7,794,488,000","7,809,136,000","6,554,650,000","6,687,920,000","6,771,656,000","5,217,197,000","5,160,219,000","4,822,901,000","4,574,257,000","4,515,375,000","4,860,250,000","4,776,675,000","4,878,305,000","4,122,448,000","2,533,155,000","2,667,319,000","2,680,449,000","2,742,559,000","2,852,835,000","2,866,884,000","2,896,329,000","2,738,801,000","2,168,029,000","2,106,953,000","2,080,662,000","1,681,470,000","1,759,362,000","1,613,934,000","1,611,681,000","1,514,916,000","1,555,619,000","958,289,000","882,012,000","870,009,000","885,348,000","868,538,000","840,844,000","863,988,000","840,687,000","862,547,000","857,839,000","855,509,000","861,298,000","834,117,000","840,482,000","841,117,000","842,878,000","87,222,000","208,779,000","190,084,000","163,153,000","167,129,000","163,261,000","140,295,000","98,206,000","98,851,000","95,206,000","99,085,000","84,204,058","66,071,097","71,972,294","67,117,295","29,143,302","74,747,883"
	CurrentLiabilities,"1,938,968,000","2,178,512,000","2,054,051,000","2,106,946,000","1,971,488,000","1,690,348,000","1,735,680,000","1,788,308,000","1,474,788,000","1,322,724,000","1,302,338,000","1,221,660,000","1,159,701,000","1,210,785,000","1,149,208,000","1,168,382,000","1,049,410,000","751,970,000","797,698,000","726,365,000","772,314,000","750,696,000","771,388,000","750,208,000","775,915,000","677,953,000","642,513,000","559,110,000","504,739,000","487,944,000","464,519,000","445,322,000","457,074,000","397,693,000","227,526,000","193,469,000","208,272,000","225,321,000","225,292,000","195,650,000","204,363,000","168,481,000","176,726,000","169,853,000","162,617,000","167,213,000","163,913,000","169,842,000","170,093,000","163,823,000","68,675,000","66,128,000","72,751,000","61,394,000","54,236,000","53,871,000","53,998,000","47,561,000","38,902,000","34,304,000","35,491,000","29,563,329","25,270,677","24,886,480","28,837,954","21,521,073","38,437,688"
		PayablesAndAccruedExpenses,"1,398,422,000","1,411,681,000","1,486,660,000","1,513,336,000","1,413,540,000","1,402,828,000","1,453,495,000","1,457,639,000","1,192,165,000","1,150,637,000","1,123,668,000","1,077,759,000","984,112,000","922,081,000","1,027,565,000","1,066,756,000","909,573,000","626,581,000","696,427,000","645,701,000","687,506,000","650,366,000","664,605,000","641,291,000","655,861,000","565,278,000","514,380,000","437,176,000","364,684,000","356,905,000","311,517,000","312,832,000","320,604,000","341,900,000","126,423,000","133,356,000","145,926,000","160,465,000","172,883,000","155,954,000","176,066,000","145,327,000","138,336,000","137,099,000","133,748,000","140,546,000","139,285,000","133,802,000","136,117,000","142,043,000","53,000,000","48,519,000","50,208,000","48,696,000","45,908,000","44,296,000","41,135,000","39,210,000","32,070,000","34,028,000","30,640,000","25,393,741","22,571,337","22,309,323","22,992,109","17,938,227","18,380,514"
			Payables,"893,807,000","942,795,000","997,874,000","1,031,952,000","952,688,000","942,398,000","941,747,000","981,643,000","812,661,000","788,613,000","749,852,000","724,201,000","651,117,000","633,773,000","682,719,000","735,138,000","597,826,000","415,588,000","416,341,000","392,951,000","434,686,000","400,202,000","448,685,000","443,657,000","412,024,000","366,509,000","301,373,000","273,321,000","216,516,000","222,083,000","226,261,000","232,031,000","241,390,000","210,875,000","84,496,000","78,641,000","96,131,000","76,437,000","72,126,000","61,221,000","81,290,000","51,300,000","54,195,000","58,454,000","62,737,000","65,411,000","60,488,000","59,535,000","62,963,000","68,871,000","20,383,000","17,714,000","22,148,000","19,192,000","17,507,000","17,592,000","18,855,000","15,496,000","10,885,000","9,364,000","9,651,000","8,423,676","7,680,573","8,024,640","9,716,049","6,831,288","5,514,995"
				AccountsPayable,"893,807,000","942,795,000","997,874,000","1,031,952,000","952,688,000","942,398,000","941,747,000","981,643,000","812,661,000","788,613,000","749,852,000","724,201,000","651,117,000","633,773,000","682,719,000","735,138,000","597,826,000","415,588,000","416,341,000","392,951,000","397,623,000","400,202,000","403,587,000","392,659,000","384,102,000","349,069,000","284,900,000","263,565,000","202,084,000","219,335,000","219,098,000","224,276,000","212,538,000","210,875,000","84,496,000","77,951,000","75,377,000","76,437,000","70,413,000","52,405,000","58,050,000","51,300,000","54,195,000","58,454,000","62,737,000","65,411,000","60,488,000","59,535,000","62,963,000","68,871,000","20,383,000","17,714,000","22,148,000","19,192,000","17,507,000","17,592,000","18,855,000","15,496,000","10,885,000","9,364,000","9,651,000","8,423,676","7,680,573","8,024,640","9,716,049","6,831,288","5,514,995"
				TotalTaxPayable,,,,,,,,,,,,,,,,,,,,,"37,063,000",,"45,098,000","50,998,000","27,922,000","17,440,000","16,473,000","9,756,000","14,432,000","2,748,000","7,163,000","7,755,000","28,852,000",,,"690,000","20,754,000",,"1,713,000","8,816,000","23,240,000",,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,"37,063,000",,,,"27,922,000","17,440,000","16,473,000","9,756,000","14,432,000","2,748,000","7,163,000","7,755,000","28,852,000",,,"690,000","20,754,000",,"1,713,000","8,816,000","23,240,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"504,615,000","468,886,000","488,786,000","481,384,000","460,852,000","460,430,000","511,748,000","475,996,000","379,504,000","362,024,000","373,816,000","353,558,000","332,995,000","288,308,000","344,846,000","331,618,000","311,747,000","210,993,000","280,086,000","252,750,000","252,820,000","250,164,000","215,920,000","197,634,000","243,837,000","198,769,000","213,007,000","163,855,000","148,168,000","134,822,000","85,256,000","80,801,000","79,214,000","131,025,000","41,927,000","54,715,000","49,795,000","84,028,000","100,757,000","94,733,000","94,776,000","94,027,000","84,141,000","78,645,000","71,011,000","75,135,000","78,797,000","74,267,000","73,154,000","73,172,000","32,617,000","30,805,000","28,060,000","29,504,000","28,401,000","26,704,000","22,280,000","23,714,000","21,185,000","24,664,000","20,989,000","16,970,065","14,890,764","14,284,683","13,276,060","11,106,939","12,865,519"
		CurrentProvisions,,,,,,,,,,,,,,"39,548,000",,,,"37,759,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48,256,000","34,798,000","43,972,000",,"54,645,000","33,360,000","35,723,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"309,963,000","547,894,000","353,715,000","352,143,000","352,455,000","121,826,000","118,365,000","177,372,000","142,277,000","126,360,000","126,887,000","96,860,000","91,988,000","66,109,000","74,829,000","60,832,000","75,365,000","56,034,000","37,174,000","39,378,000","62,303,000","63,515,000","72,908,000","71,487,000","35,106,000","41,535,000","61,123,000","64,962,000","79,531,000","71,716,000","52,103,000","46,379,000","40,498,000","29,524,000","18,915,000","15,520,000","14,817,000","52,888,000","39,880,000","27,080,000","15,401,000","10,063,000","29,515,000","26,743,000","23,528,000","21,934,000",,"18,055,000","17,452,000","16,936,000","10,825,000","9,802,000","10,376,000","8,485,000","4,423,000","4,601,000","2,598,000","1,481,000","409,000","276,000","220,000","317,026","312,564","310,413","1,458,308","1,553,274","17,809,721"
			CurrentDebt,"90,965,000","326,367,000","117,782,000","132,641,000","136,283,000","121,826,000","118,365,000","177,372,000","142,277,000","126,360,000","126,887,000","96,860,000","91,988,000","66,109,000","74,829,000","60,832,000","75,365,000","56,034,000","37,174,000","39,378,000","62,303,000","63,515,000","72,908,000","71,487,000","35,106,000","41,535,000","61,123,000","64,962,000","79,531,000","71,716,000","52,103,000","46,379,000","40,498,000","29,524,000","18,915,000","15,520,000","14,817,000","52,888,000","39,880,000","27,080,000","15,401,000","10,063,000","29,515,000","26,743,000","23,528,000","21,934,000",,"18,055,000","17,452,000","16,936,000","10,825,000","9,802,000","10,376,000","8,485,000","4,423,000","4,601,000","2,598,000","1,481,000","409,000","276,000","220,000","317,026","312,564","310,413","1,458,308","1,553,274","17,809,721"
				OtherCurrentBorrowings,"90,965,000","326,367,000","117,782,000","132,641,000","136,283,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"218,998,000","221,527,000","235,933,000","219,502,000","216,172,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,915,000","15,520,000","14,817,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,713,000","8,869,000","9,245,000","9,224,000","9,672,000","9,555,000","9,567,000","9,259,000","6,152,000","6,011,000","5,341,000","4,733,000","5,203,000","6,106,000","5,343,000","4,844,000","4,850,000","4,391,000","4,201,000","3,859,000","3,855,000","3,812,000","3,889,000","3,440,000","3,495,000",,,"2,601,818","2,386,776","2,266,744","2,232,725","2,029,572","1,953,829"
			CurrentDeferredRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,713,000","8,869,000","9,245,000","9,224,000","9,672,000","9,555,000","9,567,000","9,259,000","6,152,000","6,011,000","5,341,000","4,733,000","5,203,000","6,106,000","5,343,000","4,844,000","4,850,000","4,391,000","4,201,000","3,859,000","3,855,000","3,812,000","3,889,000","3,440,000","3,495,000",,,"2,601,818","2,386,776","2,266,744","2,232,725","2,029,572","1,953,829"
		OtherCurrentLiabilities,"230,583,000","218,937,000","213,676,000","241,467,000","205,493,000","165,694,000","163,820,000","153,297,000","140,346,000","45,727,000","51,783,000","47,041,000","83,601,000","183,047,000","46,814,000","40,794,000","64,472,000","31,596,000","64,097,000","41,286,000","22,505,000","36,815,000","33,875,000","37,430,000","84,948,000","71,140,000","67,010,000","56,972,000","60,524,000","59,323,000","52,643,000","51,313,000","52,000,000","26,269,000","18,830,000","2,364,000","2,561,000","2,744,000","2,857,000","3,061,000","3,329,000","3,832,000","2,723,000",,,,"19,425,000","11,879,000","11,181,000",,,"3,416,000","7,966,000","354,000","50,000","1,162,000","6,376,000","3,430,000","2,928,000",,"4,631,000","1,250,744",,,"2,154,812",,"293,624"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"5,427,783,000","5,552,864,000","5,484,939,000","5,687,542,000","5,837,648,000","4,864,302,000","4,952,240,000","4,983,348,000","3,742,409,000","3,837,495,000","3,520,563,000","3,352,597,000","3,355,674,000","3,649,465,000","3,627,467,000","3,709,923,000","3,073,038,000","1,781,185,000","1,869,621,000","1,954,084,000","1,970,245,000","2,102,139,000","2,095,496,000","2,146,121,000","1,962,886,000","1,490,076,000","1,464,440,000","1,521,552,000","1,176,731,000","1,271,418,000","1,149,415,000","1,166,359,000","1,057,842,000","1,157,926,000","730,763,000","688,543,000","661,737,000","660,027,000","643,246,000","645,194,000","659,625,000","672,206,000","685,821,000","687,986,000","692,892,000","694,085,000","670,204,000","670,640,000","671,024,000","679,055,000","18,547,000","142,651,000","117,333,000","101,759,000","112,893,000","109,390,000","86,297,000","50,645,000","59,949,000","60,902,000","63,594,000","54,640,729","40,800,420","47,085,814","38,279,341","7,622,229","36,310,195"
		LongTermDebtAndCapitalLeaseObligation,"4,777,157,000","4,852,986,000","4,866,535,000","5,042,178,000","5,202,580,000","4,188,674,000","4,250,137,000","4,261,176,000","3,170,788,000","3,277,620,000","3,021,717,000","2,890,708,000","2,933,277,000","3,275,662,000","3,189,345,000","3,274,629,000","2,743,197,000","1,528,668,000","1,570,056,000","1,652,064,000","1,672,332,000","1,801,047,000","1,825,133,000","1,879,837,000","1,695,627,000","1,264,246,000","1,250,932,000","1,311,519,000","987,979,000","1,046,762,000","929,743,000","954,067,000","856,068,000","926,552,000","613,691,000","570,841,000","544,451,000","548,066,000","557,589,000","567,324,000","581,211,000","592,982,000","606,048,000","609,824,000","615,031,000","620,940,000","623,028,000","629,367,000","634,151,000","641,526,000","1,696,000","128,905,000","106,662,000","91,962,000","104,808,000","102,868,000","80,283,000","45,996,000","55,198,000","56,269,000","58,889,000","49,944,666","36,001,554","42,052,800","32,979,828","2,444,118","31,301,164"
			LongTermDebt,"3,672,221,000","3,715,389,000","3,708,360,000","3,919,902,000","4,092,766,000","4,188,674,000","4,250,137,000","4,261,176,000","3,170,788,000","3,277,620,000","3,021,717,000","2,890,708,000","2,933,277,000","3,275,662,000","3,189,345,000","3,274,629,000","2,743,197,000","1,528,668,000","1,570,056,000","1,652,064,000","1,672,332,000","1,801,047,000","1,825,133,000","1,879,837,000","1,695,627,000","1,264,246,000","1,250,932,000","1,311,519,000","987,979,000","1,046,762,000","929,743,000","954,067,000","856,068,000","926,552,000","613,691,000","570,841,000","544,451,000","548,066,000","557,589,000","567,324,000","581,211,000","592,982,000","606,048,000","609,824,000","615,031,000","620,940,000","623,028,000","629,367,000","634,151,000","641,526,000","1,696,000","128,905,000","106,662,000","91,962,000","104,808,000","102,868,000","80,283,000","45,996,000","55,198,000","56,269,000","58,889,000","49,944,666","36,001,554","42,052,800","32,979,828","2,444,118","31,301,164"
			LongTermCapitalLeaseObligation,"1,104,936,000","1,137,597,000","1,158,175,000","1,122,276,000","1,109,814,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"557,589,000","567,324,000","581,211,000",,"606,048,000","609,824,000",,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"300,117,000","310,129,000","296,199,000","303,179,000","305,770,000","311,434,000","325,537,000","332,602,000","242,226,000","252,359,000","241,544,000","225,262,000","221,504,000","199,657,000","226,682,000","225,338,000","179,404,000","127,239,000","175,310,000","178,523,000","177,373,000","181,662,000","159,270,000","160,452,000","161,998,000","133,822,000","118,693,000","118,044,000","101,902,000","102,275,000","89,486,000","88,777,000","89,160,000","88,796,000","61,832,000","64,827,000","67,582,000","66,059,000","53,179,000","52,830,000","53,368,000","52,209,000","47,254,000","47,048,000","46,140,000","43,518,000","35,992,000","31,291,000","26,862,000","25,607,000","7,275,000","4,959,000","2,752,000","1,848,000","991,000",,,,,,,,,,,,
			NonCurrentDeferredTaxesLiabilities,"300,117,000","310,129,000","296,199,000","303,179,000","305,770,000","311,434,000","325,537,000","332,602,000","242,226,000","252,359,000","241,544,000","225,262,000","221,504,000","199,657,000","226,682,000","225,338,000","179,404,000","127,239,000","175,310,000","178,523,000","177,373,000","181,662,000","159,270,000","160,452,000","161,998,000","133,822,000","118,693,000","118,044,000","101,902,000","102,275,000","89,486,000","88,777,000","89,160,000","88,796,000","61,832,000","64,827,000","67,582,000","66,059,000","53,179,000","52,830,000","53,368,000","52,209,000","47,254,000","47,048,000","46,140,000","43,518,000","35,992,000","31,291,000","26,862,000","25,607,000","7,275,000","4,959,000","2,752,000","1,848,000","991,000",,,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,"24,077,000","24,077,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"617,000","617,000","617,000","617,000","617,000","617,000","617,000",,,"617,027",,,,
		OtherNonCurrentLiabilities,"326,432,000","365,672,000","322,205,000","342,185,000","329,298,000","364,194,000","376,566,000","389,570,000","329,395,000","307,516,000","257,302,000","236,627,000","200,893,000","174,146,000","211,440,000","209,956,000","150,437,000","125,278,000","124,255,000","123,497,000","120,540,000","119,430,000","111,093,000","105,832,000","105,261,000","92,008,000","94,815,000","91,989,000","86,850,000","122,381,000","130,186,000","123,515,000","112,614,000","142,578,000","55,240,000","52,875,000","49,704,000","45,902,000","32,478,000","25,040,000","25,046,000","27,015,000","32,519,000","31,114,000","31,721,000","29,627,000","11,184,000","9,982,000","10,011,000","11,922,000","9,576,000","8,787,000","7,919,000","7,332,000","6,477,000","5,905,000","5,397,000","4,032,000","4,134,000","4,016,000","4,705,000","4,696,063","4,181,839","5,033,014","5,299,513","5,178,111","5,009,031"
TotalEquityGrossMinorityInterest,"4,987,319,000","5,048,580,000","4,872,700,000","4,909,748,000","4,856,774,000","4,838,752,000","4,897,416,000","4,776,975,000","4,418,981,000","4,206,653,000","4,041,037,000","3,856,685,000","3,606,871,000","3,442,949,000","3,427,277,000","3,307,639,000","3,234,409,000","3,114,682,000","3,036,713,000","2,954,093,000","2,779,907,000","2,720,657,000","2,667,694,000","2,602,516,000","2,471,027,000","2,350,745,000","2,254,106,000","2,137,653,000","2,041,229,000","1,964,094,000","1,888,641,000","1,813,728,000","1,745,085,000","1,644,085,000","1,579,723,000","1,535,702,000","1,485,370,000","1,414,161,000","1,336,911,000","1,289,898,000","1,245,309,000","1,179,434,000","1,131,436,000","1,092,753,000","1,053,742,000","1,020,506,000","1,014,054,000","939,128,000","901,898,000","849,777,000","818,791,000","437,290,000","417,715,000","401,202,000","388,042,000","374,131,000","358,341,000","341,220,000","237,884,000","226,560,000","213,574,000","204,071,051","197,179,981","192,088,502","184,305,249","174,010,606","110,299,846"
	StockholdersEquity,"4,957,835,000","5,008,876,000","4,817,767,000","4,840,489,000","4,799,482,000","4,782,298,000","4,840,460,000","4,719,472,000","4,406,587,000","4,198,169,000","4,041,037,000","3,856,685,000","3,606,871,000","3,442,949,000","3,427,277,000","3,307,639,000","3,234,409,000","3,114,682,000","3,036,713,000","2,954,093,000","2,779,907,000","2,720,657,000","2,667,694,000","2,602,516,000","2,471,027,000","2,350,745,000","2,254,106,000","2,137,653,000","2,041,229,000","1,964,094,000","1,888,641,000","1,813,728,000","1,745,085,000","1,644,085,000","1,579,723,000","1,535,702,000","1,485,370,000","1,414,161,000","1,336,911,000","1,289,898,000","1,245,309,000","1,179,434,000","1,131,436,000","1,092,753,000","1,053,742,000","1,020,506,000","1,014,054,000","939,128,000","901,898,000","849,777,000","818,791,000","437,290,000","417,715,000","401,202,000","388,042,000","374,131,000","358,341,000","341,220,000","237,884,000","226,560,000","213,574,000","204,071,051","197,179,981","192,088,502","184,305,249","174,010,606","110,299,846"
		CapitalStock,"3,204,000","3,199,000","3,196,000","3,190,000","3,189,000","3,184,000","3,182,000","3,178,000","3,096,000","3,091,000","3,090,000","3,086,000","3,083,000","3,075,000","3,074,000","3,067,000","3,065,000","3,055,000","3,054,000","3,044,000","3,042,000","3,035,000","3,030,000","3,022,000","3,018,000","3,008,000","3,005,000","2,998,000","2,985,000","2,978,000","2,970,000","1,480,000","1,474,000","1,470,000","1,465,000","1,462,000","1,459,000","1,455,000","1,438,000","1,431,000","1,427,000","1,420,000","1,412,000","1,406,000","1,400,000","1,399,000","1,387,000","1,355,000","1,354,000","1,341,000","665,000","536,000","533,000","533,000","531,000","528,000","525,000","514,000","214,000","210,000","207,000","205,654","201,875","201,175","197,934","194,768","142,303"
			CommonStock,"3,204,000","3,199,000","3,196,000","3,190,000","3,189,000","3,184,000","3,182,000","3,178,000","3,096,000","3,091,000","3,090,000","3,086,000","3,083,000","3,075,000","3,074,000","3,067,000","3,065,000","3,055,000","3,054,000","3,044,000","3,042,000","3,035,000","3,030,000","3,022,000","3,018,000","3,008,000","3,005,000","2,998,000","2,985,000","2,978,000","2,970,000","1,480,000","1,474,000","1,470,000","1,465,000","1,462,000","1,459,000","1,455,000","1,438,000","1,431,000","1,427,000","1,420,000","1,412,000","1,406,000","1,400,000","1,399,000","1,387,000","1,355,000","1,354,000","1,341,000","665,000","536,000","533,000","533,000","531,000","528,000","525,000","514,000","214,000","210,000","207,000","205,654","201,875","201,175","197,934","194,768","142,303"
		AdditionalPaidInCapital,"1,425,600,000","1,418,239,000","1,427,382,000","1,429,129,000","1,420,685,000","1,415,188,000","1,409,242,000","1,403,630,000","1,146,391,000","1,141,451,000","1,135,627,000","1,130,318,000","1,122,787,000","1,116,690,000","1,110,841,000","1,111,221,000","1,101,979,000","1,090,713,000","1,084,423,000","1,070,288,000","1,061,233,000","1,054,686,000","1,044,004,000","1,031,807,000","1,021,510,000","1,006,084,000","996,248,000","982,386,000","961,122,000","950,338,000","938,516,000","928,081,000","913,930,000","902,782,000","892,948,000","885,555,000","878,206,000","869,798,000","841,747,000","832,142,000","825,154,000","815,952,000","806,988,000","799,824,000","793,235,000","790,933,000","779,545,000","729,851,000","727,117,000","705,778,000","694,955,000","328,597,000","324,206,000","323,189,000","320,057,000","316,426,000","312,295,000","307,304,000","212,568,000","207,863,000","202,590,000","201,484,719","199,634,867","198,592,860","196,140,156","191,602,265","132,052,633"
		RetainedEarnings,"4,282,753,000","4,140,136,000","3,999,748,000","3,847,485,000","3,696,924,000","3,598,876,000","3,562,827,000","3,428,725,000","3,271,718,000","3,124,103,000","2,999,932,000","2,877,551,000","2,726,637,000","2,590,359,000","2,504,028,000","2,374,853,000","2,234,116,000","2,126,384,000","2,031,324,000","1,929,978,000","1,810,256,000","1,703,161,000","1,622,692,000","1,531,177,000","1,426,295,000","1,321,642,000","1,243,778,000","1,170,333,000","1,094,611,000","1,010,019,000","947,831,000","893,783,000","829,785,000","748,794,000","692,649,000","643,418,000","596,712,000","538,530,000","497,202,000","461,301,000","423,395,000","369,459,000","332,254,000","303,099,000","274,242,000","241,938,000","228,974,000","203,905,000","172,917,000","142,039,000","120,507,000","105,948,000","91,932,000","76,422,000","66,232,000","55,773,000","44,111,000","32,027,000","23,771,000","17,168,000","9,541,000","1,139,998","-3,892,716","-8,455,233","-13,797,975","-19,432,889","-22,430,718"
		TreasuryStock,"439,819,000","351,813,000","351,813,000","250,762,000","130,462,000","60,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-313,903,000","-200,885,000","-260,746,000","-188,553,000","-190,854,000","-174,950,000","-134,791,000","-116,061,000","-14,618,000","-70,476,000","-97,612,000","-154,270,000","-245,636,000","-267,175,000","-190,666,000","-181,502,000","-104,751,000","-105,470,000","-82,088,000","-49,217,000","-94,624,000","-40,225,000","-2,032,000","36,510,000","20,204,000","20,011,000","11,075,000","-18,064,000","-17,489,000","759,000","-676,000","-9,616,000","-104,000","-8,961,000","-7,339,000","5,267,000","8,993,000","4,378,000","-3,476,000","-4,976,000","-4,667,000","-7,397,000","-9,218,000","-11,576,000","-15,135,000","-13,764,000","4,148,000","4,017,000","510,000","619,000","2,664,000","2,209,000","1,044,000","1,058,000","1,222,000","1,404,000","1,410,000","1,375,000","1,331,000","1,319,000","1,236,000","1,240,680","1,235,955","1,749,700","1,765,134","1,646,462","535,628"
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,295,000","1,092,000","1,060,000",,"980,043",,,"1,262,500","1,138,500",
			OtherEquityAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80,000","239,000","259,000",,"260,637",,,"502,634","507,962",
	MinorityInterest,"29,484,000","39,704,000","54,933,000","69,259,000","57,292,000","56,454,000","56,956,000","57,503,000","12,394,000","8,484,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"8,630,056,000","8,724,265,000","8,526,127,000","8,760,391,000","8,892,248,000","8,970,972,000","9,090,597,000","8,980,648,000","7,577,375,000","7,475,789,000","7,062,754,000","6,747,393,000","6,540,148,000","6,718,611,000","6,616,622,000","6,582,268,000","5,977,606,000","4,643,350,000","4,606,769,000","4,606,157,000","4,452,239,000","4,521,704,000","4,492,827,000","4,482,353,000","4,166,654,000","3,614,991,000","3,505,038,000","3,449,172,000","3,029,208,000","3,010,856,000","2,818,384,000","2,767,795,000","2,601,153,000","2,570,637,000","2,193,414,000","2,106,543,000","2,029,821,000","1,962,227,000","1,894,500,000","1,857,222,000","1,826,520,000","1,772,416,000","1,737,484,000","1,702,577,000","1,668,773,000","1,641,446,000","1,637,082,000","1,568,495,000","1,536,049,000","1,491,303,000","820,487,000","566,195,000","524,377,000","493,164,000","492,850,000","476,999,000","438,624,000","387,216,000","293,082,000","282,829,000","272,463,000","254,015,717","233,181,535","234,141,302","217,285,077","176,454,724","141,601,010"
CommonStockEquity,"4,957,835,000","5,008,876,000","4,817,767,000","4,840,489,000","4,799,482,000","4,782,298,000","4,840,460,000","4,719,472,000","4,406,587,000","4,198,169,000","4,041,037,000","3,856,685,000","3,606,871,000","3,442,949,000","3,427,277,000","3,307,639,000","3,234,409,000","3,114,682,000","3,036,713,000","2,954,093,000","2,779,907,000","2,720,657,000","2,667,694,000","2,602,516,000","2,471,027,000","2,350,745,000","2,254,106,000","2,137,653,000","2,041,229,000","1,964,094,000","1,888,641,000","1,813,728,000","1,745,085,000","1,644,085,000","1,579,723,000","1,535,702,000","1,485,370,000","1,414,161,000","1,336,911,000","1,289,898,000","1,245,309,000","1,179,434,000","1,131,436,000","1,092,753,000","1,053,742,000","1,020,506,000","1,014,054,000","939,128,000","901,898,000","849,777,000","818,791,000","437,290,000","417,715,000","401,202,000","388,042,000","374,131,000","358,341,000","341,220,000","237,884,000","226,560,000","213,574,000","204,071,051","197,179,981","192,088,502","184,305,249","174,010,606","110,299,846"
CapitalLeaseObligations,"1,323,934,000","1,359,124,000","1,394,108,000","1,341,778,000","1,325,986,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,915,000","15,520,000","14,817,000",,"557,589,000","567,324,000","581,211,000",,"606,048,000","609,824,000",,,,,,,,,,,,,,,,,,,,,,,
