name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996
TotalAssets,"27,324,051,000","24,793,999,000","23,591,792,000","21,321,504,000","21,426,175,000","20,817,824,000","19,808,036,000","19,777,907,000","18,893,555,000","18,407,971,000","18,001,312,000","16,846,590,000","17,999,482,000","17,107,570,000","16,474,539,000","15,072,766,000","12,682,977,000","9,864,603,000","7,796,160,000","7,013,095,000","5,704,302,000","5,996,700,000","5,538,000,000","5,039,400,000"
	TotalInvestments,"19,940,464,000","17,776,971,000","17,991,468,000","17,001,167,000","17,388,518,000","16,998,463,000","15,985,101,000","16,039,146,000","15,348,730,000","15,106,611,000","14,671,218,000","13,508,586,000","14,031,250,000","13,240,026,000","12,576,710,000","11,183,918,000","9,026,624,000","6,996,447,000","5,677,746,000","5,386,926,000","4,049,529,000",,,
		EquityInvestments,"931,457,000","716,639,000","15,849,936,000","15,236,560,000","14,806,069,000","14,690,606,000","14,262,455,000","14,582,177,000","14,105,166,000","13,716,136,000","13,452,803,000","10,939,431,000","11,805,542,000","11,933,528,000","11,132,959,000","10,598,043,000","8,874,771,000","6,827,331,000","5,528,895,000","4,988,384,000","3,975,971,000",,,
		OtherShortTermInvestments,"17,245,476,000","15,468,587,000","16,359,618,000","15,668,038,000","16,601,524,000","16,396,538,000","15,476,654,000","15,442,556,000","685,332,000","785,279,000","673,131,000","1,889,799,000","2,225,708,000","1,306,498,000","1,443,751,000","585,875,000","151,853,000","169,116,000","148,851,000","398,542,000","73,558,000",,,
			ShortTermInvestmentsAvailableForSale,"17,245,476,000","15,468,587,000","16,359,618,000","15,668,038,000","16,601,524,000","16,396,538,000","15,476,654,000","15,442,556,000",,,,,,,,,,,,,,,,
		OtherInvestedAssets,"1,763,531,000","1,591,745,000","1,631,850,000","1,333,129,000","786,994,000","601,925,000","508,447,000","596,590,000","558,232,000","605,196,000","545,284,000","679,356,000",,,,,,,,,,,,
	CashAndCashEquivalents,"808,036,000","656,095,000","635,067,000","481,922,000","283,658,000","437,474,000","611,382,000","537,050,000","448,651,000","258,408,000","247,598,000","205,694,000","250,567,000","249,868,000","107,275,000","184,930,000","184,859,000","208,830,000","71,878,000","76,823,000","62,227,000",,,
	ReinsuranceRecoverable,,,,,,,,,"580,339,000","684,718,000","636,375,000","657,169,000",,,,,,,,,,,,
	Receivables,"4,328,270,000","4,598,316,000","3,492,545,000","2,682,019,000","2,578,254,000","2,253,599,000","2,026,050,000","1,965,382,000","1,119,171,000","992,820,000","1,123,750,000","940,405,000","1,703,453,000","1,909,600,000","2,237,615,000","2,524,955,000","2,331,995,000","1,789,739,000","1,363,958,000","903,135,000","1,037,454,000","261,500,000","256,200,000","218,100,000"
		AccountsReceivable,"4,022,559,000","4,005,931,000","3,193,107,000","2,504,315,000","2,319,713,000","2,068,837,000","1,993,997,000","1,896,940,000","1,077,548,000","844,832,000","978,847,000","908,110,000","989,921,000","1,136,787,000","1,188,866,000","1,314,160,000","1,047,856,000","673,377,000","468,897,000","394,137,000","294,941,000","261,500,000","256,200,000","218,100,000"
		TaxesReceivable,"305,711,000","592,385,000","299,438,000","177,704,000","258,541,000","184,762,000","32,053,000","68,442,000","41,623,000","147,988,000","144,903,000","32,295,000",,,,,,,,,,,,
		OtherReceivables,,,,,,,,,,,,,"713,532,000","772,813,000","1,048,749,000","1,210,795,000","1,284,139,000","1,116,362,000","895,061,000","508,998,000","742,513,000",,,
	AccruedInvestmentIncome,"116,804,000","104,619,000","97,704,000","96,473,000","100,942,000","111,075,000","119,058,000","130,209,000","130,193,000","148,990,000","158,886,000","149,215,000","145,056,000","141,951,000","133,213,000","130,216,000","113,926,000","85,959,000","83,088,000","77,312,000","64,898,000","64,200,000","60,400,000","50,200,000"
	PrepaidAssets,"445,716,000","343,343,000","288,211,000","191,768,000","157,424,000","154,177,000","81,779,000","71,107,000","85,409,000","133,007,000","108,029,000","79,379,000","88,239,000","67,757,000","84,798,000","84,646,000","98,384,000","63,437,000","47,185,000","58,196,000","9,582,000",,,
	DeferredPolicyAcquisitionCosts,"581,863,000","511,573,000","411,587,000","344,052,000","373,072,000","398,408,000","363,721,000","303,268,000","378,026,000","383,769,000","362,346,000","354,992,000","399,563,000","388,117,000","352,745,000","331,909,000","333,214,000","207,416,000","130,709,000","106,638,000","82,713,000","70,800,000","82,300,000","84,100,000"
	DeferredTaxAssets,,,,,,,"146,281,000","262,024,000","332,783,000","149,101,000","174,170,000","442,367,000","227,825,000","220,047,000","234,562,000","159,874,000","145,271,000","139,176,000","178,507,000","174,482,000","188,326,000",,,
	OtherAssets,"1,102,898,000","803,082,000","675,210,000","524,103,000","544,307,000","464,628,000","474,664,000","469,721,000","470,253,000","550,547,000","518,940,000","508,783,000","1,153,529,000","890,204,000","747,621,000","472,318,000","448,704,000","373,599,000","243,089,000","229,583,000","209,573,000","5,600,200,000","5,139,100,000","4,687,000,000"
TotalLiabilitiesNetMinorityInterest,"18,191,126,000","16,890,195,000","15,222,560,000","13,246,108,000","13,817,590,000","13,366,704,000","12,839,760,000","13,044,440,000","12,822,180,000","12,124,454,000","11,899,590,000","11,886,235,000","12,314,712,000","11,999,883,000","12,334,845,000","11,360,248,000","9,518,077,000","7,495,957,000","6,075,638,000","5,429,743,000","4,376,820,000","4,517,500,000","4,230,500,000","3,953,400,000"
	PolicyReservesBenefits,"16,762,590,000","15,683,480,000","13,966,551,000","12,082,375,000","11,816,117,000","11,754,895,000","11,378,857,000","11,714,296,000","11,605,708,000","10,957,617,000","10,509,689,000","10,325,774,000","10,915,740,000","10,796,278,000","11,370,603,000","10,301,238,000","8,657,203,000","6,581,132,000","5,512,049,000","4,504,379,000","4,134,075,000","4,084,600,000","3,775,200,000","3,602,800,000"
		UnpaidLossAndLossReserve,"13,611,313,000","13,119,090,000","11,914,981,000","10,382,648,000","10,031,647,000","9,808,803,000","9,739,400,000","10,134,588,000","10,123,215,000","9,340,183,000","8,937,858,000","8,840,660,000","9,194,624,000","9,012,084,000","9,450,498,000","8,270,957,000","6,952,288,000","5,480,867,000","4,784,125,000","4,103,231,000","3,825,512,000","3,800,000,000","3,437,800,000","3,246,900,000"
