name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"2,108,981,169","2,902,781,217","2,454,229,366","3,021,756,499","1,175,141,195"
EnterpriseValue,"8,987,270,169","10,071,472,217","9,851,898,366","9,665,658,499","7,337,615,195"
PeRatio,"6.963","9.241","5.052","16.142",
ForwardPeRatio,"6.596","8.354","6.689",,
PsRatio,"1.556","2.102","1.826","2.433","1.562"
PbRatio,"1.057","1.397","1.087","1.59","0.715"
EnterprisesValueRevenueRatio,"6.377","7.037","6.873","8.048","8.682"
EnterprisesValueEBITDARatio,"7.275","7.899","7.215","8.513","11.717"
