name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
TotalRevenue,"9,437,000,000","9,671,000,000","9,379,000,000","5,294,000,000","3,951,000,000","3,142,000,000","4,325,000,000","3,489,518,000","2,811,660,000","2,294,063,000","1,961,249,000","1,711,516,000","2,338,287,000","1,740,851,000","1,632,881,000","2,373,223,000","1,832,663,000","1,298,647,000","717,434,000","847,022,000","852,738,000","644,600,000","711,500,000","536,800,000"
	OperatingRevenue,"9,437,000,000","9,671,000,000","9,379,000,000","5,294,000,000","3,951,000,000","3,142,000,000","4,325,000,000","3,489,518,000","2,811,660,000","2,294,063,000","1,961,249,000","1,609,984,000","2,277,350,000","1,740,851,000","1,582,049,000","2,215,677,000","1,832,663,000","1,298,647,000","701,780,000","847,022,000","852,738,000","644,600,000","711,500,000","536,800,000"
CostOfRevenue,"7,402,000,000","7,356,000,000","6,603,000,000","4,013,000,000","3,794,000,000","3,250,000,000","2,663,000,000","2,058,673,000","1,633,592,000","600,749,000","478,287,000","576,743,000","830,770,000","700,067,000","662,402,000","716,071,000","527,193,000","412,286,000","285,464,000",,,,,
GrossProfit,"2,035,000,000","2,315,000,000","2,776,000,000","1,281,000,000","157,000,000","-108,000,000","1,662,000,000","1,430,845,000","1,178,068,000","1,693,314,000","1,482,962,000","1,134,773,000","1,507,517,000","1,040,784,000","970,479,000","1,657,152,000","1,305,470,000","886,361,000","431,970,000",,,,,
OperatingExpense,"391,000,000","508,000,000","1,112,000,000","605,000,000","635,000,000","583,000,000","584,000,000","456,089,000","550,562,000","930,196,000","940,013,000","1,101,188,000","807,686,000","516,984,000","522,459,000","692,574,000","655,402,000","451,385,000","264,777,000",,,,,
	SellingGeneralAndAdministration,"320,000,000","398,000,000","542,000,000","493,000,000","434,000,000","380,000,000","379,000,000","334,989,000","285,426,000","193,215,000","165,301,000","236,406,000","226,529,000","129,587,000","162,936,000","124,556,000","80,528,000","60,545,000","48,402,000",,,,,
		GeneralAndAdministrativeExpense,"320,000,000","398,000,000","542,000,000","493,000,000","434,000,000","380,000,000","379,000,000","334,989,000","285,426,000",,,"236,406,000","226,529,000",,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,"8,000","0",,,,,,,,,,,
			OtherGandA,"320,000,000","398,000,000","542,000,000","493,000,000","434,000,000","380,000,000","379,000,000","334,989,000","285,426,000",,,"236,398,000","226,529,000",,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"23,000,000","23,000,000","443,000,000",,,,,,,"607,405,000","574,170,000","651,560,000","511,846,000","387,397,000","359,523,000","568,018,000","574,874,000","390,840,000","216,375,000",,,,,
