name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994
TotalAssets,"390,365,000,000","372,538,000,000","365,693,000,000","357,033,000,000","334,048,000,000","308,854,000,000","297,048,000,000","312,918,000,000","206,019,000,000","197,503,000,000","169,646,363,000","165,913,452,000","150,590,369,000","149,739,285,000","88,701,411,000","53,747,255,000","46,283,706,000","37,382,380,000","28,184,047,000","18,889,341,000","13,336,400,000","9,419,400,000","7,078,300,000","6,467,400,000","4,759,300,000","3,092,000,000"
	CashCashEquivalentsAndFederalFundsSold,"13,749,000,000","13,489,000,000","14,352,000,000","12,493,000,000","9,040,000,000","7,476,000,000","7,165,000,000","11,486,000,000","6,629,000,000","6,851,000,000","8,684,624,000","7,491,343,000","4,821,409,000","4,660,496,000","4,071,267,000","1,411,211,000","1,980,282,000","918,778,000","707,238,000","236,707,000","246,500,000","300,200,000","237,700,000","529,000,000","872,500,000","506,000,000"
		CashAndCashEquivalents,"13,407,000,000","13,186,000,000","14,040,000,000","9,976,000,000","7,984,000,000","7,242,000,000","5,952,000,000","11,057,000,000","5,496,000,000","4,843,000,000","8,143,054,000","6,854,591,000","3,054,647,000","3,561,340,000","2,765,730,000","637,516,000","969,963,000","544,950,000","687,436,000","176,107,000","246,500,000","300,200,000","237,700,000","529,000,000","872,500,000","406,900,000"
			CashFinancial,"4,129,000,000","4,768,000,000","4,458,000,000","4,185,000,000","3,407,000,000","3,147,000,000","2,821,000,000","3,440,000,000",,,,,,,,,,,,,,,,,,
			CashEquivalents,,,,,,,,,,,,"2,047,839,000","2,377,287,000","2,817,519,000","2,022,175,000","327,517,000","382,212,000","277,509,000","355,680,000","74,493,000","134,100,000",,,,,
			CashAndDueFromBanks,"9,278,000,000","8,418,000,000","9,582,000,000","5,791,000,000","4,577,000,000","4,095,000,000","3,131,000,000","7,617,000,000","5,496,000,000","4,843,000,000","8,143,054,000","4,806,752,000","677,360,000","743,821,000","743,555,000","309,999,000","587,751,000","267,441,000","331,756,000","101,614,000","112,400,000","300,200,000","237,700,000","529,000,000","872,500,000","406,900,000"
		RestrictedCashAndInvestments,"342,000,000","303,000,000","312,000,000","2,517,000,000","1,017,000,000","234,000,000","874,000,000","428,000,000","791,000,000","1,602,000,000",,,,,,,,,,,,,,,,
			RestrictedCashAndCashEquivalents,"342,000,000","303,000,000","312,000,000","2,517,000,000","1,017,000,000","234,000,000","874,000,000","428,000,000","791,000,000","1,602,000,000",,,,,,,,,,,,,,,,
		MoneyMarketInvestments,,,,,"39,000,000",,"339,000,000","1,000,000","342,000,000","406,000,000","541,570,000","636,752,000","1,766,762,000","1,099,156,000","1,305,537,000","773,695,000","1,010,319,000","373,828,000","19,802,000","60,600,000",,,,,,"99,100,000"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,"39,000,000","0","339,000,000","1,000,000","342,000,000","406,000,000","541,570,000","636,752,000","1,766,762,000","1,099,156,000","1,305,537,000","773,695,000","1,010,319,000","373,828,000","19,802,000","60,600,000",,,,,,"99,100,000"
