name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
TotalAssets,"14,289,542,000","12,238,416,000","10,023,732,000","7,735,910,000","6,422,262,000","5,581,720,000","4,122,991,000","3,241,362,000","2,558,036,000","1,988,010,000","1,512,516,000","1,374,369,000","1,305,037,931.84","1,126,661,562.548","963,813,517.695","937,382,830.154","185,404,376.212","103,660,741.911","60,170,618"
	CurrentAssets,"10,942,404,000","9,676,990,000","7,878,241,000","6,719,585,000","5,560,298,000","5,045,764,000","3,580,622,000","2,887,443,000","2,312,891,000","1,760,110,000","1,277,544,000","1,141,252,000","1,076,834,537.72","918,798,006.443","892,909,166.529","893,647,650.127","145,573,453.182","79,635,055.097","39,661,081"
		CashCashEquivalentsAndShortTermInvestments,"9,940,590,000","8,834,237,000","7,132,026,000","6,080,392,000","4,950,899,000","4,494,746,000","3,147,507,000","2,531,402,000","2,054,042,000","1,599,831,000","1,214,717,000","1,074,410,000","1,008,970,344.52","867,963,585.35","841,532,052.563","848,293,114.953","115,084,629.38","68,637,211.913","30,339,579"
			CashAndCashEquivalents,"2,294,904,000","1,968,351,000","2,292,476,000","1,921,074,000","1,125,352,000","1,074,096,000","1,065,543,000","1,122,557,000","783,699,000","1,192,888,000","957,407,000","1,058,310,000","1,008,970,344.52","867,963,585.35","830,973,206.323","848,293,114.953","115,084,629.38","68,637,211.913","30,339,579"
				CashFinancial,"2,294,904,000","1,968,351,000","2,292,476,000","1,921,074,000","1,125,352,000","1,074,096,000","1,065,543,000","1,122,557,000","783,699,000","1,192,888,000","957,407,000","1,058,310,000",,,,,,,"30,339,579"
			OtherShortTermInvestments,"7,645,686,000","6,865,886,000","4,839,550,000","4,159,318,000","3,825,547,000","3,420,650,000","2,081,964,000","1,408,845,000","1,270,343,000","406,943,000","257,310,000","16,100,000",,,"10,558,846.24",,,,
		Receivables,"406,192,000","304,296,000","238,235,000","148,590,000","150,605,000","146,911,000","110,464,000","88,919,000","68,900,000","37,785,000","22,137,000","24,022,000","29,746,285.76","33,261,912.713","22,231,948.509","23,252,478.979","17,419,255.747","4,977,816.456",
			AccountsReceivable,"266,437,000","230,065,000","186,861,000","111,246,000","97,880,000","74,670,000","62,808,000","52,688,000","43,708,000","33,386,000","17,946,000","19,524,000","29,746,285.76","28,407,080.048","22,231,948.509","23,252,478.979","17,419,255.747","4,977,816.456",
				GrossAccountsReceivable,"288,389,000","241,079,000","192,245,000","117,390,000","101,170,000","75,773,000","66,155,000","55,948,000","45,730,000","35,351,000","20,566,000","22,307,000",,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-21,952,000","-11,014,000","-5,384,000","-6,144,000","-3,290,000","-1,103,000","-3,347,000","-3,260,000","-2,022,000","-1,965,000","-2,620,000","-2,783,000",,,,,,,
			AccruedInterestReceivable,"88,990,000","74,231,000","51,374,000","37,344,000","52,725,000","72,241,000","47,656,000","36,231,000","25,192,000","4,399,000","4,191,000","4,498,000",,,,,,,
			OtherReceivables,"50,765,000","472,502,000","458,199,000","462,841,000","421,415,000","324,812,000","271,015,000","226,485,000",,,,,,"4,854,832.665",,,,,
		PrepaidAssets,"45,687,000","54,749,000","43,218,000","25,442,000","21,018,000","30,099,000","25,018,000","15,820,000","169,824,000","63,737,000","31,093,000","6,304,000","33,179,673.36","7,783,503.488","8,022,766.126","7,400,781.994","8,657,140.263","1,447,190.502",
		RestrictedCash,"66,169,000","5,770,000","249,000","389,000","13,059,000","37,660,000","15,489,000","14,468,000","4,263,000","44,888,000",,,,,,,,,
		CurrentDeferredAssets,,,,"0","1,745,000","10,256,000","9,757,000","8,643,000","11,042,000","6,749,000","4,982,000","2,322,000","4,938,234.08","4,379,044.81","5,870,217.63","7,426,104.855","4,412,427.791","2,219,684.371",
			CurrentDeferredTaxesAssets,,,,"0","1,745,000","10,256,000","9,757,000","8,643,000","11,042,000","6,749,000","4,982,000","2,322,000","4,938,234.08","4,379,044.81","5,870,217.63","7,426,104.855","4,412,427.791","2,219,684.371",
		OtherCurrentAssets,"483,766,000","477,938,000","464,513,000","464,772,000","422,972,000","326,092,000","272,387,000","228,191,000","4,820,000","7,120,000","4,615,000","34,194,000",,"5,409,960.083","15,252,181.701","7,275,169.346",,"2,353,151.855","9,321,502"
	TotalNonCurrentAssets,"3,347,138,000","2,561,426,000","2,145,491,000","1,016,325,000","861,964,000","535,956,000","542,369,000","353,919,000","245,145,000","227,900,000","234,972,000","233,117,000","228,203,394.12","207,863,556.105","70,904,351.166","43,735,180.027","39,830,923.03","24,025,686.814","20,509,537"
		NetPPE,"592,741,000","527,020,000","497,845,000","526,541,000","559,404,000","519,558,000","519,277,000","280,657,000","192,120,000","202,699,000","181,943,000","205,805,000","206,280,849.04","194,150,981.77","32,371,109.999","22,534,887.546","17,849,529.149","13,687,416.21",
