name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
TotalRevenue,"166,677,000,000","161,857,000,000","136,819,000,000","110,855,000,000","90,272,000,000","74,989,000,000","66,001,000,000","59,825,000,000","50,175,000,000","37,905,000,000","29,321,000,000","23,650,563,000","21,795,550,000","16,593,986,000","10,604,917,000","6,138,560,000","3,189,223,000","1,465,934,000","439,508,000","86,426,000","19,108,000"
	OperatingRevenue,"165,686,000,000","160,743,000,000","136,224,000,000","95,375,000,000","79,383,000,000","67,390,000,000","59,056,000,000","54,853,000,000","47,822,000,000","37,905,000,000","29,321,000,000","23,650,563,000","21,795,550,000","16,593,986,000","10,604,917,000","6,138,560,000","3,189,223,000","1,465,934,000","439,508,000","86,426,000","19,108,000"
CostOfRevenue,"74,866,000,000","71,896,000,000","59,549,000,000","45,583,000,000","35,138,000,000","28,164,000,000","25,691,000,000","25,858,000,000","20,634,000,000","13,188,000,000","10,417,000,000","8,844,115,000","8,621,506,000","6,649,085,000","4,225,027,000","2,571,509,000","1,457,653,000","625,854,000","131,510,000","14,228,000","6,081,000"
GrossProfit,"91,811,000,000","89,961,000,000","77,270,000,000","65,272,000,000","55,134,000,000","46,825,000,000","40,310,000,000","33,967,000,000","29,541,000,000","24,717,000,000","18,904,000,000","14,806,448,000","13,174,044,000","9,944,901,000","6,379,890,000","3,567,051,000","1,731,570,000","840,080,000","307,998,000","72,198,000","13,027,000"
OperatingExpense,"56,211,000,000","54,033,000,000","45,878,000,000","36,390,000,000","31,418,000,000","27,465,000,000","23,814,000,000","20,001,000,000","16,781,000,000","12,975,000,000","8,523,000,000","6,494,262,000","6,542,075,000","4,860,501,000","2,829,894,000","1,549,773,000","1,091,378,000","497,616,000","121,532,000","16,500,000","27,764,000"
	SellingGeneralAndAdministration,"29,402,000,000","28,015,000,000","24,459,000,000","19,765,000,000","17,470,000,000","15,183,000,000","13,982,000,000","12,049,000,000","9,988,000,000","7,813,000,000","4,761,000,000","3,651,235,000","3,748,883,000","2,740,516,000","1,601,305,000","975,795,000","664,746,000","406,388,000","89,784,000",,"14,742,000"
		GeneralAndAdministrativeExpense,"10,343,000,000","9,551,000,000","8,126,000,000","6,872,000,000","6,985,000,000","6,136,000,000","5,851,000,000","4,796,000,000","3,845,000,000","3,224,000,000","1,962,000,000","1,667,294,000","1,802,639,000","1,279,250,000",,,,,,,
			OtherGandA,"10,343,000,000","9,551,000,000","8,126,000,000","6,872,000,000","6,985,000,000","6,136,000,000","5,851,000,000","4,796,000,000","3,845,000,000","3,224,000,000","1,962,000,000","1,667,294,000","1,802,639,000","1,279,250,000",,,,,,,
		SellingAndMarketingExpense,"19,059,000,000","18,464,000,000","16,333,000,000","12,893,000,000","10,485,000,000","9,047,000,000","8,131,000,000","7,253,000,000","6,143,000,000","4,589,000,000","2,799,000,000","1,983,941,000","1,946,244,000","1,461,266,000",,,,,,,
	ResearchAndDevelopment,"26,809,000,000","26,018,000,000","21,419,000,000","16,625,000,000","13,948,000,000","12,282,000,000","9,832,000,000","7,952,000,000","6,793,000,000","5,162,000,000","3,762,000,000","2,843,027,000","2,793,192,000","2,119,985,000","1,228,589,000","483,978,000","225,632,000","91,228,000","31,748,000","16,500,000","10,516,000"
