name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,12/31/2009
TotalAssets,"9,173,000,000","9,113,000,000","9,242,000,000","9,117,000,000","8,776,000,000","8,643,000,000","8,731,000,000","9,570,000,000","8,714,000,000","8,856,000,000","8,712,000,000","8,633,000,000","8,552,000,000","8,961,000,000","9,323,000,000","9,303,000,000","9,077,000,000","8,194,000,000","8,192,000,000","8,140,119,000","8,347,588,000","8,421,964,000","8,436,149,000","8,344,326,000","7,973,485,000","7,798,878,000","7,755,565,000","7,665,488,000","7,746,782,000","5,907,589,000"
	CurrentAssets,"2,684,000,000","2,695,000,000","2,838,000,000","2,779,000,000","2,788,000,000","2,681,000,000","2,793,000,000","3,441,000,000","2,725,000,000","2,778,000,000","2,700,000,000","2,704,000,000","2,571,000,000","2,907,000,000","2,907,000,000","2,931,000,000","2,985,000,000","2,684,000,000","2,701,000,000","2,960,081,000","3,140,039,000","3,326,708,000","3,186,977,000","3,231,544,000","3,041,640,000","3,077,090,000","3,230,967,000","3,287,035,000","3,310,064,000","2,771,495,000"
		CashCashEquivalentsAndShortTermInvestments,"298,000,000","187,000,000","219,000,000","183,000,000","213,000,000","187,000,000","235,000,000","876,000,000","173,000,000","195,000,000","145,000,000","119,000,000","116,000,000","207,000,000","242,000,000","212,000,000","248,000,000","293,000,000","308,000,000","286,407,000","247,323,000","279,089,000","260,134,000","327,949,000","284,728,000","407,901,000","340,135,000","357,760,000","460,949,000","425,519,000"
			CashAndCashEquivalents,"95,000,000","96,000,000","137,000,000","103,000,000","121,000,000","102,000,000","155,000,000","798,000,000","83,000,000","109,000,000","79,000,000","81,000,000","87,000,000","157,000,000","158,000,000","123,000,000","161,000,000","212,000,000","231,000,000","165,302,000","130,831,000","177,117,000","177,777,000","247,819,000","188,340,000","309,222,000","238,998,000","230,519,000","288,509,000","257,970,000"
			OtherShortTermInvestments,"203,000,000","91,000,000","82,000,000","80,000,000","92,000,000","85,000,000","80,000,000","78,000,000","90,000,000","86,000,000","66,000,000","38,000,000","29,000,000","50,000,000","84,000,000","89,000,000","87,000,000","81,000,000","77,000,000","121,105,000","116,492,000","101,972,000","82,357,000","80,130,000","96,388,000","98,679,000","101,137,000","127,241,000","172,440,000","167,549,000"
		Receivables,"1,023,000,000","1,303,000,000","1,374,000,000","1,342,000,000","1,233,000,000","1,269,000,000","1,343,000,000","1,310,000,000","1,114,000,000","1,253,000,000","1,157,000,000","1,215,000,000","1,148,000,000","1,349,000,000","1,304,000,000","1,275,000,000","1,277,000,000","1,159,000,000","1,142,000,000","1,416,041,000","1,289,489,000","1,519,773,000","1,576,315,000","1,569,744,000","1,252,359,000","1,298,986,000","1,521,417,000","1,521,455,000","1,282,656,000","1,066,194,000"
			AccountsReceivable,"778,000,000","979,000,000","1,071,000,000","1,071,000,000","990,000,000","1,000,000,000","1,074,000,000","1,014,000,000","932,000,000","1,056,000,000","930,000,000","968,000,000","966,000,000","1,117,000,000","980,000,000","969,000,000","1,082,000,000","883,000,000","882,000,000","1,110,336,000","1,039,146,000","1,168,292,000","1,274,061,000","1,262,491,000","1,057,028,000","1,031,530,000","1,237,634,000","1,261,141,000","1,074,207,000","969,620,000"
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,"1,093,000,000",,,,"1,047,418,000",,,,"1,067,808,000",,,,"1,085,914,000","974,342,000"
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,"-11,000,000",,,,"-8,272,000",,,,"-10,780,000",,,,"-11,707,000","-4,722,000"
			TaxesReceivable,"87,000,000",,,,"79,000,000",,,,"16,000,000",,,,"66,000,000",,,"65,000,000","45,000,000","69,000,000","34,000,000","147,610,000","139,093,000","195,736,000","93,106,000","105,168,000","105,270,000","50,703,000","69,511,000","59,930,000","63,517,000","24,568,000"
