name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
TotalRevenue,"17,122,002,000","17,122,002,000","17,011,202,000","11,225,806,000","7,363,394,000","8,718,317,000","17,473,506,000","14,233,046,000","11,448,814,000","10,126,115,000","6,099,896,000","4,786,959,000","6,386,519,000","4,038,496,000","3,904,415,000","3,606,990,000","2,302,341,000","1,820,394,000","1,095,036,000","1,654,887,000","1,489,895,000","801,400,000","769,200,000","783,500,000","730,600,000","648,700,000","620,200,000","567,700,000","453,000,000","387,600,000","371,300,000","289,400,000"
	OperatingRevenue,"16,941,727,000","16,941,727,000","17,176,842,000","11,205,978,000","7,463,002,000","8,656,393,000","16,639,233,000","14,399,395,000","11,055,070,000","10,126,115,000","6,099,896,000","4,786,959,000","6,386,519,000","4,038,496,000","3,564,825,000","3,606,990,000","2,302,341,000","1,820,394,000","1,095,036,000","1,556,203,000","1,489,895,000","801,400,000","769,200,000","783,500,000","730,600,000","648,700,000","620,200,000","567,700,000","453,000,000","387,600,000","371,300,000","289,400,000"
CostOfRevenue,"5,595,799,000","5,595,799,000","5,155,059,000","4,603,009,000","4,603,770,000","4,642,082,000","5,559,254,000","4,814,825,000","4,267,700,000","1,677,891,000","1,410,244,000","1,141,086,000","1,275,720,000","916,050,000","717,798,000","571,283,000","457,169,000","330,115,000","354,836,000","393,429,000","225,448,000","187,800,000","219,600,000","198,300,000","166,000,000","148,100,000","144,300,000","135,100,000","108,600,000","108,900,000","112,400,000","84,900,000"
	ExplorationDevelopmentAndMineralPropertyLeaseExpenses,"1,366,993,000","1,366,993,000","1,282,678,000","1,044,847,000","927,452,000","1,182,282,000","1,416,413,000","1,105,978,000","1,000,052,000",,,,,,,,,,,,,,,,,,,,,,,
	OtherCostofRevenue,"4,228,806,000","4,228,806,000","3,872,381,000","3,558,162,000","3,676,318,000","3,459,800,000","4,142,841,000","3,708,847,000","3,267,648,000",,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"11,526,203,000","11,526,203,000","11,856,143,000","6,622,797,000","2,759,624,000","4,076,235,000","11,914,252,000","9,418,221,000","7,181,114,000","8,448,224,000","4,689,652,000","3,645,873,000","5,110,799,000","3,122,446,000","3,186,617,000","3,035,707,000","1,845,172,000","1,490,279,000","740,200,000","1,261,458,000","1,264,447,000","613,600,000","549,600,000","585,200,000","564,600,000","500,600,000","475,900,000","432,600,000","344,400,000","278,700,000","258,900,000","204,500,000"
OperatingExpense,"7,432,909,000","7,432,909,000","7,214,338,000","5,118,059,000","3,570,473,000","4,139,970,000","6,436,444,000","5,653,634,000","4,623,242,000","5,303,878,000","3,423,686,000","2,369,200,000","1,150,755,000","1,326,533,000","1,182,933,000","965,960,000","865,977,000","792,965,000","558,869,000","567,695,000","567,584,000","595,500,000","435,900,000","392,500,000","355,800,000","305,200,000","321,900,000","330,400,000","244,700,000","215,300,000","217,200,000","198,300,000"
	SellingGeneralAndAdministration,"5,840,921,000","5,840,921,000","5,630,212,000","3,764,704,000","2,402,450,000","2,752,576,000","4,528,070,000","3,997,152,000","3,367,039,000","2,376,948,000","1,164,686,000","645,649,000","243,708,000","205,210,000","164,981,000","125,918,000","115,013,000","100,403,000","88,952,000","79,963,000","102,649,000","82,900,000","69,000,000","54,400,000","56,400,000","56,600,000","51,400,000","45,300,000","36,600,000","36,200,000","38,300,000","40,200,000"
		GeneralAndAdministrativeExpense,"489,397,000","489,397,000","426,969,000","434,467,000","394,815,000","366,594,000","402,010,000","348,312,000","331,545,000","304,811,000","280,474,000","248,274,000",,,,,,,,,,,,,,,,,,,,
			OtherGandA,"489,397,000","489,397,000","426,969,000","434,467,000","394,815,000","366,594,000","402,010,000","348,312,000","331,545,000","304,811,000","280,474,000","248,274,000",,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"5,351,524,000","5,351,524,000","5,203,243,000","3,330,237,000","2,007,635,000","2,385,982,000","4,126,060,000","3,648,840,000","3,035,494,000","2,072,137,000","884,212,000","397,375,000",,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,"2,516,381,000","1,941,926,000","1,549,188,000","1,326,875,000","1,065,545,000","817,089,000","654,258,000","504,403,000","441,843,000","398,036,000","392,399,000","370,026,000","459,900,000","315,100,000","278,200,000","251,300,000","216,000,000","242,200,000","249,700,000","179,800,000","160,900,000","155,900,000","134,300,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,"1,326,875,000","1,065,545,000","817,089,000","654,258,000","504,403,000","441,843,000","398,036,000","392,399,000","370,026,000","459,900,000","315,100,000","278,200,000","251,300,000","216,000,000","242,200,000","249,700,000","179,800,000","160,900,000","155,900,000","134,300,000"
	OtherTaxes,"800,164,000","800,164,000","772,481,000","544,662,000","349,710,000","421,744,000","757,564,000","623,944,000","495,395,000","410,549,000","317,074,000","174,363,000","320,796,000","208,073,000","200,863,000","199,007,000","133,915,000","85,867,000","71,881,000","95,333,000","94,909,000","52,700,000","51,800,000","59,900,000","48,100,000","32,600,000","28,300,000","35,400,000","28,300,000","18,200,000","23,000,000","23,800,000"
	OtherOperatingExpenses,"791,824,000","791,824,000","811,645,000","808,693,000","818,313,000","965,650,000","1,150,810,000","1,032,538,000","760,808,000",,,,"-740,624,000","-152,295,000",,"-13,223,000","112,646,000","164,852,000",,,,,,,,,,,,,,
OperatingIncome,"4,093,294,000","4,093,294,000","4,641,805,000","1,504,738,000","-810,849,000","-63,735,000","5,477,808,000","3,764,587,000","2,557,872,000","3,144,346,000","1,265,966,000","1,276,673,000","3,960,044,000","1,795,913,000","2,003,684,000","2,069,747,000","979,195,000","697,314,000","181,331,000","693,763,000","696,863,000","18,100,000","113,700,000","192,700,000","208,800,000","195,400,000","154,000,000","102,200,000","99,700,000","63,400,000","41,700,000","6,200,000"
NetNonOperatingInterestIncomeExpense,"-185,129,000","-185,129,000","-245,052,000","-274,372,000","-281,681,000","-237,393,000","-201,458,000","-235,460,000","-213,552,000","-210,363,000","-129,586,000","-100,901,000",,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"185,129,000","185,129,000","245,052,000","274,372,000","281,681,000","237,393,000","201,458,000","235,460,000","213,552,000","210,363,000","129,586,000","100,901,000",,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,"185,129,000","245,052,000","274,372,000","281,681,000","237,393,000","201,458,000",,"213,552,000",,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-362,898,000","-362,898,000","-155,755,000","-569,184,000","-464,975,000","-6,620,428,000","-281,035,000","-92,241,000","-1,063,580,000","-1,024,184,000","-728,404,000","-303,761,000","385,918,000","-113,489,000","183,447,000","-106,813,000","-102,701,000","-149,579,000","-2,005,000","62,265,000","-2,300,000","611,300,000","-4,800,000","-1,600,000","-5,000,000","700,000","8,400,000","20,000,000","2,600,000","11,300,000","29,600,000","18,200,000"
	SpecialIncomeCharges,"-394,283,000","-394,283,000","-172,459,000","-578,336,000","-414,432,000","-6,622,344,000","-235,985,000","-89,376,000","-1,078,075,000","-1,024,184,000","-728,404,000","-303,761,000","385,918,000","-113,489,000","183,447,000","-106,813,000","-102,701,000","-149,579,000","-2,005,000","62,265,000","-2,300,000","611,300,000","-4,800,000","-1,600,000","-5,000,000","700,000","8,400,000","20,000,000","2,600,000","11,300,000","29,600,000","18,200,000"
		ImpairmentOfCapitalAssets,"517,896,000","517,896,000","347,021,000","479,240,000","620,267,000","6,613,546,000","743,575,000","286,941,000","1,270,735,000","1,031,037,000","742,647,000","305,832,000",,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,"-6,853,000","-14,243,000","-2,071,000",,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,"123,613,000","123,613,000","174,562,000","-99,096,000","205,835,000","-8,798,000","507,590,000","197,565,000","192,660,000",,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"31,385,000","31,385,000","16,704,000","9,152,000","-50,543,000","1,916,000","-45,050,000","-2,865,000","14,495,000",,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"3,545,267,000","3,545,267,000","4,240,998,000","661,182,000","-1,557,505,000","-6,921,556,000","4,995,315,000","3,436,886,000","1,280,740,000","1,909,799,000","407,976,000","872,011,000","3,746,539,000","1,630,868,000","1,912,641,000","1,965,137,000","926,012,000","653,876,000","119,672,000","631,445,000","633,557,000","567,700,000","60,300,000","163,500,000","191,000,000","184,000,000","153,900,000","112,200,000","79,900,000","45,600,000","34,600,000","-9,500,000"
