name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalRevenue,"5,185,640,000","5,220,051,000","4,642,068,000","4,164,160,000","3,563,311,000","3,147,323,000","2,377,561,000","1,846,361,000","1,560,321,000","1,613,574,000","2,011,436,000","1,438,095,000","1,440,743,000","1,394,181,000","1,205,368,000","1,006,477,000","920,322,000","834,976,000","943,582,000","960,385,000","675,036,000","424,600,000","372,700,000"
	OperatingRevenue,"5,185,640,000","5,220,051,000","4,642,068,000","4,164,160,000","3,563,311,000","3,147,323,000","2,377,561,000","1,846,361,000","1,560,321,000","1,613,574,000","2,011,436,000","1,438,095,000","1,440,743,000","1,394,181,000","1,205,368,000","1,006,477,000","920,322,000","834,976,000","943,582,000","960,385,000","675,036,000","424,600,000","372,700,000"
CostOfRevenue,"2,737,324,000","2,728,894,000","2,418,463,000","2,225,271,000","1,928,715,000","1,723,315,000","1,305,656,000","1,027,569,000","876,995,000","982,268,000","1,094,962,000","815,430,000","844,821,000","794,192,000","682,022,000","585,995,000","548,119,000","517,290,000","556,909,000","554,205,000","384,813,000","246,100,000","215,100,000"
GrossProfit,"2,448,316,000","2,491,157,000","2,223,605,000","1,938,889,000","1,634,596,000","1,424,008,000","1,071,905,000","818,792,000","683,326,000","631,306,000","916,474,000","622,665,000","595,922,000","599,989,000","523,346,000","420,482,000","372,203,000","317,686,000","386,673,000","406,180,000","290,223,000","178,500,000","157,600,000"
OperatingExpense,"2,050,927,000","1,972,714,000","1,785,840,000","1,556,009,000","1,264,078,000","1,073,184,000","862,834,000","722,971,000","660,189,000","765,099,000","719,734,000","550,083,000","538,030,000","487,059,000","410,802,000","344,186,000","322,958,000","319,033,000","303,881,000","317,693,000","209,276,000","140,300,000","124,400,000"
	SellingGeneralAndAdministration,"2,073,467,000","1,995,207,000","1,806,422,000","1,572,675,000","1,277,963,000","1,084,929,000","871,941,000","730,705,000","667,293,000","765,099,000","719,734,000","550,083,000","540,491,000","491,238,000","414,916,000","350,814,000","328,672,000","323,203,000","305,026,000","317,390,000","203,278,000","136,400,000","121,400,000"
		GeneralAndAdministrativeExpense,"1,699,725,000","1,625,306,000","1,455,987,000","1,245,474,000","1,020,834,000","849,343,000","690,923,000","577,214,000","532,373,000","613,099,000","532,996,000","421,094,000",,,,,,,,,,,
			OtherGandA,"1,699,725,000","1,625,306,000","1,455,987,000","1,245,474,000","1,020,834,000","849,343,000","690,923,000","577,214,000","532,373,000","613,099,000","532,996,000","421,094,000",,,,,,,,,,,
		SellingAndMarketingExpense,"373,742,000","369,901,000","350,435,000","327,201,000","257,129,000","235,586,000","181,018,000","153,491,000","134,920,000","152,000,000","186,738,000","128,989,000",,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,"5,998,000","3,900,000","3,000,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,"5,998,000","3,900,000","3,000,000"
	OtherOperatingExpenses,"-22,540,000","-22,493,000","-20,582,000","-16,666,000","-13,885,000","-11,745,000","-9,107,000","-7,734,000","-7,104,000",,,,"-2,461,000","-4,179,000","-4,114,000","-6,628,000","-5,714,000","-4,170,000","-1,145,000","303,000",,,
OperatingIncome,"397,389,000","518,443,000","437,765,000","382,880,000","370,518,000","350,824,000","209,071,000","95,821,000","23,137,000","-133,793,000","196,740,000","72,582,000","57,892,000","112,930,000","112,544,000","76,296,000","49,245,000","-1,347,000","82,792,000","88,487,000","80,947,000","38,200,000","33,200,000"
NetNonOperatingInterestIncomeExpense,"2,716,000","4,273,000","4,281,000","-4,257,000","-5,084,000","-10,006,000","-11,629,000","-11,049,000","-12,765,000","-6,002,000","-220,000","-975,000",,,,,,,,,,,
	InterestIncomeNonOperating,"10,947,000","11,782,000","10,128,000","2,420,000","1,186,000","722,000","837,000","841,000","559,000","1,851,000","2,802,000","2,070,000",,,,,,,,,,,
	InterestExpenseNonOperating,"8,231,000","7,509,000","5,847,000","6,677,000","6,270,000","10,728,000","12,466,000","11,890,000","13,324,000","7,853,000","3,022,000","3,045,000",,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,"6,002,000","220,000",,,,,,,,,,,,
OtherIncomeExpense,"1,746,000","-6,711,000","-10,162,000","5,637,000","-5,950,000","-7,321,000","-6,062,000","-2,557,000","101,000","8,748,000","83,000","-497,000","2,581,000","4,277,000","5,094,000","7,915,000","3,162,000","3,983,000","2,621,000","1,017,000","634,000","1,100,000","600,000"
	GainOnSaleOfSecurity,,,,,,,"-5,400,000","-792,000","1,135,000","-884,000",,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,"-1,765,000","-1,034,000","9,632,000","83,000","-497,000","2,581,000","4,277,000","5,094,000","7,915,000","3,162,000","3,983,000","2,621,000","1,017,000","634,000","1,100,000","600,000"
		OtherSpecialCharges,,,,,,,,"2,212,000","818,000","-9,632,000",,,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,,,"447,000","-216,000",,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"1,746,000","-6,711,000","-10,162,000","5,637,000","-5,950,000","-7,321,000","-662,000","-792,000","1,135,000",,,,,,,,,,,,,,
PretaxIncome,"401,851,000","516,005,000","431,884,000","384,260,000","359,484,000","333,497,000","191,380,000","82,215,000","10,473,000","-131,047,000","196,603,000","71,110,000","60,743,000","118,305,000","112,648,000","72,797,000","38,720,000","-10,373,000","75,341,000","75,955,000","72,351,000","32,700,000","25,100,000"
TaxProvision,"64,458,000","88,753,000","60,611,000","149,156,000","74,125,000","72,450,000","39,184,000","21,347,000","-39,000","-63,467,000","60,198,000","20,228,000","7,258,000","42,619,000","41,654,000","28,080,000","15,167,000","1,494,000","28,305,000","28,685,000","28,600,000","12,900,000","700,000"
NetIncomeCommonStockholders,"286,903,000","346,560,000","301,041,000","179,190,000","243,493,000","231,912,000","138,811,000","54,788,000","9,512,000","-67,484,000","136,148,000","54,699,000","55,396,000","75,686,000","70,994,000","44,717,000","23,553,000","-11,867,000","47,036,000","47,270,000","43,751,000","19,800,000","24,400,000"
	NetIncome,"286,903,000","346,560,000","301,041,000","179,190,000","243,493,000","231,912,000","138,811,000","54,788,000","9,512,000","-67,484,000","136,148,000","54,699,000","55,396,000","75,686,000","70,994,000","44,717,000","23,553,000","-11,867,000","47,036,000","47,270,000","43,751,000","19,800,000","24,400,000"
		NetIncomeIncludingNoncontrollingInterests,"337,393,000","427,252,000","371,273,000","235,104,000","285,359,000","261,047,000","152,196,000","60,868,000","10,512,000","-67,580,000","136,405,000","50,882,000","53,485,000","75,686,000","70,994,000","44,717,000","23,553,000","-11,867,000","47,036,000","47,270,000","43,751,000","19,800,000","24,400,000"
			NetIncomeContinuousOperations,"337,393,000","427,252,000","371,273,000","235,104,000","285,359,000","261,047,000","152,196,000","60,868,000","10,512,000","-67,580,000","136,405,000","50,882,000","55,396,000","75,686,000","70,994,000","44,717,000","23,553,000","-11,867,000","47,036,000","47,270,000","43,751,000","19,800,000","24,400,000"
		MinorityInterests,"-50,490,000","-80,692,000","-70,232,000","-55,914,000","-41,866,000","-29,135,000","-13,385,000","-6,080,000","-1,000,000","96,000","-257,000","3,817,000","1,911,000",,,,,,,,,,
DilutedNIAvailtoComStockholders,"286,903,000","346,560,000","301,041,000","179,190,000","243,493,000","231,912,000","138,811,000","54,788,000","9,512,000","-67,484,000","136,148,000","54,699,000","55,396,000","75,686,000","70,994,000","44,717,000","23,553,000","-11,867,000","47,036,000","47,270,000","43,751,000","19,800,000","24,400,000"
BasicEPS,,"2.26","1.93","1.15","1.58","1.52","0.913","0.363","0.063","-0.463","0.957","0.393","0.4","0.557","0.577","0.377","0.203","-0.103","0.42","0.433","0.413","0.207","-0.18"
DilutedEPS,,"2.25","1.92","1.14","1.57","1.5","0.907","0.36","0.063","-0.463","0.927","0.387","0.397","0.543","0.53","0.353","0.197","-0.103","0.4","0.413","0.4","0.2","-0.18"
BasicAverageShares,,"153,392,000","155,815,000","155,651,000","154,169,000","152,847,000","151,839,000","151,089,000","148,485,000","145,473,000","142,299,000","139,023,000","138,093,000","135,786,000","123,237,000","119,058,000","115,914,000","113,520,000","111,825,000","109,227,000","105,426,000","95,295,000","127,500,000"
DilutedAverageShares,,"154,151,000","156,450,000","156,523,000","155,084,000","154,200,000","153,078,000","151,689,000","149,826,000","145,473,000","147,150,000","141,315,000","140,124,000","140,223,000","138,417,000","133,554,000","119,400,000","113,520,000","122,562,000","114,177,000","109,689,000","99,054,000","146,400,000"
TotalOperatingIncomeAsReported,"397,389,000","518,443,000","437,765,000","382,880,000","370,518,000","350,824,000","209,071,000","93,609,000","22,319,000","-133,793,000","196,740,000","72,582,000","57,892,000","112,930,000","112,544,000","76,296,000","49,245,000","-1,347,000","82,792,000","88,487,000","80,947,000","38,200,000","33,200,000"
TotalExpenses,"4,788,251,000","4,701,608,000","4,204,303,000","3,781,280,000","3,192,793,000","2,796,499,000","2,168,490,000","1,750,540,000","1,537,184,000","1,747,367,000","1,814,696,000","1,365,513,000","1,382,851,000","1,281,251,000","1,092,824,000","930,181,000","871,077,000","836,323,000","860,790,000","871,898,000","594,089,000","386,400,000","339,500,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"286,903,000","346,560,000","301,041,000","179,190,000","243,493,000","231,912,000","138,811,000","54,788,000","9,512,000","-67,484,000","136,148,000","54,699,000","55,396,000","75,686,000","70,994,000","44,717,000","23,553,000","-11,867,000","47,036,000","47,270,000","43,751,000","19,800,000","24,400,000"
NormalizedIncome,"286,903,000","346,560,000","301,041,000","179,190,000","243,493,000","231,912,000","143,104,000","56,680,180","9,446,350","-73,170,200","136,090,413.824","55,054,623.035","53,123,395.996","72,949,775.648","67,783,615.12","39,855,054.384","21,629,586.105","-14,256,800","45,399,688.35","46,637,078.007","43,367,617.13","19,133,944.954","23,816,733.068"
InterestIncome,"10,947,000","11,782,000","10,128,000","2,420,000","1,186,000","722,000","837,000","841,000","559,000","1,851,000","2,802,000","2,070,000",,,,,,,,,,,
InterestExpense,"8,231,000","7,509,000","5,847,000","6,677,000","6,270,000","10,728,000","12,466,000","11,890,000","13,324,000","7,853,000","3,022,000","3,045,000",,,,,,,,,,,
NetInterestIncome,"2,716,000","4,273,000","4,281,000","-4,257,000","-5,084,000","-10,006,000","-11,629,000","-11,049,000","-12,765,000","-6,002,000","-220,000","-975,000",,,,,,,,,,,
EBIT,"410,082,000","523,514,000","437,731,000","390,937,000","365,754,000","344,225,000","203,846,000","94,105,000","23,797,000","-123,194,000","199,625,000","74,155,000","57,892,000","112,930,000","112,544,000","76,296,000","49,245,000","-1,347,000","82,792,000","88,487,000","80,947,000","38,200,000","33,200,000"
EBITDA,"410,082,000"
ReconciledCostOfRevenue,"2,737,324,000","2,728,894,000","2,418,463,000","2,225,271,000","1,928,715,000","1,723,315,000","1,305,656,000","1,027,569,000","876,995,000","982,268,000","1,094,962,000","815,430,000","844,821,000","794,192,000","682,022,000","585,995,000","548,119,000","517,290,000","556,909,000","554,205,000","384,813,000","246,100,000","215,100,000"
ReconciledDepreciation,,"111,515,000","98,966,000","82,764,000","66,083,000","52,960,000","48,304,000","43,309,000","42,448,000","35,232,000","26,390,000","20,629,000","17,743,000","17,752,000","17,470,000","23,358,000","21,778,000","22,363,000","18,070,000","15,303,000","5,998,000","3,900,000","3,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"286,903,000","346,560,000","301,041,000","179,190,000","243,493,000","231,912,000","138,811,000","54,788,000","9,512,000","-67,484,000","136,148,000","54,699,000","55,396,000","75,686,000","70,994,000","44,717,000","23,553,000","-11,867,000","47,036,000","47,270,000","43,751,000","19,800,000","24,400,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,"-5,400,000","-2,557,000","101,000","8,748,000","83,000","-497,000","2,581,000","4,277,000","5,094,000","7,915,000","3,162,000","3,983,000","2,621,000","1,017,000","634,000","1,100,000","600,000"
TotalUnusualItems,,,,,,,"-5,400,000","-2,557,000","101,000","8,748,000","83,000","-497,000","2,581,000","4,277,000","5,094,000","7,915,000","3,162,000","3,983,000","2,621,000","1,017,000","634,000","1,100,000","600,000"
NormalizedEBITDA,"410,082,000","635,029,000","536,697,000","473,701,000","431,837,000","397,185,000","257,550,000","139,971,000","66,144,000","-96,710,000","225,932,000","95,281,000","73,054,000","126,405,000","124,920,000","91,739,000","67,861,000","17,033,000","98,241,000","102,773,000","86,311,000","41,000,000","35,600,000"
TaxRateForCalcs,"0.16","0.172","0.14","0.388","0.206","0.217","0.205","0.26","0.35","0.35","0.306","0.284","0.119","0.36","0.37","0.386","0.392","0.4","0.376","0.378","0.395","0.394","0.028"
