name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991
TotalRevenue,"104,273,000,000","108,187,000,000","110,412,000,000","110,934,000,000","111,018,000,000","110,595,000,000","96,090,000,000","86,816,000,000","83,957,000,000","59,559,000,000","35,880,000,000","50,102,000,000","59,380,000,000","58,529,000,000","51,832,000,000","46,544,000,000","46,488,000,000","48,346,000,000","55,427,000,000","57,575,000,000","57,603,000,000","48,438,318,390","48,205,474,164","48,617,769,564","40,971,345,710","40,073,569,593","35,102,372,706","29,866,108,629","33,561,124,740","36,779,627,612"
	OperatingRevenue,"104,273,000,000","108,187,000,000","110,412,000,000","110,934,000,000","111,018,000,000","110,595,000,000","95,804,000,000","86,555,000,000","83,934,000,000","59,559,000,000","35,880,000,000","50,102,000,000","59,380,000,000","58,529,000,000","51,832,000,000","46,544,000,000","46,488,000,000","48,346,000,000","55,427,000,000","57,575,000,000","57,603,000,000","48,438,318,390","48,205,474,164","48,617,769,564","40,971,345,710","40,073,569,593","35,102,372,706","29,866,108,629","33,561,124,740","36,779,627,612"
CostOfRevenue,"90,861,000,000","93,164,000,000","95,011,000,000","93,975,000,000","95,295,000,000","97,620,000,000","83,146,000,000","74,570,000,000","71,474,000,000","50,704,000,000","30,718,000,000","43,261,000,000","49,423,000,000","48,924,000,000","43,888,000,000","39,624,000,000","27,899,000,000","28,160,000,000","29,814,000,000","29,638,000,000","29,976,000,000","34,903,892,380","32,781,281,094","25,690,701,582","30,655,594,380","28,635,175,560","16,930,825,158","13,136,466,938",,"33,110,645,113"
GrossProfit,"13,412,000,000","15,023,000,000","15,401,000,000","16,959,000,000","15,723,000,000","12,975,000,000","12,944,000,000","12,246,000,000","12,483,000,000","8,855,000,000","5,162,000,000","6,841,000,000","9,957,000,000","9,605,000,000","7,944,000,000","6,920,000,000","18,589,000,000","20,186,000,000","25,613,000,000","27,937,000,000","27,627,000,000","13,534,426,010","15,424,193,070","22,927,067,982","10,315,751,330","11,438,394,033","18,171,547,548","16,729,641,691",,"3,668,982,499"
OperatingExpense,"10,249,000,000","10,067,000,000","10,369,000,000","9,720,000,000","10,842,000,000","10,440,000,000","9,424,000,000","8,852,000,000","8,669,000,000","6,463,000,000","4,050,000,000","6,276,000,000","6,820,000,000","6,684,000,000","6,040,000,000","5,305,000,000","18,632,000,000","20,914,000,000","26,693,000,000","27,958,000,000","26,214,000,000","15,689,956,520","14,678,797,698","21,143,160,675","11,112,793,570","9,976,296,756","17,144,312,586","17,197,284,069",,"2,007,335,148"
	SellingGeneralAndAdministration,"6,377,000,000","6,455,000,000","7,318,000,000","7,385,000,000","7,568,000,000","7,728,000,000","7,084,000,000","6,689,000,000","6,731,000,000","5,047,000,000","2,956,000,000","4,296,000,000","5,075,000,000","4,924,000,000","4,697,000,000","4,576,000,000","14,737,000,000","16,927,000,000","21,957,000,000","23,181,000,000","21,815,000,000","13,334,674,220","12,371,329,206","18,518,436,027","8,606,770,640","7,907,429,499","15,220,887,084","15,420,278,881",,
		GeneralAndAdministrativeExpense,,,,,,,"2,519,000,000",,,,,,,,,"4,576,000,000","6,753,000,000","8,422,000,000","12,067,000,000","13,346,000,000","12,773,000,000",,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,"63,000,000","6,369,000,000","6,688,000,000","7,554,000,000","8,169,000,000","8,342,000,000",,,,,,,,,
			RentAndLandingFees,,,,,,,,,,,,,,,,,"364,000,000","367,000,000","468,000,000","487,000,000","409,000,000",,,,,,,,,
			InsuranceAndClaims,,,,,,,,,,,,,,,,,"20,000,000","1,367,000,000","4,045,000,000","4,690,000,000","4,022,000,000",,,,,,,,,
