name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990
MarketCap,"3,484,041,313","3,448,120,765","5,559,419,551","5,060,431,571","5,052,675,042","4,651,656,679","4,337,196,151","5,331,522,642","4,807,308,121","4,909,663,712","4,789,933,965","4,456,504,605","4,428,330,619","3,984,334,651","4,208,408,600","3,495,662,153","3,088,092,947","2,989,247,210","3,084,723,713","2,694,298,089","3,144,098,948","3,100,044,388","3,018,760,786","2,080,001,823","2,344,752,061","2,300,173,840","2,122,325,512","1,958,442,645","1,837,195,364","1,746,328,672","1,568,371,465","1,672,534,872","1,709,018,366","1,880,953,853","1,803,212,324","1,554,335,742","1,946,351,144","2,091,969,531","1,985,467,552","1,938,190,578","2,014,693,087","2,077,290,451","1,713,015,534","1,653,243,004","1,403,540,204","1,372,241,090","1,594,384,418","1,867,767,087","1,455,501,848","1,454,041,025","1,521,798,900","1,819,768,603","2,034,822,679","2,086,890,600","2,114,345,760","1,993,937,400","2,092,017,000","2,013,762,000","1,819,898,280","1,780,562,100","1,525,972,500","1,527,328,920","1,546,840,500","1,231,212,000","1,272,948,000","1,283,628,000","1,257,538,000","1,103,085,200","1,051,455,240","986,345,470","1,011,498,600","1,081,227,098","1,162,300,900","1,079,123,760","1,024,517,750","873,744,570","1,140,335,000","1,077,631,187","849,719,007","753,831,331","626,809,533","596,699,396","740,075,330","815,545,500","858,049,500","860,706,000","956,340,000","998,750,000","1,063,169,375","1,216,791,500","1,105,537,437","1,150,390,000","991,104,000","974,358,000","879,956,000","765,676,000","704,113,500","684,323,580","628,722,289","598,783,132","564,566,953","513,242,685","443,178,000","463,736,000","439,081,500","388,360,000","454,119,000","482,674,500","467,328,000","524,286,000","487,606,000","397,530,000","347,662,500","288,804,500","259,875,000","255,123,000","203,830,000","217,798,000","176,225,000","181,876,500","235,506,750","237,838,500"
PeRatio,"9.43","8.109","13.605","12.525","12.92","12.144","12.387","17.243","13.588","15.328","15.032","14.662","18.579","17.867","19.777","16.033","15.913","14.33","13.138","12.732","15.913","19.151","23.714","17.786","17.525","13.812","13.291","12.583","12.438","13.936","12.471","9.075","10.205","9.718","9.343","7.664","13.776","14.036","10.219","10.623","8.552","9.635","14.802","15.052","29.503","20.402","17.503","17.9","13.543","12.987","14.011","14.461","16.05","16.502","17.454","16.867","17.696","17.278","16.58","16.221","15.777","18.506","20.676","18.466","18.373","17.324","16.759","14.207","12.845","11.433","10.915","12.042","13.308","12.45","11.82","8.567","11.244","10.998","9.114","9.082","7.551","7.286","9.058","9.929","11.138","11.538","13.595","14.873","15.908","18.618","16.725","15.757","14.948","14.974","13.345","12.072","10.752","11.173","10.767","10.5","9.9","8.704","8.302","8.683","8.641","7.505","8.115","8.839","8.29","9.541","9.312","8.3","7.952","7.722","8.814","9.574","7.942","7.705","6.23",,,
ForwardPeRatio,,,,,,,,,,,,,,,,,,,,,,"12.5",,,"11.793","11.588","10.684","9.901","9.542","10.081","8.937","10.132","11.534",,"11.696",,"13.532","14.493","13.661",,,"18.519","22.222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.26","2.184","3.633","3.351","3.333","3.131","2.877","3.525","3.228","3.406","3.398","3.252","3.279","3.013","3.071","2.55","2.291","2.235","2.265","2.146","2.735","2.969","2.58","2.193","2.446","2.307","2.057","1.903","1.76","1.695","1.517","1.42","1.517","1.6","2.006","1.645","1.769","2.049","2.548","1.944","2.167","2.42","2.105","2.11","1.791","1.734","1.964","2.295","1.806","1.829","1.962","2.396","2.695","2.779","2.837","2.705","2.838","2.767","2.62","2.564","2.264","2.346","2.424","1.978","2.072","2.09","2.079","1.829","1.754","1.65","1.677","1.796","1.967","1.851","1.757","1.48","1.964","1.906","1.535","1.421","1.181","1.143","1.432","1.59","1.727","1.758","2.044","2.254","2.506","3.019","2.824","2.788","2.456","2.464","2.244","2.003","1.901","1.878","1.738","1.661","1.566","1.431","1.369","1.432","1.408","1.247","1.443","1.562","1.515","1.733","1.64","1.394","1.251","1.09","1.044","1.205","0.963","1.033","0.835",,,
PbRatio,"0.893","0.972","1.585","1.436","1.429","1.329","1.253","1.571","1.436","1.489","1.461","1.386","1.444","1.337","1.383","1.163","1.05","1.05","1.083","0.972","1.142","1.161","1.401","0.97","1.12","1.115","1.08","1.02","0.963","0.943","0.844","0.866","0.905","1.009","0.961","0.791","1.075","1.17","1.138","1.125","1.185","1.243","1.098","1.096","0.972","0.958","1.105","1.242","0.979","0.978","1.056","1.33","1.516","1.592","1.662","1.623","1.703","1.673","1.57","1.536","1.345","1.385","1.424","1.153","1.216","1.226","1.222","1.086","1.052","1.003","1.046","1.144","1.282","1.219","1.158","1.029","1.374","1.329","1.076","0.993","0.826","0.805","1.015","1.144","1.239","1.273","1.447","1.552","1.691","1.979","1.838","1.736","1.539","1.548","1.43","1.291","1.235","1.314","1.243","1.216","1.147","1.076","1.01","1.057","1.063","0.969","1.167","1.281","1.28","1.497","1.461","1.237","1.128","0.98","0.918","0.923","0.786","0.851","0.688",,,
