name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987
	DerivativeAssets,"242,995,000,000","207,825,000,000","219,818,000,000","290,872,000,000","288,476,000,000","345,008,000,000","282,265,000,000","357,450,000,000","346,379,000,000","260,757,000,000","250,886,000,000","494,876,000,000","187,854,000,000","103,702,000,000","73,928,000,000","32,190,000,000",,,,,,,,,,,,,,,,,
	NetLoan,"1,138,114,000,000","1,085,601,000,000","1,117,082,000,000","949,630,000,000","1,066,454,000,000","1,158,135,000,000","1,367,978,000,000","1,346,496,000,000","1,121,416,000,000","1,166,637,000,000","1,076,012,000,000","1,086,634,000,000","1,218,914,000,000","1,053,338,000,000","878,521,000,000","812,543,000,000","646,150,000,000","447,840,000,000","413,290,000,000","592,270,571,003.107","597,127,080,383.72","515,341,261,130.384","328,155,789,195.266","279,708,531,698.462","230,179,553,742.506","214,731,954,411.144","209,605,940,476.895","164,664,128,736.748","84,029,415,066.801","83,629,103,815.439","77,331,514,762.516","66,853,466,916.535","61,885,222,865.494"
		AllowanceForLoansAndLeaseLosses,,,,,,,,,,,,,,,,"12,686,000,000","13,691,000,000","9,117,000,000",,,,,,,,,,,,,,,
	Receivables,"19,255,000,000","18,338,000,000","17,679,000,000","59,520,000,000","16,914,000,000","21,329,000,000","11,006,000,000","9,502,000,000","10,059,000,000",,,,,,,"6,352,000,000","6,628,000,000","5,651,000,000","5,775,000,000",,,,"5,690,008,596.178","4,543,274,994.006",,,,,,,,,
	PrepaidAssets,,"8,715,000,000","7,929,000,000","59,520,000,000","7,765,000,000","10,554,000,000","11,006,000,000","9,502,000,000","10,059,000,000","11,966,000,000","12,423,000,000",,,,,,,,,,,,,,,,,,,,,,
	NetPPE,"14,702,000,000","10,060,000,000","10,027,000,000",,"9,923,000,000","10,532,000,000","10,847,000,000","10,588,000,000","10,865,000,000","11,521,000,000","13,802,000,000","14,025,000,000","15,694,000,000","16,424,000,000","15,206,000,000","18,829,000,000","15,748,000,000","14,181,000,000","13,521,000,000","20,941,870,286.175","22,459,588,066.196","20,163,681,817.91","13,082,721,682.206","10,682,604,377.162","8,946,782,866.679","7,687,256,695.277","7,072,066,741.613","7,336,235,269.137","5,003,555,256.166","4,949,654,720.111","4,754,492,939.666","2,659,651,146.029","4,427,332,171.697"
		GrossPPE,"14,702,000,000","10,060,000,000","10,027,000,000",,"9,923,000,000","10,532,000,000","21,927,000,000","21,198,000,000","20,859,000,000","22,211,000,000","25,165,000,000","14,025,000,000","15,694,000,000","16,424,000,000","15,206,000,000",,,,,,,,,,,,,,,,,,
			Properties,,,,,,,"10,039,000,000","3,495,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
			LandAndImprovements,,,,,,,,,,"3,952,000,000","3,915,000,000",,,,,,,,,,,,,,,,,,,,,,
			BuildingsAndImprovements,,,,,,,,"5,932,000,000","9,209,000,000","5,677,000,000","9,698,000,000",,,,,,,,,,,,,,,,,,,,,,
			MachineryFurnitureEquipment,,,,,,,"11,888,000,000","11,771,000,000","11,650,000,000","12,582,000,000","11,552,000,000",,,,,,,,,,,,,,,,,,,,,,
			OtherProperties,"14,702,000,000","10,060,000,000","10,027,000,000",,"9,923,000,000","10,532,000,000",,,"10,865,000,000",,,"14,025,000,000","15,694,000,000","16,424,000,000","15,206,000,000",,,,,,,,,,,,,,,,,,
		AccumulatedDepreciation,,,,,,,"-11,080,000,000","-10,610,000,000","-9,994,000,000","-10,690,000,000","-11,363,000,000","0","0","0","0","-38,701,000,000",,,,,,,,,,,,,,,,,
	GoodwillAndOtherIntangibleAssets,"20,163,000,000","24,357,000,000","23,453,000,000","21,346,000,000","24,605,000,000","27,577,000,000","29,918,000,000","29,853,000,000","29,034,000,000","29,922,000,000","29,994,000,000","27,357,000,000","39,689,000,000","37,335,000,000","33,200,000,000","29,382,000,000","28,640,000,000","17,163,000,000","14,581,000,000","22,537,031,461.345","11,416,564,658.017","243,136,566.354",,,,,,,,,,,
		Goodwill,"5,590,000,000","12,986,000,000","13,588,000,000",,"16,294,000,000","19,169,000,000","21,179,000,000","21,390,000,000",,,,"27,357,000,000","39,689,000,000","37,335,000,000","33,200,000,000",,,,,,,,,,,,,,,,,,
		OtherIntangibleAssets,"14,573,000,000","11,371,000,000","9,865,000,000",,"8,311,000,000","8,408,000,000","8,739,000,000","8,463,000,000","29,034,000,000","29,922,000,000","29,994,000,000","27,357,000,000","39,689,000,000","37,335,000,000","33,200,000,000","29,382,000,000","28,640,000,000","17,163,000,000","14,581,000,000",,,,,,,,,,,,,,
	DefinedPensionBenefit,"8,280,000,000","7,934,000,000","8,752,000,000",,"5,272,000,000","5,028,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
	AssetsHeldForSale,"123,000,000","735,000,000","781,000,000","4,389,000,000","43,900,000,000","7,647,000,000","4,050,000,000","19,269,000,000","39,558,000,000",,,,,,,,,,,,,,,,,,,,,,,,
	OtherAssets,"41,580,000,000","37,796,000,000","27,481,000,000","59,520,000,000","20,911,000,000","29,608,000,000","50,939,000,000","54,716,000,000","79,555,000,000","80,262,000,000","47,471,000,000","601,949,000,000","309,075,000,000","185,436,000,000","127,531,000,000","97,320,000,000","79,410,000,000","55,223,000,000","47,281,000,000",,,,"123,535,343,516.498","107,057,231,907.388",,,,,,,,,
TotalLiabilitiesNetMinorityInterest,"2,522,484,000,000","2,363,875,000,000","2,323,900,000,000","2,192,408,000,000","2,212,138,000,000","2,434,161,000,000","2,480,859,000,000","2,509,409,000,000","2,389,486,000,000","2,299,774,000,000","2,228,791,000,000","2,427,236,000,000","2,218,850,000,000","1,745,830,000,000","1,403,744,000,000","1,176,961,000,000","948,862,000,000","700,287,000,000","643,408,000,000","927,433,063,792.269","928,676,630,784.91","753,625,090,832.766","442,640,349,137.076","375,451,244,990.924","326,641,016,132.023","295,569,313,509.373","290,732,796,875.925","266,582,743,087.68","152,239,811,384.304","141,439,373,480.961","124,926,187,419.769","108,654,677,814.617","103,033,368,931.857"
	TotalDeposits,"1,526,983,000,000","1,451,462,000,000","1,510,421,000,000","1,332,325,000,000","1,411,412,000,000","1,520,281,000,000","1,713,157,000,000","1,660,330,000,000","1,366,747,000,000","1,338,309,000,000","1,283,906,000,000","1,245,411,000,000","1,228,321,000,000","996,528,000,000","809,146,000,000","777,290,000,000","643,556,000,000","548,371,000,000","507,429,000,000","57,157,365,874.955","40,110,657,084.735","49,724,758,457.299","334,371,487,138.795","289,719,834,229.544","13,307,373,756.104","12,533,808,608.102","6,086,917,933.85","6,329,152,321.296","14,969,499.644","200,609,544.385","224,646,983.312","185,598,962.087","202,349,502.557"
	TradingLiabilities,"83,170,000,000","84,431,000,000","184,361,000,000","153,691,000,000","141,614,000,000","190,572,000,000","207,025,000,000","304,563,000,000","265,192,000,000","300,703,000,000","268,130,000,000",,,,,,,,,,,,,,,,,,,,,,
	DerivativeProductLiabilities,"239,497,000,000","205,835,000,000","216,821,000,000","279,819,000,000","281,071,000,000","340,669,000,000","274,284,000,000","358,886,000,000","345,380,000,000","258,665,000,000","247,646,000,000","487,060,000,000","183,393,000,000","101,478,000,000","74,036,000,000","34,988,000,000",,,,,,,,,,,,,,,,,
	LongTermDebtAndCapitalLeaseObligation,"275,657,000,000","273,856,000,000","213,296,000,000","86,899,000,000","201,059,000,000","224,466,000,000","236,804,000,000","250,210,000,000","182,541,000,000","197,845,000,000","274,929,000,000","224,484,000,000","285,291,000,000","266,162,000,000","217,163,000,000","235,079,000,000","174,759,000,000","53,336,000,000","43,436,000,000","24,229,296,776.198","26,919,047,977.061","18,058,718,668.105","36,021,292,071.679","25,302,257,081.207","8,558,934,421.163","8,143,770,617.388","7,672,622,921.721","6,203,266,952.816","2,271,621,571.049","2,281,933,567.378","2,220,795,892.169","2,290,255,153.525","1,999,138,141.008"
	PreferredSecuritiesOutsideStockEquity,"419,000,000","411,000,000","459,000,000",,"1,342,000,000","1,495,000,000","3,685,000,000","4,696,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
	OtherLiabilities,"222,051,000,000","231,281,000,000","195,136,000,000","120,186,000,000","132,477,000,000","162,436,000,000","55,641,000,000","56,604,000,000","205,895,000,000","181,455,000,000","128,081,000,000","957,341,000,000","705,238,000,000","483,140,000,000","377,435,000,000","164,592,000,000","130,547,000,000","98,580,000,000","92,543,000,000",,,,"67,245,255,570.985","57,062,369,421.516",,,,,,,,,
TotalEquityGrossMinorityInterest,"192,668,000,000","194,249,000,000","197,871,000,000","182,578,000,000","197,518,000,000","199,978,000,000","190,459,000,000","183,129,000,000","166,093,000,000","154,915,000,000","135,661,000,000","100,229,000,000","135,416,000,000","114,928,000,000","98,226,000,000","99,817,000,000","85,354,000,000","58,959,000,000","52,469,000,000","78,980,469,280.977","64,689,147,266.08","50,937,110,651.174","30,795,807,710.11","29,646,881,528.924","23,841,090,302.244","19,484,702,093.398","16,123,306,313.236","14,218,979,873.508","8,281,875,678.305","7,806,411,789.669","7,655,648,267.009","5,249,026,956.898","4,843,272,815.843"
	StockholdersEquity,"183,955,000,000","186,253,000,000","190,250,000,000","175,386,000,000","188,460,000,000","190,447,000,000","181,871,000,000","175,242,000,000","158,725,000,000","147,667,000,000","128,299,000,000","93,591,000,000","128,160,000,000","108,352,000,000","92,432,000,000","86,623,000,000","74,473,000,000","52,406,000,000","45,979,000,000","68,063,692,223.085","58,309,770,848.971","45,633,069,802.971","27,180,453,613.701","26,007,809,021.475","20,685,765,498.486","16,869,127,464.315","13,806,875,332.821","12,150,213,095.112","7,235,881,890.648","6,894,024,150.303","6,729,781,771.502","4,630,964,393.83","4,290,558,896.82"
		CapitalStock,"10,319,000,000","10,180,000,000","10,160,000,000","10,096,000,000","9,842,000,000","9,609,000,000","9,415,000,000","9,238,000,000","8,934,000,000","8,843,000,000","8,705,000,000","6,053,000,000","5,915,000,000","5,786,000,000","5,667,000,000","5,587,000,000","5,481,000,000","4,741,000,000","4,678,000,000",,,,"3,418,633,868.941","3,448,984,484.707",,,,,,,,,
			CommonStock,"10,319,000,000","10,180,000,000","10,160,000,000","10,096,000,000","9,842,000,000","9,609,000,000","9,415,000,000","9,238,000,000","8,934,000,000","8,843,000,000","8,705,000,000","6,053,000,000","5,915,000,000","5,786,000,000","5,667,000,000","5,587,000,000","5,481,000,000","4,741,000,000","4,678,000,000",,,,"3,418,633,868.941","3,448,984,484.707",,,,,,,,,
		RetainedEarnings,"136,679,000,000","138,191,000,000","139,999,000,000","136,795,000,000","143,976,000,000","137,144,000,000","128,728,000,000","120,347,000,000","111,868,000,000","97,350,000,000","86,812,000,000","80,689,000,000","81,097,000,000","65,397,000,000","56,223,000,000","52,038,000,000","42,351,000,000","33,335,000,000","26,887,000,000",,,,"18,992,594,062.025","17,428,160,427.441",,,,,,,,,
		AdditionalPaidInCapital,"13,959,000,000","13,609,000,000","10,177,000,000","12,619,000,000","12,421,000,000","11,918,000,000","11,135,000,000","10,084,000,000","8,457,000,000","8,454,000,000","8,413,000,000","8,463,000,000","8,134,000,000","7,789,000,000","6,896,000,000","4,881,000,000","4,406,000,000","3,647,000,000","3,373,000,000",,,,"490,974,013.093","512,038,908.107",,,,,,,,,
		OtherEquityInterest,"20,871,000,000","22,367,000,000","22,250,000,000","17,110,000,000","15,112,000,000","11,532,000,000","5,851,000,000","5,851,000,000","29,466,000,000","33,020,000,000","24,369,000,000","2,133,000,000",,,,,,,,,,,"4,278,251,669.642","4,618,625,201.219",,,,,,,,,
	MinorityInterest,"8,713,000,000","7,996,000,000","7,621,000,000","7,192,000,000","9,058,000,000","9,531,000,000","8,588,000,000","7,887,000,000","7,368,000,000","7,248,000,000","7,362,000,000","6,638,000,000","7,256,000,000","6,576,000,000","5,794,000,000","13,194,000,000","10,881,000,000","6,553,000,000","6,490,000,000","10,916,777,057.892","6,379,376,417.109","5,304,040,848.203","3,615,354,096.409","3,639,072,507.449","3,155,324,803.758","2,615,574,629.082","2,316,430,980.415","2,068,766,778.396","1,045,993,787.658","912,387,639.366","925,866,495.507","618,062,563.068","552,713,919.023"
TotalCapitalization,"455,008,000,000","419,065,000,000","403,546,000,000","262,285,000,000","389,482,000,000","414,846,000,000","418,675,000,000","425,452,000,000","341,266,000,000","345,512,000,000","403,228,000,000","318,075,000,000","413,451,000,000","374,514,000,000","309,595,000,000","321,702,000,000","249,232,000,000","105,742,000,000","89,415,000,000","92,292,988,999.283","85,228,818,826.032","63,691,788,471.076","63,201,745,685.38","51,310,066,102.682","29,244,699,919.649","25,012,898,081.703","21,479,498,254.541","18,353,480,047.927","9,507,503,461.697","9,175,957,717.681","8,950,577,663.671","6,921,219,547.355","6,289,697,037.828"
CommonStockEquity,"183,955,000,000","186,253,000,000","190,250,000,000","175,386,000,000","188,460,000,000","190,447,000,000","181,871,000,000","175,242,000,000","158,725,000,000","147,667,000,000","128,299,000,000","93,591,000,000","128,160,000,000","108,352,000,000","92,432,000,000","86,623,000,000","74,473,000,000","52,406,000,000","45,979,000,000","68,063,692,223.085","58,309,770,848.971","45,633,069,802.971","27,180,453,613.701","26,007,809,021.475","20,685,765,498.486","16,869,127,464.315","13,806,875,332.821","12,150,213,095.112","7,235,881,890.648","6,894,024,150.303","6,729,781,771.502","4,630,964,393.83","4,290,558,896.82"
NetTangibleAssets,"163,792,000,000","161,896,000,000","166,797,000,000","154,040,000,000","163,855,000,000","162,870,000,000","151,953,000,000","145,389,000,000","129,691,000,000","117,745,000,000","98,305,000,000","66,234,000,000","88,471,000,000","71,017,000,000","59,232,000,000","57,241,000,000","45,833,000,000","35,243,000,000","31,398,000,000","45,526,660,761.74","46,893,206,190.954","45,389,933,236.617","27,180,453,613.701","26,007,809,021.475","20,685,765,498.486","16,869,127,464.315","13,806,875,332.821","12,150,213,095.112","7,235,881,890.648","6,894,024,150.303","6,729,781,771.502","4,630,964,393.83","4,290,558,896.82"
InvestedCapital,"455,008,000,000","419,065,000,000","403,546,000,000","262,285,000,000","389,482,000,000","414,846,000,000","418,675,000,000","425,452,000,000","341,266,000,000","345,512,000,000","403,228,000,000","318,075,000,000","413,451,000,000","374,514,000,000","309,595,000,000","321,702,000,000","249,232,000,000","105,742,000,000","89,415,000,000","92,292,988,999.283","85,228,818,826.032","63,691,788,471.076","63,201,745,685.38","51,310,066,102.682","29,244,699,919.649","25,012,898,081.703","21,479,498,254.541","18,353,480,047.927","9,507,503,461.697","9,175,957,717.681","8,950,577,663.671","6,921,219,547.355","6,289,697,037.828"
TangibleBookValue,"163,792,000,000","161,896,000,000","166,797,000,000","154,040,000,000","163,855,000,000","162,870,000,000","151,953,000,000","145,389,000,000","129,691,000,000","117,745,000,000","98,305,000,000","66,234,000,000","88,471,000,000","71,017,000,000","59,232,000,000","57,241,000,000","45,833,000,000","35,243,000,000","31,398,000,000","45,526,660,761.74","46,893,206,190.954","45,389,933,236.617","27,180,453,613.701","26,007,809,021.475","20,685,765,498.486","16,869,127,464.315","13,806,875,332.821","12,150,213,095.112","7,235,881,890.648","6,894,024,150.303","6,729,781,771.502","4,630,964,393.83","4,290,558,896.82"
TotalDebt,"275,657,000,000","273,856,000,000","213,296,000,000","86,899,000,000","201,059,000,000","224,466,000,000","236,804,000,000","250,210,000,000","182,541,000,000","197,845,000,000","274,929,000,000","224,484,000,000","285,291,000,000","266,162,000,000","217,163,000,000","235,079,000,000","174,759,000,000","53,336,000,000","43,436,000,000","24,229,296,776.198","26,919,047,977.061","18,058,718,668.105","36,021,292,071.679","25,302,257,081.207","8,558,934,421.163","8,143,770,617.388","7,672,622,921.721","6,203,266,952.816","2,271,621,571.049","2,281,933,567.378","2,220,795,892.169","2,290,255,153.525","1,999,138,141.008"
NetDebt,"73,618,000,000","28,323,000,000","26,044,000,000",,"67,910,000,000","61,841,000,000","38,964,000,000","78,632,000,000","23,509,000,000","115,333,000,000","190,416,000,000","166,085,000,000","253,749,000,000","239,286,000,000","192,151,000,000","225,207,000,000","167,098,000,000","45,677,000,000","37,251,000,000",,,,"33,048,998,214.64","22,195,773,538.377",,,,,,,,,
ShareIssued,"20,963,797,952","20,360,841,496","20,646,273,407","20,517,273,407","19,685,096,934","19,217,874,260","18,830,007,039","18,476,008,664","17,868,005,608","17,686,155,902","17,408,204,472","27,782,309,678","13,574,180,566","13,279,419,125","12,943,843,484","12,820,292,372","12,576,949,455","10,879,526,522","10,734,716,268","10,635,537,546","9,705,925,788","9,291,750,080","9,211,486,094","9,161,368,869","9,070,842,522","8,970,601,186","8,703,301,286","8,630,394,115",,,,,
OrdinarySharesNumber,"20,638,524,545","20,035,568,089","20,321,000,000","20,192,000,000","19,685,096,934","19,217,874,260","18,830,007,039","18,476,008,664","17,868,005,608","17,686,155,902","17,408,204,472","13,891,154,839","13,574,180,566","13,279,419,125","12,943,843,484","12,820,292,372","12,576,949,455","10,879,526,522","10,734,716,268","10,635,537,546","9,705,925,788","9,291,750,080","9,211,486,094","9,161,368,869","9,070,842,522","8,970,601,186","8,703,301,286","8,630,394,115",,,,,
PreferredSharesNumber,"1,450,000",,"1,450,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TreasurySharesNumber,"325,273,407","325,273,407","325,273,407","325,273,407","0","0","0","0",,,,"13,891,154,839",,,,,,,,,,,,,,,,,,,,,
