name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalAssets,"4,804,186,000","4,601,799,000","3,668,136,000","3,588,424,000","3,274,682,000","3,047,023,000","2,876,402,000","2,782,814,000","2,561,819,000","1,496,791,000","1,343,364,000","1,170,542,000","1,036,944,000","971,845,000","890,759,000","862,590,000","839,189,000","785,879,000","776,655,000","703,917,000","677,781,000","692,796,000","668,001,000","592,802,000","606,934,000"
	CurrentAssets,"3,636,178,000","3,511,945,000","2,640,070,000","2,529,550,000","2,469,098,000","2,291,483,000","2,212,071,000","2,262,048,000","2,048,372,000","1,018,822,000","875,703,000","706,892,000","597,237,000","647,740,000","559,293,000","521,908,000","498,404,000","497,620,000","501,978,000","610,337,000","586,190,000","613,916,000","605,623,000","533,930,000","551,775,000"
		CashCashEquivalentsAndShortTermInvestments,"2,404,220,000","2,369,906,000","1,559,806,000","1,493,234,000","1,825,865,000","1,599,565,000","1,570,182,000","1,915,438,000","1,792,683,000","736,956,000","609,185,000","444,203,000","395,954,000","479,429,000","396,517,000","373,432,000","335,879,000","353,297,000","337,104,000","452,541,000","449,876,000","524,036,000","498,657,000","466,212,000","498,778,000"
			CashAndCashEquivalents,"1,452,985,000","1,776,634,000","961,340,000","826,990,000","1,234,596,000","792,533,000","314,829,000","282,809,000","1,000,953,000","186,651,000","224,080,000","225,734,000","364,766,000","181,841,000","129,942,000","243,298,000","237,440,000","203,776,000","218,633,000","284,372,000","283,462,000","358,744,000","243,580,000","206,201,000","246,436,000"
				CashFinancial,"1,452,985,000",,,,,,,,,,,,"364,766,000",,,,"186,347,000",,,,"53,512,000",,,,"13,332,000"
				CashEquivalents,,,,,,,,,,,,,"0",,,,"51,093,000",,,,"229,950,000",,,,"233,104,000"
			OtherShortTermInvestments,"951,235,000","593,272,000","598,466,000","666,244,000","591,269,000","807,032,000","1,255,353,000","1,632,629,000","791,730,000","550,305,000","385,105,000","218,469,000","31,188,000","297,588,000","266,575,000","130,134,000","98,439,000","149,521,000","118,471,000","168,169,000","166,414,000","165,292,000","255,077,000","260,011,000","252,342,000"
		Receivables,"1,109,231,000","827,450,000","794,327,000","768,001,000","478,951,000","372,448,000","306,960,000","272,055,000","186,456,000","173,283,000","196,033,000","134,876,000","134,619,000","116,341,000","114,585,000","90,147,000","120,673,000","106,421,000","127,548,000","135,642,000","121,736,000","69,825,000","95,880,000","60,071,000","47,304,000"
			AccountsReceivable,"422,225,000","476,484,000","465,635,000","456,216,000","369,093,000","304,182,000","261,456,000","204,420,000","170,100,000","158,215,000","134,673,000","129,914,000","116,054,000","116,341,000","114,585,000","90,147,000","120,230,000","102,543,000","127,548,000","133,262,000","120,210,000","69,825,000","95,880,000","60,071,000","47,304,000"
				GrossAccountsReceivable,"458,819,000",,,"474,881,000","381,522,000",,,,"179,697,000",,"143,102,000",,"122,583,000",,,,"121,744,000",,,,"122,650,000",,,,"50,546,000"
				AllowanceForDoubtfulAccountsReceivable,"-36,594,000",,,"-18,665,000","-12,429,000",,,,"-9,597,000",,"-8,429,000",,"-6,529,000",,,,"-1,514,000",,,,"-2,440,000",,,,"-3,242,000"
			LoansReceivable,"301,526,000",,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"652,000",,,"1,548,000","4,539,000",,,,,,,,,,,,"443,000",,,,"1,526,000",,,,"0"
			DuefromRelatedPartiesCurrent,"384,828,000","350,966,000","328,692,000","310,237,000","105,319,000","68,266,000","45,504,000","67,635,000","16,356,000","15,068,000","61,360,000","4,962,000","18,565,000",,,,,"3,878,000",,"2,380,000",,,,,
		PrepaidAssets,"54,329,000","314,589,000","285,937,000","210,809,000","116,245,000","319,470,000","334,929,000","74,555,000","32,442,000","108,583,000","39,971,000","127,813,000","38,228,000","51,970,000","48,191,000","58,329,000","38,163,000","37,902,000","37,326,000","22,154,000","12,799,000","20,055,000","11,086,000","7,647,000","3,739,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,"18,000",,,,"744,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,"18,000",,,,"744,000"
		OtherCurrentAssets,"68,398,000",,,"57,506,000","48,037,000",,,,"36,791,000",,"30,514,000",,"28,436,000",,,,"3,689,000",,,,"1,761,000",,,,"1,210,000"
	TotalNonCurrentAssets,"1,168,008,000","1,089,854,000","1,028,066,000","1,058,874,000","805,584,000","755,540,000","664,331,000","520,766,000","513,447,000","477,969,000","467,661,000","463,650,000","439,707,000","324,105,000","331,466,000","340,682,000","340,785,000","288,259,000","274,677,000","93,580,000","91,591,000","78,880,000","62,378,000","58,872,000","55,159,000"
		NetPPE,"56,459,000","43,135,000","43,672,000","60,908,000","45,623,000","41,155,000","36,346,000","38,272,000","33,793,000","28,448,000","25,924,000","23,935,000","22,816,000","19,947,000","20,312,000","22,570,000","22,850,000","24,051,000","26,201,000","29,291,000","30,874,000","32,741,000","34,953,000","34,547,000","35,702,000"
			GrossPPE,"153,360,000",,,"155,801,000","133,622,000",,,,"121,694,000",,"109,546,000",,"98,801,000",,,,"101,515,000",,,,"96,795,000",,,,"81,065,000"
				Properties,"0",,,"0","0",,,,"0",,"0",,"0",,,,"0",,,,"0",,,,"0"
				MachineryFurnitureEquipment,"134,202,000",,,"133,685,000","125,918,000",,,,"114,799,000",,"105,464,000",,"95,092,000",,,,"95,256,000",,,,"91,121,000",,,,"76,333,000"
				OtherProperties,"13,426,000",,,"16,914,000","2,696,000",,,,"2,574,000",,"1,752,000",,"1,655,000",,,,"1,464,000",,,,"730,000",,,,"392,000"
				Leases,"5,732,000",,,"5,202,000","5,008,000",,,,"4,321,000",,"2,330,000",,"2,054,000",,,,"4,795,000",,,,"4,944,000",,,,"4,340,000"
			AccumulatedDepreciation,"-96,901,000",,,"-94,893,000","-87,999,000",,,,"-87,901,000",,"-83,622,000",,"-75,985,000",,,,"-78,665,000",,,,"-65,921,000",,,,"-45,363,000"
		GoodwillAndOtherIntangibleAssets,"46,513,000","46,117,000","48,851,000","50,838,000","50,449,000","2,284,000","13,369,000","14,227,000","13,937,000","11,552,000","11,473,000","11,453,000","11,366,000","11,986,000","12,199,000","12,724,000","13,083,000","14,020,000","14,430,000","14,812,000","15,191,000","10,043,000","10,323,000","10,308,000","10,588,000"
			Goodwill,"28,989,000",,,"30,074,000","29,346,000",,,,"13,420,000",,"10,662,000",,"10,266,000",,,,"11,117,000",,,,"11,652,000",,,,"7,517,000"
			OtherIntangibleAssets,"17,524,000",,,"20,764,000","21,103,000",,,,"517,000",,"811,000",,"1,100,000",,,,"1,966,000",,,,"3,539,000",,,,"3,071,000"
		InvestmentsAndAdvances,"1,027,459,000","944,815,000","907,181,000","872,114,000","694,586,000","700,341,000","567,906,000","453,953,000","452,337,000","429,204,000","419,711,000","420,674,000","399,933,000","284,481,000","293,713,000","299,794,000","294,679,000","225,839,000","227,200,000","46,454,000","45,199,000","21,784,000","13,561,000","13,538,000","5,500,000"
		OtherNonCurrentAssets,"37,577,000","55,787,000","28,362,000","75,014,000","14,926,000","11,760,000","46,710,000","14,314,000","13,380,000","8,765,000","10,553,000","7,588,000","5,592,000","7,691,000","5,242,000","5,594,000","10,173,000","24,349,000","6,846,000","3,023,000","327,000","14,312,000","3,541,000","479,000","3,369,000"
TotalLiabilitiesNetMinorityInterest,"2,522,367,000","2,477,829,000","1,643,953,000","1,642,816,000","1,526,544,000","1,468,180,000","1,441,130,000","1,450,088,000","1,367,025,000","457,671,000","431,466,000","351,728,000","279,586,000","260,806,000","220,315,000","214,760,000","211,160,000","181,755,000","180,699,000","132,918,000","113,445,000","135,415,000","109,755,000","880,704,000","370,263,000"
	CurrentLiabilities,"800,855,000","778,672,000","737,086,000","735,352,000","629,844,000","573,833,000","557,215,000","566,978,000","484,876,000","456,556,000","430,232,000","350,372,000","278,103,000","258,881,000","218,250,000","212,522,000","208,775,000","181,176,000","180,013,000","132,138,000","112,572,000","134,865,000","109,143,000","400,413,000","369,495,000"
		PayablesAndAccruedExpenses,"652,452,000","642,063,000","615,648,000","551,968,000","499,219,000","467,506,000","456,032,000","466,739,000","378,288,000","365,783,000","288,404,000","293,316,000","207,936,000","209,941,000","182,507,000","175,165,000","169,684,000","149,243,000","156,098,000","110,976,000","90,412,000","115,033,000","93,484,000","316,150,000","312,887,000"
			Payables,"283,856,000","230,108,000","202,669,000","255,104,000","262,330,000","182,647,000","153,284,000","185,507,000","186,875,000","114,766,000","158,895,000","60,323,000","86,182,000","54,495,000","48,078,000","68,935,000","49,730,000","2,276,000","11,585,000","2,261,000","13,215,000","27,665,000","22,821,000","264,063,000","271,719,000"
				AccountsPayable,"126,247,000","131,969,000","133,251,000","153,337,000","123,730,000","102,300,000","99,245,000","93,846,000","134,950,000","114,766,000","86,565,000","60,323,000","48,997,000","42,061,000","30,461,000","42,874,000","2,532,000","2,276,000","308,000","2,261,000","2,420,000","2,233,000","2,925,000","740,000","824,000"
				TotalTaxPayable,"157,031,000","98,139,000","69,418,000","100,393,000","137,334,000","80,347,000","54,039,000","91,661,000","51,563,000",,"68,714,000",,"35,728,000",,,,"29,955,000",,,,"6,629,000",,,,"702,000"
					IncomeTaxPayable,"100,245,000","98,139,000","69,418,000","58,399,000","88,683,000","80,347,000","54,039,000","91,661,000",,,,,,,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,"578,000",,,"1,374,000","1,266,000",,,,"362,000",,"3,616,000",,"1,457,000","12,434,000","17,617,000","26,061,000","17,243,000","0","11,277,000","0","4,166,000","25,432,000","19,896,000","263,323,000","270,193,000"
			CurrentAccruedExpenses,"368,596,000","411,955,000","412,979,000","296,864,000","236,889,000","284,859,000","302,748,000","281,232,000","191,413,000","251,017,000","129,509,000","232,993,000","121,754,000","155,446,000","134,429,000","106,230,000","119,954,000","146,967,000","144,513,000","108,715,000","77,197,000","87,368,000","70,663,000","52,087,000","41,168,000"
				InterestPayable,"15,344,000",,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"4,708,000",,,"4,763,000",,,,,,,"60,831,000",,,,,,,,,,,,,,
			CurrentDebt,,,,,,,,,,,"60,831,000",,,,,,,,,,,,,,
				OtherCurrentBorrowings,,,,,,,,,,,"60,831,000",,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"4,708,000",,,"4,763,000",,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"108,783,000","136,609,000","121,438,000","145,483,000","99,994,000","106,327,000","101,183,000","100,239,000","81,311,000","90,773,000","58,971,000","57,056,000","48,964,000","48,940,000","35,743,000","37,357,000","39,091,000","31,933,000","23,915,000","21,162,000","20,957,000","19,832,000","15,659,000","14,571,000","15,031,000"
			CurrentDeferredRevenue,"108,783,000","136,609,000","121,438,000","145,483,000","99,994,000","106,327,000","101,183,000","100,239,000","81,311,000","90,773,000","58,971,000","57,056,000","48,964,000","48,940,000","35,743,000","37,357,000","39,091,000","31,933,000","23,915,000","21,162,000","20,957,000","19,832,000","15,659,000","14,571,000","15,031,000"
		OtherCurrentLiabilities,"34,912,000",,,"33,138,000","30,631,000",,,,"25,277,000",,"22,026,000",,"21,203,000",,,,,,,,"1,203,000",,,"69,692,000","41,577,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,721,512,000","1,699,157,000","906,867,000","907,464,000","896,700,000","894,347,000","883,915,000","883,110,000","882,149,000","1,115,000","1,234,000","1,356,000","1,483,000","1,925,000","2,065,000","2,238,000","2,385,000","579,000","686,000","780,000","873,000","550,000","612,000","480,291,000","768,000"
		LongTermDebtAndCapitalLeaseObligation,"1,687,540,000","1,680,912,000","886,195,000","894,700,000","884,123,000","883,089,000","882,054,000","881,018,000","879,983,000",,,,,,,,,,,,,,,,
			LongTermDebt,"1,682,251,000","1,680,912,000","886,195,000","885,158,000","884,123,000","883,089,000","882,054,000","881,018,000","879,983,000",,,,,,,,,,,,,,,,
			LongTermCapitalLeaseObligation,"5,289,000",,,"9,542,000",,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"33,972,000",,,"12,764,000","12,577,000",,,,"2,166,000",,"476,000",,"666,000",,,,"1,047,000",,,,"873,000",,,,"768,000"
			NonCurrentDeferredTaxesLiabilities,"33,972,000",,,"12,764,000","12,577,000",,,,"1,880,000",,,,,,,,,,,,"873,000",,,,"768,000"
			NonCurrentDeferredRevenue,,,,,"0",,,,"286,000",,"476,000",,"666,000",,,,"1,047,000",,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,,,,,,,"0","0","0","479,612,000","0"
		OtherNonCurrentLiabilities,"39,261,000","18,245,000","20,672,000",,"12,577,000","11,258,000","1,861,000","2,092,000","2,166,000","1,115,000","758,000","1,356,000","817,000","1,925,000","2,065,000","2,238,000","1,338,000","579,000","686,000","780,000","873,000","550,000","612,000","679,000",
TotalEquityGrossMinorityInterest,"2,281,819,000","2,123,970,000","2,024,183,000","1,945,608,000","1,748,138,000","1,578,843,000","1,435,272,000","1,332,726,000","1,194,794,000","1,039,120,000","911,898,000","818,814,000","757,358,000","711,039,000","670,444,000","647,830,000","628,029,000","604,124,000","595,956,000","570,999,000","564,336,000","557,381,000","558,246,000","-287,902,000","236,671,000"
	StockholdersEquity,"2,283,267,000","2,124,929,000","2,025,404,000","1,942,702,000","1,745,459,000","1,575,889,000","1,433,897,000","1,330,819,000","1,192,587,000","1,035,893,000","908,407,000","814,949,000","753,225,000","706,626,000","664,589,000","640,374,000","620,672,000","596,357,000","587,761,000","569,893,000","563,281,000","557,031,000","557,874,000","-287,902,000","236,671,000"
		CapitalStock,"57,000",,,"57,000","57,000",,,,"56,000",,"56,000",,"55,000",,,,"53,000",,,,"51,000",,,,"45,000"
			CommonStock,"57,000",,,"57,000","57,000",,,,"56,000",,"56,000",,"55,000",,,,"53,000",,,,"51,000",,,,"45,000"
		AdditionalPaidInCapital,"1,133,913,000",,,"1,084,775,000","1,071,836,000",,,,"1,030,048,000",,"1,003,823,000",,"979,805,000",,,,"938,922,000",,,,"904,402,000",,,,"510,956,000"
		RetainedEarnings,"1,217,856,000",,,"873,623,000","723,181,000",,,,"152,949,000",,"-79,162,000",,"-199,641,000",,,,"-307,668,000",,,,"-338,229,000",,,,"-274,851,000"
		GainsLossesNotAffectingRetainedEarnings,"-68,559,000",,,"-15,753,000","-49,615,000",,,,"9,534,000",,"-16,310,000",,"-26,994,000",,,,"-10,635,000",,,,"-2,943,000",,,,"521,000"
	MinorityInterest,"-1,448,000","-959,000","-1,221,000","2,906,000","2,679,000","2,954,000","1,375,000","1,907,000","2,207,000","3,227,000","3,491,000","3,865,000","4,133,000","4,413,000","5,855,000","7,456,000","7,357,000","7,767,000","8,195,000","1,106,000","1,055,000","350,000","372,000",,
TotalCapitalization,"3,965,518,000","3,805,841,000","2,911,599,000","2,827,860,000","2,629,582,000","2,458,978,000","2,315,951,000","2,211,837,000","2,072,570,000","1,035,893,000","908,407,000","814,949,000","753,225,000","706,626,000","664,589,000","640,374,000","620,672,000","596,357,000","587,761,000","569,893,000","563,281,000","557,031,000","557,874,000","-287,902,000","236,671,000"
CommonStockEquity,"2,283,267,000","2,124,929,000","2,025,404,000","1,942,702,000","1,745,459,000","1,575,889,000","1,433,897,000","1,330,819,000","1,192,587,000","1,035,893,000","908,407,000","814,949,000","753,225,000","706,626,000","664,589,000","640,374,000","620,672,000","596,357,000","587,761,000","569,893,000","563,281,000","557,031,000","557,874,000","-287,902,000","236,671,000"
CapitalLeaseObligations,"9,997,000",,,"14,305,000",,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"2,236,754,000","2,078,812,000","1,976,553,000","1,891,864,000","1,695,010,000","1,573,605,000","1,420,528,000","1,316,592,000","1,178,650,000","1,024,341,000","896,934,000","803,496,000","741,859,000","694,640,000","652,390,000","627,650,000","607,589,000","582,337,000","573,331,000","555,081,000","548,090,000","546,988,000","547,551,000","-298,210,000","226,083,000"
