name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
TotalRevenue,"8,420,751,000","8,420,751,000","7,233,151,000","6,210,181,000","5,961,621,000","3,463,975,000","2,132,949,000","1,216,548,000","732,520,000","433,189,000","252,934,000"
	OperatingRevenue,"8,420,751,000","8,420,751,000","7,233,151,000","6,210,181,000","5,961,621,000","3,463,975,000","2,132,949,000","1,216,548,000","732,520,000","433,189,000","252,934,000"
CostOfRevenue,"960,292,000","960,292,000","820,288,000","1,358,685,000","2,393,165,000","669,121,000","381,498,000","252,236,000","178,240,000","130,565,000","83,897,000"
GrossProfit,"7,460,459,000","7,460,459,000","6,412,863,000","4,851,496,000","3,568,456,000","2,794,854,000","1,751,451,000","964,312,000","554,280,000","302,624,000","169,037,000"
OperatingExpense,"4,702,366,000","4,702,366,000","3,885,329,000","2,808,243,000","2,415,087,000","1,595,047,000","847,216,000","409,408,000","255,814,000","130,506,000","72,868,000"
	SellingGeneralAndAdministration,"3,411,312,000","3,411,312,000","2,750,082,000","1,929,470,000","1,843,733,000","1,321,139,000","688,821,000","327,757,000","212,949,000","114,047,000","66,663,000"
		GeneralAndAdministrativeExpense,"317,967,000","317,967,000","314,846,000","281,951,000","306,794,000","193,655,000","129,751,000","82,529,000","83,153,000","46,547,000","17,951,000"
			OtherGandA,"317,967,000","317,967,000","314,846,000","281,951,000","306,794,000","193,655,000","129,751,000","82,529,000","83,153,000","46,547,000","17,951,000"
		SellingAndMarketingExpense,"3,093,345,000","3,093,345,000","2,435,236,000","1,647,519,000","1,536,939,000","1,127,484,000","559,070,000","245,228,000","129,796,000","67,500,000","48,712,000"
	ResearchAndDevelopment,"1,291,054,000","1,291,054,000","1,135,247,000","878,773,000","571,354,000","273,908,000","158,395,000","81,651,000","42,865,000","16,459,000","6,205,000"
OperatingIncome,"2,758,093,000","2,758,093,000","2,527,534,000","2,043,253,000","1,153,369,000","1,199,807,000","904,235,000","554,904,000","298,466,000","172,118,000","96,169,000"
NetNonOperatingInterestIncomeExpense,"469,971,000","469,971,000","358,811,000","220,282,000","88,168,000","63,218,000","34,682,000","10,668,000",,"1,167,000",
	InterestIncomeNonOperating,"469,971,000","469,971,000","358,811,000","220,282,000","88,168,000","63,218,000","34,682,000","11,082,000",,"1,167,000",
	InterestExpenseNonOperating,,,,,,"0","0","414,000",,"0",
OtherIncomeExpense,"472,942,000","472,942,000","355,076,000","-1,994,000","7,315,000","13,166,000","2,544,000","2,884,000","5,403,000","509,000","110,000"
	EarningsFromEquityInterest,"685,000","685,000","24,702,000","-10,571,000","-6,638,000","102,000",,,,,
	OtherNonOperatingIncomeExpenses,"472,257,000","472,257,000","330,374,000","8,577,000","13,953,000","13,064,000","2,544,000","2,884,000","5,403,000","509,000","110,000"
PretaxIncome,"3,701,006,000","3,701,006,000","3,241,421,000","2,261,541,000","1,248,852,000","1,276,191,000","941,461,000","568,456,000","303,869,000","173,794,000","96,279,000"
TaxProvision,"500,361,000","500,361,000","377,890,000","267,082,000","32,629,000","285,542,000","192,781,000","112,294,000","90,988,000","38,348,000","15,853,000"
NetIncomeCommonStockholders,"3,199,966,000","3,199,966,000","2,871,015,000","2,001,619,000","1,227,914,000","990,649,000","748,680,000","456,162,000","212,881,000","131,264,000","88,038,000"
	NetIncome,"3,199,966,000","3,199,966,000","2,871,015,000","2,001,619,000","1,227,914,000","990,649,000","748,680,000","456,162,000","212,881,000","131,264,000","88,038,000"
		NetIncomeIncludingNoncontrollingInterests,"3,200,645,000","3,200,645,000","2,863,531,000","1,994,459,000","1,216,223,000","990,649,000","748,680,000","456,162,000","212,881,000","131,264,000","88,038,000"
			NetIncomeContinuousOperations,"3,200,645,000","3,200,645,000","2,863,531,000","1,994,459,000","1,216,223,000","990,649,000","748,680,000","456,162,000","212,881,000","135,446,000","80,426,000"
			NetIncomeDiscontinuousOperations,,,,,,,,"0","0","-4,182,000","7,612,000"
		MinorityInterests,"-679,000","-679,000","7,484,000","7,160,000","11,691,000",,,,,,
DilutedNIAvailtoComStockholders,"3,199,966,000","3,199,966,000","2,871,015,000","2,001,619,000","1,227,914,000","990,649,000","748,680,000","456,162,000","212,881,000","131,264,000","88,038,000"
BasicEPS,,,"24.4","17.2","10.75","8.83","7.01","4.57","2.048","1.263","0.847"
DilutedEPS,,,"24.08","16.95","10.58","8.57","6.64","4.37","2.048","1.263","0.847"
