name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
TotalRevenue,"8,025,000,000","8,118,000,000","8,635,000,000","8,041,000,000","5,075,456,000","4,463,336,000","4,415,350,000","3,759,484,000","3,571,041,000","3,619,848,000","3,171,787,000","2,325,723,000","3,692,353,000","3,192,178,000","2,484,366,000","2,441,105,000","1,985,353,000","1,423,034,000","1,072,627,000","1,087,033,000","1,392,276,000","1,057,631,000"
	OperatingRevenue,"8,025,000,000","8,118,000,000","8,635,000,000","8,041,000,000","5,075,456,000","4,463,336,000","4,415,350,000","3,759,484,000","3,571,041,000","3,619,848,000","3,171,787,000","2,325,723,000","3,692,353,000","3,192,178,000","2,484,366,000","2,441,105,000","1,985,353,000","1,423,034,000","1,072,627,000","1,087,033,000","1,392,276,000","1,057,631,000"
CostOfRevenue,"6,781,000,000","6,858,000,000","6,648,000,000","6,272,000,000","4,094,894,000","3,278,145,000","3,098,000,000","2,658,046,000","2,834,081,000","3,060,842,000","2,689,104,000","2,130,595,000","3,622,985,000","2,920,778,000","2,087,883,000","1,997,474,000","1,682,168,000","1,301,082,000","992,058,000","1,116,954,000","1,193,352,000","887,956,000"
GrossProfit,"1,244,000,000","1,260,000,000","1,987,000,000","1,769,000,000","980,562,000","1,185,191,000","1,317,350,000","1,101,438,000","736,960,000","559,006,000","482,683,000","195,128,000","69,368,000","271,400,000","396,483,000","443,631,000","303,185,000","121,952,000","80,569,000","-29,921,000","198,924,000","169,675,000"
OperatingExpense,"571,000,000","567,000,000","546,000,000","507,000,000","295,436,000","225,364,000","193,359,000","148,862,000","122,273,000","112,210,000","104,319,000","87,871,000","98,908,000","96,679,000","83,232,000","76,598,000","60,019,000","56,137,000","66,497,000",,"72,815,000","54,835,000"
	SellingGeneralAndAdministration,"462,000,000","458,000,000","445,000,000","399,000,000","295,436,000","225,364,000","193,359,000","147,974,000","121,609,000","112,210,000","104,319,000","87,871,000","98,908,000","96,679,000","83,232,000","76,598,000","60,238,000","57,014,000","64,258,000",,"62,038,000","52,087,000"
	DepreciationAmortizationDepletionIncomeStatement,"109,000,000","109,000,000","101,000,000","108,000,000",,,,,,,,,,,,,,,,,"10,777,000","2,748,000"
		DepreciationAndAmortizationInIncomeStatement,"109,000,000","109,000,000","101,000,000","108,000,000",,,,,,,,,,,,,,,,,"0","0"
			Amortization,"109,000,000","109,000,000","101,000,000","108,000,000",,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"109,000,000","109,000,000","101,000,000","108,000,000",,,,,,,,,,,,,,,,,,
		DepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,"10,777,000","2,748,000"
	OtherTaxes,,,,,,,,"888,000","664,000",,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,"-219,000","-877,000","2,239,000",,,
OperatingIncome,"673,000,000","693,000,000","1,441,000,000","1,262,000,000","685,126,000","959,827,000","1,123,991,000","952,576,000","614,687,000","446,796,000","378,364,000","107,257,000","-29,540,000","174,721,000","313,251,000","367,033,000","243,166,000","65,815,000","14,072,000","-29,921,000","126,109,000","114,840,000"
NetNonOperatingInterestIncomeExpense,"-125,000,000","-124,000,000","-126,000,000","-159,000,000","-71,052,000","-28,622,000","-33,884,000","-14,996,000","-39,039,000","-48,127,000","-38,365,000","-34,134,000","-29,397,000",,,,,,,,,
	InterestIncomeNonOperating,,,,,"8,421,000","6,034,000","3,468,000","3,086,000","4,010,000","2,865,000","1,510,000","823,000","4,560,000",,,,,,,,,
	InterestExpenseNonOperating,"125,000,000","124,000,000","126,000,000","159,000,000","79,473,000","34,656,000","37,352,000","18,082,000","43,049,000","50,992,000","39,875,000","34,957,000","33,957,000",,,,,,,,,
OtherIncomeExpense,"25,000,000","1,000,000","19,000,000","-22,000,000","-55,695,000","32,236,000","-6,189,000","4,592,000","9,521,000","2,763,000","2,961,000","5,630,000","915,000","1,455,000","-24,257,000","2,012,000","-12,935,000","-2,846,000","4,530,000",,"1,866,000","11,421,000"
	GainOnSaleOfSecurity,,,,,"9,583,000","9,185,000","-7,382,000",,"16,429,000",,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,"52,693,000","6,242,000","5,883,000","4,914,000","1,444,000","2,890,000","2,212,000","3,818,000","621,000","2,796,000","1,766,000",,,,,,,
	SpecialIncomeCharges,"-15,000,000","-37,000,000","-33,000,000","-29,000,000","-116,125,000","15,505,000","-6,747,000","0","-7,082,000","-127,000","749,000","1,812,000","294,000","-1,341,000","-26,023,000","2,012,000","-12,935,000","-2,846,000","4,530,000",,"1,866,000","11,421,000"
		RestructuringAndMergernAcquisition,"15,000,000","37,000,000","33,000,000","29,000,000","116,125,000","-20,430,000",,,,,,,,,,,,,,,,
		WriteOff,,,,,"0","4,925,000","6,747,000",,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,"7,082,000","127,000",,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"40,000,000","38,000,000","52,000,000","7,000,000","-1,846,000","1,304,000","2,057,000","-322,000","-1,270,000",,,,,,,,,,,,,
PretaxIncome,"573,000,000","570,000,000","1,334,000,000","1,081,000,000","558,379,000","963,441,000","1,083,918,000","942,172,000","585,169,000","401,432,000","342,960,000","78,753,000","-58,022,000","158,957,000","282,549,000","345,328,000","190,662,000","23,503,000","-14,203,000","-117,339,000","90,694,000",
TaxProvision,"36,000,000","108,000,000","300,000,000","-258,000,000","138,520,000","298,396,000","398,902,000","331,747,000","199,614,000","142,466,000","121,567,000","25,758,000","-28,479,000","44,228,000","87,990,000","118,511,000","69,940,000","8,747,000","-7,141,000","-45,353,000",,
