name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
TotalAssets,"104,826,000,000","106,792,000,000","95,808,000,000","90,207,000,000","84,135,000,000","75,707,000,000","59,085,000,000","53,462,000,000"
	CashCashEquivalentsAndFederalFundsSold,"12,147,000,000","9,396,000,000","11,602,000,000","9,321,000,000","12,325,000,000","12,932,000,000","2,319,000,000","1,334,000,000"
		CashAndCashEquivalents,"12,147,000,000","9,396,000,000","11,602,000,000","9,321,000,000","12,325,000,000","11,828,000,000","2,319,000,000","1,334,000,000"
			CashAndDueFromBanks,"12,147,000,000","9,396,000,000","11,602,000,000","9,321,000,000","12,325,000,000","11,828,000,000","2,319,000,000","1,334,000,000"
		RestrictedCashAndInvestments,,,,,,"1,104,000,000",,
			RestrictedCashAndCashEquivalents,,,,,,"1,104,000,000",,
	SecuritiesAndInvestments,"5,911,000,000","6,062,000,000","3,257,000,000","3,737,000,000","2,825,000,000","1,327,000,000","61,000,000","44,000,000"
		AvailableForSaleSecurities,"5,911,000,000","6,062,000,000","3,257,000,000","3,737,000,000","2,825,000,000","1,327,000,000","61,000,000","44,000,000"
	NetLoan,"82,338,000,000","86,712,000,000","77,604,000,000","73,366,000,000","65,110,000,000","58,653,000,000","54,537,000,000","50,188,000,000"
		GrossLoan,"87,940,000,000","93,139,000,000","83,178,000,000","77,710,000,000","68,607,000,000","61,889,000,000","57,429,000,000","52,462,000,000"
			LoansHeldForSale,"725,000,000",,,,,"332,000,000",,
			CommercialLoan,"1,223,000,000","1,260,000,000","1,303,000,000","1,333,000,000","1,323,000,000","1,320,000,000","1,317,000,000","1,307,000,000"
			ConsumerLoan,"85,953,000,000","91,839,000,000","80,604,000,000","74,964,000,000","66,927,000,000","59,943,000,000","55,923,000,000","50,996,000,000"
			MortgageLoan,,,"1,231,000,000","1,373,000,000","317,000,000","271,000,000","175,000,000","149,000,000"
			OtherLoanAssets,"39,000,000","40,000,000","40,000,000","40,000,000","40,000,000","23,000,000","14,000,000","10,000,000"
		AllowanceForLoansAndLeaseLosses,"5,602,000,000","6,427,000,000","5,574,000,000","4,344,000,000","3,497,000,000","3,236,000,000","2,892,000,000","2,274,000,000"
	GoodwillAndOtherIntangibleAssets,"2,343,000,000","2,161,000,000","1,740,000,000","1,661,000,000","1,650,000,000","1,468,000,000","1,249,000,000","1,191,000,000"
		Goodwill,"1,078,000,000","1,024,000,000","991,000,000","949,000,000","949,000,000","949,000,000","949,000,000","936,000,000"
		OtherIntangibleAssets,"1,265,000,000","1,137,000,000","749,000,000","712,000,000","701,000,000","519,000,000","300,000,000","255,000,000"
	OtherAssets,"2,087,000,000","2,461,000,000","1,605,000,000","2,122,000,000","2,225,000,000","1,327,000,000","919,000,000","705,000,000"
TotalLiabilitiesNetMinorityInterest,"89,738,000,000","92,114,000,000","81,574,000,000","76,011,000,000","71,531,000,000","65,229,000,000","53,125,000,000","48,880,000,000"
	TotalDeposits,"65,154,000,000","64,019,000,000","56,488,000,000","52,055,000,000","43,447,000,000","34,955,000,000","25,719,000,000","18,804,000,000"
		InterestBearingDepositsLiabilities,"64,877,000,000","63,738,000,000","56,276,000,000","51,896,000,000","43,295,000,000","34,847,000,000","25,360,000,000","18,398,000,000"
			CustomerAccounts,"64,877,000,000","63,738,000,000","56,276,000,000","51,896,000,000","43,295,000,000","34,847,000,000","25,360,000,000","18,398,000,000"
		NonInterestBearingDeposits,"277,000,000","281,000,000","212,000,000","159,000,000","152,000,000","108,000,000","359,000,000","406,000,000"
	PayablesAndAccruedExpenses,"4,718,000,000","4,099,000,000","4,287,000,000","3,809,000,000","3,740,000,000","2,814,000,000","3,085,000,000","2,261,000,000"
		CurrentAccruedExpenses,"4,718,000,000","4,099,000,000","4,287,000,000","3,809,000,000","3,740,000,000","2,814,000,000","3,085,000,000","2,261,000,000"
	LongTermDebtAndCapitalLeaseObligation,"19,866,000,000","23,996,000,000","20,799,000,000","20,147,000,000","24,344,000,000","27,460,000,000","24,321,000,000","27,815,000,000"
		LongTermDebt,"19,866,000,000","23,996,000,000","20,799,000,000","20,147,000,000","24,344,000,000","27,460,000,000","24,321,000,000","27,815,000,000"
TotalEquityGrossMinorityInterest,"15,088,000,000","14,678,000,000","14,234,000,000","14,196,000,000","12,604,000,000","10,478,000,000","5,960,000,000","4,582,000,000"
	StockholdersEquity,"15,088,000,000","14,678,000,000","14,234,000,000","14,196,000,000","12,604,000,000","10,478,000,000","5,960,000,000","4,582,000,000"
		CapitalStock,"735,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000",,
			PreferredStock,"734,000,000",,,,,,,
			CommonStock,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000",,
		RetainedEarnings,"12,117,000,000","8,986,000,000","6,809,000,000","5,330,000,000","3,293,000,000","1,079,000,000",,
		AdditionalPaidInCapital,"9,537,000,000","9,482,000,000","9,445,000,000","9,393,000,000","9,351,000,000","9,408,000,000",,
		TreasuryStock,"7,243,000,000","3,729,000,000","1,957,000,000","475,000,000",,,,
		GainsLossesNotAffectingRetainedEarnings,"-58,000,000","-62,000,000","-64,000,000","-53,000,000","-41,000,000","-10,000,000","-13,000,000","2,000,000"
			UnrealizedGainLoss,"-1,000,000","-32,000,000","-19,000,000","-18,000,000","-10,000,000","0","-9,000,000","1,000,000"
			MinimumPensionLiabilities,"-33,000,000","-5,000,000","-28,000,000","-15,000,000",,,,
			ForeignCurrencyTranslationAdjustments,"-24,000,000","-25,000,000","-17,000,000","-20,000,000","-19,000,000","-8,000,000","-3,000,000","1,000,000"
			OtherEquityAdjustments,,,,,"-12,000,000","-2,000,000","-1,000,000",
		OtherEquityInterest,,,,,,,"5,973,000,000","4,580,000,000"
TotalCapitalization,"34,954,000,000","38,674,000,000","35,033,000,000","34,343,000,000","36,948,000,000","37,938,000,000","30,281,000,000","32,397,000,000"
PreferredStockEquity,"734,000,000",,,,,,,
CommonStockEquity,"14,354,000,000","14,678,000,000","14,234,000,000","14,196,000,000","12,604,000,000","10,478,000,000","5,960,000,000","4,582,000,000"
NetTangibleAssets,"12,745,000,000","12,517,000,000","12,494,000,000","12,535,000,000","10,954,000,000","9,010,000,000","4,711,000,000","3,391,000,000"
InvestedCapital,"34,220,000,000","38,674,000,000","35,033,000,000","34,343,000,000","36,948,000,000","37,938,000,000","30,281,000,000","32,397,000,000"
TangibleBookValue,"12,011,000,000","12,517,000,000","12,494,000,000","12,535,000,000","10,954,000,000","9,010,000,000","4,711,000,000","3,391,000,000"
TotalDebt,"19,866,000,000","23,996,000,000","20,799,000,000","20,147,000,000","24,344,000,000","27,460,000,000","24,321,000,000","27,815,000,000"
NetDebt,"7,719,000,000","14,600,000,000","9,197,000,000","10,826,000,000","12,019,000,000","15,632,000,000","22,002,000,000","26,481,000,000"
ShareIssued,"833,984,684","833,984,684","833,984,684","833,984,684","833,828,340","833,764,589","830,270,833","830,270,833"
