name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991
MarketCap,"4,355,201,097","10,809,680,000","11,744,460,000","14,384,803,427","14,665,259,626","8,523,430,000","19,095,750,000","24,604,100,000","21,676,620,000","20,597,934,744","26,291,300,000","22,103,760,000","19,304,566,418","43,210,600,000","32,168,807,140","22,360,495,998","13,039,291,470","10,271,851,008","6,597,195,999","9,281,851,470","11,078,432,561","7,696,752,280","9,292,327,375","9,746,527,500","9,073,956,446","7,270,187,769","4,702,670,750","4,728,801,000","4,938,261,000","6,267,124,500"
EnterpriseValue,"8,998,201,097","15,147,680,000","15,678,460,000","19,077,803,427","19,990,259,626","14,501,430,000","24,757,750,000","30,951,100,000","27,888,620,000","21,007,934,744","30,236,300,000","28,578,760,000","25,204,566,418","49,226,600,000","33,061,807,140","25,646,495,998","13,743,291,470","13,232,851,008","10,680,195,999","12,271,851,470","13,697,432,561","10,953,752,280","12,802,327,375","12,711,527,500","12,006,956,446","11,213,187,769","8,830,670,750","8,884,801,000","8,957,261,000","10,622,124,500"
PeRatio,"13.22","12.574","17.925",,,,"10.596","14.77","13.749","9.204","10.258","18.695","5.527","10.715","6.491","9.802","10.11","10.15","13.061","76.923","10.925","14.27","17.617","13.5","10.16","15.726","24.44",,"46.622",
ForwardPeRatio,"16.949","24.57","40.984",,,,"34.843","11.299","9.302","8.104","8.569",,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,"2.573","1.433","0.836","0.965","0.692",,,,,,,,,,,,,,,,,,,
PsRatio,"0.867","2.02","2.252","2.912","3.362","1.263","1.384","1.601","1.388","0.277","0.358","0.41","0.247","0.707","0.529","0.383","0.28","0.278","0.24","0.417","0.382","0.486","0.645","1.029","0.69","0.662","0.457","0.402","0.385","0.441"
PbRatio,"0.358","0.881","0.975","1.222","0.775","0.441","0.944","1.295","1.186","1.23","1.106","1.009","0.902","2.248","2.226","2.101","1.608","1.691","1.298","1.879","2.09","1.603","2.155","2.694","2.717","2.209","1.485","1.56","1.516","1.949"
EnterprisesValueRevenueRatio,"1.762","3.035","2.663","4.363","4.959","2.626","2.283","2.134","1.778","1.418","0.411","0.528","0.321","0.829","0.509","0.435","0.302","0.358","0.389","0.428","0.454","0.541","0.706","0.983","0.885","1.004","0.864","0.743","0.701","0.76"
EnterprisesValueEBITDARatio,"11.793","4.936","3.78","8.313","12.989","43.811","5.503","3.866","3.161","3.089","3.517","4.66","2.375","5.952","3.153","3.851","3.536","4.06","4.138","2.929","3.89","5.485","7.124","7.086","6.989","7.421","7.712","7.814","7.892","8.45"
