name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
TotalAssets,"8,275,765,000","7,703,563,000","6,855,732,000","6,423,732,000","6,202,082,000","7,311,027,000","5,933,006,000","5,815,416,000","5,979,226,000","5,589,934,000","5,129,872,000","5,253,577,000","4,519,453,000","2,247,017,000","1,757,687,000","1,733,619,000","1,448,439,000","1,275,696,000","1,180,098,000","1,067,074,000","991,600,000","907,500,000","640,900,000","522,300,000","320,700,000"
	CurrentAssets,"4,253,025,000","4,032,657,000","3,508,342,000","2,929,675,000","2,537,941,000","2,973,765,000","2,473,634,000","2,296,225,000","2,455,258,000","2,000,003,000","1,456,803,000","1,709,915,000","1,696,229,000","1,036,197,000","725,733,000","677,519,000","407,935,000","310,903,000","312,204,000","242,613,000","225,800,000","222,700,000","135,300,000","157,400,000","22,200,000"
		CashCashEquivalentsAndShortTermInvestments,"1,643,634,000","1,057,003,000","1,028,649,000","841,483,000","727,032,000","361,363,000","395,156,000","407,437,000","475,591,000","186,513,000","9,008,000","16,233,000","28,486,000","29,373,000","65,518,000","16,334,000","65,430,000","24,218,000","78,241,000","10,184,000","16,600,000","5,200,000","8,600,000","57,500,000","6,900,000"
			CashAndCashEquivalents,"1,381,460,000","828,220,000","1,028,649,000","841,483,000","727,032,000","361,363,000","395,156,000","375,917,000","390,761,000","186,513,000","9,008,000","16,233,000","28,486,000","29,373,000","65,518,000","16,334,000","65,430,000","24,218,000","78,241,000","10,184,000","16,600,000","5,200,000","8,600,000","57,500,000","6,900,000"
			OtherShortTermInvestments,"262,174,000","228,783,000",,,,,"0","31,520,000","84,830,000",,,,,,,,,,,,,,,,
		Receivables,"844,336,000","1,043,756,000","868,837,000","729,784,000","613,605,000","902,825,000","720,600,000","643,256,000","739,513,000","659,500,000","563,616,000","589,253,000","714,123,000","408,376,000","241,708,000","253,861,000","126,023,000","118,479,000","81,879,000","102,986,000","86,600,000","65,900,000","44,700,000","32,500,000","100,000"
			AccountsReceivable,"844,336,000","1,043,756,000","868,837,000","729,784,000","613,605,000","902,825,000","720,600,000","642,363,000","679,898,000","584,068,000","426,592,000","502,932,000","714,123,000","408,376,000","241,708,000","214,880,000","100,933,000","83,779,000","65,589,000","102,986,000",,,,,
				GrossAccountsReceivable,"860,203,000","1,061,251,000","883,873,000","744,197,000","623,370,000","915,471,000","731,604,000","653,934,000","698,201,000",,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-15,867,000","-17,495,000","-15,036,000","-14,413,000","-9,765,000","-12,646,000","-11,004,000","-11,571,000","-18,303,000",,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,"893,000","16,722,000","37,311,000","137,024,000","86,321,000",,,,,,,,,,,,,
