name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994
MarketCap,"10,782,238,825","8,235,472,761","19,564,453,515","19,622,801,127","21,160,427,467","21,112,807,303","19,873,999,083","25,720,984,336","27,163,378,397","22,002,666,755","26,146,340,706","27,057,049,801","24,539,472,151","25,753,730,872","29,364,904,389","26,457,813,649","26,781,911,246","28,332,877,072","27,534,717,970","26,693,884,225","32,946,338,411","33,795,733,864","36,543,881,217","40,178,378,898","44,672,190,853","39,474,745,752","37,445,699,033","37,163,394,750","32,471,463,430","34,634,147,022","36,406,234,722","39,094,102,069","34,922,763,810","38,535,502,714","37,684,978,429","30,744,556,976","39,311,557,468","43,203,556,498","34,390,065,009","32,029,352,043","31,183,013,355","32,618,542,102","32,913,204,087","32,313,275,047","32,941,729,030","30,602,192,891","29,325,371,975","37,048,067,797","48,963,850,414","46,641,373,389","49,480,747,140","45,308,525,978","43,047,365,413","34,876,624,254","35,456,703,437","32,299,006,253","35,563,515,088","35,518,195,252","33,071,415,897","39,029,144,081","28,776,296,656","26,363,551,256","20,784,539,999","18,453,513,454","16,741,206,493","16,317,873,119","16,228,749,530","13,797,025,800","13,018,652,229","12,086,737,072","10,945,389,956","11,104,439,428","11,820,525,600","11,312,887,066","10,707,416,395","10,621,347,707","10,220,458,249","9,745,504,786","10,475,374,195","10,673,954,280","10,189,818,723","8,955,294,645","9,340,919,782","8,990,176,821","8,180,269,308","8,261,044,538","6,938,411,698","6,642,197,263","7,641,346,897","8,359,537,462","9,489,224,256","8,719,458,572","7,893,117,572","7,337,367,819","7,487,128,125","8,255,761,945","8,206,810,352","7,673,015,988","7,017,426,302","7,235,957,492","7,211,482,667","6,920,107,747","6,410,207,463"
EnterpriseValue,"13,333,705,759","10,784,482,137","22,465,851,161","22,812,099,828","24,461,556,402","24,232,913,529","22,840,166,420","29,033,463,589","30,011,691,397","25,115,096,692","29,633,228,670","30,754,506,362","28,042,581,198","29,385,303,583","34,602,789,831","33,084,918,989","33,537,320,597","34,737,128,391","33,342,914,877","32,620,150,036","38,978,670,356","39,061,561,121","41,849,430,551","45,462,453,925","50,467,518,223","44,916,337,971","43,210,324,257","41,554,729,570","35,911,247,176","35,780,669,663","37,577,292,604","39,307,135,863","35,078,516,803","38,540,518,211","37,967,083,007","31,022,093,836","40,127,232,470","43,670,676,978","34,878,986,781","32,188,297,575","31,338,596,907","32,231,058,889","35,268,280,010","32,015,772,943","32,727,249,325","30,117,517,197","27,820,864,239","35,357,155,272","47,812,850,414","46,208,625,478","48,408,673,581","44,704,591,662","44,358,625,579","34,250,715,335","35,098,090,772","32,694,739,805","35,959,958,985","37,366,168,418","33,504,993,652","39,463,691,434","29,492,700,744","27,112,234,148","20,921,285,177","18,857,106,275","17,498,812,258","17,181,156,413","16,987,680,878","14,218,541,213","13,351,593,949","12,475,079,120","12,189,998,318","11,790,548,176","12,529,834,979","11,622,171,434","11,017,391,806","10,269,532,893","10,230,879,972","9,920,536,587","10,617,672,968","10,985,160,629","10,505,561,579","9,279,705,690","9,730,996,008","9,608,477,255","8,941,398,435","8,981,962,308","7,649,477,491","7,290,774,340","8,395,576,739","9,084,495,044","10,018,902,787","9,627,311,214","8,907,168,699","8,343,926,576","8,204,440,793","9,057,657,705","8,747,380,294","8,918,784,147","7,981,374,649","8,214,790,857","8,171,151,160","7,858,693,838","7,747,599,673"
PeRatio,"7.31","5.55","9.658","8.746","13.83","12.858","21.157","37.04","54.419","59.032","16.064","12.493","12.402","15.951","48.315","117.652","58.331","32.844","22.677","16.773","12.484","11.362","10.194","11.558","16.089","15.499","14.1","11.934","9.603","9.397","9.678","10.934","10.195","11.456","12.24","10.1","14.145","16.883","15.647","17.191","15.864","19.142","22","20.53","15.344","11.553","9.412","9.89","14.376","16.057","15.909","15.234","14.803","13.751","13.089","12.159","13.208","15.304","19.004","22.05","18.051","16.887","12.461","13.468","14.281","13.197","12.839",,"9.619","9.864","14.258",,,,,,,,"13.898","17.064","15.725","16.167","23.23","26.949","25.423","25.697","19.888","15.061","16.745","15.881","16.669","16.08","16.666","17.498","14.387","19.725","15.46","20.267","11.659","12.039","12.238","17.425","29.199"
ForwardPeRatio,,,"16.313","14.306","14.472","13.699",,"14.663","17.301","19.96","23.585","23.585","18.975","17.153","19.763","17.762","64.935","18.182","20.243","17.422","15.898","16.26","15.625","12.136","12.97","11.669","11.312","10.493","9.268","9.872","10.87","12.195","9.891","10.846","13.477",,,,,,,,"15.06","14.837",,,"20.704","26.178","33.557",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,"5.249","5.041","3.916","4.182","3.764","3.651","3.387","2.991","3.184","3.505","3.935","3.192","1.838","1.461",,,,,,,,"3.013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.474","0.36","0.794","0.779","0.825","0.852","0.806","1.079","1.233","0.994","1.182","1.224","1.203","1.381","1.649","1.417","1.348","1.378","1.345","1.162","1.228","1.187","1.164","1.265","1.408","1.338","1.297","1.258","1.127","1.19","1.225","1.24","1.173","1.258","1.318","1.087","1.41","1.652","1.388","1.388","1.382","1.479","1.621","1.631","1.525","1.384","1.156","1.253","1.788","1.855","1.993","1.922","1.915","1.689","1.582","1.34","1.455","1.519","1.516","1.759","1.476","1.418","1.138","1.134","1.157","1.164","1.124","0.986","0.921","0.932","1.013","1.253","1.118","1.095","1.034","0.904","0.848","0.886","1.148","1.435","1.323","1.112","1.318","1.436","1.383","1.45","1.224","1.085","1.168","1.192","1.323","1.157","1.059","1.018","1.089","1.462","1.295","1.122","0.587","0.642","0.652","0.755","1.026"
PbRatio,"0.637","0.483","1.03","1.037","1.137","1.16","1.125","1.408","1.439","1.155","1.302","1.331","1.266","1.378","1.656","1.513","1.482","1.569","1.651","1.58","1.789","1.902","1.892","2.076","2.337","2.234","2.231","2.222","1.994","2.15","2.214","2.61","2.589","2.879","2.924","2.413","3.093","3.576","3.073","3.182","3.131","3.378","3.635","3.662","4.241","4.36","3.937","4.334","5.872","6.035","6.184","5.96","6.059","5.426","5.7","5.172","5.685","6.27","6.089","7.17","5.585","5.039","3.952","3.596","3.584","3.527","3.643","3.172","3.026","3.206","3.306","3.643","4.123","4.07","3.849","3.42","3.342","3.556","3.632","3.683","3.465","2.892","3.048","3.069","2.89","2.999","2.554","2.406","2.697","2.785","3.098","2.758","2.477","2.225","2.247","2.482","1.848","1.77","1.627","1.652","1.679","1.647","1.504"
EnterprisesValueRevenueRatio,"0.432","1.736","2.934","2.782","2.791","3.201","3.076","3.134","3.297","3.347","3.885","4.593","4.272","4.477","5.189","5.394","5.772","7.258","5.734","4.872","5.661","6.743","5.509","4.926","5.598","5.089","5.491","5.073","4.748","4.663","5.826","4.725","4.707","5.143","4.64","3.918","5.17","6.373","5.137","5.523","5.105","5.227","6.014","5.757","6.171","6.449","4.24","3.745","5.303","6.363","7.182","6.952","6.998","5.772","6.233","4.915","5.377","6.422","4.328","5.118","4.336","4.798","3.423","3.243","3.201","3.391","3.698","3.074","2.96","2.277","2.525","2.602","2.987","3.335","3.121","2.457","2.126","2.112","2.086","2.448","2.5","2.292","3.102","3.478","3.718","4.597","3.457","3.184","3.647","4.135","3.667","3.608","3.423","3.129","2.973","3.448","3.41","3.727","-33.807","2.567","2.396","2.522","1.795"
EnterprisesValueEBITDARatio,"4.249","49.698","28.655","22.973","21.382","29.697","14.977","20.446","46.314","22.894","34.578","33.983","114.929","35.575","16.676","20.691","193.857","119.783","60.513","31.156","41.644","44.338","37.035","29.87","26.176","29.129","26.364","38.441","40.532","28.51","23.124","25.036","34.458","25.642","26.005","23.431","34.893","35.247","28.083","42.465","35.857","38.646","37.36","33.595","67.064","50.112","29.412","16.476","26.584","40.432","38.85","31.808","36.076","26.032","31.37","22.857","27.648","33.579","41.135","26.157","28.402","32.733","20.239","17.946","14.163","18.346","27.557","18.699","18.136","13.652","14.132","14.797","24.682","33.613","23.896","16.346","13.08","11.525","11.681","14.887","15.414","14.191","16.271","17.374","24.771","30.453","25.332","18.55","22.381","25.096","25.557","19.444","17.816","15.628","-1.28","3.203","20.907","3.49","-0.952","2.428","2.276","2.36","9.411"
