name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"2,606,120,571","6,694,039,765","5,244,973,936","5,495,620,204","3,942,153,399","2,802,529,816","1,806,123,736","1,691,362,466"
PeRatio,"3.888","20.654","3.739","5.694","9.47","9.967","4.61","8.22"
ForwardPeRatio,"7.337","7.474","6.317",,"7.082",,"7.252",
PsRatio,"1.666","5.815","2.94","3.97","6.993","7.293","3.799","12.781"
PbRatio,"0.586","0.991","0.913","1.202","1.26","0.999","1.146","1.341"
