name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,07/31/1993,07/31/1992,07/31/1991,07/31/1990,07/31/1989
TotalAssets,"24,610,225,000","24,519,598,000","21,383,953,000","19,129,356,000","13,335,915,000","9,518,151,000","9,008,870,000","6,966,140,000","4,951,900,000","4,213,115,000","3,167,356,000","1,558,145,000","1,499,440,000","1,084,774,000","842,001,000","382,314,000","412,019,000","422,976,000","440,559,000","458,312,000","453,100,000","335,000,000","315,500,000","301,000,000","226,800,000","222,200,000","196,500,000","191,100,000","122,000,000","148,700,000","158,200,000"
	CashCashEquivalentsAndFederalFundsSold,"1,658,978,000","2,769,274,000","1,299,305,000","1,234,755,000","1,199,169,000","794,506,000","945,938,000","695,081,000","250,035,000","390,037,000","286,693,000","257,488,000","61,227,000","177,145,000","78,134,000","21,151,000","12,241,000","13,915,000","16,505,000","14,589,000","16,900,000","12,800,000","15,400,000","8,000,000","6,300,000","6,900,000","7,000,000","5,000,000","2,300,000","1,600,000","1,200,000"
		CashAndCashEquivalents,"1,142,596,000","1,936,560,000","696,283,000","912,932,000","811,019,000","689,782,000","716,560,000","403,941,000","167,671,000","253,529,000","161,820,000","239,725,000","47,963,000","20,982,000","12,535,000","21,151,000","12,241,000","13,915,000","16,505,000","14,589,000","16,900,000","12,800,000","15,400,000","8,000,000","6,300,000","6,900,000","7,000,000","5,000,000","2,300,000","1,600,000","1,200,000"
			CashAndDueFromBanks,"1,142,596,000","1,936,560,000","696,283,000","912,932,000","811,019,000","689,782,000","716,560,000","403,941,000","167,671,000","253,529,000","161,820,000","239,725,000","47,963,000","20,982,000","12,535,000","21,151,000","12,241,000","13,915,000","16,505,000","14,589,000","16,900,000","12,800,000","15,400,000","8,000,000","6,300,000","6,900,000","7,000,000","5,000,000","2,300,000","1,600,000","1,200,000"
		RestrictedCashAndInvestments,"131,374,000","132,814,000","90,802,000","73,235,000","227,727,000","49,646,000","4,303,000","132,445,000","6,909,000","12,891,000","19,000","40,000","19,000","18,000",,,,,,,,,,,,,,,,,
			RestrictedCashAndCashEquivalents,"131,374,000","132,814,000","90,802,000","73,235,000","227,727,000","49,646,000","4,303,000","132,445,000","6,909,000","12,891,000","19,000",,,,,,,,,,,,,,,,,,,,
		MoneyMarketInvestments,"385,008,000","699,900,000","512,220,000","248,588,000","160,423,000","55,078,000","225,075,000","158,695,000","75,455,000","123,617,000","124,854,000","17,723,000","13,245,000","156,145,000","65,599,000",,,,,,,,,,,,,,,,
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,"385,008,000","699,900,000","512,220,000","248,588,000","160,423,000","55,078,000","225,075,000","158,695,000","75,455,000","123,617,000","124,854,000","17,723,000","13,245,000","156,145,000","65,599,000",,,,,,,,,,,,,,,,
				SecurityAgreeToBeResell,"385,008,000","699,900,000","512,220,000","248,588,000","160,423,000","55,078,000","225,075,000","158,695,000","75,455,000","123,617,000","124,854,000",,,,,,,,,,,,,,,,,,,,
	CustomerAcceptances,,,,,,,,,,,,"280,143,000","495,289,000","274,269,000","259,389,000","201,303,000","255,499,000","264,646,000","264,155,000","305,478,000","313,000,000","213,700,000","218,300,000","235,200,000","4,300,000","5,600,000",,,"72,700,000","104,000,000","97,800,000"
	ForeclosedAssets,,,,,,,,,,"1,577,000","3,143,000",,,,,,,,,,,,,,,,,,,,
	OtherRealEstateOwned,,,,,,,,"373,000","708,000",,,,,,,,,,,,,,,,,,,,,,
