name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013
MarketCap,"16,606,914,651","14,508,349,495","29,034,212,692","25,595,170,480","27,312,745,784","29,342,428,942","28,335,227,910","34,311,883,868","36,997,742,884","39,994,125,496","34,720,849,472","34,857,085,988","20,688,488,222","21,272,053,079","15,485,923,457","10,867,314,706","10,391,608,793","13,685,361,540","23,753,589,913","22,428,977,296","24,669,867,730","27,665,327,306","19,614,913,528","16,335,804,066","12,050,655,607","14,173,760,488","9,874,812,111","9,800,520,979","8,997,104,748","6,443,872,319"
EnterpriseValue,"13,673,979,645","11,541,442,094","27,506,301,428","24,458,400,286","30,173,439,331","31,302,662,912","31,739,475,440","37,034,894,353","41,772,889,000","46,281,576,796","42,234,628,912","42,220,084,153","28,222,474,668","28,153,968,388","23,614,423,315","17,734,341,645","18,610,686,307","21,158,535,632","34,228,497,583","33,700,104,329","36,064,207,909","39,185,433,345","36,558,934,054","32,646,248,130","29,989,826,958","28,175,883,980","25,526,976,417","23,178,474,478","22,332,262,672","18,521,724,165"
PeRatio,"4.392","3.812","9.044","6.23","6.642","6.239","6.384","6.778","6.588","7.442","7.38","8.317","7.226","8.661","8.458","15.132","15.81","129.305","32.727","15.951","19.422","32.742","11.479","11.691","13.737","11.52","20.313","21.54","30.166","14.617"
ForwardPeRatio,"3.559","2.289","4.158","3.467","4.039","4.492","3.745","4.492","4.838","4.836","5.931","6.031","4.656","5.397","4.929","3.238","4.075","4.916","10.225","9.662","10.482","12.804","14.085","8.562","6.897",,,,,
PegRatio,"4.09",,"4.779","4.127","4.807","1.639","0.692","0.809","0.809","2.26","2.024","2.059","6.045","0.423","0.401","0.24","0.339","0.36","0.682","0.568","0.553","0.22","0.241","0.123","0.076",,,,,
PsRatio,"0.109","0.095","0.191","0.172","0.175","0.188","0.174","0.211","0.231","0.234","0.205","0.206","0.127","0.141","0.121","0.079","0.075","0.097","0.168","0.153","0.169","0.193","0.126","0.107","0.099","0.12","0.085","0.086","0.083","0.061"
PbRatio,"0.531","0.461","0.944","0.863","0.935","1.058","1.083","1.311","1.487","1.568","1.434","1.489","0.91","1.039","0.97","0.584","0.586","0.75","1.53","1.358","1.477","1.903","1.549","1.349","0.934","1.238","1.15","1.126","1.105","0.557"
EnterprisesValueRevenueRatio,"0.131","0.561","0.928","0.895","1.128","1.279","1.077","1.342","1.441","1.712","1.463","1.598","1.011","1.016","0.795","0.661","0.667","0.796","1.245","1.227","1.234","1.485","1.35","1.386","1.286","1.273","1.064","1.118","1","0.937"
EnterprisesValueEBITDARatio,"1.578","17.356","8.253","12.873","10.909","13.021","12.645","16.773","14.208","14.949","14.778","13.335","6.739","9.126","9.055","6.331","7.356","7.86","20.632","18.901","13.181","17.447","16.028","15.072","13.589","23.19","13.521","11.537","10.156","10.863"
