name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,06/30/2010,03/31/2010
MarketCap,"10,032,795,559","11,793,247,970","9,718,319,140","10,668,960,292","12,368,137,365","8,402,937,180","9,413,444,363","12,237,477,672","9,580,041,108","10,258,314,066","8,294,442,371","5,632,011,534","4,316,855,202","3,251,425,004","2,828,062,373","2,284,903,798","2,396,546,092","1,960,639,383","1,525,170,178","1,530,811,991","1,234,930,230","1,647,409,465","1,594,853,753","1,553,388,793","1,520,588,153","1,885,108,472","1,160,735,716","977,976,380","1,006,093,200","1,042,156,079","1,012,266,120","712,043,394","709,010,841","856,088,730","825,341,881","1,073,125,309","1,051,421,651","899,472,016","882,389,705"
EnterpriseValue,"14,565,817,432","11,793,247,970","9,718,319,140","10,668,960,292","12,368,137,365","8,402,937,180","9,413,444,363","12,237,477,672","9,580,041,108","10,258,314,066","8,294,442,371","5,632,011,534","4,316,855,202","3,251,425,004","2,828,062,373","2,284,903,798","2,396,546,092","1,960,639,383","1,525,170,178","1,530,811,991","1,234,930,230","1,647,409,465","1,594,853,753","1,553,388,793","1,520,588,153","1,885,108,472","1,160,735,716","977,976,380","1,006,093,200","1,042,156,079","1,012,266,120","712,043,394","709,010,841","856,088,730","825,341,881","1,073,125,309","1,051,421,651","899,472,016","882,389,705"
PeRatio,"40.193","116.333","97.608","103.592","68.438","47.457","53.525","67.065","48.901","70.625","63.664","44.017","37.636","45.46","37.977","30.533","36.337","41.247","31.474","30.831","25.27","38.098","37.042","36.491","34.031","54.293","34.251","32.792","36.021","37.473","43.177","38.139","39.273","24.965","24.366","31.99","35.799","36.103","32.002"
ForwardPeRatio,"97.087","29.586","27.548","35.461","35.587","25.189","26.596","45.249","33.784","35.971","31.746",,,,,,,,,,"26.81","35.714","34.722","34.247","33.445","30.581","20.202","19.841","22.026","21.053","26.247","23.202","17.483","25.381","20.08","20.284","18.762",,
PegRatio,,,,,,,,,,,,,,,,,,,,,"0.216","0.287","0.279","0.275","0.269","0.246","0.162","0.16","0.177","0.169","0.21","0.51","0.384","0.703","0.702","0.635","0.47",,
PsRatio,"6.48","8.218","6.896","7.318","9.675","6.709","7.566","9.48","7.437","9.627","8.452","5.843","4.624","3.934","3.286","2.642","2.74","2.504","1.911","1.872","1.558","2.343","2.278","2.244","2.281","3.127","1.972","1.777","1.959","2.038","2.382","1.862","2.02","2.858","2.79","3.663","3.86","4.162","4.166"
PbRatio,"9.604","11.248","9.909","11.476","11.604","8.024","9.711","12.54","9.385","10.911","9.907","6.85","5.509","4.772","3.827","3.261","4.518","3.646","2.834","2.93","2.383","3.21","3.292","3.426","3.351","4.197","2.759","2.431","2.536","2.639","2.753","2.022","1.994","2.53","2.455","3.223","3.284","3.061","6.255"
EnterprisesValueRevenueRatio,"1.299","4.051","3.181","3.732","5.181","3.132","3.401","4.854","4.581","4.61","3.495","2.831","2.71","1.947","1.594","1.379","1.667","1.302","0.953","1.05","1.02","1.271","1.149","1.246","1.471","1.683","1.012","0.945","1.161","1.18","1.133","0.892","1.092","1.316","1.317","1.959","2.477","2.05","2.588"
EnterprisesValueEBITDARatio,"3.763","10.596","9.603","8.407","25.929","147.518","7.633","15.365","21.726","20.957","9.356","7.785","11.344","8.345","5.057","4.012","9.04","6.198","3.321","4.092","8.112","7.757","4.516","5.082","13.042","8.801","3.947","4.021","9.965","8.007","4.7","4.202","10.573","7.551","6.543","10.255","28.784","8.472","49.456"
