name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"2,032,114,320","2,134,760,701","1,152,717,138","1,242,848,749","873,815,070","700,240,608","375,346,289","221,865,260"
EnterpriseValue,,,"2,650,485,138","2,549,078,749","1,717,242,070","1,440,717,608","739,071,289","469,273,260"
PeRatio,"22.395","46.638","29.308","39.443","67.821","99.579",,"21.297"
ForwardPeRatio,"19.802","22.124","14.104","17.301","13.755","14.97","12.953","13.055"
PegRatio,"6.598","8.847","4.704","1.385","2.294","1.426",,
PsRatio,"12.71","20.846","13.698","18.785","18.544","18.371","9.996","11.624"
PbRatio,"2.17","2.428","1.792","1.909","1.79","2.075","1.747","1.39"
EnterprisesValueRevenueRatio,"20.68",,"31.897","40.857","40.822","45.88","28.575","32.118"
