name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalRevenue,"8,420,751,000","2,329,662,000","2,170,199,000","2,308,962,000","1,611,928,000","2,187,782,000","1,888,432,000","1,868,883,000","1,288,054,000","1,751,440,000","1,548,412,000","1,561,968,000","1,348,361,000","2,014,865,000","1,474,915,000","1,378,380,000","1,093,461,000","1,081,470,000","898,586,000","861,015,000","622,904,000","739,114,000","545,066,000","506,782,000","341,987,000","385,996,000","331,235,000","294,961,000","204,356,000","221,755,000"
	OperatingRevenue,"8,420,751,000","2,329,662,000","2,170,199,000","2,308,962,000","1,611,928,000","2,187,782,000","1,888,432,000","1,868,883,000","1,288,054,000","1,751,440,000","1,548,412,000","1,561,968,000","1,348,361,000","2,014,865,000","1,474,915,000","1,378,380,000","1,093,461,000","1,081,470,000","898,586,000","861,015,000","622,904,000","739,114,000","545,066,000","506,782,000","341,987,000","385,996,000","331,235,000","294,961,000","204,356,000","221,755,000"
CostOfRevenue,"960,292,000","265,110,000","247,098,000","263,630,000","184,454,000","250,099,000","215,357,000","208,691,000","146,141,000","322,674,000","304,028,000","287,390,000","444,593,000","960,933,000","585,092,000","463,750,000","383,390,000","268,948,000","159,717,000","137,320,000","103,136,000","122,935,000","96,663,000","93,484,000","68,416,000","87,818,000","65,037,000","57,824,000","41,557,000","49,180,000"
GrossProfit,"7,460,459,000","2,064,552,000","1,923,101,000","2,045,332,000","1,427,474,000","1,937,683,000","1,673,075,000","1,660,192,000","1,141,913,000","1,428,766,000","1,244,384,000","1,274,578,000","903,768,000","1,053,932,000","889,823,000","914,630,000","710,071,000","812,522,000","738,869,000","723,695,000","519,768,000","616,179,000","448,403,000","413,298,000","273,571,000","298,178,000","266,198,000","237,137,000","162,799,000","172,575,000"
OperatingExpense,"4,702,366,000","1,094,887,000","1,426,113,000","1,335,311,000","846,055,000","1,134,060,000","1,074,037,000","987,530,000","689,702,000","827,251,000","717,222,000","707,335,000","556,435,000","780,303,000","595,294,000","522,856,000","516,634,000","478,002,000","453,232,000","345,658,000","318,155,000","315,125,000","246,817,000","159,988,000","125,286,000","148,679,000","98,658,000","91,257,000","70,814,000","92,300,000"
	SellingGeneralAndAdministration,"3,411,312,000","794,696,000","1,064,426,000","974,708,000","577,482,000","837,983,000","776,778,000","674,409,000","460,912,000","561,028,000","509,772,000","491,961,000","366,709,000","612,602,000","446,348,000","383,639,000","401,144,000","396,734,000","379,455,000","284,803,000","260,147,000","263,253,000","204,899,000","124,736,000","95,933,000","124,972,000","76,365,000","71,487,000","54,933,000","78,655,000"
		GeneralAndAdministrativeExpense,"317,967,000","59,688,000","108,714,000","81,807,000","67,758,000","65,326,000","100,269,000","86,371,000","62,880,000","54,456,000","87,438,000","79,676,000","60,381,000","95,021,000","62,499,000","77,257,000","72,017,000","67,220,000","43,895,000","40,552,000","41,988,000","42,926,000","27,545,000","29,752,000","29,528,000","28,741,000","19,123,000","16,746,000","17,919,000","33,265,000"
			OtherGandA,"317,967,000","59,688,000","108,714,000","81,807,000","67,758,000","65,326,000","100,269,000","86,371,000","62,880,000","54,456,000","87,438,000","79,676,000","60,381,000","95,021,000","62,499,000","77,257,000","72,017,000","67,220,000","43,895,000","40,552,000","41,988,000","42,926,000","27,545,000","29,752,000","29,528,000","28,741,000","19,123,000","16,746,000","17,919,000","33,265,000"
		SellingAndMarketingExpense,"3,093,345,000","735,008,000","955,712,000","892,901,000","509,724,000","772,657,000","676,509,000","588,038,000","398,032,000","506,572,000","422,334,000","412,285,000","306,328,000","517,581,000","383,849,000","306,382,000","329,127,000","329,514,000","335,560,000","244,251,000","218,159,000","220,327,000","177,354,000","94,984,000","66,405,000","96,231,000","57,242,000","54,741,000","37,014,000","45,390,000"
	ResearchAndDevelopment,"1,291,054,000","300,191,000","361,687,000","360,603,000","268,573,000","296,077,000","297,259,000","313,121,000","228,790,000","266,223,000","207,450,000","215,374,000","189,726,000","167,701,000","148,946,000","139,217,000","115,490,000","81,268,000","73,777,000","60,855,000","58,008,000","51,872,000","41,918,000","35,252,000","29,353,000","23,707,000","22,293,000","19,770,000","15,881,000","13,645,000"
