name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013
TotalRevenue,"6,037,000,000","1,522,000,000","1,495,000,000","1,510,000,000","1,510,000,000","1,478,000,000","1,458,000,000","1,457,000,000","1,403,000,000","1,363,000,000","1,366,000,000","1,344,000,000","1,300,000,000","1,293,000,000","1,265,000,000","1,278,000,000","1,192,000,000","1,143,000,000","1,128,000,000","1,120,000,000","1,101,000,000","1,104,000,000","1,073,000,000","1,055,000,000","1,348,000,000","1,083,000,000","1,057,000,000","1,066,000,000","1,100,000,000","1,108,000,000"
	OperatingRevenue,"6,037,000,000","1,522,000,000","1,495,000,000","1,510,000,000","1,510,000,000","1,478,000,000","1,458,000,000","1,457,000,000","1,403,000,000","1,363,000,000","1,366,000,000","1,344,000,000","1,300,000,000","1,293,000,000","1,265,000,000","1,278,000,000","1,192,000,000","1,143,000,000","1,128,000,000","1,120,000,000","1,101,000,000","1,104,000,000","1,073,000,000","1,055,000,000","1,348,000,000","1,083,000,000","1,057,000,000","1,066,000,000","1,100,000,000","1,108,000,000"
PretaxIncome,"1,730,000,000","45,000,000","541,000,000","564,000,000","580,000,000","566,000,000","557,000,000","576,000,000","549,000,000","501,000,000","503,000,000","513,000,000","462,000,000","434,000,000","414,000,000","427,000,000","361,000,000","332,000,000","331,000,000","335,000,000","282,000,000","315,000,000","283,000,000","274,000,000","476,000,000","235,000,000","208,000,000","220,000,000","-4,178,000,000","282,000,000"
TaxProvision,"344,000,000","11,000,000","91,000,000","115,000,000","127,000,000","127,000,000","92,000,000","133,000,000","124,000,000","113,000,000","-163,000,000","165,000,000","144,000,000","114,000,000","132,000,000","130,000,000","118,000,000","109,000,000","110,000,000","115,000,000","92,000,000","106,000,000","86,000,000","85,000,000","163,000,000","69,000,000","56,000,000","76,000,000","-273,000,000","99,000,000"
NetIncomeCommonStockholders,"1,306,000,000","12,000,000","427,000,000","432,000,000","435,000,000","424,000,000","450,000,000","436,000,000","425,000,000","381,000,000","666,000,000","341,000,000","318,000,000","313,000,000","282,000,000","290,000,000","243,000,000","216,000,000","221,000,000","213,000,000","190,000,000","209,000,000","197,000,000","189,000,000","313,000,000","166,000,000","152,000,000","144,000,000","-3,905,000,000","183,000,000"
	NetIncome,"1,386,000,000","34,000,000","450,000,000","449,000,000","453,000,000","439,000,000","465,000,000","443,000,000","425,000,000","388,000,000","666,000,000","348,000,000","318,000,000","320,000,000","282,000,000","297,000,000","243,000,000","223,000,000","221,000,000","220,000,000","190,000,000","209,000,000","197,000,000","189,000,000","313,000,000","166,000,000","152,000,000","144,000,000","-3,905,000,000","183,000,000"
		NetIncomeIncludingNoncontrollingInterests,"1,386,000,000","34,000,000","450,000,000","449,000,000","453,000,000","439,000,000","465,000,000","443,000,000","425,000,000","388,000,000","666,000,000","348,000,000","318,000,000","320,000,000","282,000,000","297,000,000","243,000,000","223,000,000","221,000,000","220,000,000","190,000,000","209,000,000","197,000,000","189,000,000","313,000,000","166,000,000","152,000,000","144,000,000","-3,905,000,000","183,000,000"
			NetIncomeContinuousOperations,"1,386,000,000","34,000,000","450,000,000","449,000,000","453,000,000","439,000,000","465,000,000","443,000,000","425,000,000","388,000,000","666,000,000","348,000,000","318,000,000","320,000,000","282,000,000","297,000,000","243,000,000","223,000,000","221,000,000","220,000,000","190,000,000","209,000,000","197,000,000","189,000,000","313,000,000","166,000,000","152,000,000","144,000,000","-3,905,000,000","183,000,000"
	PreferredStockDividends,"80,000,000","22,000,000","23,000,000","17,000,000","18,000,000","15,000,000","15,000,000","7,000,000",,"7,000,000","0","7,000,000",,"7,000,000","0","7,000,000",,"7,000,000","0","7,000,000",,"-6,000,000",,,,,,,,
DilutedNIAvailtoComStockholders,"1,306,000,000","12,000,000","427,000,000","432,000,000","435,000,000","424,000,000","450,000,000","436,000,000","425,000,000","381,000,000","666,000,000","341,000,000","318,000,000","313,000,000","282,000,000","290,000,000","243,000,000","216,000,000","221,000,000","213,000,000","190,000,000","209,000,000","197,000,000","189,000,000","313,000,000","166,000,000","152,000,000","144,000,000","-3,905,000,000","183,000,000"
