name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,05/31/1997
TotalAssets,"1,386,672,000","1,138,370,000","927,607,000","852,468,000","717,010,000","647,270,000","539,899,000","510,772,000","447,689,000","411,722,000","340,037,000","328,219,000","328,384,000","303,309,000","265,100,000","262,388,000","267,272,000","314,382,000","321,178,000","484,120,000","464,700,000","398,200,000","376,300,000","573,100,000"
	CurrentAssets,"236,589,000","243,784,000","402,933,000","344,873,000","310,953,000","351,414,000","258,646,000","233,470,000","194,796,000","163,582,000","127,862,000","120,216,000","105,951,000","87,082,000","63,000,000","68,629,000","58,577,000","48,027,000","42,983,000","52,086,000","41,900,000","35,700,000","67,100,000","53,400,000"
		CashCashEquivalentsAndShortTermInvestments,"33,766,000","26,642,000","235,336,000","202,463,000","193,441,000","215,093,000","168,195,000","137,663,000","119,151,000","91,259,000","67,870,000","52,680,000","46,377,000","35,841,000","16,921,000","27,554,000","20,031,000","12,227,000","16,871,000","19,701,000","11,900,000","1,700,000","10,300,000","10,800,000"
			CashAndCashEquivalents,"33,766,000","26,642,000","235,336,000","202,463,000","193,441,000","214,879,000","167,795,000","134,177,000","107,057,000","91,259,000","67,870,000","52,680,000","46,377,000","35,841,000","16,921,000","27,554,000","20,031,000","12,227,000","16,871,000","19,701,000","11,900,000","1,700,000","10,300,000","10,800,000"
			OtherShortTermInvestments,,,,,,"214,000","400,000","3,486,000","12,094,000",,,"0",,,,,,,,,,,,
		Receivables,"178,096,000","184,899,000","139,356,000","115,525,000","99,945,000","97,100,000","66,337,000","69,417,000","56,116,000","47,638,000","41,898,000","46,322,000","45,997,000","41,694,000","37,155,000","34,611,000","33,623,000","32,451,000","26,112,000","32,385,000","30,000,000","33,500,000","53,400,000","32,000,000"
			AccountsReceivable,"141,566,000","138,018,000","125,452,000","107,336,000","89,352,000","91,681,000","53,521,000","52,270,000","53,012,000","47,638,000","41,898,000","43,141,000","40,855,000","41,694,000","37,155,000","34,611,000","33,623,000","32,451,000","25,223,000","32,385,000",,,,
				GrossAccountsReceivable,"160,048,000","153,923,000","137,673,000","115,893,000","98,071,000","101,765,000","64,837,000","63,090,000","62,991,000",,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-18,482,000","-15,905,000","-12,221,000","-8,557,000","-8,719,000","-10,084,000","-11,316,000","-10,820,000","-9,979,000",,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,"3,444,000",,,,,,,,,,,
			NotesReceivable,"25,404,000","36,759,000","13,904,000","7,873,000","5,107,000","3,961,000","12,816,000","14,415,000","3,104,000",,,,,,,,,,,,,,,
