name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001
TotalRevenue,"6,695,361,000","6,966,923,000","6,803,955,000","6,471,410,000","6,028,199,000","5,731,549,000","5,324,746,000","4,627,802,000","4,525,721,000","4,637,143,000","4,326,713,000","3,891,275,000","4,248,770,000","4,474,537,000","4,472,832,000","4,683,683,000","4,632,741,000","4,669,665,000","4,920,840,000","5,010,548,000"
CostOfRevenue,"4,122,330,000","4,247,593,000","4,147,436,000","3,980,859,000","3,752,151,000","3,595,217,000","3,420,339,000","3,016,109,000","3,105,674,000","3,096,772,000","2,911,944,000","2,626,001,000","2,871,420,000","3,033,627,000","2,987,500,000","3,223,571,000","3,092,026,000","3,010,383,000","3,278,506,000","3,337,522,000"
GrossProfit,"2,573,031,000","2,719,330,000","2,656,519,000","2,490,551,000","2,276,048,000","2,136,332,000","1,904,407,000","1,611,693,000","1,420,047,000","1,540,371,000","1,414,769,000","1,265,274,000","1,377,350,000","1,440,910,000","1,485,332,000","1,460,112,000","1,540,715,000","1,659,282,000","1,642,334,000","1,673,026,000"
OperatingExpense,"1,798,815,000","1,829,600,000","1,788,568,000","1,739,631,000","1,500,399,000","1,541,214,000","1,340,453,000","1,096,507,000","979,932,000","1,062,090,000","1,010,581,000","940,530,000","1,009,607,000","1,008,610,000","1,051,833,000","1,100,632,000","1,115,430,000","1,111,668,000","1,146,549,000","1,500,294,000"
	SellingGeneralAndAdministration,"1,798,815,000","1,829,600,000","1,788,568,000","1,739,631,000","1,500,399,000","1,541,214,000","1,340,453,000","1,096,507,000","979,932,000","1,062,090,000","1,010,581,000","940,530,000","1,009,607,000","1,040,754,000","1,051,833,000","1,053,654,000","1,087,964,000","1,126,065,000","1,146,549,000","1,299,844,000"
	OperatingExpense,"1,798,815,000","1,829,600,000","1,788,568,000","1,739,631,000","1,500,399,000","1,541,214,000","1,340,453,000","1,096,507,000","979,932,000","1,062,090,000","1,010,581,000","940,530,000","1,009,607,000","1,008,610,000","1,051,833,000","1,100,632,000","1,115,430,000","1,111,668,000","1,146,549,000","1,500,294,000"
OperatingIncome,"774,216,000","889,730,000","867,951,000","750,920,000","775,649,000","595,118,000","563,954,000","515,186,000","440,115,000","478,281,000","404,188,000","324,744,000","367,743,000","432,300,000","433,499,000","359,480,000","425,285,000","547,614,000","495,785,000","172,732,000"
InterestExpense,"167,369,000","178,579,000","194,675,000","174,435,000","152,692,000","118,035,000","96,387,000","101,884,000","136,855,000","156,297,000","150,236,000",,,,,,,,,
OtherIncomeExpense,"-30,463,000","-31,424,000","-26,395,000","-39,215,000","-51,758,000","-3,210,000","-2,599,000","-17,501,000","-40,315,000","-6,377,000","20,221,000","-103,189,000","-49,629,000","-16,822,000","101,000",,,,"-27,580,000",
PretaxIncome,"576,384,000","679,727,000","646,881,000","537,270,000","571,199,000","473,873,000","464,968,000","395,801,000","262,945,000","315,607,000","233,731,000","58,276,000","163,037,000","184,126,000","416,320,000","345,516,000","400,872,000","550,000,000","479,449,000","163,733,000"
TaxProvision,"64,626,000","79,007,000","93,797,000","473,279,000","34,272,000","45,018,000","60,449,000","65,307,000","30,502,000","48,919,000","22,438,000","6,993,000","35,868,000","57,999,000","93,827,000","127,007,000","-48,680,000","121,560,000","-139,488,000","-12,885,000"
NetIncomeContinuousOperations,"511,758,000","600,720,000","553,084,000","63,991,000","536,927,000","428,855,000","404,519,000","330,494,000","232,443,000","266,688,000","211,293,000","51,283,000","127,169,000","126,127,000","322,493,000","218,509,000","449,552,000","428,440,000","339,961,000","150,848,000"
NetIncome,"511,758,000","600,720,000","553,084,000","61,894,000","539,382,000","428,855,000","404,519,000","330,494,000","164,681,000","266,688,000","211,293,000","51,283,000","127,169,000","126,127,000","322,493,000","218,509,000","449,552,000","428,440,000","339,961,000","150,848,000"
NetIncomeCommonStockholders,"511,758,000","600,720,000","553,084,000","61,894,000","539,382,000","428,855,000","404,519,000","330,494,000","164,681,000","266,688,000","211,293,000","51,283,000","127,169,000","126,127,000","322,493,000","218,509,000","449,552,000","428,440,000","339,961,000","150,848,000"
BasicEPS,,,"1.52","0.17","1.41","1.07","1.005","0.828","0.418","0.683","0.548","0.135","0.338","0.328","0.838","0.567","1.168","1.113","0.883","0.392"
DilutedEPS,,,"1.52","0.17","1.4","1.06","0.993","0.813","0.41","0.673","0.54","0.135","0.335","0.325","0.838","0.567","1.168","1.113","0.883","0.392"
BasicAverageShares,,,"363,513,000","367,680,000","381,782,000","399,891,000","402,300,000","399,436,000","394,836,000","390,840,000","386,000,000","380,632,000","376,684,000","383,744,000","385,224,928","385,224,000","385,224,000","385,224,000","385,224,000","385,224,000"
DilutedAverageShares,,,"364,505,000","369,426,000","384,566,000","403,659,000","408,044,000","407,292,000","401,076,000","397,004,000","391,096,000","382,672,000","380,656,000","386,964,000","385,224,928","385,224,000","385,224,000","385,224,000","385,224,000","385,224,000"
Ebitda,,"979,204,000","973,352,000","834,192,000","827,066,000","695,811,000","659,557,000","588,575,000","492,836,000","569,006,000","490,800,000","421,499,000","488,920,000","570,451,000","547,703,000","477,371,000","539,514,000","656,269,000","495,785,000","172,732,000"
