name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002
MarketCap,"4,973,359,867","10,285,341,698","8,149,384,026","8,455,722,854","7,349,098,111","5,555,746,157","4,016,003,694","4,119,344,931","7,234,986,742","7,080,298,095","7,144,443,654","6,546,292,634","7,070,048,170","6,325,297,324","6,122,350,177","4,546,906,742","3,266,152,067","2,664,690,895","3,611,638,814","3,741,158,498","4,366,797,724","5,514,467,387","7,320,921,906","6,364,308,752","7,640,111,157","6,553,515,567","7,024,576,164","10,614,164,444","9,642,942,027","9,291,470,643","8,426,278,894","8,695,615,980","6,352,147,469","5,444,592,202","6,736,517,695","6,372,690,398","5,737,715,756","5,068,980,341","4,723,467,209","4,043,681,501","4,377,844,235","4,398,116,937","3,369,396,969","2,548,322,474","2,732,080,566","1,552,012,887","5,853,008,172","5,049,998,770","5,354,160,640","5,627,549,199","5,021,519,192","3,849,356,799","3,857,274,016","3,428,941,070","2,682,776,153","2,507,341,959","1,921,801,909","1,979,894,839","1,714,465,899","1,402,330,579","1,705,357,118","1,344,232,399","1,245,123,739","1,413,599,999","1,583,464,525","1,241,706,199","1,048,045,599","682,368,819","734,773,107","583,260,159","991,086,600"
EnterpriseValue,"6,977,279,465","13,026,943,636","10,611,447,736","11,105,171,705","9,936,673,151","8,163,941,043","6,594,752,396","6,582,476,420","10,194,800,142","10,033,358,810","10,366,027,107","9,498,078,289","10,425,968,350","9,517,005,502","9,437,046,244","7,779,568,548","6,207,722,090","5,175,477,472","6,513,902,206","6,347,270,529","7,533,916,100","8,775,473,928","10,682,638,723","9,566,490,577","10,705,510,362","9,523,204,266","10,065,781,660","14,154,925,732","13,125,588,337","12,641,469,807","11,440,714,128","12,227,482,356","9,786,939,886","8,949,831,477","10,514,699,203","10,108,417,337","9,448,380,856","8,762,993,255","8,253,442,457","7,220,418,619","7,696,297,532","7,617,985,206","9,145,731,739","5,094,393,290","5,427,284,696","4,494,635,488","9,266,982,506","8,090,293,561","8,286,081,398","8,650,193,232","7,972,376,585","6,757,752,738","6,682,419,846","6,226,154,708","5,476,133,403","5,329,893,113","4,664,495,958","4,854,937,633","4,554,695,535","3,971,158,128","4,320,186,250","3,792,935,644","3,583,367,814","3,839,641,044","4,003,859,163","3,636,019,786","3,423,631,701","2,819,074,671","2,843,178,069","2,631,568,726","3,100,994,823"
PeRatio,"7.752","10.839","10.636","11.205","14.539","11.002","7.107","6.538","8.431","8.299","9.012","7.19","9.121","15.835","23.565","153.306","117.423","13.855","14.84","8.214","7.844","7.375","8.47","6.829","8.737","8.01","8.175","11.485","10.222","13.989","11.734","13.021","9.188","7.499","5.959","7.192","6.245","5.303","6.036","4.889","5.659","89.199","21.466","344.583","100.082","6.391","8.28",,"9.096","12.219","13.094","10.193","9.228","8.484","6.647","5.243","6.035","5.931","4.24","6.834","8.831","6.674","10.289","5.258","5.482","4.744","54.213",,,"10.144","12.985"
ForwardPeRatio,"9.94","15.48","10.834","10","8.772",,"5.995","5.924","8.977",,,,,,,,,,,,"9.251","7.924","7.402","6.658","5.371","4.535","5.043","9.225","12.225","13.193","10.449","9.524","7.236","5.938","6.969","7.831","7.262","12.837",,"10.46",,"15.083","12.315",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,"0.798","0.684","0.638","0.574","0.463","0.391","0.435","0.796","1.055","1.139","0.901","0.822","1.019","2.302","1.108","1.245","1.155","1.713",,"1.046",,"1.509","0.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.453","2.276","2.036","1.976","1.858","1.406","1.085","1.076","1.661","1.635","1.55","1.47","1.669","1.602","1.62","1.435","1.099","0.983","1.015","1.045","0.998","1.19","1.406","1.28","1.638","1.42","1.449","2.041","1.817","1.815","1.758","1.602","1.065","0.87","1.149","1.164","1.104","0.978","0.965","0.869","1.155","1.075","0.962","0.807","0.934","1","1.522","1.459","1.597","1.788","1.722","1.436","1.518","1.432","1.122","1.063","1.258","1.237","0.881","0.839","1.03","0.888","0.896","0.972","1.112","0.902","0.813","0.595","0.69","0.638","0.817"
PbRatio,"1.207","1.899","1.64","1.626","1.504","1.138","0.889","0.877","1.393","1.371","1.391","1.337","1.444","1.365","1.386","1.217","0.932","0.773","0.812","0.871","0.832","0.994","1.202","1.147","1.467","1.307","1.334","1.874","1.668","1.705","1.63","1.511","1.144","0.934","1.04","1.105","1.052","0.761","0.764","0.697","0.738","0.677","0.308","0.522","0.669","0.593","0.908","0.875","0.974","1.076","1.038","0.88","0.899","0.84","0.658","0.627","0.531","0.522","0.476","0.466","0.57","0.491","0.507","0.533","0.603","0.469","0.393","0.312","0.359","0.315","0.349"
EnterprisesValueRevenueRatio,"0.388","2.774","1.961","2.778","2.562","1.665","1.731","1.792","2.756","2.497","2.931","2.718","2.93","2.541","2.744","2.569","1.926","1.619","2.308","2.571","2.649","3.108","3.879","3.426","3.451","3.435","3.6","5.351","4.389","4.664","4.616","4.724","3.609","3.452","4.49","4.403","2.439","4.774","4.664","4.121","2.095","4.677","5.633","3.081","2.957","2.617","5.695","5.253","5.342","5.778","5.514","4.647","4.649","4.431","4.171","3.952","1.818","3.971","3.679","3.439","3.664","3.485","3.45","3.517","3.604","3.512","3.554","2.842","2.886","2.762","3.248"
EnterprisesValueEBITDARatio,"1.003","9.843","4.089","8.943","6.442","3.303","5.034","9.487","7.411","9.153","5.797","10.534","7.051","7.085","8.325","5.371","5.919","-12.025","6.406","4.571","20.7","17.749","13.732","8.49","9.948","9.361","13.042","12.274","10.918","14.017","12.882","11.578","30.963","10.977","11.144","14.007","10.18","9.209","9.566","8.095","7.794","9.912","9.494","7.092","-5.909","4.608","13.635","13.201","10.861","13.985","12.836","11.141","7.351","12.939","12.344","8.788","4.326","11.178","6.921","10.348","4.431","7.07","43.103","11.546","4.61","19.598","5.842","6.541","1.091","-2.735","-6.542"
