name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995
NormalizedIncome,"267,700,000","-38,700,000","110,200,000","111,200,000","85,000,000","122,600,000","2,100,000","104,000,000","99,200,000","67,800,000","67,100,000","12,300,000","78,400,000","45,200,000","-10,760,000","88,228,800","53,320,000","78,100,000","77,252,112.676","77,200,000","91,041,600","54,900,000","90,100,000","55,000,000","82,500,000","54,700,000","64,900,000","61,300,000","53,100,000","66,400,000","-55,300,000","40,900,000","9,800,000","50,700,000","46,100,000","-9,700,000","-32,400,000","27,900,000","57,400,000","51,400,000","2,200,000","42,200,000","55,900,000","48,600,000","63,100,000","20,200,000","32,900,000","-43,500,000","47,900,000","53,500,000","62,900,000","53,000,000","59,500,000","63,800,000","49,500,000","28,500,000","56,500,000","60,000,000","84,880,000","-105,100,355.366","72,184,379.001","47,033,606.557","65,058,275.862","17,880,000","34,280,738.786","71,280,000","34,460,000","11,700,000","25,319,093.851","29,996,296.296","14,900,000","-313,400,000","-55,500,000","51,600,000","-69,080,000","31,200,000","13,200,000","26,400,000","59,840,000","62,500,000","47,600,000","30,200,000","98,900,000","59,100,000","66,800,000","154,100,000","24,984,907.01","64,500,000","60,300,000","66,800,000","94,900,000","60,700,000","37,700,000","15,900,000","45,300,000","46,700,000","42,600,000","47,300,000","42,100,000","34,800,000","29,900,000","39,200,000"
InterestExpense,"37,500,000","9,400,000","9,400,000","9,400,000","9,300,000","9,400,000","11,200,000","11,200,000","11,600,000","12,400,000","12,200,000","12,100,000","12,200,000","12,000,000","12,100,000","12,500,000","15,600,000","14,700,000","14,600,000","14,700,000","14,900,000","15,900,000","16,300,000","16,300,000","16,300,000","16,300,000","16,600,000","16,600,000","17,400,000","14,700,000","15,200,000","14,600,000","15,900,000","16,200,000","16,400,000","17,400,000","10,800,000","10,400,000",,"11,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-37,500,000","-9,400,000","-9,400,000","-9,400,000","-9,300,000","-9,400,000","-11,200,000","-11,200,000","-11,600,000","-12,400,000","-12,200,000","-12,100,000","-12,200,000","-12,000,000","-12,100,000","-12,500,000","-15,600,000","-14,700,000","-14,600,000","-14,700,000","-14,900,000","-15,900,000","-16,300,000","-16,300,000","-16,300,000","-16,300,000","-16,600,000","-16,600,000","-17,400,000","-14,700,000","-15,200,000","-14,600,000","-15,900,000","-16,200,000","-16,400,000","-17,400,000","-10,800,000","-10,400,000",,"-11,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"357,100,000","-44,500,000","142,800,000","139,700,000","119,100,000","158,000,000","12,300,000","133,900,000","131,500,000","93,000,000","134,800,000","21,000,000","123,200,000","71,000,000","-20,700,000","136,600,000","8,500,000","122,800,000","114,000,000","125,100,000","167,500,000","92,900,000","139,200,000","91,600,000","124,000,000","88,400,000","104,800,000","102,700,000","83,300,000","103,600,000","-91,200,000","67,800,000","27,000,000","87,000,000","79,600,000","-1,300,000","-48,900,000","47,900,000",,"84,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReconciledDepreciation,"19,800,000","5,100,000","4,800,000","4,800,000","5,100,000","6,900,000","3,600,000","6,900,000","7,200,000","6,900,000","7,100,000","7,600,000","7,800,000","7,600,000","6,100,000","8,400,000","7,800,000","8,400,000","7,400,000","6,000,000","8,700,000","8,100,000","8,200,000","8,400,000","7,800,000","9,100,000","9,600,000","8,000,000","9,000,000","8,400,000","9,600,000","8,400,000","8,500,000","9,100,000","14,400,000","4,700,000","3,400,000","4,200,000","4,700,000","4,200,000","3,700,000","4,100,000","2,800,000","3,900,000","2,800,000","2,300,000","1,000,000","4,800,000","5,200,000","4,100,000","5,000,000","4,400,000","4,600,000","4,900,000","5,100,000","5,400,000","5,200,000","5,700,000","6,800,000","7,800,000","8,000,000","9,000,000","9,800,000","9,400,000","9,100,000","9,900,000","11,800,000","9,400,000","7,100,000","7,500,000","6,600,000","2,400,000","5,100,000","6,500,000","8,500,000","5,600,000","5,300,000","3,600,000","4,400,000","4,500,000","6,200,000","7,700,000","8,400,000","8,000,000","9,000,000","8,800,000","-2,400,000","9,200,000","7,400,000","7,700,000","11,100,000","6,800,000","7,400,000","6,300,000",,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"267,700,000","-38,700,000","110,200,000","111,200,000","85,000,000","122,600,000","2,100,000","104,000,000","99,200,000","67,800,000","67,100,000","12,300,000","78,400,000","45,200,000","-12,200,000","88,300,000","1,900,000","78,100,000","77,800,000","77,200,000","120,900,000","54,900,000","90,100,000","55,000,000","82,500,000","54,700,000","64,900,000","61,300,000","53,100,000","66,400,000","-55,300,000","40,900,000","9,800,000","50,700,000","46,100,000","-9,700,000","-32,400,000","27,900,000","57,400,000","51,400,000","2,200,000","42,200,000","55,900,000","48,600,000","63,100,000","20,200,000","32,900,000","-43,500,000","47,900,000","53,500,000","62,900,000","53,000,000","59,500,000","63,800,000","49,500,000","28,500,000","56,500,000","60,000,000","84,400,000","-105,400,000","72,000,000","46,500,000","63,100,000","17,700,000","32,400,000","69,300,000","14,000,000","11,400,000","24,400,000","37,100,000","14,900,000","-313,400,000","-55,500,000","51,600,000","-70,700,000","31,200,000","13,200,000","26,400,000","59,600,000","62,500,000","47,600,000","30,200,000","98,900,000","59,100,000","66,800,000","154,100,000","65,900,000","8,200,000","60,300,000","66,800,000","94,900,000","60,700,000","37,700,000","15,900,000","45,300,000","46,700,000","42,600,000","47,300,000","42,100,000","34,800,000","29,900,000","39,200,000"
TotalUnusualItemsExcludingGoodwill,,,"0",,,,"-26,300,000",,,,"0","0","0",,"-2,400,000","100,000","-85,700,000",,"700,000","0","37,700,000",,,,,,,,,,"-5,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-800,000","-400,000","-200,000","-700,000","-2,700,000","-300,000","-2,200,000","-3,300,000","-34,100,000","-500,000","-1,000,000","8,400,000",,,,,"-2,700,000","0","0",,"-400,000","0",,,,,,,"43,300,000","-56,300,000",,,,,,,,,,,,,,
TotalUnusualItems,,,"0",,,,"-26,300,000",,,,"0","0","0",,"-2,400,000","100,000","-85,700,000",,"700,000","0","37,700,000",,,,,,,,,,"-5,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-800,000","-400,000","-200,000","-700,000","-2,700,000","-300,000","-2,200,000","-3,300,000","-34,100,000","-500,000","-1,000,000","8,400,000",,,,,"-2,700,000","0","0",,"-400,000","0",,,,,,,"43,300,000","-56,300,000",,,,,,,,,,,,,,
TaxRateForCalcs,"0.162","0.194","0.174","0.147","0.226","0.175","0.27","0.164","0.173","0.159","0.4","0.382","0.294","0.234","0.4","0.288","0.4","0.278","0.217","0.301","0.208","0.287","0.267","0.27","0.234","0.241","0.264","0.288","0.194","0.253","0.35","0.231","0.117","0.284","0.271","0.35","0.35","0.256","0.241","0.297","0.29","0.288","0.239","0.28","0.347","0.393","0.35","0.112","0.375","0.335","0.295","0.319","0.335","0.306","0.316","0.342","0.315","0.297","0.4","0.251","0.078","0.238","0.275","0.4","0.145","0.4","0.4","0.4","0.081","0.154","0.4","0.37","0.4","0.146","0.4","0.4","0.11","0.174","0.4","0.165","0","0.18","0.049","0","0","0","0.055","0","0","0","0.111","0","0","0","0.052","0","0","0","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","-960,000","28,800","-34,280,000","0","152,112.676","0","7,841,600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-320,000","-100,355.366","-15,620.999","-166,393.443","-741,724.138","-120,000","-319,261.214","-1,320,000","-13,640,000","-200,000","-80,906.149","1,296,296.296","0","0","0","0","-1,080,000","0","0","0","-160,000","0","0","0","0","0","0","0","2,384,907.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
