name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
TotalAssets,"11,282,450,000","11,529,153,000","8,270,586,000","8,073,707,000","7,671,200,000","7,377,920,000","6,664,967,000","6,363,364,000","6,482,915,000","6,436,691,000","6,739,769,000","6,649,651,000","6,293,963,000","6,094,262,000","5,422,971,000","4,511,011,000","3,854,349,000","3,123,411,000","2,514,102,000","2,307,996,000","2,010,800,000","1,555,200,000","1,258,800,000","1,160,400,000","936,900,000","836,100,000","687,400,000","592,100,000","560,300,000","512,400,000","472,700,000"
	CashCashEquivalentsAndFederalFundsSold,"188,449,000","171,618,000","162,329,000","169,481,000","138,788,000","132,886,000","164,693,000","168,431,000","405,343,000","454,465,000","104,480,000","95,582,000","169,944,000","225,277,000","202,794,000","137,965,000","149,974,000","164,973,000","82,651,000","140,315,000","118,400,000","100,000,000","107,700,000","142,500,000","111,900,000","109,800,000","60,900,000","71,200,000","71,600,000","45,700,000","46,300,000"
		CashAndCashEquivalents,"188,449,000","171,618,000","162,329,000","169,481,000","138,788,000","132,886,000","164,693,000","168,431,000","405,343,000","454,465,000","104,480,000","95,582,000","89,961,000","146,411,000","132,024,000","84,400,000","112,008,000","124,973,000","82,651,000","140,315,000","118,400,000","100,000,000","107,700,000","142,500,000","111,900,000","109,800,000","60,900,000","71,200,000","71,600,000","45,700,000","46,300,000"
			CashFinancial,"158,310,000","144,008,000","119,841,000","119,445,000","102,772,000","95,030,000","88,776,000","87,274,000",,,,,,,,,,,,,,,,,,,,,,,
			CashEquivalents,,,,,,,,,,,,,"89,486,000",,"130,141,000",,,,,,,,,,,,,,,,"45,100,000"
			CashAndDueFromBanks,"30,139,000","27,610,000","42,488,000","50,036,000","36,016,000","37,856,000","75,917,000","81,157,000","405,343,000","454,465,000","104,480,000","95,582,000","475,000","146,411,000","1,883,000","84,400,000","112,008,000","124,973,000","82,651,000","140,315,000","118,400,000","100,000,000","107,700,000","142,500,000","111,900,000","109,800,000","60,900,000","71,200,000","71,600,000","45,700,000","1,200,000"
		MoneyMarketInvestments,,,,,,,,,,,"1,226,000",,"79,983,000","78,866,000","70,770,000","53,565,000","37,966,000","40,000,000",,,,,,,,,,,,,
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,,"1,226,000",,"79,983,000","78,866,000","70,770,000","53,565,000","37,966,000","40,000,000",,,,,,,,,,,,,
	FederalHomeLoanBankStock,"17,688,000","17,688,000","17,688,000","17,688,000","17,588,000","25,338,000","32,331,000","56,651,000","132,142,000","188,205,000","97,582,000","93,240,000",,,,,,,,,,,,,,,,,,,
	OtherRealEstateOwned,"4,889,000","420,000","4,527,000","4,527,000","6,993,000","5,637,000","6,979,000","15,899,000","23,602,000",,,,,,,,,,,,,,,,,,,,,,
	BankOwnedLifeInsurance,"226,281,000","220,758,000","146,486,000","134,785,000","130,956,000","126,927,000","123,168,000","119,744,000","116,132,000","112,901,000","109,480,000","106,366,000",,,,,,,,,,,,,,,,,,,
	SecuritiesAndInvestments,"2,472,701,000","2,527,551,000","2,917,653,000","3,189,363,000","3,219,635,000","3,138,686,000","2,665,419,000","2,451,437,000","2,203,909,000","1,794,701,000","2,112,301,000","2,500,343,000","2,390,566,000","2,582,902,000","2,369,892,000","2,085,014,000","1,865,782,000","1,452,499,000","1,181,503,000","1,070,074,000","877,300,000","730,000,000","492,100,000","384,000,000","284,600,000","192,300,000","149,500,000","121,100,000","102,800,000","87,300,000","68,100,000"
		AvailableForSaleSecurities,"57,992,000","49,026,000","6,778,000","7,221,000",,,,,"2,201,526,000","1,791,558,000","2,108,463,000","2,493,476,000","2,390,566,000","2,582,902,000","2,369,892,000","2,085,014,000","1,865,782,000","1,452,499,000","1,181,503,000","1,070,074,000","877,300,000","730,000,000","492,100,000","384,000,000","284,600,000","192,300,000","149,500,000","121,100,000","102,800,000","87,300,000","68,100,000"
		HeldToMaturitySecurities,"674,452,000","744,440,000","829,890,000","911,676,000","850,989,000","1,528,000","1,777,000","2,050,000","2,383,000","3,143,000","3,838,000","6,867,000",,,,,,,,,,,,,,,,,,,
		OtherShortTermInvestments,"1,740,257,000","1,734,085,000","2,080,985,000","2,270,466,000","2,368,646,000","3,137,158,000","2,663,642,000","2,449,387,000",,,,,,,,,,,,,,,,,,,,,,,
	DerivativeAssets,"11,502,000","1,938,000","3,211,000","5,783,000","9,344,000","10,080,000","10,846,000","23,966,000",,,,,,,,,,,,,,,,,,,,,,,
