name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,07/31/1993,07/31/1992,07/31/1991,07/31/1990,07/31/1989,07/31/1988,07/31/1987,07/31/1986
TotalRevenue,"3,431,747,000","3,293,019,000","2,982,914,000","2,882,300,000","2,531,181,000","2,289,076,000","2,171,869,000","1,936,221,000","1,581,780,000","1,396,831,000","1,382,026,000","1,090,636,000","870,337,000","763,065,000","451,807,000","263,735,000","246,823,000","216,512,000","187,794,000","177,898,000","177,528,000","141,100,000","127,500,000","123,100,000","101,700,000","87,100,000","87,800,000","108,700,000","102,500,000","71,300,000","72,800,000","71,500,000",,,
	NetInterestIncome,"542,148,000","546,951,000","476,373,000","384,351,000","227,458,000","133,702,000","144,708,000","96,171,000","76,393,000","64,119,000","52,115,000","34,626,000","31,638,000","29,046,000","16,223,000","11,747,000","8,685,000","7,135,000","8,225,000","10,144,000","14,885,000","10,400,000","9,100,000","8,400,000","5,600,000","-8,300,000","-6,100,000","-4,800,000","-5,500,000","2,700,000","3,000,000","2,500,000",,,
		InterestIncome,"694,988,000","724,882,000","646,449,000","454,381,000","294,332,000","179,101,000","185,969,000","142,539,000","109,776,000","89,466,000","65,326,000","46,860,000","50,148,000","59,071,000","35,804,000","18,022,000","13,051,000","12,243,000","14,544,000","21,866,000","35,479,000","20,500,000","18,900,000","21,400,000","13,800,000","0","0","0","0","8,600,000","10,400,000","10,900,000",,,
			InterestIncomeFromLoansAndLease,"381,824,000","379,848,000","300,541,000","206,084,000","131,808,000","79,816,000","71,167,000","38,608,000",,"89,466,000",,,,,,,,,,,,,,,,,,,,,,,,,
				InterestIncomeFromLoans,"381,824,000","379,848,000","300,541,000","206,084,000","131,808,000","79,816,000","71,167,000","38,608,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			InterestIncomeFromSecurities,"235,470,000","254,549,000","273,607,000","189,472,000","108,992,000","53,787,000","71,526,000","62,155,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInterestIncome,"77,694,000","90,485,000","72,301,000","58,825,000","53,532,000","45,498,000","43,276,000","41,776,000","109,776,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		InterestExpense,"152,840,000","177,931,000","170,076,000","70,030,000","66,874,000","45,399,000","41,261,000","46,368,000","33,383,000","25,347,000","13,211,000","12,234,000","18,510,000","30,025,000","19,581,000","6,275,000","4,366,000","5,108,000","6,319,000","11,722,000","20,594,000","10,100,000","9,800,000","13,000,000","8,200,000","8,300,000","6,100,000","4,800,000","5,500,000","5,900,000","7,400,000","8,400,000",,,
			InterestExpenseForDeposit,"77,347,000","95,813,000","82,256,000","12,661,000","7,331,000","7,813,000","7,926,000","11,775,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			InterestExpenseForShortTermDebt,,"1,032,000","2,322,000",,,,,,"2,029,000",,,,,,,,,,,,,,,,,,,,,,,,,,
