name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
TotalRevenue,"12,112,153,000","12,112,153,000","11,171,423,000","9,466,478,000","7,651,319,000","7,572,436,000","7,851,250,000","6,522,842,000","5,920,269,000","4,623,829,000","3,931,218,000","3,318,126,000","3,780,213,000","2,656,036,000","2,131,038,000","1,858,626,000","1,626,510,000","1,642,853,000","1,750,713,000","2,014,877,000","1,793,301,000","925,700,000","309,200,000","76,200,000"
	OperatingRevenue,"12,112,153,000","12,112,153,000","11,171,423,000","9,466,478,000","7,651,319,000","7,572,436,000","7,851,250,000","6,522,842,000","5,920,269,000","4,623,829,000","3,931,218,000","3,318,126,000","3,780,213,000","2,656,036,000","2,131,038,000","1,858,626,000","1,626,510,000","1,642,853,000","1,750,713,000","2,014,877,000","1,793,301,000","925,700,000","309,200,000","76,200,000"
CostOfRevenue,"10,511,901,000","10,511,901,000","9,691,459,000","8,224,618,000","6,637,519,000","6,648,771,000","6,617,730,000","5,467,389,000","4,982,562,000","4,003,230,000","3,296,795,000","2,724,638,000","3,145,347,000","2,227,289,000","1,815,222,000","1,601,878,000","1,445,119,000","1,442,958,000","1,513,940,000","1,601,039,000","1,341,715,000","687,100,000","241,100,000","55,700,000"
GrossProfit,"1,600,252,000","1,600,252,000","1,479,964,000","1,241,860,000","1,013,800,000","923,665,000","1,233,520,000","1,055,453,000","937,707,000","620,599,000","634,423,000","593,488,000","634,866,000","428,747,000","315,816,000","256,748,000","181,391,000","199,895,000","236,773,000","413,838,000","451,586,000","238,600,000","68,100,000","20,500,000"
OperatingExpense,"1,018,082,000","1,018,082,000","901,568,000","810,125,000","685,023,000","627,711,000","757,945,000","528,525,000","472,585,000","402,916,000","378,240,000","351,366,000","345,699,000","259,267,000","239,814,000","188,203,000","171,537,000","183,324,000","392,305,000","220,573,000","200,858,000","115,300,000","37,000,000","14,900,000"
	SellingGeneralAndAdministration,"955,991,000","955,991,000","857,574,000","777,920,000","653,338,000","592,863,000","722,038,000","501,010,000","434,894,000","372,963,000","339,672,000","312,414,000","309,399,000","240,508,000","183,002,000","188,203,000","171,537,000","176,872,000","225,725,000","194,575,000","143,564,000","80,100,000","26,400,000","11,600,000"
	DepreciationAmortizationDepletionIncomeStatement,"62,091,000","62,091,000","43,994,000","32,205,000","31,685,000","34,848,000","35,907,000","27,515,000","37,691,000","29,953,000","38,568,000","38,952,000","36,300,000","18,759,000",,,,,,"25,998,000","57,294,000","35,200,000","10,600,000","3,300,000"
		DepreciationAndAmortizationInIncomeStatement,"62,091,000","62,091,000","43,994,000","32,205,000","31,685,000","34,848,000","35,907,000","27,515,000","37,691,000","29,953,000","38,568,000","38,952,000","36,300,000","18,759,000",,,,,,"25,998,000","57,294,000","35,200,000","10,600,000","3,300,000"
			Amortization,"62,091,000","62,091,000","43,994,000","32,205,000","31,685,000","34,848,000","35,907,000","27,515,000","37,691,000","29,953,000","38,568,000","38,952,000","36,300,000","18,759,000",,,,,,"25,998,000",,,,
				AmortizationOfIntangiblesIncomeStatement,"62,091,000","62,091,000","43,994,000","32,205,000","31,685,000","34,848,000","35,907,000","27,515,000","37,691,000","29,953,000","38,568,000","38,952,000","36,300,000","18,759,000",,,,,,"25,998,000",,,,
	ProvisionForDoubtfulAccounts,,,,,,"0","102,460,000",,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,"38,848,000",,,,,,,,"56,812,000",,,"6,452,000","166,580,000",,,,,
OperatingIncome,"582,170,000","582,170,000","578,396,000","431,735,000","328,777,000","295,954,000","475,575,000","526,928,000","465,122,000","217,683,000","256,183,000","242,122,000","289,167,000","169,480,000","76,002,000","68,545,000","9,854,000","16,571,000","-155,532,000","193,265,000","250,728,000","123,300,000","31,100,000","5,600,000"
NetNonOperatingInterestIncomeExpense,"-65,963,000","-65,963,000","-35,390,000","-20,114,000","-12,464,000","-6,531,000","-1,024,000","712,000","-2,275,000","-755,000","-3,496,000","-8,813,000",,,,,,,,,,,,
	InterestIncomeNonOperating,"927,000","927,000","1,555,000","832,000","2,423,000","1,493,000","3,741,000","3,380,000","1,471,000","1,066,000","1,417,000","2,456,000",,,,,,,,,,,,
	InterestExpenseNonOperating,"66,890,000","66,890,000","36,945,000","20,946,000","14,887,000","8,024,000","4,765,000","2,668,000","3,746,000","1,821,000","4,913,000","11,269,000",,,,,,,,,,,,
OtherIncomeExpense,"56,080,000","56,080,000","-85,340,000","-57,864,000","-8,627,000","-60,748,000","-1,434,000","111,609,000","1,733,000","-558,000","-6,432,000","421,000","340,000","-580,000","-54,789,000","235,000","2,568,000","-44,270,000","-169,026,000","-227,000","-25,969,000","-5,200,000","400,000","-100,000"
	EarningsFromEquityInterest,,,,,"-979,000","-466,000","-332,000","112,744,000","2,084,000",,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-27,296,000","-27,296,000","-38,127,000","-52,886,000","-7,964,000","-58,451,000",,,"0","-558,000","-6,432,000","421,000","340,000","-580,000","-54,789,000","235,000","2,568,000","-44,270,000","-169,026,000","-227,000","-25,969,000","-5,200,000","400,000","-100,000"
		RestructuringAndMergernAcquisition,"13,404,000","13,404,000","-11,248,000","-5,171,000",,,,,,,,,,,,,,,,,,,,
		WriteOff,"13,892,000","13,892,000","49,375,000","58,057,000","7,964,000","58,451,000",,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"83,376,000","83,376,000","-47,213,000","-4,978,000","316,000","-1,831,000","-1,102,000","-1,135,000","-351,000",,,,,,,,,,,,,,,
PretaxIncome,"572,287,000","572,287,000","457,666,000","353,757,000","307,686,000","228,675,000","473,117,000","639,249,000","464,580,000","216,370,000","246,255,000","233,730,000","281,767,000","167,362,000","65,126,000","52,247,000","-12,645,000","-53,069,000","-193,844,000","156,966,000","199,051,000","102,900,000","26,900,000","4,300,000"
TaxProvision,"165,472,000","165,472,000","161,659,000","35,532,000","107,246,000","97,472,000","157,408,000","217,940,000","158,859,000","71,954,000","90,698,000","70,195,000","115,026,000","34,222,000","47,643,000","22,690,000","-3,451,000","-18,080,000","-19,710,000","71,200,000","93,328,000","49,000,000","11,700,000","1,800,000"
NetIncomeCommonStockholders,"402,044,000","402,044,000","293,346,000","314,978,000","198,383,000","310,907,000","296,714,000","401,921,000","306,629,000","132,515,000","153,176,000","162,162,000","166,741,000","135,977,000","17,483,000","29,557,000","-9,194,000","-37,098,000","-619,567,000","84,836,000","104,793,000","53,600,000","15,200,000","2,500,000"
	NetIncome,"402,044,000","402,044,000","293,346,000","314,978,000","198,383,000","310,907,000","296,714,000","401,921,000","306,629,000","132,515,000","153,176,000","162,162,000","166,741,000","135,977,000","17,483,000","29,557,000","-9,194,000","-34,989,000","-619,556,000","85,766,000","105,723,000","53,900,000","15,200,000","2,500,000"
		NetIncomeIncludingNoncontrollingInterests,"406,815,000","406,815,000","296,007,000","318,225,000","200,098,000","321,824,000","315,082,000","421,309,000","322,656,000","144,416,000","155,557,000","163,535,000","166,741,000","135,977,000","17,483,000","29,557,000","-9,194,000","-34,989,000","-619,556,000","85,766,000","105,723,000","53,900,000","15,200,000","2,500,000"
			NetIncomeContinuousOperations,"406,815,000","406,815,000","296,007,000","318,225,000","200,440,000","131,203,000","315,709,000","421,309,000","305,721,000","144,416,000","155,557,000","163,535,000","166,741,000","133,140,000","17,483,000","29,557,000","-9,194,000","-34,989,000","-174,134,000","85,766,000","105,723,000","53,900,000","15,200,000","2,500,000"
			NetIncomeDiscontinuousOperations,,,,"0","-342,000","190,621,000","-627,000","0","16,935,000",,,"0",,"2,837,000",,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,"-445,422,000",,,,,
		MinorityInterests,"-4,771,000","-4,771,000","-2,661,000","-3,247,000","-1,715,000","-10,917,000","-18,368,000","-19,388,000","-16,027,000","-11,901,000","-2,381,000","-1,373,000",,,,,,,,,,,,
	PreferredStockDividends,,,,,,,,,,,,,,,,,,"2,109,000","11,000","930,000","930,000","300,000",,
DilutedNIAvailtoComStockholders,"402,044,000","402,044,000","293,346,000","314,978,000","198,383,000","310,907,000","296,714,000","401,921,000","306,629,000","132,515,000","153,176,000","162,162,000","166,741,000","135,977,000","17,483,000","29,557,000","-9,194,000","-37,098,000","-619,567,000","84,836,000","104,793,000","53,600,000","15,200,000","2,500,000"
BasicEPS,,,"1.92","2.02","1.26","1.59","1.35","1.87","1.44","0.62","0.73","0.81","0.94","1","0.15","0.26","-0.08","-0.3","-7.77","1.11","1.78","0.76","0.573","0.507"
DilutedEPS,,,"1.9","2","1.26","1.59","1.35","1.87","1.44","0.62","0.72","0.81","0.88","0.89","0.15","0.25","-0.08","-0.3","-7.77","1.1","1.42","0.667","0.56","0.507"
BasicAverageShares,,,"152,963,000","156,124,000","157,287,000","195,113,000","219,668,000","214,929,000","212,777,000","212,648,000","210,046,000","200,733,000","176,790,000","135,793,000","117,027,000","115,756,000","114,441,000","110,906,000","80,815,000","77,256,000","58,900,000","70,765,500","26,469,000","4,500,000"
DilutedAverageShares,,,"154,226,000","157,155,000","157,288,000","195,120,000","219,690,000","214,978,000","212,835,000","213,168,000","211,796,000","201,311,000","202,363,000","167,260,000","117,863,000","116,634,000","114,441,000","110,906,000","80,815,000","78,238,000","76,583,000","84,219,000","27,999,000","43,200,000"
