name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
DilutedAverageShares,,"643,408,064","601,626,816","555,874,112","633,744,432","550,064,416","548,148,008","643,395,352","606,845,640","590,762,600","629,040,880","554,893,440","547,868,304","556,669,864","507,282,184",,"452,729,136","394,963,144","375,034,992","319,525,000","281,429,152","280,261,184","319,245,656","315,970,960","315,970,960","314,322,928","309,962,784",,"288,120,864","285,752,632","274,270,712",,"304,426,488",,"304,823,840","305,901,616","304,481,712",,"304,040,696","303,338,280","292,489,376",,"284,818,984","279,784,824","271,656,856",,"275,579,584","277,188,128","276,169,216",,"273,577,568","271,103,400","269,938,848",,"266,934,608","266,160,680","262,524,784",,"262,180,016","260,574,416","259,253,424",,"255,379,248","257,967,920","257,281,552",,"114,844,368","114,844,368","114,844,368"
TotalOperatingIncomeAsReported,"5,040,000,000","580,000,000","2,242,000,000","1,333,000,000","885,000,000","-189,000,000","1,480,000,000","724,000,000","590,000,000","303,000,000","1,358,998,269","645,262,254","414,173,786","207,386,403","447,423,744","-395,913,002","-1,827,375,631","95,192,685","405,234,326","60,883,292","-180,267,358","-400,906,480","88,242,546","90,919,659","70,947,131","182,942,866","299,541,399","35,923,927","160,016,746","119,906,922","30,246,440","-8,506,316","176,556,188","493,323,156","304,292,261","268,378,753","262,741,672","292,283,722","308,021,649","257,378,183","196,441,733","324,490,639","199,197,549","163,678,034","135,238,905","226,637,288.755","107,513,804.673","127,228,194.847","110,339,088.872","-233,275,982.556","111,028,967.952","95,095,354.955","71,055,572.429","76,412,032.891","64,139,035.469","16,301,031.912","49,871,859.934","62,825,843.652","62,378,189.242","57,320,153.979","39,239,316.762","32,953,104.884","40,959,789.511","36,190,656.236","25,566,395.745",,,,
TotalExpenses,"30,626,000,000","7,755,000,000","8,234,000,000","7,358,000,000","7,279,000,000","7,749,000,000","7,875,000,000","6,595,000,000","6,141,000,000","5,870,000,000","6,540,677,788","5,770,506,947","5,670,888,103","4,859,895,432","5,124,442,898","4,807,197,783","6,005,382,187","2,778,862,433","2,776,366,129","2,466,252,954","2,495,043,600","2,314,205,254","2,041,327,997","1,631,341,271","1,510,840,991","1,257,463,227","1,241,434,213","48,423,642","1,000,491,388","981,448,344","156,394,749","71,322,973","734,252,203","1,197,032,953","670,408,550","564,648,955","501,781,338","494,842,809","504,183,054","437,802,207","390,280,140","641,800,259","346,231,586","312,608,891","265,338,515","507,835,885.516","265,685,883.452","247,611,535.831","230,215,961.609","602,287,490.564","211,779,218.312","192,601,521.24","161,088,408.01","153,486,278.009","143,839,961.2","17,693,361.316","106,230,307.062","97,201,478.278","78,135,980.312","71,716,452.855","57,702,248.548","65,503,154.923","49,533,982.711","44,321,438.61","38,791,725.47",,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"7,011,000,000","2,008,000,000","793,000,000","-403,000,000","4,613,000,000","-1,190,000,000","-1,139,000,000","2,381,000,000","1,060,000,000","350,000,000","1,229,117,787","326,872,069","82,447,981","645,315,988","23,917,442","-521,252,534","-1,578,684,091","75,727,862","2,415,136,281","142,778,422","-125,986,681","-224,424,706","216,924,554","134,888,180","115,351,753","261,479,401","372,987,716","56,909,621","153,471,473","192,552,026","30,838,976","-49,383,302","169,053,001","487,432,227","325,280,298","263,702,372","234,908,333","302,273,735","320,139,161","235,211,413","190,445,431","311,598,093","188,516,721","158,858,808","121,392,280","219,658,777.358","105,360,041.597","119,250,655.621","98,868,612.352","139,274,881.493","109,725,256.136","88,129,233.549","64,902,195.199","68,218,617.792","64,641,635.436","12,143,480.662","48,430,332.84","64,808,987.555","65,523,472.927","56,551,271.129","39,616,419.607","41,599,872.625","38,354,059.679","31,442,748.138","21,729,680.174","13,455,735.474","13,455,735.474","13,455,735.474","13,455,735.474"
NormalizedIncome,"4,687,920,000","2,008,000,000","793,000,000","-403,000,000","4,613,000,000","-1,190,000,000","-1,139,000,000","2,381,000,000","1,060,000,000","350,000,000","1,229,117,787","326,872,069","82,447,981","645,315,988","23,917,442","-521,252,534","-1,578,684,091","75,727,862","2,415,136,281","142,778,422","-109,137,430","-224,424,706","216,924,554","134,888,180","115,351,753","261,479,401","372,987,716","56,909,621","153,471,473","192,552,026","30,098,095.267","-49,383,302","162,253,856.243","451,912,653.544","282,371,339.761","248,901,701.559","224,740,356.552","271,402,192.786","283,408,733.604","222,196,219.897","189,933,538.871","279,353,351.248","186,232,989.289","143,846,862.661","113,541,878.307","203,682,847.745","95,800,006.528","101,012,080.2","85,222,097.637","126,844,227.443","98,193,349.715","83,321,578.384","62,518,564.967","68,412,179.491","57,737,949.485","13,958,367.302","46,096,552.432","59,317,225.644","56,554,936.475","53,581,315.282","36,793,982.179","40,887,481.526","35,752,793.127","31,115,134.324","21,895,959.81","13,455,735.474","13,455,735.474","13,455,735.474","13,455,735.474"
InterestIncome,"2,094,000,000","536,000,000","509,000,000","562,000,000","487,000,000","574,000,000","521,000,000","324,000,000","480,000,000","336,000,000","271,592,321","249,426,782","130,280,136","126,421,150","99,167,513","150,858,298","190,697,649","124,921,975","121,846,900","136,364,251","62,633,910","57,159,146","71,980,305","83,277,622","92,166,471","70,556,062","52,612,266","20,502,916","22,559,420","34,061,163","8,608,052","-13,907,789","45,773,353","51,723,832","31,233,511","23,045,312","19,013,573","13,526,761","9,767,903","8,954,150","5,337,051","8,050,993","4,340,502","5,000,977","3,363,165",,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"1,677,000,000","387,000,000","423,000,000","426,000,000","441,000,000","422,000,000","393,000,000","371,000,000","322,000,000","324,000,000","318,779,226","383,446,788","260,257,970","219,680,448","191,169,801","162,964,862","158,107,727","95,168,377","95,338,026","58,841,079","53,078,347","50,487,030","45,175,681","33,693,033","32,998,931","45,765,307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"417,000,000","149,000,000","86,000,000","136,000,000","46,000,000","152,000,000","128,000,000","-47,000,000","158,000,000","12,000,000","-47,186,905","-134,020,006","-129,977,834","-93,259,298","-92,002,288","-62,730,628","32,589,922","29,753,598","26,508,874","77,523,172","-2,973,397","6,672,116","26,804,624","49,584,589","59,167,540","24,790,755","52,612,266","20,502,916","22,559,420","34,061,163","8,608,052","-13,907,789","45,773,353","51,723,832","31,233,511","23,045,312","19,013,573","13,526,761","9,767,903","8,954,150","5,337,051","8,050,993","4,340,502","5,000,977","3,363,165",,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"10,764,000,000","2,891,000,000","1,402,000,000","483,000,000","5,988,000,000","-718,000,000","-624,000,000","3,304,000,000","1,467,000,000","976,000,000","1,864,035,526","1,291,791,715","456,052,848","47,092,006","518,685,684","-275,477,739","-1,318,482,114","310,968,809","2,920,778,538","209,172,386","-133,129,922","-298,247,182","267,761,830","179,462,837","148,815,350","317,066,979","299,541,399","35,923,927","160,016,746","119,906,922","30,246,440","-8,506,316","176,556,188","493,323,156","304,292,261","268,378,753","262,741,672","292,283,722","308,021,649","257,378,183","196,441,733","459,045,657","199,197,549","163,678,034","135,238,905","279,048,885.551","134,645,750.78","154,055,170.305","136,517,191.475","-205,455,742.363","134,199,411.288","116,231,108.045","88,015,514.074","92,617,836.094","78,544,026.561","16,301,023.916","61,111,024.75","38,582,006.944","72,165,273.123","65,740,241.139","45,608,566.763","18,931,499.911","46,663,517.643","40,872,140.459","29,202,788.364","-71,797,255.878","43,294,219.533","43,294,219.533","43,294,219.533"
EBITDA,"12,214,000,000"
ReconciledCostOfRevenue,"7,372,000,000","1,728,000,000","2,157,000,000","1,798,000,000","1,689,000,000","1,620,000,000","1,991,000,000","1,469,000,000","1,244,000,000","1,061,000,000","1,303,483,658","1,124,094,146","1,189,306,790","1,126,360,012","1,234,297,161","1,233,148,536","1,135,944,483","763,236,345","845,578,129","730,019,031","704,606,314","583,612,903","588,980,230","478,601,393","449,411,887","394,362,609","379,121,709","4,939,375","304,171,687","284,704,746","45,500,369","15,212,147","225,956,740","389,239,942","226,126,062","189,763,780","164,706,899","169,529,242","176,199,743","151,154,849","128,377,508","218,188,606","124,352,706","108,061,461","89,970,448","159,970,967.633","87,118,955.818","79,628,447.404","68,010,172.006","69,043,968.609","64,038,995.144","57,159,364.475","48,544,684.416","46,527,595.01","43,603,062.393","7,394,457.263","28,178,188.923","30,715,181.483","24,006,352.985","19,720,026.811","15,002,847.205","15,460,902.079","12,268,872.274","11,024,972.62","9,720,559.69",,,,
ReconciledDepreciation,"1,450,000,000",,,,,,,,,,,,,,,,,,,"78,199,105","62,798,496",,,,"35,926,079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123,208.64","123,253.375","123,253.375","1,163,022.128","246,490.194","123,245.097","123,245.097",,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"7,011,000,000","2,008,000,000","793,000,000","-403,000,000","4,613,000,000","-1,190,000,000","-1,139,000,000","2,381,000,000","1,060,000,000","350,000,000","1,229,117,787","326,872,069","82,447,981","645,315,988","23,917,442","-521,252,534","-1,578,684,091","75,727,862","2,415,136,281","142,778,422","-125,986,681","-224,424,706","216,924,554","134,888,180","115,351,753","261,479,401","372,987,716","56,909,621","153,471,473","192,552,026","30,838,976","-49,383,302","169,053,001","487,432,227","325,280,298","263,702,372","234,908,333","302,273,735","320,139,161","235,211,413","190,445,431","311,598,093","188,516,721","158,858,808","121,392,280","219,658,777.358","105,360,041.597","119,250,655.621","98,868,612.352","139,274,881.493","109,725,256.136","88,129,233.549","64,902,195.199","68,218,617.792","64,641,635.436","12,143,480.662","48,430,332.84","64,808,987.555","65,523,472.927","56,551,271.129","39,616,419.607","41,599,872.625","38,354,059.679","31,442,748.138","21,729,680.174","13,455,735.474","13,455,735.474","13,455,735.474","13,455,735.474"
TotalUnusualItemsExcludingGoodwill,"2,868,000,000",,,,,,,,,,,,,,,,,,,,"-22,465,668",,,,,,,,,,"971,386",,"9,437,752","45,756,402","54,347,195","17,520,128","12,924,512","38,217,360","44,345,553","15,980,806","581,797","39,899,798","2,625,101","18,276,381","9,583,089","18,856,750.805","11,536,829.172","24,584,330.283","18,856,589.591","13,428,337.368","13,583,524.088","5,665,345.04","2,833,317.418","-225,101.386","8,109,776.857","-2,118,109.29","2,744,139.647","6,186,908.389","10,344,630.084","3,346,160.68","3,208,122.529","1,187,318.498","3,089,554.587","392,607.82","-199,503.415",,,,
TotalUnusualItems,"2,868,000,000",,,,,,,,,,,,,,,,,,,,"-22,465,668",,,,,,,,,,"971,386",,"9,437,752","45,756,402","54,347,195","17,520,128","12,924,512","38,217,360","44,345,553","15,980,806","581,797","39,899,798","2,625,101","18,276,381","9,583,089","18,856,750.805","11,536,829.172","24,584,330.283","18,856,589.591","13,428,337.368","13,583,524.088","5,665,345.04","2,833,317.418","-225,101.386","8,109,776.857","-2,118,109.29","2,744,139.647","6,186,908.389","10,344,630.084","3,346,160.68","3,208,122.529","1,187,318.498","3,089,554.587","392,607.82","-199,503.415",,,,
NormalizedEBITDA,"9,346,000,000","2,891,000,000","1,402,000,000","483,000,000","5,988,000,000","-718,000,000","-624,000,000","3,304,000,000","1,467,000,000","976,000,000","1,864,035,526","1,291,791,715","456,052,848","47,092,006","518,685,684","-275,477,739","-1,318,482,114","310,968,809","2,920,778,538","287,371,491","-47,865,758","-298,247,182","267,761,830","179,462,837","184,741,429","317,066,979","299,541,399","35,923,927","160,016,746","119,906,922","29,275,054","-8,506,316","167,118,436","447,566,754","249,945,066","250,858,625","249,817,160","254,066,362","263,676,096","241,397,377","195,859,936","419,145,859","196,572,448","145,401,653","125,655,816","260,192,134.747","123,108,921.608","129,470,840.022","117,660,601.884","-218,884,079.732","120,615,887.2","110,565,763.005","85,182,196.656","92,842,937.48","70,434,249.705","18,419,133.207","58,366,885.103","32,395,098.555","61,943,851.678","62,517,333.834","42,523,697.609","18,907,203.54","43,820,453.25","40,602,777.736","29,525,536.876","-71,797,255.878","43,294,219.533","43,294,219.533","43,294,219.533"
TaxRateForCalcs,"0.19","0.145","0.373","0.25","0.122","0.25","0.25","0.11","0.156","0.365","0.203","0.25","0.25","0.25","0.25","0.25","0.25","0.331","0.128","0.208","0.25","0.038","0.23","0.32","0.4","0.26","0.22","0.27","0.32","0.253","0.237","0.25","0.28","0.224","0.21","0.155","0.213","0.192","0.172","0.186","0.12","0.192","0.13","0.179","0.181","0.153","0.171","0.258","0.276","0.074","0.151","0.151","0.159","0.14","0.149","0.143","0.15","0.112","0.133","0.112","0.12","0.4","0.158","0.166","0.167","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"544,920,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-5,616,417","0","0","0","0","0","0","0","0","0","230,505.267","0","2,638,607.243","10,236,828.544","11,438,236.761","2,719,457.559","2,756,535.552","7,345,817.786","7,615,125.604","2,965,612.897","69,904.871","7,655,056.248","341,369.289","3,264,435.661","1,732,687.307","2,880,821.192","1,976,794.103","6,345,754.861","5,210,074.877","997,683.318","2,051,617.667","857,689.875","449,687.185","-31,539.688","1,206,090.906","-303,222.65","410,359.238","695,146.478","1,376,093.633","376,204.834","385,685.101","474,927.399","488,288.035","64,994.006","-33,223.778","0","0","0","0"
