name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
MarketCap,"6,901,707,047","6,780,340,689","3,299,527,409","2,392,732,723","2,609,145,039","3,460,367,470","1,598,894,767","503,662,317","143,812,835","78,114,496"
EnterpriseValue,"7,178,261,047","7,232,262,689","4,374,349,409","3,659,632,723","3,204,326,039","3,917,092,470","1,763,934,767","490,597,317","88,526,835","64,970,496"
PeRatio,"12.283","129.286",,,,"180.583",,,,
ForwardPeRatio,"19.802","21.93","11.099","11.877","3.834","6.211","12.27",,,
PegRatio,,,,,,,"0.614",,,
PsRatio,"5.623","4.99","2.872","2.171","2.842","5.078","4.107","8.802","4.613","22.767"
PbRatio,"3.099","4.375","3.599","2.401","1.92","2.75","3.293","7.207","1.357","0.621"
EnterprisesValueRevenueRatio,"5.522","5.563","3.622","3.465","3.266","5.174","5.94","6.628","4.509","9.379"
EnterprisesValueEBITDARatio,"19.156","19.3","15.309","-33.589","22.779","20.221","69.125","-14.625","-1.207","-1.388"
