name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalAssets,"229,740,000,000","221,993,000,000","251,878,000,000","243,561,000,000","222,068,000,000","216,478,000,000","220,521,000,000","247,956,000,000","251,366,000,000","253,747,000,000","244,258,000,000","248,721,000,000","246,983,000,000","247,429,000,000","254,951,000,000","241,413,000,000","230,521,000,000","234,479,000,000","276,962,000,000","259,335,000,000","298,687,000,000","332,818,000,000","363,392,000,000","354,403,000,000","321,423,000,000","340,106,000,000","338,068,000,000","345,274,000,000","331,645,000,000","319,728,567,190.745","310,704,000,000","337,971,000,000","319,410,000,000","308,956,000,000","350,661,000,000","330,551,000,000","308,683,000,000","298,136,000,000","210,564,000,000","204,215,000,000","200,270,000,000","189,037,000,000","157,443,000,000","132,236,000,000","125,695,000,000","141,984,000,000","156,926,000,000","136,608,000,000","129,715,000,000","118,331,000,000","109,604,000,000","101,174,000,000","98,680,000,000","90,989,000,000","87,018,000,000","85,268,000,000","78,625,000,000","78,942,000,000","71,200,000,000","64,589,000,000","63,082,000,000","57,261,000,000","52,297,000,000","53,782,000,000","53,612,000,000","48,360,000,000","45,727,000,000","37,298,000,000","32,018,000,000","28,787,000,000","33,186,000,000","37,119,000,000","36,864,000,000","33,110,000,000","35,512,000,000","37,077,000,000","39,215,000,000","37,647,000,000","35,810,000,000","35,928,000,000"
	CurrentAssets,"27,812,000,000","35,444,000,000","47,318,000,000","33,517,000,000","37,062,000,000","37,514,000,000","37,413,000,000","43,750,000,000","47,131,000,000","45,436,000,000","43,055,000,000","42,311,000,000","44,769,000,000","44,591,000,000","41,321,000,000","41,094,000,000","43,428,000,000","44,397,000,000","51,693,000,000","42,881,000,000","50,832,000,000","58,322,000,000","65,502,000,000","70,555,000,000","52,655,000,000","61,545,000,000","65,313,000,000","58,045,000,000","57,794,000,000","62,200,632,848.808","57,547,000,000","69,354,000,000","64,592,000,000","64,799,000,000","76,725,000,000","73,600,000,000","63,863,000,000","65,972,000,000","40,282,000,000","42,034,000,000","42,644,000,000","42,082,000,000","28,684,000,000","27,157,000,000","26,758,000,000","33,428,000,000","37,218,000,000","30,915,000,000","29,140,000,000","28,652,000,000","29,180,000,000","28,470,000,000","30,955,000,000","29,328,000,000","28,088,000,000","28,396,000,000","25,778,000,000","25,230,000,000","21,377,000,000","19,386,000,000","19,426,000,000","18,101,000,000","16,466,000,000","17,265,000,000","17,900,000,000","15,718,000,000","13,991,000,000","12,589,000,000","10,197,000,000","10,258,000,000","11,556,000,000","13,762,000,000","14,326,000,000","11,230,000,000","11,637,000,000","12,477,000,000","12,526,000,000","11,479,000,000","9,379,000,000","9,386,000,000"
		CashCashEquivalentsAndShortTermInvestments,"8,260,000,000","14,482,000,000","17,355,000,000","10,482,000,000","14,982,000,000","15,227,000,000","18,050,000,000","21,141,000,000","24,404,000,000","25,308,000,000","24,572,000,000","20,131,000,000","21,989,000,000","22,365,000,000","20,366,000,000","22,622,000,000","25,838,000,000","26,240,000,000","29,538,000,000","21,284,000,000","25,978,000,000","28,681,000,000","30,136,000,000","34,685,000,000","19,753,000,000","25,963,000,000","32,962,000,000","23,109,000,000","23,951,000,000","26,135,172,550.183","22,750,000,000","31,780,000,000","28,018,000,000","29,170,000,000","37,684,000,000","38,286,000,000","33,245,000,000","34,246,000,000","13,384,000,000","14,757,000,000","16,241,000,000","16,695,000,000","4,975,000,000","8,275,000,000","6,623,000,000","5,547,000,000","6,728,000,000","6,273,000,000","7,254,000,000","7,688,000,000","9,277,000,000","10,049,000,000","13,034,000,000","11,316,000,000","10,709,000,000","10,903,000,000","10,327,000,000","9,446,000,000","7,466,000,000","7,027,000,000","7,244,000,000","7,080,000,000","6,985,000,000","8,104,000,000","9,610,000,000","7,124,000,000","5,599,000,000","4,501,000,000","3,301,000,000","3,612,000,000","4,306,000,000","6,445,000,000","7,360,000,000","5,077,000,000","4,854,000,000","6,073,000,000","5,826,000,000","5,300,000,000","4,154,000,000","3,850,000,000"
			CashAndCashEquivalents,"7,372,000,000","13,179,000,000","16,714,000,000","9,361,000,000","13,899,000,000","14,187,000,000","16,997,000,000","19,966,000,000","22,519,000,000","23,495,000,000","23,569,000,000","19,213,000,000","21,205,000,000","21,582,000,000","19,609,000,000","21,855,000,000","25,058,000,000","25,138,000,000","26,161,000,000","10,739,000,000","16,655,000,000","20,246,000,000","26,397,000,000","30,255,000,000","15,868,000,000","17,646,000,000","23,131,000,000","13,524,000,000","13,520,000,000","14,924,849,203.995","13,020,000,000","21,900,000,000","19,057,000,000","17,624,000,000","21,689,000,000","25,998,000,000","17,633,000,000","27,451,000,000","12,972,000,000","14,614,000,000","16,169,000,000","16,595,000,000","4,870,000,000","8,126,000,000","6,499,000,000","5,282,000,000","6,648,000,000","6,201,000,000","6,987,000,000","7,421,000,000","9,007,000,000","9,667,000,000","12,688,000,000","11,097,000,000","10,385,000,000","10,418,000,000","9,871,000,000","9,412,000,000","7,229,000,000","6,576,000,000","6,856,000,000","7,080,000,000","6,985,000,000","8,104,000,000","9,610,000,000","7,124,000,000","5,599,000,000","4,501,000,000","3,301,000,000","3,612,000,000","4,306,000,000","6,445,000,000","7,360,000,000","5,077,000,000","4,854,000,000","6,073,000,000","5,826,000,000","5,300,000,000","4,154,000,000","3,850,000,000"
				CashFinancial,"572,000,000","380,000,000","201,000,000","482,000,000","863,000,000","475,000,000","453,000,000","1,802,000,000","1,570,000,000","1,162,000,000","508,000,000","374,000,000","591,000,000","407,000,000","517,000,000","727,000,000","808,000,000","742,000,000","1,084,000,000","694,000,000","709,000,000","818,000,000",,"773,000,000","951,000,000","1,016,000,000","1,135,000,000",,"990,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"6,800,000,000","12,799,000,000","16,513,000,000","8,879,000,000","13,036,000,000","13,712,000,000","16,544,000,000","18,164,000,000","20,949,000,000","22,333,000,000","23,061,000,000","18,839,000,000","20,614,000,000","21,175,000,000","19,092,000,000","21,128,000,000","24,250,000,000","24,396,000,000","25,077,000,000","10,045,000,000","15,946,000,000","19,428,000,000",,"29,482,000,000","14,917,000,000","16,630,000,000","21,996,000,000",,"12,530,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"888,000,000","1,303,000,000","641,000,000","1,121,000,000","1,083,000,000","1,040,000,000","1,053,000,000","1,175,000,000","1,885,000,000","1,813,000,000","1,003,000,000","918,000,000","784,000,000","783,000,000","757,000,000","767,000,000","780,000,000","1,102,000,000","3,377,000,000","10,545,000,000","9,323,000,000","8,435,000,000","3,739,000,000","4,430,000,000","3,885,000,000","8,317,000,000","9,831,000,000","9,585,000,000","10,431,000,000","11,210,323,346.188","9,730,000,000","9,880,000,000","8,961,000,000","11,546,000,000","15,995,000,000","12,288,000,000","15,612,000,000","6,795,000,000","412,000,000","143,000,000","72,000,000","100,000,000","105,000,000","149,000,000","124,000,000","265,000,000","80,000,000","72,000,000","267,000,000","267,000,000","270,000,000","382,000,000","346,000,000","219,000,000","324,000,000","485,000,000","456,000,000","34,000,000","237,000,000","451,000,000","388,000,000",,,,,,,,,,,,,,,,,,,
		Receivables,"7,306,000,000","6,792,000,000","6,403,000,000","7,092,000,000","7,781,000,000","8,766,000,000","7,363,000,000","7,210,000,000","7,409,000,000","7,709,000,000","6,903,000,000","7,010,000,000","7,271,000,000","7,905,000,000","8,204,000,000","8,283,000,000","8,551,000,000","7,886,000,000","9,662,000,000","9,479,000,000","11,780,000,000","12,302,000,000","14,419,000,000","15,754,000,000","14,641,000,000","16,487,000,000","16,073,000,000","16,476,000,000","16,671,000,000","17,858,696,726.985","17,196,000,000","18,493,000,000","18,604,000,000","17,885,000,000","19,365,000,000","17,190,000,000","15,832,000,000","16,048,000,000","12,986,000,000","12,864,000,000","12,055,000,000","11,136,000,000","11,748,000,000","9,363,000,000","9,894,000,000","11,970,000,000","13,507,000,000","11,299,000,000","10,026,000,000","9,653,000,000","9,310,000,000","9,434,000,000","8,904,000,000","8,961,000,000","7,677,000,000","8,878,000,000","8,271,000,000","5,524,000,000","4,882,000,000","4,136,000,000","4,285,000,000","3,729,000,000","3,209,000,000","3,008,000,000","2,905,000,000","2,698,000,000","2,827,000,000","2,555,000,000","2,267,000,000","2,476,000,000","2,766,000,000","2,966,000,000","2,759,000,000","1,744,000,000","2,386,000,000","2,189,000,000","2,211,000,000","1,891,000,000","1,459,000,000","1,550,000,000"
			AccountsReceivable,"3,762,000,000","4,201,000,000","4,047,000,000","4,962,000,000","5,746,000,000","6,409,000,000","5,027,000,000","4,703,000,000","4,972,000,000","5,216,000,000","4,376,000,000","4,432,000,000","4,769,000,000","5,222,000,000","5,311,000,000","5,301,000,000","5,803,000,000","5,325,000,000","6,462,000,000","6,464,000,000","7,969,000,000","8,792,000,000","10,630,000,000","10,624,000,000","9,670,000,000","9,650,000,000","9,988,000,000","11,144,000,000","11,099,000,000","11,621,675,071.69","11,317,000,000","11,809,000,000","11,756,000,000","11,200,000,000","12,197,000,000","11,026,000,000","10,572,000,000","11,283,000,000","9,228,000,000","9,230,000,000","8,115,000,000","7,950,000,000","7,732,000,000","6,052,000,000","6,613,000,000","9,041,000,000","10,021,000,000","7,451,000,000","6,538,000,000","6,374,000,000","6,328,000,000","6,498,000,000","6,311,000,000","6,430,000,000","5,110,000,000","6,499,000,000","6,184,000,000","5,524,000,000","4,882,000,000","4,136,000,000","4,285,000,000","3,729,000,000","3,209,000,000","3,008,000,000","2,905,000,000","2,698,000,000","2,827,000,000","2,555,000,000","2,267,000,000","2,476,000,000","2,766,000,000","2,966,000,000","2,759,000,000","1,744,000,000","1,889,000,000","1,692,000,000","2,211,000,000",,,
			TaxesReceivable,"3,544,000,000","2,591,000,000","2,356,000,000","2,130,000,000","2,035,000,000","2,357,000,000","2,336,000,000","2,507,000,000","2,437,000,000","2,493,000,000","2,527,000,000","2,578,000,000","2,502,000,000","2,683,000,000","2,893,000,000","2,982,000,000","2,748,000,000","2,561,000,000","3,200,000,000","3,015,000,000","3,811,000,000","3,510,000,000","3,789,000,000","5,130,000,000","4,971,000,000","6,837,000,000","6,085,000,000","5,332,000,000","5,572,000,000","6,237,021,655.295","5,879,000,000","6,684,000,000","6,848,000,000","6,685,000,000","7,168,000,000","6,164,000,000","5,260,000,000","4,765,000,000","3,758,000,000","3,634,000,000","3,940,000,000","3,186,000,000","4,016,000,000","3,311,000,000","3,281,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
