name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
MarketCap,"28,119,074,876","48,741,133,056","50,583,812,370","62,395,637,109","58,279,872,762","38,924,493,408","50,481,507,483","45,834,721,511","32,810,457,182","26,484,490,140","23,225,209,192","24,569,091,839","16,617,079,876","22,002,328,314","15,221,253,310","17,760,979,505","8,486,662,403","5,351,583,168","4,600,282,426","4,515,312,779","6,393,261,920","2,091,960,220","2,651,739,000","3,285,496,032","4,033,864,250","3,836,400,000","2,828,006,250","3,116,880,000","2,350,016,000","1,480,050,000","1,612,875,000","1,916,475,000"
EnterpriseValue,"31,635,910,876","52,719,691,056","55,744,503,370","67,936,505,109","64,217,262,762","44,612,014,408","54,910,173,483","50,828,977,511","38,246,203,182","30,325,508,140","27,659,697,192","26,680,340,839","18,182,768,876","23,138,074,314","15,554,079,310","18,561,693,505","9,642,130,403","6,604,428,168","5,883,565,426","5,516,351,779","7,468,781,920","3,204,660,220","3,788,239,000","4,017,496,032","4,492,364,250","4,091,800,000","2,925,106,250","3,196,780,000","2,367,416,000","1,898,650,000","2,027,675,000","1,916,475,000"
PeRatio,"10.257","16.264","10.2","5,395.5",,,"16.53","41.34","57.246","25.455","145.095","44.839","6.85","20.423","10.138","17.917","13.856","12.615","61.692","11.852","23.986","4.402","47.917","27.517","28.693","25","21.067","22.941","23.314","27.083","35.417",
ForwardPeRatio,"48.309","15.083",,"68.493","175.439","270.27","24.331","18.083","17.361","21.459","30.96",,,,,,,,,,,,,,,,,,,,,
PegRatio,"9.29","4.132",,,,,"1.315","0.426","0.396","0.404","1.058",,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.639","2.787","3.183","6.159","8.031","3.476","2.969","3.374","2.857","2.83","3.814","5.12","2.612","5.473","3.679","5.754","3.694","2.955","4.293","2.777","5.509","3.12","3.477","4.277","5.665","5.576","5.308","5.577","5.023","3.836","4.34",
PbRatio,"1.299","2.307","2.729","4.484","4.942","2.93","2.849","3.084","2.47","2.121","2.27","2.457","1.843","3.15","2.832","4.733","2.981","2.579","3.018","3.02","5.805","2.129","2.071","2.565","3.189","3.364","2.773","3.34","2.818","2.276","2.644",
EnterprisesValueRevenueRatio,"1.848","3.079","3.277","6.052","8.721","5.117","3.142","3.571","3.341","2.995","4.534","5.574","2.847","5.729","3.984","5.146","4.188","3.628","5.373","3.333","5.013","3.999","4.925","5.128","6.149","6.308","4.716","5.631","5.226","4.898","5.461","6.622"
EnterprisesValueEBITDARatio,"4.229","7.048","7.037","15.636","28.195","-13.236","5.973","6.988","8.2","6.541","11.155","10.579","3.439","8.086","5.514","6.814","6.499","5.798","10.155","5.079","7.001","6.704","8.835","8.532","9.764","9.946","7.383","9.084","8.47","8.465","10.262","13.64"
