name,ttm,04/30/2019,04/30/2018,04/30/2017,04/30/2016,04/30/2015,04/30/2014,04/30/2013,04/30/2012,04/30/2011,04/30/2010,04/30/2009,04/30/2008,04/30/2007,04/30/2006,04/30/2005,04/30/2004,04/30/2003,04/30/2002,04/30/2001,04/30/2000,04/30/1999,04/30/1998,04/30/1997,04/30/1996,04/30/1995,04/30/1994,04/30/1993,04/30/1992,04/30/1991,04/30/1990,04/30/1989,04/30/1988,04/30/1987,04/30/1986
TotalRevenue,"3,162,811,000","3,094,881,000","3,159,931,000","3,036,314,000","3,038,153,000","3,078,658,000","3,024,295,000","2,905,943,000","2,793,971,000","3,640,143,000","3,874,332,000","4,083,577,000","4,403,877,000","4,021,274,000","4,872,801,000","4,420,019,000","4,205,570,000","3,779,767,000","3,317,736,000","3,001,575,000","2,451,943,000","1,644,665,000","1,306,785,000","1,929,663,000","894,446,000","1,360,318,000","1,118,600,000","1,382,300,000","1,226,400,000","1,061,200,000","937,800,000","799,200,000","778,100,000","686,600,000","591,300,000"
	OperatingRevenue,"3,162,811,000","3,094,881,000","3,159,931,000","3,036,314,000","3,038,153,000","3,078,658,000","3,024,295,000","2,905,943,000","2,793,971,000","3,640,143,000","3,751,927,000","3,929,061,000","4,205,023,000","3,886,253,000","4,669,594,000","4,221,104,000","3,625,118,000","3,295,244,000","2,917,248,000","2,810,292,000","2,196,807,000","1,498,618,000","1,187,702,000","1,805,711,000","764,618,000","1,233,815,000","1,118,600,000","1,382,300,000","1,226,400,000","1,061,200,000","937,800,000","799,200,000","778,100,000","686,600,000","591,300,000"
CostOfRevenue,"1,808,640,000","1,756,922,000","1,739,729,000","1,883,758,000","1,914,330,000","1,869,017,000","1,877,435,000","1,604,788,000","1,609,606,000","2,414,590,000","2,467,996,000","2,596,218,000","2,802,552,000","2,508,458,000","2,907,291,000","2,415,641,000","611,631,000","570,045,000","484,156,000","384,894,000","338,501,000","215,666,000","164,315,000","69,929,000","41,462,000","71,542,000","105,600,000","89,100,000","76,300,000","73,700,000","64,800,000","51,600,000","471,500,000","411,800,000","349,900,000"
GrossProfit,"1,354,171,000","1,337,959,000","1,420,202,000","1,152,556,000","1,123,823,000","1,209,641,000","1,146,860,000","1,301,155,000","1,184,365,000","1,225,553,000","1,406,336,000","1,487,359,000","1,601,325,000","1,512,816,000","1,965,510,000","2,004,378,000","3,593,939,000","3,209,722,000","2,833,580,000","2,616,681,000","2,113,442,000","1,428,999,000","1,142,470,000","1,859,734,000","852,984,000","1,288,776,000","1,013,000,000","1,293,200,000","1,150,100,000","987,500,000","873,000,000","747,600,000","306,600,000","274,800,000","241,400,000"
OperatingExpense,"793,408,000","722,167,000","668,152,000","436,572,000","490,631,000","414,975,000","383,649,000","604,469,000","618,375,000","694,136,000","631,499,000","648,490,000","881,886,000","853,254,000","1,111,585,000","952,125,000","2,439,636,000","2,229,480,000","2,118,152,000","2,151,615,000","1,709,827,000","1,073,925,000","886,495,000","1,841,908,000","655,527,000","985,272,000","849,900,000","1,141,000,000","1,030,100,000","891,500,000","787,300,000","686,400,000","111,400,000","101,900,000","89,800,000"
	SellingGeneralAndAdministration,"793,408,000","722,167,000","668,152,000","374,193,000","432,940,000","367,032,000","361,304,000","604,469,000","618,375,000","694,136,000","631,499,000","648,490,000","881,886,000","852,954,000","1,111,585,000","952,125,000","2,183,042,000","1,897,566,000","1,846,625,000","1,703,456,000","1,409,109,000","1,004,587,000","834,243,000","1,841,908,000","655,527,000","985,272,000","792,800,000","1,086,300,000","985,800,000","858,500,000","758,100,000","660,500,000","86,500,000","80,600,000","70,500,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,"1,994,725,000",,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,,"1,994,725,000",,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,"374,193,000","432,940,000","367,032,000","361,304,000",,,,,,,,,,"188,317,000",,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,"62,379,000","57,691,000","47,943,000","22,345,000",,,,,,,,,,"172,038,000","161,821,000","155,386,000","205,608,000","147,218,000",,,,,,"57,100,000","54,700,000","44,300,000","33,000,000","29,200,000","25,900,000","24,900,000","21,300,000","19,300,000"
		DepreciationAndAmortizationInIncomeStatement,,,,"62,379,000","57,691,000","47,943,000","22,345,000",,,,,,,,,,"172,038,000","161,821,000","155,386,000","205,608,000","147,218,000",,,,,,"57,100,000","54,700,000","44,300,000","33,000,000","29,200,000","25,900,000","24,900,000","21,300,000","19,300,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,"300,000",,,"84,556,000","170,093,000","116,141,000","242,551,000","153,500,000","69,338,000","52,252,000",,,,,,,,,,,,
OperatingIncome,"560,763,000","615,792,000","752,050,000","715,984,000","633,192,000","794,666,000","763,211,000","696,686,000","565,990,000","531,417,000","774,837,000","838,869,000","719,439,000","659,562,000","853,925,000","1,052,253,000","1,154,303,000","980,242,000","715,428,000","465,066,000","403,615,000","355,074,000","255,975,000","17,826,000","197,457,000","303,504,000","163,100,000","152,200,000","120,000,000","96,000,000","85,700,000","61,200,000","195,200,000","172,900,000","151,600,000"
NetNonOperatingInterestIncomeExpense,"-72,619,000","-70,539,000","-82,511,000","-89,121,000","-60,414,000","-45,246,000",,,"7,711,000","134,153,000","122,405,000","154,516,000",,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"17,900,000","16,512,000","6,861,000","3,830,000","8,548,000",,,,"99,800,000","134,153,000","122,405,000","154,516,000",,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"90,519,000","87,051,000","89,372,000","92,951,000","68,962,000","45,246,000",,,"92,089,000",,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"985,000","-93,000","-807,000","2,424,000","-3,299,000","-6,615,000","3,905,000","5,325,000","2,369,000","11,455,000","9,298,000","501,000","27,801,000","22,856,000","22,527,000","27,829,000","211,242,000","116,724,000","195,467,000","199,295,000","263,787,000","174,514,000","143,999,000","144,682,000","129,828,000","42,995,000","120,100,000","143,000,000","144,300,000","129,500,000","114,900,000","100,400,000","-54,900,000","-45,300,000","-38,900,000"
	GainOnSaleOfSecurity,"-164,000","-233,000","-165,000","2,643,000","-2,893,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,"0","0","-2,500,000",,"0","0","2,369,000","11,455,000","9,298,000","501,000","27,801,000","22,856,000","22,527,000","27,829,000","211,242,000","116,724,000","195,467,000","199,295,000","263,787,000","174,514,000","143,999,000","144,682,000","129,828,000","42,995,000","120,100,000","143,000,000","144,300,000","129,500,000","114,900,000","100,400,000","-54,900,000","-45,300,000","-38,900,000"
		ImpairmentOfCapitalAssets,,,,,,,"0","0","7,409,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,"0","0","2,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,"-9,778,000",,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"1,149,000","140,000","-642,000","-219,000","2,094,000","-6,615,000","3,905,000","5,325,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"489,129,000","545,160,000","668,732,000","629,287,000","569,479,000","742,805,000","767,116,000","702,011,000","576,070,000","677,025,000","784,135,000","839,370,000","745,221,000","635,798,000","827,393,000","1,017,715,000","1,164,157,000","987,077,000","716,840,000","473,078,000","412,266,000","383,541,000","280,891,000","62,368,000","197,457,000","219,996,000","283,200,000","295,300,000","264,300,000","225,600,000","200,500,000","161,600,000","140,400,000","127,400,000","112,800,000"
TaxProvision,"61,664,000","99,904,000","41,823,000","208,370,000","185,926,000","256,061,000","267,019,000","236,853,000","230,102,000","257,620,000","295,189,000","326,315,000","290,745,000","261,461,000","336,985,000","381,858,000","459,901,000","407,013,000","282,435,000","196,330,000","160,371,000","145,746,000","106,739,000","14,613,000","72,368,000","112,737,000","119,200,000","114,600,000","102,000,000","85,500,000","77,000,000","61,400,000","52,500,000","54,100,000","52,700,000"
NetIncomeCommonStockholders,"409,980,000","422,509,000","613,149,000","407,940,000","373,549,000","472,889,000","474,465,000","433,406,000","265,932,000","406,110,000","479,242,000","485,673,000","-308,647,000","-433,653,000","490,408,000","635,857,000","697,897,000","580,064,000","434,405,000","281,162,000","251,895,000","215,366,000","392,130,000","47,755,000","177,168,000","107,259,000","200,500,000","180,700,000","162,300,000","140,100,000","123,500,000","100,200,000","87,900,000","73,300,000","60,100,000"
	NetIncome,"409,980,000","422,509,000","613,149,000","408,945,000","374,267,000","473,663,000","475,157,000","433,948,000","265,932,000","406,110,000","479,242,000","485,673,000","-308,647,000","-433,653,000","490,408,000","635,857,000","697,897,000","580,064,000","434,405,000","281,162,000","251,895,000","215,366,000","392,130,000","47,755,000","177,168,000","107,259,000","200,500,000","180,700,000","162,300,000","140,100,000","123,500,000","100,200,000","87,900,000","73,300,000","60,100,000"
		NetIncomeIncludingNoncontrollingInterests,"409,980,000","422,509,000","613,149,000","408,945,000","374,267,000","473,663,000","475,157,000","433,948,000","265,932,000","406,110,000","479,242,000","485,673,000","-308,647,000","-433,653,000","490,408,000","635,857,000","697,897,000","580,064,000","434,405,000","281,162,000","251,895,000","215,366,000","392,130,000","23,943,000","177,168,000","107,259,000","200,500,000","180,700,000","162,300,000","140,100,000","123,500,000","100,200,000","87,900,000","73,300,000","60,100,000"
			NetIncomeContinuousOperations,"427,465,000","445,256,000","626,909,000","420,917,000","383,553,000","486,744,000","500,097,000","465,158,000","345,968,000","419,405,000","488,946,000","513,055,000","454,476,000","374,337,000","490,408,000","635,857,000","704,256,000","580,064,000","434,405,000","276,748,000","251,895,000","237,795,000","174,152,000","47,755,000","125,089,000","107,259,000","164,000,000","180,700,000","162,300,000","140,100,000","123,500,000","100,200,000","87,900,000","73,300,000","60,100,000"
			NetIncomeDiscontinuousOperations,"-17,485,000","-22,747,000","-13,760,000","-11,972,000","-9,286,000","-13,081,000","-24,940,000","-31,210,000","-80,036,000","-13,295,000","-9,704,000","-27,382,000","-763,123,000","-807,990,000",,,,,,,,"-22,429,000","217,978,000",,"52,079,000",,"36,500,000",,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,"-6,359,000",,,"4,414,000",,,,,,,,,,,,,,,
		MinorityInterests,,,,,,,,,,,,,,,,,,,,,,,,"23,812,000",,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,"1,005,000","718,000","774,000","692,000","542,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"409,980,000","422,509,000","613,149,000","407,940,000","373,549,000","472,889,000","474,465,000","433,406,000","265,932,000","406,110,000","479,242,000","485,673,000","-308,647,000","-433,653,000","490,408,000","635,857,000","697,897,000","580,064,000","434,405,000","281,162,000","251,895,000","215,366,000","392,130,000","47,755,000","177,168,000","107,259,000","200,500,000","180,700,000","162,300,000","140,100,000","123,500,000","100,200,000","87,900,000","73,300,000","60,100,000"
BasicEPS,,"2.05","2.93","1.92","1.5","1.72","1.73","1.59","0.89","1.31","1.44","1.46","-0.95","-1.34","1.49","1.915","1.97","1.615","1.19","0.765","0.643","0.54","0.935","0.113","0.418","0.253","0.47","0.42","0.373","0.328","0.29","0.238","0.215","0.18","0.153"
DilutedEPS,,"2.04","2.91","1.91","1.49","1.71","1.72","1.58","0.89","1.31","1.43","1.45","-0.95","-1.34","1.47","1.885","1.93","1.575","1.155","0.76","0.638","0.535","0.913","0.113","0.418","0.253","0.47","0.42","0.373","0.328","0.29","0.238","0.215","0.18","0.153"
BasicAverageShares,,"205,372,000","208,824,000","212,809,000","249,009,000","275,033,000","273,830,000","273,057,000","297,863,000","309,230,000","332,283,000","332,787,000","324,891,579","323,621,642","329,132,886","332,040,209","354,262,437","359,172,755","365,046,218","367,532,026","392,054,475","398,825,926","419,390,374","424,488,889","424,354,491","424,788,119","426,595,745","430,238,095","435,704,698","427,786,260","425,862,069","421,894,737","408,837,209","407,222,222","394,098,361"
DilutedAverageShares,,"206,724,000","210,213,000","214,095,000","250,818,000","277,136,000","276,027,000","274,359,000","298,601,000","309,777,000","333,236,000","334,539,000","328,347,872","326,054,887","333,610,884","337,324,668","361,604,663","368,294,603","376,108,225","369,950,000","395,129,412","402,553,271","429,731,507","424,488,889","424,354,491","424,788,119","426,595,745","430,238,095","435,704,698","427,786,260","425,862,069","421,894,737","408,837,209","407,222,222","394,098,361"
TotalOperatingIncomeAsReported,,,,,,,"-763,211,000","696,686,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
RentExpenseSupplemental,,,,"415,058,000","405,123,000","378,624,000","362,782,000","354,612,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalExpenses,"2,602,048,000","2,479,089,000","2,407,881,000","2,320,330,000","2,404,961,000","2,283,992,000","2,261,084,000","2,209,257,000","2,227,981,000","3,108,726,000","3,099,495,000","3,244,708,000","3,684,438,000","3,361,712,000","4,018,876,000","3,367,766,000","3,051,267,000","2,799,525,000","2,602,308,000","2,536,509,000","2,048,328,000","1,289,591,000","1,050,810,000","1,911,837,000","696,989,000","1,056,814,000","955,500,000","1,230,100,000","1,106,400,000","965,200,000","852,100,000","738,000,000","582,900,000","513,700,000","439,700,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"409,980,000","422,509,000","613,149,000","408,945,000","374,267,000","473,663,000","475,157,000","433,948,000","265,932,000","406,110,000","479,242,000","485,673,000","-308,647,000","-433,653,000","490,408,000","635,857,000","704,256,000","580,064,000","434,405,000","276,748,000","251,895,000","215,366,000","392,130,000","47,755,000","177,168,000","107,259,000","200,500,000","180,700,000","162,300,000","140,100,000","123,500,000","100,200,000","87,900,000","73,300,000","60,100,000"
NormalizedIncome,"427,608,324.685","445,446,361","627,063,605","419,148,833","387,182,489","486,744,000","500,097,000","465,158,000","344,545,259.375","412,308,830.324","483,148,248.455","512,748,769.667","437,521,449.235","359,480,600","476,891,800","618,469,750.669","576,465,293.118","510,029,600","315,952,008.907","157,171,000","90,720,839.713","129,596,511.103","84,872,835.313","-63,027,595.401","42,842,968.246","81,462,000","91,940,000","93,195,428.378","73,688,989.784","59,679,122.34","52,726,184.539","37,947,029.703","122,271,153.846","100,480,000","83,440,000"
InterestIncome,"17,900,000","16,512,000","6,861,000","3,830,000","8,548,000",,,,"99,800,000","134,153,000","122,405,000","154,516,000",,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"90,519,000","87,051,000","89,372,000","92,951,000","68,962,000","45,246,000",,,"92,089,000",,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-72,619,000","-70,539,000","-82,511,000","-89,121,000","-60,414,000","-45,246,000",,,"7,711,000","134,153,000","122,405,000","154,516,000",,,,,,,,,,,,,,,,,,,,,,,
EBIT,"579,648,000","632,211,000","758,104,000","722,238,000","638,441,000","788,051,000","763,211,000","696,686,000","668,159,000","531,417,000","774,837,000","838,869,000","719,439,000","659,562,000","853,925,000","1,052,253,000","1,154,303,000","980,242,000","715,428,000","465,066,000","403,615,000","355,074,000","255,975,000","17,826,000","197,457,000","303,504,000","163,100,000","152,200,000","120,000,000","96,000,000","85,700,000","61,200,000","195,200,000","172,900,000","151,600,000"
EBITDA,"745,739,000"
ReconciledCostOfRevenue,"1,808,640,000","1,756,922,000","1,739,729,000","1,763,969,000","1,798,423,000","1,757,156,000","1,784,176,000","1,604,788,000","1,609,606,000","2,414,590,000","2,467,996,000","2,596,218,000","2,802,552,000","2,508,458,000","2,907,291,000","2,415,641,000","541,913,000","570,045,000","484,156,000","384,894,000","338,501,000","215,666,000","164,315,000","69,929,000","41,462,000","71,542,000","105,600,000","89,100,000","76,300,000","73,700,000","64,800,000","51,600,000","471,500,000","411,800,000","349,900,000"
ReconciledDepreciation,"166,091,000","166,695,000","183,295,000","182,168,000","173,598,000","159,804,000","115,604,000","92,407,000","103,576,000","121,633,000","126,901,000","123,631,000","146,011,000","150,215,000","336,382,000","268,058,000","241,756,000","161,821,000","155,386,000","205,608,000","147,218,000","74,605,000","55,787,000","287,647,000","32,477,000","67,684,000","57,100,000","54,700,000","44,300,000","33,000,000","29,200,000","25,900,000","24,900,000","21,300,000","19,300,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"427,465,000","445,256,000","626,909,000","420,917,000","383,553,000","486,744,000","500,097,000","465,158,000","345,968,000","419,405,000","488,946,000","513,055,000","454,476,000","374,337,000","490,408,000","635,857,000","704,256,000","580,064,000","434,405,000","276,748,000","251,895,000","237,795,000","174,152,000","47,755,000","125,089,000","107,259,000","164,000,000","180,700,000","162,300,000","140,100,000","123,500,000","100,200,000","87,900,000","73,300,000","60,100,000"
TotalUnusualItemsExcludingGoodwill,"-164,000","-233,000","-165,000","2,643,000","-5,393,000",,"0","0","2,369,000","11,455,000","9,298,000","501,000","27,801,000","22,856,000","22,527,000","27,829,000","211,242,000","116,724,000","195,467,000","199,295,000","263,787,000","174,514,000","143,999,000","144,682,000","129,828,000","42,995,000","120,100,000","143,000,000","144,300,000","129,500,000","114,900,000","100,400,000","-54,900,000","-45,300,000","-38,900,000"
TotalUnusualItems,"-164,000","-233,000","-165,000","2,643,000","-5,393,000",,"0","0","2,369,000","11,455,000","9,298,000","501,000","27,801,000","22,856,000","22,527,000","27,829,000","211,242,000","116,724,000","195,467,000","199,295,000","263,787,000","174,514,000","143,999,000","144,682,000","129,828,000","42,995,000","120,100,000","143,000,000","144,300,000","129,500,000","114,900,000","100,400,000","-54,900,000","-45,300,000","-38,900,000"
NormalizedEBITDA,"745,903,000","799,139,000","941,564,000","901,763,000","817,432,000","947,855,000","878,815,000","789,093,000","769,366,000","641,595,000","892,440,000","961,999,000","837,649,000","786,921,000","1,167,780,000","1,292,482,000","1,184,817,000","1,025,339,000","675,347,000","471,379,000","287,046,000","255,165,000","167,763,000","160,791,000","100,106,000","328,193,000","100,100,000","63,900,000","20,000,000","-500,000","0","-13,300,000","275,000,000","239,500,000","209,800,000"
TaxRateForCalcs,"0.126","0.183","0.063","0.331","0.327","0.345","0.348","0.337","0.399","0.381","0.376","0.389","0.39","0.35","0.4","0.375","0.395","0.4","0.394","0.4","0.389","0.38","0.38","0.234","0.367","0.4","0.4","0.388","0.386","0.379","0.384","0.38","0.374","0.4","0.4"
TaxEffectOfUnusualItems,"-20,675.315","-42,639","-10,395","874,833","-1,763,511","0","0","0","946,259.375","4,358,830.324","3,500,248.455","194,769.667","10,846,449.235","7,999,600","9,010,800","10,441,750.669","83,451,293.118","46,689,600","77,014,008.907","79,718,000","102,612,839.713","66,315,511.103","54,719,835.313","33,899,404.599","47,581,968.246","17,198,000","48,040,000","55,495,428.378","55,688,989.784","49,079,122.34","44,126,184.539","38,147,029.703","-20,528,846.154","-18,120,000","-15,560,000"
