name,ttm,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001,03/31/2000,03/31/1999,03/31/1998,03/31/1997,03/31/1996,03/31/1995,03/31/1994,03/31/1993,03/31/1992,03/31/1991,03/31/1990,03/31/1989,03/31/1988,02/28/1987,02/28/1986
TotalRevenue,"15,522,066,000,000","15,888,617,000,000","15,361,146,000,000","13,999,200,000,000","14,601,151,000,000","13,328,099,000,000","11,842,451,000,000","9,877,947,000,000","7,948,095,000,000","8,936,867,000,000","8,579,174,000,000","10,011,241,000,000","11,968,092,703,520","11,087,834,674,560","9,906,779,811,600","8,654,227,966,300","8,154,921,188,100","7,960,714,912,380","7,343,664,626,870","6,579,113,155,701.18","5,903,711,564,203.6","6,155,579,309,260","6,044,710,508,910","5,279,682,646,660","4,282,236,448,515","3,958,934,333,991","3,865,255,539,228","4,132,433,652,732","4,395,888,891,866","4,316,570,814,180","3,829,698,193,542","3,502,928,667,614","1,580,824,420,945","2,870,851,991,614","2,910,614,510,150"
	OperatingRevenue,"15,522,066,000,000","15,888,617,000,000","15,361,146,000,000","13,999,200,000,000","14,601,151,000,000","13,328,099,000,000","11,842,451,000,000","9,877,947,000,000","7,948,095,000,000","8,936,867,000,000","8,579,174,000,000","10,011,241,000,000","11,968,092,703,520","11,087,834,674,560","9,906,779,811,600","8,654,227,966,300","8,154,921,188,100","7,960,714,912,380","7,343,664,626,870","6,579,113,155,701.18","5,903,711,564,203.6","6,155,579,309,260","6,044,710,508,910","5,279,682,646,660","4,282,236,448,515","3,958,934,333,991","3,865,255,539,228","4,132,433,652,732","4,395,888,891,866","4,316,570,814,180","3,829,698,193,542","3,502,928,667,614","1,580,824,420,945","2,870,851,991,614","2,910,614,510,150"
CostOfRevenue,"12,345,567,000,000","12,580,949,000,000","12,000,581,000,000","10,865,848,000,000","11,332,399,000,000","10,330,784,000,000","8,761,083,000,000","7,345,162,000,000","5,919,633,000,000","6,496,841,000,000","6,414,721,000,000","7,419,582,000,000","8,518,496,482,880","7,865,566,742,880","7,009,534,004,850","6,041,070,400,960","5,604,566,594,450","5,402,819,556,340","5,023,325,513,050","4,638,663,385,808.88","3,904,683,138,182.6","3,993,068,911,470","4,019,532,454,080","3,547,680,362,360","2,990,277,352,836","2,755,963,859,418","2,678,954,686,716","2,813,816,454,988","3,011,493,280,912","2,952,816,410,040","2,583,224,539,275","2,422,729,349,272","1,071,477,297,125","1,948,767,098,883","1,816,994,043,625"
GrossProfit,"3,176,499,000,000","3,307,668,000,000","3,360,565,000,000","3,133,352,000,000","3,268,752,000,000","2,997,315,000,000","3,081,368,000,000","2,532,785,000,000","2,028,462,000,000","2,440,026,000,000","2,164,453,000,000","2,591,659,000,000","3,449,596,220,640","3,222,267,931,680","2,897,245,806,750","2,613,157,565,340","2,550,354,593,650","2,557,895,356,040","2,320,339,113,820","1,940,449,769,892.3","1,999,028,426,021","2,162,510,397,790","2,025,178,054,830","1,732,002,284,300","1,291,959,095,679","1,202,970,474,573","1,186,300,852,512","1,318,617,197,744","1,384,395,610,954","1,363,754,404,140","1,246,473,654,267","1,080,199,318,342","509,347,123,820","922,084,892,731","1,093,620,466,525"
OperatingExpense,"2,494,880,000,000","2,581,298,000,000","2,527,007,000,000","2,292,641,000,000","2,765,376,000,000","2,326,712,000,000","2,331,087,000,000","1,987,975,000,000","1,797,098,000,000","1,870,251,000,000","1,800,678,000,000","2,402,016,000,000","2,499,252,204,600","2,370,309,197,760","2,028,484,023,300","1,981,984,951,380","1,950,792,427,600","1,869,403,644,120","1,682,637,941,400","1,441,393,307,095.44","1,586,435,338,668.2","1,620,459,671,050","1,559,402,806,845","1,331,596,281,852","1,147,320,424,134","1,095,255,831,446","1,107,924,804,180","1,209,865,619,116","1,230,916,388,160","1,216,404,248,505","1,047,112,091,589","902,454,226,003","440,884,221,327","752,284,855,858","787,979,812,125"
	SellingGeneralAndAdministration,"1,683,483,000,000","1,774,393,000,000","1,775,151,000,000","1,601,212,000,000","2,108,874,000,000","1,720,550,000,000","1,696,957,000,000","1,427,705,000,000","1,277,280,000,000","1,382,660,000,000","1,337,324,000,000","1,838,819,000,000","1,913,052,176,240","1,818,320,998,560","1,656,191,173,950","1,514,020,750,340","1,502,293,655,500","1,433,020,703,340","1,288,427,504,260","1,167,109,727,846.01","1,096,455,179,167.6","1,137,084,661,215","1,116,905,008,605","940,127,250,276","1,021,434,978,348","970,364,906,091","964,603,031,808","1,036,131,842,592","1,040,073,857,038","1,024,508,996,505","882,864,456,144","771,023,835,649","340,094,026,952","641,783,721,052","686,916,558,005"
	ResearchAndDevelopment,"811,397,000,000","806,905,000,000","751,856,000,000","691,429,000,000","656,502,000,000","606,162,000,000","634,130,000,000","560,270,000,000","519,818,000,000","487,591,000,000","463,354,000,000","563,197,000,000","586,299,739,200","551,870,378,880","510,357,823,200","467,964,201,040","448,498,772,100","436,264,967,560","394,210,437,140","359,121,909,260.61","323,348,637,700.2","307,859,946,765","288,006,868,200","250,482,745,936",,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,"166,631,521,800.4","175,515,063,070","154,490,930,040","140,986,285,640","125,885,445,786","124,890,925,355","143,321,772,372","173,733,776,524","190,842,531,122","191,895,252,000","164,247,635,445","131,430,390,354","100,790,194,375","110,501,134,806","101,063,254,120"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,"166,631,521,800.4","175,515,063,070","154,490,930,040","140,986,285,640","125,885,445,786","124,890,925,355","143,321,772,372","173,733,776,524","190,842,531,122","191,895,252,000","164,247,635,445","131,430,390,354","100,790,194,375","110,501,134,806","101,063,254,120"
	OtherOperatingExpenses,,,,,,,,,,,,,"-99,710,840","117,820,320","-138,064,973,850",,,"117,973,220",,"-84,838,330,011.18",,,,,,,,,,,,,,,
