name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
MarketCap,"9,369,656,408","15,420,655,860","16,574,645,100","18,264,326,389","16,995,386,165","18,677,193,700","10,846,439,120","9,033,926,760","8,314,675,200","3,874,545,662","6,873,330,230","7,449,581,170","2,364,413,583","9,030,605,534","6,954,891,945","8,354,111,588"
EnterpriseValue,"10,998,656,408","16,327,655,860","16,923,645,100","18,719,595,389","18,309,440,165","19,661,801,700","9,944,362,120","8,470,902,760","7,625,877,200","3,514,040,662","7,288,265,230","7,656,274,170","3,150,787,583","9,498,219,534","6,509,455,945","8,126,211,588"
PeRatio,"17.629","32.281","38.845","46.603","98.504","19.513","26.927","68.294","28.444","8.586","17.185","24.981",,"33.638","37.464","33.262"
ForwardPeRatio,"312.5","15.48",,"23.31","17.699","20.704","18.904","19.418","17.123","7.102","12.579",,,,,
PegRatio,"49.374","1.596",,"1.666","1.117","0.795","0.819","1.133","1.332","0.602","0.873",,,,,
PsRatio,"0.825","1.375","1.58","1.902","2.032","2.599","2.057","2.139","2.133","1.069","2.158","2.543","0.819","3.728","3.405","3.991"
PbRatio,"2.362","3.686","3.779","3.948","4.374","7.651","5.755","4.115","3.646","1.338","2.572","2.777","1.015","1.874","1.2","1.452"
EnterprisesValueRevenueRatio,"0.911","1.353","1.508","1.861","2.087","2.947","1.725","1.775","1.892","1.019","2.177","2.591","1.073","3.564","2.909","3.834"
EnterprisesValueEBITDARatio,"5.92","8.788","10.098","12.58","14.719","12.665","10.95","12.614","12.032","5.425","8.307","10.285","-1.41","13.029","10.835","11.988"
