name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
MarketCap,"6,055,907,792","8,380,579,200","7,128,195,840","8,072,334,286","6,530,061,285","8,617,030,800","9,929,078,390","7,322,002,240","3,089,251,301","1,628,538,391","786,398,138","246,291,559","47,382,569","360,893,143"
EnterpriseValue,"6,844,143,792","9,079,719,200","7,658,146,840","9,199,632,286","8,287,549,285","8,907,863,800","10,694,822,390","7,284,676,240","3,158,816,301","1,515,190,391","789,647,138","354,961,559","143,884,569","336,523,143"
PeRatio,"22.802","14.326","14.635","22.183","19.061","26.876","327.46","23.568","12.27","15.514","23.711",,,
ForwardPeRatio,"9.47","8.591","8.511","10.638","10.256","12.21","16.722","16.447","10.549","11.455","8.013",,,
PegRatio,"9.332","1.337","0.688","0.764","0.789","0.301","0.372","0.366","0.401","0.674",,,,
PsRatio,"2.852","4.235","4.113","5.226","4.736","6.998","9.094","9.482","5.47","7.287","4.463","1.842","0.733","3.113"
PbRatio,"2.156","2.744","2.355","3.266","3.801","5.512","7.407","5.887","2.755","11.608","25.741",,,"6.581"
EnterprisesValueRevenueRatio,"3.128","4.2","4.05","5.683","5.57","6.724","9.118","8.35","5.391","5.565","4.544","2.763","2.131","5.153"
EnterprisesValueEBITDARatio,"6.995","8.968","8.758","11.81","11.366","13.751","18.721","17.246","11.61","11.169","11.874","14.183","-1.146","-2.624"
