name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,09/30/1997
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","12,126,000","11,321,000","11,526,000","11,857,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","12,126,000",,,"11,857,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinJointVenturesatCost,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","12,126,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"11,135,000","9,917,000",,,,,,,,"0","0","0","846,000","1,500,000","0","0","1,829,000","1,750,000",,,"1,851,000","0","0","0","411,000","1,443,000","198,000","1,707,000","3,900,000","3,371,000",,,,,,"3,861,000",,,"9,827,000","7,987,000","7,954,000","7,910,000","7,909,000","8,615,000","8,730,734.593","9,283,000","10,488,052.663","10,482,893.228","10,519,157.831","10,939,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"11,135,000","9,917,000",,,,,,,,"0","0","0","846,000","1,500,000","0","0","1,829,000","1,750,000",,,"1,851,000","0","0","0","411,000","1,443,000","198,000","1,707,000","3,900,000","3,371,000",,,,,,"3,861,000",,,"9,827,000","7,987,000","7,954,000","7,910,000","7,909,000","8,615,000","8,730,734.593","9,283,000","10,488,052.663","10,482,893.228","10,519,157.831","10,939,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"6,887,000","6,732,000","7,799,000","10,648,000","14,594,000","10,275,000","8,320,000","9,516,000","8,939,000","8,830,000","7,855,000","8,199,000","8,662,000","14,907,000","8,699,000","7,398,000","7,758,000","5,990,000","8,211,000","9,282,000","8,719,000","8,116,000","8,537,000","8,077,000","7,016,000","7,991,000","5,302,000","4,530,000","10,808,000","10,989,000","11,977,000","11,943,000","13,787,000","26,193,000","29,295,000","24,410,000","23,901,000","15,051,000","15,788,000","16,491,000","14,266,000","16,529,000","19,553,000","24,676,000","25,433,962.202","28,564,000","30,827,217.528","32,162,264.646","33,235,283.248","18,036,000","10,681,899.483","7,615,938.8","9,158,953.329","4,505,406.591","6,482,258.122","9,176,764.454","9,052,878.423","9,053,569.002","10,374,333.083","14,131,038.274","3,732,045.352","3,124,358.741","3,323,647.574","3,427,116.731","3,496,633.944","3,644,895.982","3,546,037.803","3,112,745.779","4,015,728.16","4,464,211.588","2,962,812.397","4,559,626.309","8,627,293.685","5,732,240.964","6,205,372.316","6,102,093.909","6,116,816.272","9,270,657.614","7,165,174.358","7,237,850.249","8,490,781.797","7,194,173.124","5,173,670.608","5,601,684.582","4,627,765.646","3,809,264.985","2,701,543.122","2,198,356.464","1,999,457.073"
TotalLiabilitiesNetMinorityInterest,"2,052,150,000","1,376,576,000","1,435,380,000","1,456,432,000","1,324,082,000","1,068,524,000","1,227,911,000","1,238,178,000","1,106,483,000","929,330,000","1,021,185,000","995,200,000","1,060,803,000","870,497,000","1,028,104,000","1,066,540,000","879,515,000","782,140,000","907,923,000","936,710,000","766,090,000","569,511,000","471,739,000","456,260,000","381,248,000","324,225,000","401,925,000","488,404,000","472,123,000","470,096,000","594,987,000","579,469,000","548,736,000","550,844,000","700,351,000","335,892,000","189,516,000","195,705,000","207,364,000","178,114,000","152,238,000","164,351,000","259,642,000","292,477,000","219,292,976.993","282,631,000","308,400,158.184","317,314,155.251","296,924,261.335","203,904,000","196,583,888.21","220,821,247.399","163,154,094.887","187,240,116.425","154,628,137.677","168,900,741.122","166,685,715.516","171,383,479.121","156,387,505.714","165,500,175.25","157,532,442.145","161,247,320.388","147,998,892.856","165,821,036.134","158,928,948.85","163,874,679.219","159,070,280.925","151,594,730.137","142,145,000.667","142,863,325.667","144,245,496.208","161,564,021.569","163,542,616.113","171,085,384.274","182,611,663.693","155,992,536.802","134,737,973.991","131,294,626.597","131,532,057.523","114,031,822.876","98,992,524.494","99,319,550.029","90,439,742.363","89,726,985.116","62,072,422.175","52,227,029.152","55,431,666.326","49,962,653.047","33,790,818.011"
	CurrentLiabilities,"389,064,000","422,404,000","407,556,000","379,523,000","317,552,000","346,985,000","309,086,000","293,822,000","288,961,000","258,476,000","275,143,000","251,273,000","252,901,000","235,928,000","302,349,000","287,609,000","255,162,000","295,060,000","279,237,000","284,493,000","332,390,000","374,671,000","301,053,000","275,528,000","287,115,000","289,414,000","241,017,000","238,476,000","259,213,000","256,442,000","253,013,000","206,808,000","204,393,000","315,269,000","304,871,000","222,357,000","185,014,000","191,229,000","184,724,000","154,193,000","127,205,000","139,003,000","143,921,000","140,820,000","144,754,995.07","205,852,000","162,471,332.285","135,675,964.248","129,453,133.394","123,321,000","129,497,565.993","138,216,447.642","124,527,380.748","145,715,506.896","113,784,404.057","109,490,156.116","106,466,698.812","112,770,532.834","103,752,345.23","98,187,574.605","87,275,364.766","95,276,864.707","87,084,369.468","84,570,559.479","79,536,492.979","89,798,250.96","85,906,175.296","64,377,790.95","57,935,658.797","57,641,433.477","59,842,815.035","56,191,099.128","56,964,338.12","67,804,060.241","65,935,076.313","58,432,053.934","50,493,735.912","47,576,763.845","46,254,392.87","45,632,094.125","40,456,076.999","44,064,307.407","42,483,795.627","41,412,454.771","36,720,314.551","34,082,898.133","36,120,634.402","25,680,803.804","15,695,734.762"
		PayablesAndAccruedExpenses,"373,220,000","407,886,000","394,450,000","366,492,000","304,224,000","346,985,000","309,086,000","293,822,000","288,961,000","258,476,000","275,143,000","251,273,000","252,901,000","235,928,000","302,349,000","287,609,000","255,162,000","295,060,000","279,237,000","284,493,000","332,390,000","374,671,000","301,053,000","275,528,000","287,115,000","289,414,000","241,017,000","238,476,000","259,213,000","256,442,000","253,013,000","206,808,000","204,393,000","315,269,000","304,871,000","222,357,000","185,014,000","191,229,000","184,666,000","153,495,000","125,222,000","136,200,000","141,153,000","137,922,000","124,358,339.359","155,669,000","149,472,505.404","123,364,136.792","119,221,800.465","116,683,000","120,025,616.721","113,040,566.921","98,124,929.65","118,099,499.373","86,676,050.978","83,547,418.082","80,325,397.796","86,752,634.069","81,584,899.269","76,312,804.001","65,241,424.46","74,720,650.338","64,712,548.381","63,290,624.762","56,266,992.605","66,632,411.605","61,573,295.817","60,149,060.486","52,139,494.128","51,773,887.401","52,422,294.098","49,989,048.216","51,025,824.445","62,269,527.584","53,861,189.957","49,132,862.31","41,768,572.191","39,181,839.723","38,930,347.365","37,624,642.351","31,665,621.095","35,870,943.931","33,827,846.178","35,910,800.011","31,187,116.397","29,672,170.324","28,316,175.89","22,782,970.06","12,896,495.584"
			Payables,"373,220,000","407,886,000",,,,"346,985,000","309,086,000","293,822,000","288,961,000","258,476,000","275,143,000","251,273,000","252,901,000","235,928,000","302,349,000","287,609,000","255,162,000","295,060,000","279,237,000","284,493,000","332,390,000","374,671,000","301,053,000","275,528,000","287,115,000","289,414,000","241,017,000","238,476,000","259,213,000","256,442,000",,,"204,393,000","315,269,000","304,871,000","222,357,000","185,014,000","191,229,000","184,666,000","153,495,000","125,222,000","136,200,000","141,153,000","137,922,000","124,358,339.359","155,669,000","149,472,505.404","123,364,136.792","119,221,800.465","116,683,000","120,025,616.721","113,040,566.921","98,124,929.65","118,099,499.373","86,676,050.978","83,547,418.082","80,325,397.796","86,752,634.069","81,584,899.269","76,312,804.001","65,241,424.46","74,720,650.338","64,712,548.381","63,290,624.762","56,266,992.605","66,632,411.605","61,573,295.817","60,149,060.486","52,139,494.128","51,773,887.401","52,422,294.098","49,989,048.216","51,025,824.445","62,269,527.584","53,861,189.957","49,132,862.31","41,768,572.191","39,181,839.723","38,930,347.365","37,624,642.351","31,665,621.095","35,870,943.931","33,827,846.178","35,910,800.011","31,187,116.397","29,672,170.324","28,316,175.89","22,782,970.06","12,896,495.584"
				AccountsPayable,"342,602,000","406,631,000",,,,"346,985,000","309,086,000","293,822,000","288,961,000","258,476,000","274,615,000","251,273,000","247,865,000","234,062,000","293,112,000","286,421,000","253,405,000","295,060,000","279,237,000","284,493,000","316,299,000","374,671,000","301,053,000","275,528,000","273,951,000","289,414,000","241,017,000","238,476,000","247,799,000","256,442,000",,,"195,217,000","315,269,000","299,367,000","220,168,000","172,284,000","186,205,000","184,666,000","153,495,000","125,222,000","124,378,000","130,063,000","122,975,000","124,358,339.359","155,669,000","149,472,505.404","123,364,136.792","119,221,800.465","116,683,000","120,025,616.721","113,040,566.921","98,124,929.65","118,099,499.373","86,676,050.978","83,547,418.082","80,325,397.796","86,752,634.069","81,584,899.269","76,312,804.001","65,241,424.46","74,720,650.338","64,712,548.381","63,290,624.762","56,266,992.605","66,632,411.605","61,573,295.817","60,149,060.486","52,139,494.128","51,773,887.401","52,422,294.098","49,989,048.216","51,025,824.445","62,269,527.584","53,861,189.957","49,132,862.31","41,768,572.191","39,181,839.723","38,930,347.365","37,624,642.351","31,665,621.095","35,870,943.931","33,827,846.178","35,910,800.011","31,187,116.397","29,672,170.324","28,316,175.89","22,782,970.06","12,896,495.584"
				TotalTaxPayable,"367,000","1,255,000",,,,,,,,"0","528,000","0","5,036,000","1,866,000","9,237,000","1,188,000","1,757,000",,,,,,,,,,,,"565,000",,,,"0","0","5,504,000","2,189,000","3,617,000","5,024,000","0","0","0","11,822,000","11,090,000","14,947,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"367,000","1,255,000",,,,,,,,"0","528,000","0","5,036,000","1,866,000","9,237,000","1,188,000","1,757,000",,,,,,,,,,,,"565,000",,,,"0","0","5,504,000","2,189,000","3,617,000","5,024,000","0","0","0","11,822,000","11,090,000","14,947,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				DividendsPayable,"30,251,000",,,,,,,,,,,,,,,,,,,,"16,091,000",,,,"13,164,000",,,,"10,849,000",,,,"9,176,000",,,,"9,113,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"15,844,000","14,518,000","13,106,000","13,031,000","13,328,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,000","698,000","1,983,000","2,803,000","2,768,000","2,898,000","3,042,936.73","3,556,000","3,761,660.444","4,126,595.745","4,602,194.285","3,689,000","7,421,424.143","24,938,976.248","25,004,221.86","25,344,786.853","23,588,412.314","23,730,179.276","23,864,312.898","23,814,194.298","19,762,733.462","19,709,684.219","19,674,337.432","18,591,730.033","18,615,829.308","19,104,225.835","19,280,159.165","19,294,507.347","20,302,469.97","3,556,137.16","3,914,760.752","3,937,519.297","4,488,685.79","3,969,192.426","3,967,675.473","4,068,351.3","4,406,134.126","4,498,543.782","4,876,650.217","4,867,629.792","4,904,013.098","4,903,091.825","4,794,794.004","4,696,196.222","4,676,202.202","4,201,263.768","3,420,522.519","2,205,363.904","6,703,829.556","2,997,759.07","1,699,538.15"
			CurrentDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,000","698,000","1,983,000","2,803,000","2,768,000","2,898,000","3,042,936.73","3,556,000","3,761,660.444","4,126,595.745","4,602,194.285","3,689,000","7,421,424.143","24,938,976.248","25,004,221.86","25,344,786.853","23,588,412.314","23,730,179.276","23,864,312.898","23,814,194.298","19,762,733.462","19,709,684.219","19,674,337.432","18,591,730.033","18,615,829.308","19,104,225.835","19,280,159.165","19,294,507.347","20,302,469.97","3,556,137.16","3,914,760.752","3,937,519.297","4,488,685.79","3,969,192.426","3,967,675.473","4,068,351.3","4,406,134.126","4,498,543.782","4,876,650.217","4,867,629.792","4,904,013.098","4,903,091.825","4,794,794.004","4,696,196.222","4,676,202.202","4,201,263.768","3,420,522.519","2,205,363.904","6,703,829.556","2,997,759.07","1,699,538.15"
			CurrentCapitalLeaseObligation,"15,844,000","14,518,000","13,106,000","13,031,000","13,328,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,353,718.981","46,627,000","9,237,166.437","8,185,231.711","5,629,138.645","2,949,000","2,050,525.129","236,904.473","1,398,229.238","2,271,220.67","3,519,940.765","2,212,558.758","2,276,988.118","2,203,704.468","2,404,712.499","2,165,086.385","2,359,602.875","1,964,484.336","3,755,991.779","2,175,708.882","3,989,341.209","3,871,332.007","4,030,409.509","672,593.304","1,881,403.917","1,930,026.779","2,931,835.147","2,232,858.486","1,970,838.201","1,466,181.357","7,667,752.23","4,800,647.843","3,848,513.505","3,527,294.329","2,420,032.407","3,104,359.949","3,995,661.9","3,497,167.255","3,979,747.248","1,300,390.993","2,112,675.635","2,205,363.904","1,100,628.957","-99,925.326","1,099,701.028"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,663,086,000","954,172,000","1,027,824,000","1,076,909,000","1,006,530,000","721,539,000","918,825,000","944,356,000","817,522,000","670,854,000","746,042,000","743,927,000","807,902,000","634,569,000","725,755,000","778,931,000","624,353,000","487,080,000","628,686,000","652,217,000","433,700,000","194,840,000","170,686,000","180,732,000","94,133,000","34,811,000","160,908,000","249,928,000","212,910,000","213,654,000","341,974,000","372,661,000","344,343,000","235,575,000","395,480,000","113,535,000","4,502,000","4,476,000","22,640,000","23,921,000","25,033,000","25,348,000","115,721,000","151,657,000","74,537,982.744","76,779,000","145,928,825.899","181,638,190.032","167,471,127.941","80,583,000","67,086,322.217","82,604,798.89","38,626,714.997","41,524,609.529","40,843,732.723","59,410,585.006","60,219,015.843","58,612,946.287","52,635,159.668","67,312,600.645","70,257,078.211","65,970,455.681","60,914,523.388","81,250,477.418","79,392,455.871","74,076,428.26","73,164,106.371","87,216,938.506","84,209,341.235","85,221,892.82","84,402,681.174","105,372,921.813","106,578,277.993","103,281,323.399","116,676,587.38","97,560,482.868","84,244,238.079","83,717,862.753","85,277,664.652","68,399,728.751","58,536,447.495","55,255,242.622","47,955,947.414","48,314,530.345","25,352,107.623","18,144,131.019","19,311,031.924","24,281,849.243","18,095,082.525"
		LongTermProvisions,,"10,790,000",,,,"14,343,000",,,,"17,829,000",,,,"17,546,000",,,,"19,838,000","18,652,000","18,084,000","17,981,000","17,926,000","15,914,000","15,833,000","16,252,000","16,325,000","15,372,000","15,294,000","15,216,000","13,042,000","11,550,000","8,390,000","8,296,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"1,622,478,000","911,982,000","976,264,000","1,026,721,000","959,175,000","669,000,000","871,000,000","900,000,000","775,000,000","630,000,000","705,000,000","705,000,000","771,000,000","600,000,000","691,000,000","738,000,000","584,010,000","462,000,000","593,000,000","618,000,000","399,000,000","157,000,000","135,000,000","148,000,000","64,000,000",,"125,000,000","214,000,000","177,000,000","181,000,000","306,000,000","333,000,000","305,000,000","209,000,000","252,000,000",,,,,,"1,177,000","1,584,000","90,154,000","118,585,000","48,083,388.661","49,448,000","104,667,550.599","142,123,208.977","126,593,936.181","55,971,000","38,913,061.531","52,708,815.014","10,629,142.931","12,052,787.032","8,987,062.466","26,897,274.833","27,421,981.23","27,259,605.212","24,206,442.239","40,577,880.466","41,076,455.321","37,940,374.567","38,460,637.133","57,047,590.031","56,818,308.567","53,559,036.216","55,428,903.176","71,477,053.782","71,089,495.08","72,377,306.953","76,646,408.177","99,246,798.545","101,222,716.366","97,162,109.702","113,522,923.026","94,642,481.599","81,180,829.61","80,290,015.309","81,887,421.261","66,116,876.644","56,638,507.799","53,256,861.236","47,259,491.103","45,813,778.181","23,239,431.988","16,239,498.198","17,510,002.723","21,284,090.173","15,895,680.469"
			LongTermDebt,"1,550,000,000","845,000,000","907,000,000","958,000,000","888,000,000","669,000,000","871,000,000","900,000,000","775,000,000","630,000,000","705,000,000","705,000,000","771,000,000","600,000,000","691,000,000","738,000,000","584,010,000","462,000,000","593,000,000","618,000,000","399,000,000","157,000,000","135,000,000","148,000,000","64,000,000",,"125,000,000","214,000,000","177,000,000","181,000,000","306,000,000","333,000,000","305,000,000","209,000,000","252,000,000",,,,,,"1,177,000","1,584,000","90,154,000","118,585,000","48,083,388.661","49,448,000","104,667,550.599","142,123,208.977","126,593,936.181","55,971,000","38,913,061.531","52,708,815.014","10,629,142.931","12,052,787.032","8,987,062.466","26,897,274.833","27,421,981.23","27,259,605.212","24,206,442.239","40,577,880.466","41,076,455.321","37,940,374.567","38,460,637.133","57,047,590.031","56,818,308.567","53,559,036.216","55,428,903.176","71,477,053.782","70,560,662.767","72,377,306.953","74,460,022.42","99,246,798.545","97,724,002.814","97,162,109.702","113,522,923.026","94,642,481.599","81,180,829.61","80,290,015.309","81,887,421.261","66,116,876.644","56,638,507.799","53,256,861.236","47,259,491.103","45,813,778.181","23,239,431.988","16,239,498.198","17,510,002.723","21,284,090.173","15,895,680.469"
			LongTermCapitalLeaseObligation,"72,478,000","66,982,000","69,264,000","68,721,000","71,175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"528,832.314",,"2,186,385.757",,"3,498,713.552",,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,"0","13,196,000","13,170,000","13,436,000","12,623,000","6,743,000","5,884,000","4,710,000","3,713,000","2,095,000","2,770,000",,,"1,789,000","2,886,000",,"0","1,024,000","136,000","0","349,000","4,440,000","1,847,000",,,,,,"0","1,863,000","10,920,000","11,271,000","26,575,000","28,049,000","2,356,000","4,502,000","4,476,000","22,640,000","23,921,000","23,856,000","23,764,000","25,567,000","26,187,000","26,454,593.262","27,331,000","41,261,275.3","39,514,981.055","40,877,191.76","24,612,000","28,173,260.686","29,895,983.877","27,997,572.066","29,471,822.497","31,856,670.257","32,513,310.173","32,797,034.613","31,353,341.074","28,428,717.43","26,734,721.005","29,180,622.889","28,030,080.321","22,453,886.255","24,202,887.387","22,574,147.304","20,517,390.565","17,735,203.195","15,739,884.724","13,119,846.79","12,844,585.867","7,757,272.667","6,127,122.704","5,356,561.64","6,119,213.697","3,152,664.685","2,918,001.269","3,063,408.469","3,427,848.775","3,390,243.392","2,282,852.107","1,798,048.097","2,098,300.353","696,455.633","2,500,752.164","2,112,675.635","2,004,876.515","1,801,029.202","2,697,983.093","1,899,483.857"
			NonCurrentDeferredTaxesLiabilities,,"0","13,196,000","13,170,000","13,436,000","12,623,000","6,743,000","5,884,000","4,710,000","3,713,000","2,095,000","2,770,000",,,"1,789,000","2,886,000",,"0","1,024,000","136,000","0","349,000","4,440,000","1,847,000",,,,,,"0","1,863,000","10,920,000","11,271,000","26,575,000","28,049,000","2,356,000","4,502,000","4,476,000","22,640,000","23,921,000","23,856,000","23,764,000","25,567,000","26,187,000","26,454,593.262","27,331,000","41,261,275.3","39,514,981.055","40,877,191.76","24,612,000","28,173,260.686","29,895,983.877","27,997,572.066","29,471,822.497","31,856,670.257","32,513,310.173","32,797,034.613","31,353,341.074","28,428,717.43","26,734,721.005","29,180,622.889","28,030,080.321","22,453,886.255","24,202,887.387","22,574,147.304","20,517,390.565","17,735,203.195","15,739,884.724","13,119,846.79","12,844,585.867","7,757,272.667","6,127,122.704","5,356,561.64","6,119,213.697","3,152,664.685","2,918,001.269","3,063,408.469","3,427,848.775","3,390,243.392","2,282,852.107","1,798,048.097","2,098,300.353","696,455.633","2,500,752.164","2,112,675.635","2,004,876.515","1,801,029.202","2,697,983.093","1,899,483.857"
		EmployeeBenefits,,"31,400,000",,,,"25,573,000",,,,"19,312,000",,,,"17,023,000",,,,"5,242,000","16,010,000","15,997,000","16,719,000","19,565,000","15,332,000","15,052,000","13,881,000","18,486,000","20,536,000","20,634,000","20,694,000","19,612,000","22,561,000","20,351,000","19,776,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,"3,633,000",,,,"3,498,000",,,,"3,216,000",,,,"2,444,000",,,,,,,,,,,,,,,,"19,612,000","22,561,000","20,351,000","19,776,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"40,608,000","42,190,000","38,364,000","37,018,000","33,919,000","39,916,000","41,082,000","38,472,000","37,812,000","37,141,000","38,947,000","36,157,000","36,902,000","34,569,000","32,966,000","38,045,000","40,343,000",,,,,,,,,,,,,,,,,,"115,431,000","111,179,000",,,,,,,,"6,885,000","0.822",,,,,,,,,,,,,,,"-0.827",,"0.793",,,,"1.479",,,"-0.635",,"-999.67","-999.436","-1,000.013",,"999.67",,,"-1.331",,,"99,891.599","-99,918.967","0.678",,,"-100,243.695",,"299,775.977","299,918.199"
TotalEquityGrossMinorityInterest,"1,642,754,000","1,834,494,000","1,962,617,000","1,881,374,000","1,915,648,000","1,936,072,000","1,947,097,000","1,903,574,000","2,011,400,000","2,051,375,000","2,069,202,000","2,095,166,000","2,091,539,000","2,119,647,000","2,092,094,000","2,040,094,000","2,095,168,000","2,129,237,000","2,025,570,000","1,928,829,000","1,882,172,000","2,023,533,000","1,918,466,000","1,813,840,000","1,742,900,000","1,719,426,000","1,626,083,000","1,515,821,000","1,449,543,000","1,426,341,000","1,344,245,000","1,275,026,000","1,258,022,000","1,338,877,000","1,192,935,000","1,105,807,000","1,156,513,000","1,125,487,000","1,068,267,000","1,000,667,000","949,272,000","918,057,000","874,605,000","824,776,000","821,774,497.124","819,495,000","797,081,039.497","741,575,010.201","701,311,611.633","670,582,000","627,033,491.78","574,414,131.415","552,298,661.633","536,743,925.309","519,273,430.264","475,949,746.097","443,760,275.53","425,510,766.783","396,343,799.386","359,722,233.612","338,819,617.515","327,265,448.505","309,751,741.726","283,206,288.8","265,563,358.961","261,667,339.166","246,813,657.218","204,193,129.761","175,938,302.494","170,069,057.686","164,102,834.817","137,874,745.125","126,982,608.45","126,095,891.566","157,045,491.245","140,551,237.31","134,871,991.997","131,157,173.19","121,086,549.64","109,788,531.813","100,890,463.499","95,822,382.775","88,350,375.466","41,412,454.771","35,311,863.911","34,985,092.696","32,618,633.857","12,090,962.311","11,296,929.926"
	StockholdersEquity,"1,642,754,000","1,834,494,000","1,962,617,000","1,881,374,000","1,915,648,000","1,936,072,000","1,947,097,000","1,903,574,000","2,011,400,000","2,051,375,000","2,069,202,000","2,095,166,000","2,091,539,000","2,119,647,000","2,092,094,000","2,040,094,000","2,095,168,000","2,129,237,000","2,025,570,000","1,928,829,000","1,882,172,000","2,023,533,000","1,918,466,000","1,813,840,000","1,742,900,000","1,719,426,000","1,626,083,000","1,515,821,000","1,449,543,000","1,426,341,000","1,344,245,000","1,275,026,000","1,258,022,000","1,327,315,000","1,181,571,000","1,095,334,000","1,145,363,000","1,114,429,000","1,059,900,000","992,884,000","941,837,000","910,785,000","867,421,000","824,776,000","815,017,182.416","812,333,000","789,792,697.976","734,475,146.216","694,067,844.088","663,650,000","620,765,113.199","568,640,451.63","546,711,739.876","531,084,390.113","513,633,115.24","470,498,976.668","438,467,330.808","420,122,379.908","390,784,904.166","354,248,542.614","335,964,937.528","327,265,448.505","309,751,741.726","283,206,288.8","265,563,358.961","261,667,339.166","246,813,657.218","204,193,129.761","175,938,302.494","170,069,057.686","164,102,834.817","137,874,745.125","126,982,608.45","126,095,891.566","157,045,491.245","140,551,237.31","134,871,991.997","131,157,173.19","121,086,549.64","109,788,531.813","100,890,463.499","95,822,382.775","88,350,375.466","41,412,454.771","35,311,863.911","34,985,092.696","32,618,633.857","12,090,962.311","11,296,929.926"
		CapitalStock,"173,849,000","174,218,000","170,029,000","169,631,000","168,492,000","159,858,000","153,107,000","153,374,000","158,147,000","159,170,000","150,226,000","151,653,000","150,430,000","152,313,000","152,642,000","146,174,000","147,943,000","138,863,000","123,431,000","113,338,000","108,225,000","124,595,000","107,103,000","103,028,000","99,352,000","107,867,000","104,154,000","99,661,000","98,836,000","101,113,000","104,510,000","105,096,000","104,922,000","0","102,430,000","98,768,000","0","0","0","0","93,537,000","93,042,000","92,875,000","92,439,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77,121,433.286","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,
			CommonStock,"173,849,000","174,218,000","170,029,000","169,631,000","168,492,000","159,858,000","153,107,000","153,374,000","158,147,000","159,170,000","150,226,000","151,653,000","150,430,000","152,313,000","152,642,000","146,174,000","147,943,000","138,863,000","123,431,000","113,338,000","108,225,000","124,595,000","107,103,000","103,028,000","99,352,000","107,867,000","104,154,000","99,661,000","98,836,000","101,113,000","104,510,000","105,096,000","104,922,000","0","102,430,000","98,768,000","0","0","0","0","93,537,000","93,042,000","92,875,000","92,439,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77,121,433.286","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,
		AdditionalPaidInCapital,"29,831,000","32,769,000","48,158,000","41,437,000","34,274,000","32,490,000","38,555,000","32,654,000","28,426,000","25,208,000","32,982,000","29,794,000","27,320,000","23,198,000","19,882,000","27,386,000","23,963,000","16,718,000","28,263,000","28,855,000","29,971,000","20,778,000","34,082,000","34,985,000","33,810,000","28,869,000","28,886,000","27,878,000","25,872,000","25,579,000","16,700,000","14,823,000","13,593,000","116,962,000","13,001,000","12,411,000","109,671,000","107,127,000","105,989,000","104,149,000","7,749,000","6,976,000","6,164,000","5,461,000","96,897,082.169","96,105,000","95,048,419.139","94,052,212.183","93,235,299.404","92,014,000","90,892,981.682","90,459,642.857","89,736,551.99","89,036,075.587","88,328,901.454","87,886,399.039","87,024,188.049","84,089,408.678","83,330,319.826","81,822,479.127","78,432,842.265","78,091,874.341","519,414.024","77,037,104.376","75,250,136.879","82,507,127.802","81,636,087.396","73,902,193.108","67,447,647.541","66,113,213.194","68,212,635.015","64,079,532.259","63,360,814.834","63,640,859.86","66,310,917.08","63,681,855.33","66,558,878.96","66,144,110.091","66,493,936.468","67,181,941.289","67,426,794.998","66,446,177.836",,,,,,,
