name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987
MarketCap,"35,131,990,458","40,632,601,415","69,399,120,784","67,936,609,071","75,330,088,299","75,549,259,244","73,790,620,784","81,409,046,043","85,671,922,311","105,107,749,294","105,543,872,133","111,625,016,457","96,618,191,087","89,524,258,031","75,672,167,099","63,916,799,374","55,056,223,263","63,374,901,115","71,930,852,241","76,421,443,633","100,584,452,468","89,499,887,627","100,199,368,931","113,747,990,851","122,605,150,165","105,581,172,869","99,650,871,094","90,225,267,401","67,328,243,731","72,968,328,632","86,101,041,294","73,846,540,000","61,894,303,094","69,620,590,000","68,257,937,568","67,857,600,000","97,147,565,296","98,835,620,296","88,705,150,343","104,176,938,869","86,404,500,000","109,198,830,000","135,281,901,659","131,713,032,426","98,682,829,248","56,273,679,488","75,863,623,734","120,070,772,233","145,411,940,540","124,704,760,000","134,717,548,311","120,770,466,940","114,953,971,122","111,514,108,003","116,705,174,164","98,750,660,000","91,433,480,000","91,370,940,000","82,494,171,877","82,369,085,945","72,424,754,384","76,052,246,400","77,365,648,682","46,634,980,782","50,068,230,901","52,357,064,314","57,268,519,345","40,579,109,044","42,057,313,957","30,327,042,717","33,617,240,748","24,698,240,000","37,145,858,925","38,296,980,000","38,672,708,741","34,393,984,554","41,920,519,635","41,373,135,265","48,169,777,230","49,390,399,398","45,723,011,271","42,739,312,500","42,869,164,584","37,828,084,000","38,972,500,000","36,797,376,000","23,115,400,000","17,703,470,400","29,094,979,595","23,515,249,848","15,625,986,732","15,696,880,407","14,828,633,876","10,875,688,579","10,156,304,080","8,376,797,448","7,417,547,448","7,558,498,468","7,877,595,917","6,657,978,060","6,297,769,897","5,679,151,529","6,117,665,815","6,217,787,614","5,717,882,352","7,457,346,662","7,457,346,662","8,137,023,333","7,157,413,101","6,857,463,547","6,137,802,132","5,797,867,833","7,617,125,699","7,077,427,620","6,877,471,912","7,837,073,778","7,297,183,772","8,516,750,449","7,497,347,400","6,117,809,760","7,857,082,144","5,677,897,608","8,636,720,674","8,836,692,375","8,077,030,223","9,156,618,308","9,596,338,534","8,796,691,638","9,436,559,497","8,256,801,632","7,917,059,260","8,356,971,412"
PeRatio,"6.897","5.902","11.586","9.006","9.278","9.205","9.483","11.095","11.478","13.203","12.74","14.026","13.924","13.854","16.667","13.555","9.036","8.743","8.566","8.69","12.755","14.328","14.892","17.411","19.094","17.355","18.962","37.425","30.687","24.234","28.08","15.205","9.921","9.644","6.939","7.075","9.711","8.955","8.559","9.857","8.418","9.48","11.052","11.349","7.875","4.503","6.131","8.238","8.859","9.366","11.304","9.508","10.802","11.035","12.202","11.33","10.421","11.619","14.853","14.586","12.937","12.904","12.516","13.887","17.405","18.526","20.325","10.866","12.831","11.271","13.988","12.148","14.468","17.304","17.096","14.916","19.472","19.225","26.38","45.02","39.596","71.511","27.181","18.938","17.242","13.643","21.944","17.356","32.855","31.486","20.884","21.313","18.686","16.051","14.705","11.42","11.535","12.184","13.711","12.456","11.57","11.618","12.352","12.462","9.694","11.497","11.106","13.175","11.335","8.675","8.203","5.787","7.554","7.583","6.518","6.471","9.715","11.474","8.882","7.192","10.897","8.562","13.731","15.05","14.317","16.354","19.891","19.285","21.444","18.389","17.195",
ForwardPeRatio,"7.582","4.488","7.716","7.077","7.975","8.006",,"7.675","8.881","10.56","11.588","12.547","13.605","13.369","10.65","9.132","9.728","10.256","8.071","7.77","10.811","3.199","11.547","12.626","11.261","10.256","15.267","17.637","9.699","9.416","10.215","8.772","6.645","7.38","6.321","5.299","6.549","6.662","6.925","8.278",,,,,,,,,"12.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"2.165","0.632","1.086","0.997","1.124","1.128",,"0.76","2.691","1.242","1.363","1.476","1.115","1.096","1.253","1.074","1.145","1.046","0.696","0.525","0.525","0.155","0.532","0.582","0.615","0.56","0.835","0.964","0.53","0.514","0.454","0.39","0.236","1.485","2.226","2.12","2.62","1.155","0.932","0.907",,,,,,,,,"3.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.742","0.773","1.417","1.353","1.492","1.528","1.376","1.426","1.447","1.569","1.609","1.753","1.74","1.733","1.522","1.208","1.06","1.274","1.205","1.223","1.582","1.968","1.588","1.74","1.775","1.925","1.441","1.246","1.022","1.038","1.203","1.033","0.911","1.636","1.187","1.21","1.599","1.726","1.709","1.67","1.526","1.806","2.51","2.682","1.597","1.024","1.156","2.022","2.46","2.528","3.063","2.56","2.717","2.754","2.742","2.395","2.202","2.327","2.972","2.918","2.657","2.776","2.501","2.449","2.744","2.868","2.991","1.661","2.733","1.32","1.507","1.7","2.035","2.399","2.371","2.136","3.09","3.109","3.314","4.188","3.683","3.516","2.676","3.857","5.344","4.853","3.629","3.003","4.901","3.616","2.637","3.308","3.183","2.381","2.103","1.908","1.694","1.713","2.208","1.775","1.649","1.554","2.009","2.028","1.784","2.492","2.036","2.066","1.774","2.217","1.397","1.302","1.771","1.775","1.604",,,,,,,,,,,,,,,,,
PbRatio,"0.329","0.354","0.627","0.619","0.662","0.694","0.67","0.737","0.785","0.909","0.922","1.021","0.937","0.926","0.817","0.651","0.592","0.641","0.74","0.747","0.99","1.197","1.111","1.194","1.274","1.141","1.036","0.934","0.746","0.765","0.872","0.777","0.651","0.684","0.726","0.688","0.864","0.949","0.889","1.078","0.981","1.162","1.375","1.343","1.096","0.716","0.946","1.585","1.728","1.529","1.693","1.929","1.912","1.859","2.022","1.905","1.752","1.863","1.809","1.776","1.616","1.673","1.75","1.635","1.771","1.726","0.453","1.457","1.635","1.169","1.512","1.034","1.678","1.922","1.899","1.792","2.478","2.25","2.503","3.75","3.219","4.219","4.355","3.315","3.634","3.23","3.851","3.749","6.613","5.449","3.545","3.766","3.502","2.494","2.171","1.6","1.42","1.435","1.635","1.357","1.26","1.142","1.894","1.911","1.813","2.449","2.537","3.133","2.796","2.585","2.298","2.03","2.761","2.768","2.501",,,,,,,,,,,,,,,,,
