name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004
MarketCap,"124,452,776,154","140,223,947,960","241,028,194,211","234,358,564,178","263,710,326,941","257,296,848,253","242,148,343,336","288,904,599,974","290,884,343,355","263,616,554,195","279,485,750,765","252,629,893,836","219,926,590,342","127,282,264,889","230,329,616,253","206,445,023,943","221,316,128,425","194,971,638,155","146,012,099,278","150,631,389,247","179,412,133,720","191,656,115,770","216,600,211,858","247,298,477,973","268,545,767,207","238,614,011,564","232,005,639,581","213,585,754,823","206,833,684,101","209,158,385,727","219,343,127,256","93,783,535,301","92,130,167,729","93,940,647,718","101,146,627,551","82,765,656,646","96,712,115,659","98,720,492,695","89,864,763,080","79,243,279,158","65,076,807,582","74,579,531,141","78,353,662,484","75,172,608,924","68,554,400,033","58,782,095,664","69,322,705,342","77,259,706,947","109,427,742,383","92,962,838,400","114,513,440,000","113,271,728,000","114,996,328,000","91,900,484,800","98,164,232,000","94,342,518,400","96,412,038,400","89,886,152,000","89,030,750,400","95,018,561,600","195,035,152,000","182,606,112,000","172,662,880,000","149,517,992,000"
EnterpriseValue,"197,706,776,154","218,592,947,960","314,535,194,211","308,534,564,178","334,781,326,941","307,379,848,253","301,414,343,336","349,907,599,974","356,979,343,355","328,969,554,195","347,142,750,765","318,984,893,836","291,960,590,342","200,628,264,889","308,174,616,253","281,552,023,943","291,170,128,425","221,598,638,155","169,753,099,278","176,591,389,247","203,385,133,720","215,589,115,770","240,555,211,858","276,001,477,973","302,350,767,207","273,480,011,564","254,805,639,581","234,016,754,823","225,009,684,101","228,362,385,727","238,547,127,256","109,481,535,301","111,879,167,729","119,823,647,718","121,250,627,551","102,869,656,646","125,081,115,659","124,739,492,695","120,752,763,080","113,041,279,158","93,369,807,582","103,442,531,141","103,667,662,484","97,193,608,924","88,048,400,033","67,855,095,664","77,403,705,342","86,164,706,947","116,861,742,383","95,607,838,400","122,956,440,000","115,656,728,000","121,183,328,000","98,671,484,800","100,984,232,000","97,152,518,400","99,222,038,400","89,651,152,000","87,541,750,400","93,529,561,600","196,899,152,000","187,450,112,000","178,053,880,000","162,380,992,000"
PeRatio,"12.679","8.374","11.946","12.077","11.615","11.42","11.616","15.028","19.85","21.003","26.265","31.908","28.952","48.129","54.689",,,"81.983","88.538","11.198","12.307","13.284","13.693","15.274","21.537","15.021","11.158","9.18","8.023","7.88","8.36","8.488","7.064","7.106","7.556","6.168","8.008","9.612","10.163","11.805","9.813","11.722","14.248","21.785","11.995","6.47","6.036","4.71","6.918","6.357","8.317","9.569","10.29","8.432","9.264","8.14","8.319","10.15","8.4","8.965","8.688","9.885","9.346","6.957"
ForwardPeRatio,"18.692","14.245","11.848","9.823","12.24","11.299","8.921","9.56","12.61","14.265","16.75","17.094","15.291","15.129","15.244","14.045","21.598","11.038","10.823","18.587","18.416","19.011","17.606","16.892","17.825","17.094","14.286","12.547","11.848","12.107","11.481","11.494","10.183","7.299","8.258",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"2.517","1.658","26.931","4.654","10.554","0.763","0.602","0.646","0.934","0.389","0.438","0.666","0.403","0.291","0.293","0.27",,,,,,,"6.454","3.635","3.745","2.034","16.424",,"4.759","6.206",,,,"0.893","2.379",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.385","0.384","0.676","0.656","0.713","0.687","0.675","0.854","0.939","0.891","0.99","0.948","0.863","0.943","0.952","0.794","0.747","0.594","0.49","0.445","0.482","0.47","0.501","0.557","0.61","0.545","0.514","0.476","0.453","0.448","0.476","0.468","0.454","0.467","0.506","0.413","0.506","0.559","0.541","0.509","0.439","0.544","0.625","0.614","0.466","0.333","0.346","0.366","0.563","0.532","0.733","0.822","0.845","0.673","0.729","0.727","0.743","0.7","0.701","0.748","0.639","0.543","0.514","0.741"
PbRatio,"0.671","0.71","1.258","1.243","1.397","1.343","1.247","1.492","1.536","1.406","1.461","1.315","1.178","1.23","1.268","1.124","1.15","1.211","0.918","0.857","1.086","1.155","1.225","1.363","1.528","1.383","1.336","1.238","1.173","1.134","1.19","0.531","0.519","0.554","0.614","0.503","0.584","0.626","0.607","0.555","0.473","0.54","0.574","0.549","0.513","0.465","0.545","0.558","0.783","0.709","0.924","1.006","1.094","0.869","0.966","0.941","0.962","0.941","0.964","1.029","2.221","2.183","2.006","1.922"
EnterprisesValueRevenueRatio,"0.616","3.641","3.744","3.563","3.697","3.671","2.948","3.494","3.689","3.687","4.064","4.207","4.048","2.794","4.758","4.552","4.985","4.564","2.919","2.57","2.809","3.281","2.604","2.559","2.718","2.494","2.332","2.009","1.997","2.024","2.021","0.976","0.956","0.999","1.049","0.834","1.004","1.111","1.13","1.232","1.016","1.175","1.205","1.283","1.378","1.165","0.955","0.655","0.889","0.836","1.152","1.275","1.427","1.343","1.338","1.153","1.194","1.18","1.16","1.224","2.382","2.598","2.334","2.297"
EnterprisesValueEBITDARatio,"3.927","24.745","23.924","18.873","26.017","18.612","19.932","22.085","22.454","22.475","28.652","24.385","29.132","16.285","27.761","31.291","37.196","37.719","30.537","49.604","18.988","19.927","30.262","20.807","17.803","16.654","21.13","17.326","16.978","12.741","14.318","6.471","8.074","6.205","7.907","6.17","6.903","6.195","8.201","9.501","7.678","7.865","12.018","10.682","9.247","8.613","-16.136","4.376","4.932","5.071","16.607","9.341","6.939","6.697","18.347","6.877","7.22","5.922","23.432","4.565","16.204","14.473","13.896","17.256"
