name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,12/31/2015,12/31/2014,09/30/2014,12/31/2013
TotalAssets,"2,633,880,000","2,324,309,000","2,156,873,000","2,011,124,000","1,873,351,000","1,234,091,000","1,131,867,000","1,118,410,000","1,075,882,000","1,067,992,000","1,000,931,000","944,220,000","868,354,000","831,166,000","820,449,000","748,888,000","635,498,000","610,375,000","562,342,000"
	CurrentAssets,"950,995,000","701,486,000","643,709,000","564,014,000","527,398,000","559,458,000","486,760,000","502,309,000","486,418,000","503,212,000","456,307,000","416,088,000","359,885,000","336,215,000","343,847,000","305,190,000","221,311,000","202,389,000","175,734,000"
		CashCashEquivalentsAndShortTermInvestments,"289,931,000","27,037,000","84,106,000","51,450,000","451,000","644,000","534,000","547,000","572,000","556,000","567,000","386,000","445,000","451,000","349,000","318,000","279,000","161,000","175,000"
			CashAndCashEquivalents,"289,931,000","27,037,000","84,106,000","51,450,000","451,000","644,000","534,000","547,000","572,000","556,000","567,000","386,000","445,000","451,000","349,000","318,000","279,000","161,000","175,000"
		Receivables,"50,561,000","72,169,000","54,533,000","38,478,000","66,101,000","71,851,000","65,901,000","57,209,000","48,031,000","66,513,000","52,595,000","40,581,000","33,383,000","34,533,000","34,787,000","26,224,000","15,743,000","14,326,000","11,884,000"
			AccountsReceivable,"50,561,000","69,301,000","45,284,000","35,641,000","66,101,000","67,527,000","55,668,000","41,343,000","38,265,000","54,041,000","48,615,000","38,500,000","33,383,000","34,533,000","34,556,000","23,740,000","15,743,000","14,326,000","7,982,000"
				GrossAccountsReceivable,,"69,567,000",,,,,,,,"54,390,000",,"38,981,000","33,642,000","34,666,000",,"23,873,000","15,919,000",,"7,999,000"
				AllowanceForDoubtfulAccountsReceivable,,"-266,000",,,,,,,,"-349,000",,"-481,000","-259,000","-133,000",,"-133,000","-176,000",,"-17,000"
			TaxesReceivable,"0","2,868,000","9,249,000","2,837,000","0","4,324,000","10,233,000","15,866,000","9,766,000","12,472,000","3,980,000","2,081,000",,"0","231,000","2,484,000","0","0","3,902,000"
		Inventory,"588,941,000","581,865,000","483,957,000","446,397,000","437,504,000","471,014,000","403,772,000","432,446,000","426,719,000","427,950,000","395,620,000","367,473,000","316,540,000","293,702,000","301,610,000","272,569,000","201,581,000","179,124,000","155,596,000"
			OtherInventories,,,,,,,,,,,"398,977,000",,"318,779,000","296,178,000",,"275,045,000","203,849,000",,"157,021,000"
			InventoriesAdjustmentsAllowances,,,,,,,,,,,"-3,357,000",,"-2,239,000","-2,476,000",,"-2,476,000","-2,268,000",,"-1,425,000"
		PrepaidAssets,"21,562,000","20,415,000","21,113,000","27,689,000","23,342,000","15,949,000","16,553,000","12,107,000","11,096,000","8,193,000","7,525,000","7,648,000","9,517,000","7,529,000","7,101,000","6,079,000","3,708,000","3,097,000","3,324,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,"5,681,000","4,755,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,"5,681,000","4,755,000"
	TotalNonCurrentAssets,"1,682,885,000","1,622,823,000","1,513,164,000","1,447,110,000","1,345,953,000","674,633,000","645,107,000","616,101,000","589,464,000","564,780,000","544,624,000","528,132,000","508,469,000","494,951,000","476,602,000","443,698,000","414,187,000","407,986,000","386,608,000"
		NetPPE,"1,338,596,000","1,278,545,000","1,169,015,000","1,102,655,000","998,003,000","328,366,000","300,279,000","271,500,000","245,407,000","220,952,000","200,400,000","183,649,000","163,813,000","150,471,000","135,472,000","102,983,000","72,932,000","65,566,000","43,985,000"
			GrossPPE,"1,338,596,000","1,502,835,000","1,169,015,000","1,102,655,000","998,003,000","480,049,000",,,,"325,658,000",,"183,649,000","163,813,000","220,712,000","135,472,000","149,387,000","101,275,000","65,566,000","60,724,000"
