name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999
			Payables,"514,472,000","410,471,000","365,884,000","402,225,000","460,230,000","362,589,000","357,434,000","475,430,000","506,684,000","616,488,000","506,324,000","442,430,000","431,030,000","451,928,000","257,283,000","238,377,000","187,280,000","16,979,000","37,196,000","17,407,000","21,832,000","15,785,000","13,311,000","23,084,000","28,565,000","23,377,000","16,611,000","15,011,000","36,468,000","14,139,000","14,001,000","13,245,000","33,938,000","18,859,000","21,334,000","23,945,000","20,974,000","19,115,000","14,505,000","18,711,000","16,444,000","14,500,000","11,333,000","20,760,000","18,788,000","1,403,000","4,384,000","1,622,000","940,000","1,291,000","1,013,000","2,516,000","1,614,000","1,018,000","1,120,000","1,920,000","1,582,000","1,947,000","2,083,000","2,832,000","2,052,000","2,704,000","2,347,000","1,507,000","2,948,000","927,000","1,574,000","1,503,000","1,460,000","1,099,000","1,181,000","1,213,000","1,565,000","1,613,000","1,890,000","1,886,000","2,015,000","1,203,000","1,895,000","1,460,000"
				AccountsPayable,"170,647,000","177,261,000","180,150,000","198,159,000","172,562,000","149,535,000","138,680,000","153,884,000","130,431,000","153,112,000","126,564,000","108,659,000","108,381,000","117,467,000","75,776,000","85,320,000","3,550,000","4,102,000","1,530,000","2,895,000","3,853,000","3,080,000","3,846,000","2,205,000","6,988,000","6,253,000","4,603,000","1,473,000","7,994,000","4,183,000","5,507,000","2,000,000","8,854,000","5,577,000","9,603,000","5,251,000","3,963,000","4,864,000","2,622,000","2,352,000","1,918,000","1,337,000","1,356,000","1,721,000","1,397,000","1,403,000","4,384,000","1,622,000","940,000","1,291,000","1,013,000","2,516,000","1,614,000","1,018,000","1,120,000","1,920,000","1,582,000","1,947,000","2,083,000","2,832,000","2,052,000","2,704,000","2,347,000","1,507,000","2,948,000","927,000","1,574,000","1,503,000","1,460,000","1,099,000","1,181,000","1,213,000","1,565,000","1,613,000","1,890,000","1,886,000","2,015,000","1,203,000","1,895,000","1,460,000"
				TotalTaxPayable,"187,355,000","126,012,000","96,289,000","87,432,000","160,005,000","106,475,000","80,948,000","123,727,000","134,825,000","81,138,000","55,580,000","52,049,000","60,140,000","30,086,000","11,020,000","15,874,000","43,078,000","12,877,000","35,666,000","14,512,000","17,979,000","12,705,000","9,465,000","20,879,000","21,577,000","17,124,000","12,008,000","13,538,000","28,474,000","9,956,000","8,494,000","11,245,000","25,084,000","13,282,000","11,731,000","18,694,000","17,011,000","14,251,000","11,883,000","16,359,000","14,526,000","13,163,000","9,977,000","19,039,000","17,391,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"129,591,000","126,012,000","96,289,000","87,432,000","115,725,000","106,475,000","80,948,000","123,727,000","102,458,000","81,138,000","55,580,000","52,049,000","40,127,000","30,086,000","11,020,000","15,874,000","16,426,000","12,877,000","35,666,000","14,512,000","17,979,000","12,705,000","9,465,000","20,879,000","21,577,000","17,124,000","12,008,000","13,538,000","13,466,000","9,956,000","8,494,000","11,245,000","14,717,000","13,282,000","11,731,000","18,694,000","17,011,000","14,251,000","11,883,000","16,359,000","14,526,000","13,163,000","9,977,000","19,039,000","17,391,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,"156,470,000","107,198,000","89,445,000","116,634,000","127,663,000","106,579,000","137,806,000","197,819,000","241,428,000","382,238,000","324,180,000","281,722,000","262,509,000","304,375,000","170,487,000","137,183,000","140,652,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"526,302,000","678,728,000","665,302,000","632,350,000","381,847,000","459,823,000","478,363,000","438,358,000","358,960,000","415,566,000","514,521,000","431,490,000","215,390,000","310,449,000","254,420,000","221,829,000","249,418,000","447,759,000","449,367,000","337,770,000","281,555,000","296,089,000","251,377,000","217,936,000","192,859,000","230,050,000","213,417,000","159,360,000","135,671,000","203,828,000","182,956,000","164,351,000","99,158,000","167,518,000","155,208,000","123,135,000","96,192,000","118,766,000","113,852,000","97,895,000","81,712,000","79,768,000","70,658,000","64,641,000","68,468,000","81,117,000","72,340,000","59,880,000","56,931,000","49,175,000","50,946,000","40,280,000","41,993,000","42,641,000","36,834,000","31,389,000","43,235,000","34,874,000","34,148,000","56,561,000","68,384,000","34,644,000","29,433,000","36,573,000","27,442,000","24,506,000","19,778,000","17,504,000","9,408,000","8,566,000","8,406,000","8,772,000","9,690,000","11,542,000","11,502,000",,,,,
				InterestPayable,"15,344,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentProvisions,"125,809,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"10,165,000",,,,"8,934,000",,,,"8,055,000",,,,"7,459,000",,,,,,,,"38,713,000",,,,"27,978,000",,,,"17,998,000",,,,"16,785,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"267,621,000","270,143,000","222,569,000","123,602,000","78,229,000","204,391,000","240,363,000","246,467,000","242,401,000","28,634,000","7,376,000","7,286,000","53,048,000","881,382,000","812,960,000","796,506,000","800,000,000","55,062,000","16,108,000",,,,,,,,,,,,"2,200,000","2,200,000","2,200,000","2,650,000","2,950,000","25,753,000","99,000,000","99,000,000","99,000,000","99,000,000","99,000,000","99,000,000","99,000,000","99,000,000","99,000,000","99,000,000","99,000,000","99,000,000","99,000,000","99,000,000","100,000,000","100,000,000","100,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDebt,"255,470,000","258,176,000","207,894,000","110,389,000","78,229,000","204,391,000","240,363,000","246,467,000","242,401,000","28,634,000","7,376,000","7,286,000","53,048,000","881,382,000","812,960,000","796,506,000","800,000,000","55,062,000","16,108,000",,,,,,,,,,,,"2,200,000","2,200,000","2,200,000","2,650,000","2,950,000","25,753,000","99,000,000","99,000,000","99,000,000","99,000,000","99,000,000","99,000,000","99,000,000","99,000,000","99,000,000","99,000,000","99,000,000","99,000,000","99,000,000","99,000,000","100,000,000","100,000,000","100,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"255,470,000","258,176,000","207,894,000","110,389,000","78,229,000","204,391,000","240,363,000","246,467,000","242,401,000","28,634,000","7,376,000","7,286,000","53,048,000","881,382,000","812,960,000","796,506,000","800,000,000","55,062,000","16,108,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"12,151,000","11,967,000","14,675,000","13,213,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"143,073,000","169,501,000","153,609,000","175,116,000","139,306,000","146,508,000","144,520,000","151,857,000","134,580,000","134,872,000","101,748,000","98,051,000","223,719,000","96,862,000","75,574,000","76,008,000","79,528,000","66,274,000","54,882,000","50,025,000","50,557,000","47,668,000","43,495,000","39,802,000","49,200,000","46,848,000","43,455,000","38,847,000","36,892,000",,,,"34,496,000",,,,,,,,"27,258,000",,,,"7,651,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"143,073,000","169,501,000","153,609,000","175,116,000","139,306,000","146,508,000","144,520,000","151,857,000","134,580,000","134,872,000","101,748,000","98,051,000","223,719,000","96,862,000","75,574,000","76,008,000","79,528,000","66,274,000","54,882,000","50,025,000","50,557,000","47,668,000","43,495,000","39,802,000","49,200,000","46,848,000","43,455,000","38,847,000","36,892,000",,,,"34,496,000",,,,,,,,"27,258,000",,,,"7,651,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"131,761,000",,,,"75,115,000",,,,"22,120,000",,,,"40,637,000","2,653,000",,,"67,221,000",,,,,,,"69,692,000","29,504,000","49,040,000","49,705,000",,,,,,"14,166,000",,,,"31,858,000",,,,,,,,,"16,747,000","12,608,000","12,961,000","9,079,000","7,255,000","5,438,000","3,913,000","7,389,000","5,757,000","4,855,000","4,338,000","4,282,000","3,460,000","3,542,000","3,675,000","4,502,000","3,566,000","2,949,000","2,826,000",,"423,000",,,,,,,,,,"13,942,000","10,268,000","8,018,000","6,507,000","3,240,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,851,712,000","1,836,636,000","1,098,085,000","1,118,881,000","979,556,000","977,528,000","939,298,000","941,497,000","942,865,000","218,552,000","219,897,000","219,901,000","222,612,000","92,942,000","95,713,000","99,121,000","101,724,000","880,703,000","883,595,000","886,585,000","889,401,000","891,962,000","894,713,000","897,417,000","894,119,000","96,889,000","101,559,000","105,323,000","110,004,000","114,285,000","118,975,000","123,671,000","128,355,000","133,301,000","137,949,000","142,876,000","147,540,000","153,738,000","157,753,000","162,287,000","166,729,000","3,786,000","3,785,000","4,039,000","4,039,000","2,524,000","5,701,000","1,392,000","1,337,000","1,181,000","1,164,000","1,141,000",,"100,000,000","100,000,000","100,000,000","100,000,000","101,286,000","101,501,000","101,955,000","102,142,000","102,315,000","102,265,000","102,265,000","100,000,000","100,000,000",,"1,313,000",,,"4,000,000","4,000,000","4,000,000",,,,,,,"0"
		LongTermDebtAndCapitalLeaseObligation,"1,717,592,000","1,697,167,000","949,909,000","984,648,000","884,123,000","883,089,000","882,054,000","881,018,000","879,983,000","153,092,000","153,092,000","153,092,000","153,092,000",,,,,"800,000,000","800,000,000","800,000,000","800,000,000","800,000,000","800,000,000","800,000,000","800,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000,000","100,000,000","100,000,000","100,000,000","100,000,000","100,000,000","100,000,000","100,000,000","100,000,000","100,000,000","100,000,000","100,000,000","100,000,000",,,,,"4,000,000","4,000,000","4,000,000",,,,,,,
			LongTermDebt,"1,704,511,000","1,680,912,000","929,883,000","960,999,000","884,123,000","883,089,000","882,054,000","881,018,000","879,983,000","153,092,000","153,092,000","153,092,000","153,092,000",,,,,"800,000,000","800,000,000","800,000,000","800,000,000","800,000,000","800,000,000","800,000,000","800,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000,000","100,000,000","100,000,000","100,000,000","100,000,000","100,000,000","100,000,000","100,000,000","100,000,000","100,000,000","100,000,000","100,000,000","100,000,000",,,,,"4,000,000","4,000,000","4,000,000",,,,,,,
			LongTermCapitalLeaseObligation,"13,081,000","16,255,000","20,026,000","23,649,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"33,217,000","35,826,000","38,435,000","41,043,000","43,652,000","46,261,000","48,965,000","51,668,000","54,372,000","57,076,000","59,780,000","62,484,000","65,188,000","67,892,000","70,596,000","73,299,000","76,003,000","77,565,000","80,173,000","82,782,000","85,391,000","87,999,000","90,608,000","93,217,000","89,039,000","93,725,000","98,411,000","103,098,000","107,784,000","112,470,000","117,156,000","121,843,000","126,529,000","131,215,000","135,901,000","140,588,000","145,274,000","150,190,000","154,646,000",,"164,019,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredRevenue,"33,217,000","35,826,000","38,435,000","41,043,000","43,652,000","46,261,000","48,965,000","51,668,000","54,372,000","57,076,000","59,780,000","62,484,000","65,188,000","67,892,000","70,596,000","73,299,000","76,003,000","77,565,000","80,173,000","82,782,000","85,391,000","87,999,000","90,608,000","93,217,000","89,039,000","93,725,000","98,411,000","103,098,000","107,784,000","112,470,000","117,156,000","121,843,000","126,529,000","131,215,000","135,901,000","140,588,000","145,274,000","150,190,000","154,646,000",,"164,019,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"100,903,000","103,643,000","109,741,000","93,190,000","51,781,000","48,178,000","8,279,000","8,811,000","8,510,000","8,384,000","7,025,000","4,325,000","4,332,000","25,050,000","25,117,000","25,822,000","25,721,000","3,138,000","3,422,000","3,803,000","4,010,000","3,963,000","4,105,000","4,200,000","5,080,000","3,164,000","3,148,000","2,225,000","2,220,000","1,815,000","1,819,000","1,828,000","1,826,000","2,086,000","2,048,000","2,288,000","2,266,000","3,548,000","3,107,000",,"2,710,000",,,,"4,039,000",,,,,,,,,,,,,"1,286,000","1,501,000","1,955,000","2,142,000","2,315,000","2,265,000","2,265,000",,,,,,,,,,,,,,,,
TotalEquityGrossMinorityInterest,"3,897,913,000","4,053,322,000","4,017,598,000","3,942,617,000","3,762,872,000","3,670,013,000","3,614,758,000","3,765,858,000","3,599,729,000","3,439,160,000","3,224,005,000","3,208,191,000","3,090,979,000","3,009,020,000","2,769,979,000","2,913,966,000","2,876,668,000","2,324,377,000","2,361,603,000","2,298,713,000","2,421,270,000","2,527,585,000","2,296,694,000","1,633,481,000","1,675,618,000","1,695,837,000","1,620,137,000","1,133,556,000","1,145,873,000","1,137,206,000","1,143,427,000","1,101,712,000","1,062,349,000","1,043,432,000","1,376,867,000","1,349,780,000","1,240,526,000","1,329,665,000","1,283,934,000","1,252,194,000","1,222,699,000","631,254,000","606,150,000","587,260,000","624,548,000","592,477,000","564,378,000","526,390,000","494,976,000","464,343,000","435,787,000","405,993,000","387,813,000","365,601,000","344,393,000","330,691,000","319,622,000","303,713,000","288,438,000","264,732,000","253,345,000","228,023,000","209,528,000","194,599,000","159,507,000","144,271,000","131,626,000","127,849,000","111,764,000","111,690,000","113,033,000","116,447,000","120,825,000","119,967,000","126,665,000","133,404,000","140,441,000","146,817,000","86,422,000","94,833,000"
	StockholdersEquity,"2,638,481,000","2,806,686,000","2,835,718,000","2,794,890,000","2,717,791,000","2,701,822,000","2,738,678,000","2,937,920,000","2,846,842,000","2,793,189,000","2,679,693,000","2,761,376,000","2,679,590,000","2,624,124,000","2,434,949,000","2,580,643,000","2,565,272,000","2,020,338,000","2,068,240,000","2,013,487,000","2,145,772,000","2,257,805,000","2,030,080,000","1,145,404,000","1,191,210,000","1,214,357,000","1,139,011,000","1,125,967,000","1,136,670,000","1,128,410,000","1,132,629,000","1,092,426,000","1,055,670,000","1,039,443,000","1,375,431,000","1,348,661,000","1,239,308,000","1,328,389,000","1,282,605,000","1,250,847,000","1,221,727,000","626,360,000","606,150,000","587,260,000","620,505,000","592,477,000","564,378,000","526,390,000","494,976,000","464,343,000","435,787,000","405,993,000","387,813,000","365,601,000","344,393,000","330,691,000","319,622,000","303,713,000","288,438,000","264,732,000","253,345,000","228,023,000","209,528,000","194,599,000","159,507,000","144,271,000","131,626,000","127,849,000","111,764,000","111,690,000","113,033,000","116,447,000","120,825,000","119,967,000","126,665,000","133,404,000","140,441,000","146,817,000","86,422,000","94,806,000"
		CapitalStock,"11,089,000",,,,"10,968,000",,,,"10,845,000",,,,"10,713,000",,,,"10,522,000",,,,"8,991,000",,,,"8,937,000",,,,"8,863,000",,,,"8,797,000",,,,"8,216,000",,,,"8,102,000",,,,"7,464,000",,"0",,"7,384,000",,,,"7,228,000","7,172,000","7,129,000","7,119,000","7,084,000","7,067,000","7,062,000","6,857,000","6,834,000","6,708,000","6,700,000","6,682,000","6,471,000","6,426,000","6,315,000","6,222,000","6,111,000","6,107,000","6,106,000","6,105,000","6,104,000","5,504,000","5,501,000","5,489,000","5,481,000","5,425,000","102,765,000","4,897,000"
			PreferredStock,"7,000",,,,"7,000",,,,"7,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101,385,000","120,000"
			CommonStock,"11,082,000",,,,"10,961,000",,,,"10,838,000",,,,"10,713,000",,,,"10,522,000",,,,"8,991,000",,,,"8,937,000",,,,"8,863,000",,,,"8,797,000",,,,"8,216,000",,,,"8,102,000",,,,"7,464,000",,"0",,"7,384,000",,,,"7,228,000","7,172,000","7,129,000","7,119,000","7,084,000","7,067,000","7,062,000","6,857,000","6,834,000","6,708,000","6,700,000","6,682,000","6,471,000","6,426,000","6,315,000","6,222,000","6,111,000","6,107,000","6,106,000","6,105,000","6,104,000","5,504,000","5,501,000","5,489,000","5,481,000","5,425,000","1,380,000","4,777,000"
		AdditionalPaidInCapital,"3,338,491,000",,,,"3,261,795,000",,,,"3,192,073,000",,,,"2,610,173,000",,,,"2,211,901,000",,,,"1,746,293,000",,,,"777,907,000",,,,"736,249,000",,,,"715,098,000",,,,"596,110,000",,,,"571,024,000",,,,"357,109,000",,"564,378,000",,"332,461,000",,,,"303,868,000","297,155,000","290,991,000","287,128,000","284,559,000","280,812,000","279,884,000","265,478,000","263,912,000","255,326,000","254,898,000","253,523,000","236,222,000","234,668,000","229,283,000","227,928,000","223,321,000","223,306,000","223,311,000","223,311,000","223,340,000","220,671,000","221,743,000","221,747,000","222,227,000","221,399,000","54,933,000","153,383,000"
		RetainedEarnings,"141,414,000",,,,"211,956,000",,,,"37,670,000",,,,"435,117,000",,,,"548,628,000",,,,"522,950,000",,,,"346,148,000",,,,"301,016,000",,,,"269,278,000",,,,"571,370,000",,,,"590,464,000",,,,"204,340,000",,,,"123,702,000",,,,"65,973,000","54,251,000","43,532,000","33,093,000","26,057,000","12,298,000","3,205,000","-6,748,000","-17,058,000","-34,491,000","-48,994,000","-67,012,000","-83,054,000","-92,323,000","-103,980,000","-111,101,000","-115,952,000","-115,393,000","-113,499,000","-109,528,000","-104,595,000","-99,301,000","-91,083,000","-82,072,000","-73,199,000","-62,950,000","-50,824,000","-38,678,000"
		TreasuryStock,"795,396,000",,,,"733,705,000",,,,"484,442,000",,,,"436,818,000",,,,"410,693,000",,,,"348,979,000",,,,"99,975,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-57,117,000",,,,"-33,223,000",,,,"90,696,000",,,,"60,405,000",,,,"204,914,000",,,,"216,517,000",,,,"158,193,000",,,,"90,542,000",,,,"62,497,000",,,,"63,612,000",,,,"52,137,000",,,,"51,592,000","592,477,000",,"526,390,000","31,429,000","464,343,000","435,787,000","405,993,000","10,744,000","7,023,000","2,741,000","3,351,000","1,922,000","3,536,000","-1,713,000","-855,000","-343,000","480,000","-3,076,000","1,406,000","-132,000","-4,500,000","8,000","4,800,000","-1,716,000","-2,330,000","-2,885,000","-3,441,000","-4,024,000","-6,907,000","-9,496,000","-11,760,000","-14,068,000","-17,057,000","-20,452,000","-24,796,000"
			UnrealizedGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"-329,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,137,000",,,,"51,921,000",,,,"32,349,000",,,,"13,115,000","9,707,000","6,965,000","6,312,000","4,825,000","4,245,000","62,000","68,000","52,000","11,000","16,000","33,000","29,000","35,000","-2,000","-10,000",,"19,000","-27,000","-25,000","-12,000","-5,000","36,000","20,000","55,000","67,000","74,000","40,000"
			OtherEquityAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-920,000",,,,"-2,371,000","-2,684,000","-4,224,000","-2,961,000","-2,903,000","-709,000","-1,775,000","-923,000","-395,000","469,000","-3,092,000","1,373,000","-161,000","-4,535,000","10,000","4,810,000",,"-2,349,000","-2,858,000","-3,416,000","-4,012,000","-6,902,000","-9,532,000","-11,780,000","-14,123,000","-17,124,000","-20,526,000","-24,836,000"
	MinorityInterest,"1,259,432,000","1,246,636,000","1,181,880,000","1,147,727,000","1,045,081,000","968,191,000","876,080,000","827,938,000","752,887,000","645,971,000","544,312,000","446,815,000","411,389,000","384,896,000","335,030,000","333,323,000","311,396,000","304,039,000","293,363,000","285,226,000","275,498,000","269,780,000","266,614,000","488,077,000","484,408,000","481,480,000","481,126,000","7,589,000","9,203,000","8,796,000","10,798,000","9,286,000","6,679,000","3,989,000","1,436,000","1,119,000","1,218,000","1,276,000","1,329,000","1,347,000","972,000","4,894,000",,,"4,043,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,000"
TotalCapitalization,"4,342,992,000","4,487,598,000","3,765,601,000","3,755,889,000","3,601,914,000","3,584,911,000","3,620,732,000","3,818,938,000","3,726,825,000","2,946,281,000","2,832,785,000","2,914,468,000","2,832,682,000","2,624,124,000","2,434,949,000","2,580,643,000","2,565,272,000","2,820,338,000","2,868,240,000","2,813,487,000","2,945,772,000","3,057,805,000","2,830,080,000","1,945,404,000","1,991,210,000","1,214,357,000","1,139,011,000","1,125,967,000","1,136,670,000","1,128,410,000","1,132,629,000","1,092,426,000","1,055,670,000","1,039,443,000","1,375,431,000","1,348,661,000","1,239,308,000","1,328,389,000","1,282,605,000","1,250,847,000","1,221,727,000","626,360,000","606,150,000","587,260,000","620,505,000","592,477,000","564,378,000","526,390,000","494,976,000","464,343,000","435,787,000","405,993,000","387,813,000","465,601,000","444,393,000","430,691,000","419,622,000","403,713,000","388,438,000","364,732,000","353,345,000","328,023,000","309,528,000","294,599,000","259,507,000","244,271,000","131,626,000","127,849,000","111,764,000","111,690,000","117,033,000","120,447,000","124,825,000","119,967,000","126,665,000","133,404,000","140,441,000","146,817,000","86,422,000","94,806,000"
PreferredStockEquity,"7,000",,,,"7,000",,,,"7,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101,385,000","120,000"
CommonStockEquity,"2,638,474,000","2,806,686,000","2,835,718,000","2,794,890,000","2,717,784,000","2,701,822,000","2,738,678,000","2,937,920,000","2,846,835,000","2,793,189,000","2,679,693,000","2,761,376,000","2,679,590,000","2,624,124,000","2,434,949,000","2,580,643,000","2,565,272,000","2,020,338,000","2,068,240,000","2,013,487,000","2,145,772,000","2,257,805,000","2,030,080,000","1,145,404,000","1,191,210,000","1,214,357,000","1,139,011,000","1,125,967,000","1,136,670,000","1,128,410,000","1,132,629,000","1,092,426,000","1,055,670,000","1,039,443,000","1,375,431,000","1,348,661,000","1,239,308,000","1,328,389,000","1,282,605,000","1,250,847,000","1,221,727,000","626,360,000","606,150,000","587,260,000","620,505,000","592,477,000","564,378,000","526,390,000","494,976,000","464,343,000","435,787,000","405,993,000","387,813,000","365,601,000","344,393,000","330,691,000","319,622,000","303,713,000","288,438,000","264,732,000","253,345,000","228,023,000","209,528,000","194,599,000","159,507,000","144,271,000","131,626,000","127,849,000","111,764,000","111,690,000","113,033,000","116,447,000","120,825,000","119,967,000","126,665,000","133,404,000","140,441,000","146,817,000","-14,963,000","94,686,000"
CapitalLeaseObligations,"25,232,000","28,222,000","34,701,000","36,862,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"2,331,181,000","2,505,305,000","2,519,851,000","2,469,568,000","2,398,216,000","2,453,229,000","2,468,312,000","2,832,494,000","2,742,635,000","2,691,382,000","2,606,518,000","2,749,191,000","2,667,482,000","2,566,508,000","2,376,599,000","2,520,213,000","2,503,318,000","1,958,606,000","2,005,589,000","1,949,917,000","2,081,283,000","2,197,923,000","1,969,620,000","1,069,827,000","1,133,021,000","1,187,734,000","1,112,100,000","1,110,139,000","1,120,830,000","1,112,559,000","1,116,767,000","1,076,553,000","1,039,696,000","1,023,369,000","1,290,365,000","1,263,342,000","1,153,734,000","1,243,022,000","1,196,999,000","1,164,995,000","1,133,987,000","533,010,000","512,622,000","493,233,000","525,978,000","497,450,000","472,083,000","437,289,000","405,618,000","374,728,000","345,914,000","315,862,000","297,279,000","274,652,000","252,976,000","238,805,000","227,268,000","223,699,000","216,130,000","191,383,000","178,955,000","180,679,000","176,196,000","160,341,000","140,847,000","125,196,000","112,136,000","107,042,000","111,764,000","111,690,000","113,033,000","114,760,000","117,450,000","114,904,000","119,914,000","124,966,000","130,315,000","134,989,000","72,893,000","79,574,000"
WorkingCapital,"2,892,641,000","2,929,385,000","2,141,484,000","2,149,553,000","2,189,037,000","2,336,140,000","2,471,376,000","2,886,925,000","2,829,813,000","2,011,810,000","1,904,370,000","1,730,268,000","1,684,789,000","1,279,497,000","1,275,366,000","1,339,555,000","1,336,098,000","1,712,219,000","1,902,216,000","2,073,659,000","2,142,859,000","2,408,551,000","2,324,578,000","1,741,852,000","1,790,696,000","1,091,462,000","1,103,133,000","643,839,000","658,318,000","672,749,000","701,940,000","615,967,000","627,167,000","701,088,000","787,341,000","775,264,000","760,635,000","736,705,000","729,260,000","703,445,000","694,484,000","506,511,000","486,641,000","463,958,000","498,524,000","463,577,000","438,737,000","406,995,000","377,608,000","345,905,000","318,324,000","285,395,000","267,116,000","347,467,000","324,122,000","309,344,000","297,910,000","292,856,000","285,525,000","262,977,000","252,027,000","257,060,000","251,524,000","236,773,000","219,866,000","203,806,000","92,430,000","84,000,000","91,003,000","89,914,000","90,414,000","90,877,000","91,344,000","102,246,000","108,705,000","114,195,000","120,026,000","125,867,000","65,160,000","74,098,000"
InvestedCapital,"4,598,455,000","4,745,774,000","3,973,495,000","3,866,278,000","3,680,136,000","3,789,302,000","3,861,095,000","4,065,405,000","3,969,219,000","2,974,915,000","2,840,161,000","2,921,754,000","2,885,730,000","3,505,506,000","3,247,909,000","3,377,149,000","3,365,272,000","2,875,400,000","2,884,348,000","2,813,487,000","2,945,772,000","3,057,805,000","2,830,080,000","1,945,404,000","1,991,210,000","1,214,357,000","1,139,011,000","1,125,967,000","1,136,670,000","1,128,410,000","1,134,829,000","1,094,626,000","1,057,870,000","1,042,093,000","1,378,381,000","1,374,414,000","1,338,308,000","1,427,389,000","1,381,605,000","1,349,847,000","1,320,727,000","725,360,000","705,150,000","686,260,000","719,505,000","691,477,000","663,378,000","625,390,000","593,976,000","563,343,000","535,787,000","505,993,000","487,813,000","465,601,000","444,393,000","430,691,000","419,622,000","403,713,000","388,438,000","364,732,000","353,345,000","328,023,000","309,528,000","294,599,000","259,507,000","244,271,000","131,626,000","127,849,000","111,764,000","111,690,000","117,033,000","120,447,000","124,825,000","119,967,000","126,665,000","133,404,000","140,441,000","146,817,000","-14,963,000","94,686,000"
