name,ttm,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003
MarketCap,"99,187,275,121","95,679,106,201","83,843,878,626","78,989,148,248","73,216,513,056","76,417,972,821","65,856,554,821","85,781,273,515","94,451,870,084","97,229,407,896","96,527,844,519","108,652,693,344","122,402,533,041","133,443,461,967","123,818,251,036","104,466,349,680","92,783,604,946","87,432,154,133","104,805,526,140","98,323,487,126","98,097,369,486","144,149,995,500","162,465,524,340","101,131,114,490","80,818,213,163","95,176,683,303","52,298,233,562","42,355,145,656","34,158,454,751","23,606,469,806","20,648,969,904","18,266,911,159","17,791,837,646","17,691,470,002","17,075,881,787","15,851,396,534","16,734,631,798","22,060,808,093"
EnterpriseValue,"115,955,307,965","106,410,131,570","76,352,830,149","-16,565,724,314","77,086,415,185","73,032,348,862","62,512,286,703","91,783,765,949","88,620,164,704","104,071,652,264","92,933,270,969","116,902,407,040","111,454,938,579","142,916,529,366","114,264,354,399","102,833,616,080","86,722,778,964","84,106,383,345","100,803,089,710","93,427,326,860","92,496,202,571","140,006,304,848","162,465,524,340","95,617,134,780","75,389,800,948","95,176,683,303","52,298,233,562","42,355,145,656","31,250,893,746","20,200,760,189","17,251,041,830","14,945,394,482","14,470,320,969","14,369,953,325","11,015,346,011","9,790,860,758","10,674,096,022","16,000,272,317"
PeRatio,"7.031","53.018","34.436","29.409","25.179","17.332","16.854","22.139","22.112","22.729","21.886","24.461","25.255","28.784","30.211","30.421","27.36","28.145","26.17","21.292","20.455","26.997","35.273","27.471","29.487","51.301","30.601","25.054","23.775","21.835","19.143","18.225","18.976","20.266","28.622","49.189","345.876",
ForwardPeRatio,"9.775","40.161","37.037","20.08","13.55","12.658","11.136","14.104","17.606","18.904","11.534",,"26.178","26.738","24.45","20.704","18.382","19.841","23.81",,,,,,,,,,,,,,,,,,,
PegRatio,"3.621","1.343","1.238","0.672","0.453","1.104","0.656","0.732","0.873","0.936","2.681",,"0.888","1.163","1.129","0.956","0.849","0.916","1.098",,,,,,,,,,,,,,,,,,,
PsRatio,"0.559","1.573","1.465","1.304","1.247","1.116","1.085","1.588","1.745","1.981","2.018","2.331","2.6","2.781","4.702","3.597","3.472","3.388","2.83","3.551","3.295","5.485","6.828","4.307","3.995","9.853","3.388","2.774","2.707","2.065","1.81","1.718","1.78","1.892","1.709","1.48","1.455","1.772"
PbRatio,"1.009","2.739","2.417","2.313","2.415","2.504","2.435","3.207","3.249","3.663","3.623","4.363","4.268","4.471","5.707","3.53","4.345","3.303","5.425","4.043","4.522","5.124","7.284","5.514","4.476","8.119","4.517","3.698","3.408","2.865","2.512","2.273","2.214","2.201","2.264","2.102","2.219","2.925"
EnterprisesValueRevenueRatio,"0.159","2.087","0.802","-0.216","0.584","1.302","0.754","1.049","0.633","1.297","1.045","1.349","0.866","2.745","1.449","25.094","0.746","-0.712","1.31","-7.925","0.833","3.112","3.613","1.875","1.487","0.928","2.338","1.166","1.153","0.788","0.702","0.609","0.589","0.748","0.574","0.51","0.556","0.811"
