name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
TotalRevenue,"98,250,000,000","12,137,000,000","32,149,000,000","25,648,000,000","27,291,000,000","27,034,000,000","28,726,000,000","26,905,000,000","20,026,000,000","25,891,000,000","24,156,000,000","28,431,000,000","25,451,000,000","28,406,000,000","28,214,000,000","26,959,000,000","30,733,000,000","28,857,000,000","26,771,000,000","16,078,000,000","25,978,000,000","18,943,000,000","21,457,000,000","21,286,000,000","22,560,000,000","21,924,000,000","20,146,000,000","19,575,000,000","17,973,000,000","18,909,000,000","17,065,000,000","19,883,000,000","19,241,000,000","20,836,000,000","23,621,310,000","17,367,000,000","18,879,000,000","17,053,023,000","25,803,598,000","13,555,402,000","19,896,312,000","15,219,688,000","36,047,634,000","16,351,767,000","17,160,723,000","14,965,876,000","10,275,469,168","8,197,602,192","10,571,776,307.94","8,754,138,385","11,171,023,993.6","9,498,083,525.7","8,792,861,548.4","8,137,745,660.1","9,514,755,082.5","7,895,996,140","6,881,347,447.8","6,936,928,058.25","7,520,169,930","6,394,845,105","6,366,641,652","5,278,626,675.7","7,316,698,966.51","4,953,238,818.5","3,821,216,693.52","4,283,803,076.93","5,667,792,675.6","3,967,544,927.08","5,459,570,782.56","5,545,238,786.91","3,736,960,558.34","3,980,225,807.04","3,530,167,645.8","3,446,057,163.2","1,992,968,829.5","2,790,237,336","3,075,397,511.4","3,289,323,354.83"
	OperatingRevenue,"98,250,000,000","12,137,000,000","32,149,000,000","25,648,000,000","27,291,000,000","27,034,000,000","28,726,000,000","26,905,000,000","20,026,000,000","25,891,000,000","24,156,000,000","28,431,000,000","25,451,000,000","28,406,000,000","28,214,000,000","26,959,000,000","30,733,000,000","28,857,000,000","26,771,000,000","16,078,000,000","25,978,000,000","18,943,000,000","21,457,000,000","21,286,000,000","22,560,000,000","21,924,000,000","20,146,000,000","19,575,000,000","17,973,000,000","18,909,000,000","17,065,000,000","19,883,000,000","19,241,000,000","20,836,000,000","23,621,310,000","17,367,000,000","18,879,000,000","17,053,023,000","25,803,598,000","13,555,402,000","19,896,312,000","15,219,688,000","36,047,634,000","16,351,767,000","17,160,723,000","14,965,876,000","10,275,469,168","8,197,602,192","10,571,776,307.94","8,754,138,385","11,171,023,993.6","9,498,083,525.7","8,792,861,548.4","8,137,745,660.1","9,514,755,082.5","7,895,996,140","6,881,347,447.8","6,936,928,058.25","7,520,169,930","6,394,845,105","6,366,641,652","5,278,626,675.7","7,316,698,966.51","4,953,238,818.5","3,821,216,693.52","4,283,803,076.93","5,667,792,675.6","3,967,544,927.08","5,459,570,782.56","5,545,238,786.91","3,736,960,558.34","3,980,225,807.04","3,530,167,645.8","3,446,057,163.2","1,992,968,829.5","2,790,237,336","3,075,397,511.4","3,289,323,354.83"
PretaxIncome,"12,418,000,000","-9,287,000,000","7,819,000,000","4,295,000,000","9,591,000,000","9,538,000,000","10,378,000,000","8,292,000,000","2,375,000,000","9,563,000,000","4,884,000,000","10,143,000,000","7,779,000,000","9,405,000,000","8,074,000,000","7,154,000,000","12,289,000,000","10,675,000,000","7,596,000,000","-1,354,000,000","9,150,000,000","2,873,000,000","7,472,000,000","6,772,000,000","7,370,000,000","7,194,000,000","5,993,000,000","6,043,000,000","4,019,000,000","4,810,000,000","4,013,000,000","4,696,000,000","3,374,000,000","5,333,000,000","5,152,487,000","2,903,000,000","4,429,000,000","5,212,596,000","2,554,616,000","6,659,384,000","3,006,441,000","4,607,559,000","8,584,094,000","4,876,686,000","6,296,741,000","3,703,479,000","-3,887,453,848","1,304,352,712","3,484,736,147.08","2,801,407,091","1,536,225,057.7","3,690,380,350.3","3,389,551,143.4","2,961,362,075.1","4,424,405,560","-610,872,879","2,224,042,558.71","2,210,091,849.21","1,564,178,662.5","2,110,010,512.5","2,420,501,076","1,678,862,313.66","2,240,320,165.34","1,548,768,241.95","1,330,111,948.44","1,299,587,410.93","1,088,966,260.32","1,145,269,865.6","1,282,005,107.04","1,283,255,918.16","677,820,077.06","847,021,849.42","490,479,232.2","621,659,175.2","-267,691,463.5","539,262,205","776,387,476.5","702,783,901.52"
TaxProvision,"-12,170,000,000","-12,965,000,000","-896,000,000","-1,210,000,000","2,901,000,000","2,635,000,000","3,521,000,000","1,961,000,000","-3,519,000,000","3,006,000,000","-796,000,000","4,225,000,000","987,000,000","3,527,000,000","2,134,000,000","1,532,000,000","5,967,000,000","4,977,000,000","2,455,000,000","-10,652,000,000","3,216,000,000","-2,910,000,000","1,039,000,000","788,000,000","2,527,000,000","2,593,000,000","1,047,000,000","1,724,000,000","252,000,000","1,320,000,000","1,083,000,000","1,242,000,000","46,000,000","1,854,000,000","2,224,376,000","-687,000,000","925,000,000","1,469,675,000","978,512,000","2,205,488,000","692,052,000","1,060,948,000","2,686,675,000","1,918,273,000","3,161,677,000","1,082,375,000","-2,756,617,144","-567,279,856","1,267,201,736.08","761,529,529","503,454,149.5","1,270,233,223","1,274,777,599.6","1,062,917,969.7","1,592,480,061","-682,354,919","736,350,905.85","737,997,021.78","-46,878,525","620,543,632.5","961,810,227","536,499,697.02","358,188,337.77","483,302,165.49","443,683,261.8","425,845,780.26","99,326,929.52","362,076,755.6","517,709,969.76","564,167,944.83","-541,262,279.56","241,601,208.64","74,447,275","137,622,647.2","-15,559,788.5","74,937,075","17,777,506.8","76,759,011.35"
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-35,090,000",,,,"-62,492,000",,,,"-405,855,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"25,433,000,000","1,759,000,000","8,674,000,000","5,165,000,000","6,527,000,000","3,439,000,000","6,653,000,000","6,125,000,000","5,740,000,000","6,389,000,000","5,485,000,000","6,048,000,000","6,369,000,000","6,001,000,000","5,992,000,000","5,561,000,000","5,999,000,000","5,711,000,000","5,020,000,000","9,202,000,000","5,845,000,000","5,673,000,000","6,345,000,000","5,893,000,000","4,766,000,000","4,551,000,000","4,908,000,000","4,286,000,000","3,748,000,000","3,482,000,000","2,919,000,000","3,308,000,000","3,122,000,000","3,285,000,000","2,897,119,000","3,391,000,000","3,322,000,000","3,530,301,000","1,633,839,000","4,027,161,000","2,171,810,000","3,234,190,000","7,231,180,000","2,268,088,000","2,570,895,000","2,014,837,000","-1,159,836,704","1,871,632,568","2,217,534,411","2,039,877,562","1,061,258,588.2","2,420,147,127.3","2,114,773,543.8","1,898,444,105.4","2,831,925,499","71,482,040","1,487,691,652.86","1,472,094,827.43","1,613,392,177.5","1,489,466,880","1,458,690,849","1,142,362,616.64","1,882,131,827.57","1,065,466,076.46","886,428,686.64","873,741,630.67","989,639,330.8","783,193,110","764,295,137.28","719,087,973.33","1,229,701,816.62","605,420,640.78","416,031,957.2","484,036,528","-252,131,675","464,325,130","758,609,969.7","626,024,890.17"
	NetIncome,"23,825,000,000","3,459,000,000","8,674,000,000","5,165,000,000","6,527,000,000","6,747,000,000","6,653,000,000","6,125,000,000","5,740,000,000","6,389,000,000","5,485,000,000","6,048,000,000","6,369,000,000","6,001,000,000","5,992,000,000","5,561,000,000","5,999,000,000","5,711,000,000","5,020,000,000","9,202,000,000","5,845,000,000","5,673,000,000","6,345,000,000","5,893,000,000","4,766,000,000","4,551,000,000","4,908,000,000","4,286,000,000","3,748,000,000","3,482,000,000","2,919,000,000","3,308,000,000","3,122,000,000","3,285,000,000","2,897,119,000","3,391,000,000","3,322,000,000","3,530,301,000","1,633,839,000","4,027,161,000","2,171,810,000","3,234,190,000","7,231,180,000","2,268,088,000","2,570,895,000","2,014,837,000","-1,159,836,704","1,871,632,568","2,217,534,411","2,039,877,562","1,061,258,588.2","2,420,147,127.3","2,114,773,543.8","1,898,444,105.4","2,831,925,499","71,482,040","1,487,691,652.86","1,472,094,827.43","1,613,392,177.5","1,489,466,880","1,458,690,849","1,142,362,616.64","1,882,131,827.57","1,065,466,076.46","886,428,686.64","873,741,630.67","989,639,330.8","783,193,110","764,295,137.28","719,087,973.33","1,229,701,816.62","605,420,640.78","416,031,957.2","484,036,528","-252,131,675","464,325,130","758,609,969.7","626,024,890.17"
		NetIncomeIncludingNoncontrollingInterests,"24,588,000,000","3,678,000,000","8,715,000,000","5,505,000,000","6,690,000,000","6,903,000,000","6,857,000,000","6,331,000,000","5,894,000,000","6,557,000,000","5,680,000,000","5,918,000,000","6,792,000,000","5,878,000,000","5,940,000,000","5,622,000,000","6,322,000,000","5,698,000,000","5,141,000,000","9,298,000,000","5,934,000,000","5,783,000,000","6,433,000,000","5,984,000,000","4,843,000,000","4,601,000,000","4,946,000,000","4,319,000,000","3,767,000,000","3,490,000,000","2,930,000,000","3,454,000,000","3,328,000,000","3,479,000,000","3,091,467,000","3,590,000,000","3,504,000,000","3,707,831,000","1,744,604,000","4,285,396,000","2,376,881,000","3,484,119,000","7,135,417,000","2,487,764,000","2,773,570,000","2,215,249,000","-1,287,461,848","2,000,477,076","2,165,637,929.34","2,126,682,498","1,147,686,565.6","2,411,050,664.4","2,186,793,253.6","1,905,773,552.7","2,779,195,844","86,401,536","1,494,862,127.43","1,470,460,516.92","1,757,182,072.5","1,465,490,070","1,358,714,259","1,180,434,962.84","1,909,435,465.9","995,185,933.03","970,951,242.66","880,957,490.79","1,066,633,292.6","828,116,430.4","666,587,725.92","716,638,857.57","864,471,678.7","842,282,737.28","555,210,623.2","491,502,123.2","-393,320,161","540,235,481","789,671,694","656,202,407"
			NetIncomeContinuousOperations,"24,588,000,000","3,678,000,000","8,715,000,000","5,505,000,000","6,690,000,000","6,903,000,000","6,857,000,000","6,331,000,000","5,894,000,000","6,557,000,000","5,680,000,000","5,918,000,000","6,792,000,000","5,878,000,000","5,940,000,000","5,622,000,000","6,322,000,000","5,698,000,000","5,141,000,000","9,298,000,000","5,934,000,000","5,783,000,000","6,433,000,000","5,984,000,000","4,843,000,000","4,601,000,000","4,946,000,000","4,319,000,000","3,767,000,000","3,490,000,000","2,930,000,000","3,454,000,000","3,328,000,000","3,479,000,000","3,091,467,000","3,590,000,000","3,504,000,000","3,707,831,000","1,744,604,000","4,285,396,000","2,376,881,000","3,484,119,000","7,135,417,000","2,487,764,000","2,773,570,000","2,215,249,000","-1,130,836,704","1,871,632,568","2,217,534,411","2,039,877,562","1,032,770,908.2","2,420,147,127.3","2,114,773,543.8","1,898,444,105.4","2,831,925,499","71,482,040","1,487,691,652.86","1,472,094,827.43","1,611,057,187.5","1,489,466,880","1,458,690,849","1,142,362,616.64","1,882,131,827.57","1,065,466,076.46","886,428,686.64","873,741,630.67","989,639,330.8","783,193,110","764,295,137.28","719,087,973.33","1,219,082,356.62","605,420,640.78","416,031,957.2","484,036,528","-252,131,675","464,325,130","758,609,969.7","626,024,890.17"
		MinorityInterests,"-763,000,000","-219,000,000","-41,000,000","-340,000,000","-163,000,000","-156,000,000","-204,000,000","-206,000,000","-154,000,000","-168,000,000","-195,000,000","130,000,000","-423,000,000","123,000,000","52,000,000","-61,000,000","-323,000,000","13,000,000","-121,000,000","-96,000,000","-89,000,000","-110,000,000","-88,000,000","-91,000,000","-77,000,000","-50,000,000","-38,000,000","-33,000,000","-19,000,000","-8,000,000","-11,000,000","-146,000,000","-206,000,000","-194,000,000","-194,348,000","-199,000,000","-182,000,000","-177,530,000","-110,765,000","-258,235,000","-205,071,000","-249,929,000","95,763,000","-219,676,000","-202,675,000","-200,412,000","127,625,144","-128,844,508","51,896,481.66","-86,804,936","-86,427,977.4","9,096,462.9","-72,019,709.8","-7,329,447.3","52,729,655","-14,919,496","-7,170,474.57","1,634,310.51","-143,789,895","23,976,810","99,976,590","-38,072,346.2","-27,303,638.33","70,280,143.43","-84,522,556.02","-7,215,860.12","-76,993,961.8","-44,923,320.4","97,707,411.36","2,449,115.76","365,230,137.92","-236,862,096.5","-139,178,666","-7,465,595.2","141,188,486","-75,910,351","-31,061,724.3","-30,177,516.83"
